"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f4489126-c007-449f-b2d1-624f8607c670","","work-in-progress","","folder","TRUE","FALSE","Project QA"
"ff472b26-ef26-44a3-af4f-60e018da5a1f","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 1"
"d0d0c5ff-ac78-42ed-940e-2828c189ec4b","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 1","Earthworks"
"5b054ccd-6ac1-4160-8736-73f03d68b32a","","work-in-progress","ITP - Earthworks Cut 01 Rev 1","checklist","FALSE","FALSE","Project QA","Zone 1","Earthworks","Z01-EWK-ITP - Earthworks Cut 01-LOT-001"
"9121d723-6474-4bc2-892e-d009af751b20","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 1","Drainage"
"edc2cc72-dbda-407c-bc67-4f0207770462","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 1","Pavements"
"542779c3-f311-4ddd-9c4b-f83a42828c0c","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2"
"f9c84f9e-b386-4add-a532-8158795fca2f","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2","Earthworks"
"f8843fa4-3ee8-470e-aa60-56b6beddaacb","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2","Drainage"
"cd1c5d7c-84ee-4b19-94f6-aa1bf95daa74","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2","Pavements"
"d4ccb6a1-bfa1-4dc6-a506-b5b89cb15361","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 3"
"294ea4fd-85c5-4f9e-b5cb-ea5cb211eb0c","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 3","Earthworks"
"154b0e3a-9afc-44b6-b480-4b01baea46d1","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 3","Earthworks","Fill 12 Temporary Stream Diversions"
"7051e953-6dc2-43c3-b788-b1404caf5a1b","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-057 - TUN-TH-CUT 057"
"6825a8a4-36f5-4f0f-8f3c-b872cdcd2937","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-058 - TUN-TH-CUT 058"
"46034616-ce79-4591-aec7-2007f9cde506","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-059 - TUN-TH-CUT 059"
"ae4a911c-2ecc-4078-b363-fc9f9cdf1f09","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-060 - TUN-TH-CUT 060"
"bc144c07-a130-4bd8-8ea7-45deadc81068","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-061 - TUN-TH-CUT 061"
"131c8c7f-b3b2-412e-a014-1d8e429bd042","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-062 - TUN-TH-CUT 062"
"445eaf9f-2b31-47f8-8dd6-06678bddcd7e","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-063 - TUN-TH-CUT 063"
"247ee8f8-eeb9-4f5f-9d1a-b77595e186cb","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-064 - TUN-TH-CUT 064"
"8e6e033b-e0ba-4356-b513-5c45615f39a7","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-065 - TUN-TH-CUT 065"
"cb1e6b3f-14c1-483b-8cce-2cfd420b485e","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-066 - TUN-TH-CUT 066"
"0ec5392d-5575-4887-938f-caec12274deb","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-067 - TUN-TH-CUT 067"
"43247776-adbb-468e-a0a9-b3175ca64123","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-068 - TUN-TH-CUT 068"
"12a88e0a-a145-4772-9544-38213e992b2e","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-069 - TUN-TH-CUT 069"
"29773090-6fea-460a-9e57-b3c04429aeb8","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-070 - TUN-TH-CUT 070"
"19740fc8-e34d-4d39-bea8-3a917af5bf0b","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-071 - TUN-TH-CUT 071"
"f619d717-964e-467b-b6a0-0e75a151d447","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-072 - TUN-TH-CUT 072"
"adf4b85b-2f18-4f1c-82b8-96443ac5bad4","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-073 - TUN-TH-CUT 073"
"40f88d36-e552-43fb-b7fb-7e06e6523891","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-074 - TUN-TH-CUT 074"
"9d75c1b1-0d2e-4411-92aa-a44d22cff251","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-075 - TUN-TH-CUT 075"
"97fe07f8-ef4f-4c74-8aba-0cc668a04fc5","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-076 - TUN-TH-CUT 076"
"446e5f89-07e3-4a93-95b2-363839ed9755","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-077 - TUN-TH-CUT 077"
"ef088787-2951-45d0-a223-9988011fc51d","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-078 - TUN-TH-CUT 078"
"f0ac6fc6-fb2e-40d4-8f6e-26e6a7dc19dc","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-079 - TUN-TH-CUT 079"
"3bab77ca-c61a-4cbb-a1cb-afbc4b13e89c","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-080 - TUN-TH-CUT 080"
"752228cc-96c1-48f8-ab28-26f07a40f227","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-081 - TUN-TH-CUT 081"
"3605a5ab-abbd-4462-9771-95cf656833a6","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-082 - TUN-TH-CUT 082"
"2f88b2ef-178b-4262-8bb6-523f2a3b0ec0","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-083 - TUN-TH-CUT 083"
"5e736511-4ccf-4d60-b2c8-9f46e069d1f7","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-084 - TUN-TH-CUT 084"
"ee1980a6-b4a1-489b-a533-af2d01e3985d","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-085 - TUN-TH-CUT 085"
"ad9d0858-321f-43de-9b45-13e2714bbcde","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-086 - TUN-TH-CUT 086"
"02f5ac53-3ccc-4b47-aac5-8bf89471f39e","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-087 - TUN-TH-CUT 087"
"739fcd64-4fad-4613-8eff-982fdf56cc89","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-088 - TUN-TH-CUT 088"
"5ec05984-bd00-4b6d-83c3-fa0c5f7487f6","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-089 - TUN-TH-CUT 089"
"2d5b2617-9603-4170-b7cd-4c1da2ee465a","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-090 - TUN-TH-CUT 090"
"64a2d55a-5161-4b14-b561-be4508dc9827","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-091 - TUN-TH-CUT 091"
"093b3437-b401-4a45-8828-b808e157517f","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-092 - TUN-TH-CUT 092"
"31bf9d80-c540-4d4e-a38f-c2db7c0431ea","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-093 - TUN-TH-CUT 093"
"e224b4e8-fd52-4b79-a705-0573a3d30c57","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-094 - TUN-TH-CUT 094"
"f137b6b9-0ee8-4e33-8475-b9751a661a43","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-095 - TUN-TH-CUT 095"
"98e40d49-4fda-4655-a298-38e7fd92d9f5","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-096 - TUN-TH-CUT 096"
"c8a0f5de-9a5e-4498-8d19-25ac90db21ed","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-097 - TUN-TH-CUT 097"
"551199fe-55e1-4220-8a4d-cdbbe25a84d4","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-098 - TUN-TH-CUT 098"
"69b07b2e-034c-4aab-9981-5e90272a749d","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-099 - TUN-TH-CUT 099"
"0c83abaa-ab57-4591-b0b9-a464c473c10b","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-100 - TUN-TH-CUT 100"
"de609668-4198-49a8-8ec7-9ffae37401b1","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-101 - TUN-TH-CUT 101"
"b50d9f87-5a9b-4499-b733-a66efb382c55","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-102 - TUN-TH-CUT 102"
"94a7c7c2-d5c9-40c8-8f96-c1186abdeeff","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-103 - TUN-TH-CUT 103"
"4915e818-1496-4d8d-974e-8d3d54f56cfe","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-104 - TUN-TH-CUT 104"
"f509828b-873e-43cf-9dad-a8a2eda8c398","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-105 - TUN-TH-CUT 105"
"fefda6fe-bd2b-4257-a305-54ff77637ede","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-106 - TUN-TH-CUT 106"
"23f9c770-f72d-435d-b8ce-2c97e3890525","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-107 - TUN-TH-CUT 107"
"130d754d-cfa4-4786-b3db-dbe7fa6118a2","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-108 - TUN-TH-CUT 108"
"f9fbdc38-7bf8-4346-a1a8-35d36d515063","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-109 - TUN-TH-CUT 109"
"7217bd73-f54d-4a7e-ae0a-07eb842b686b","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-110 - TUN-TH-CUT 110"
"dcebd07e-fa16-468e-bcd2-4084a2e8f59a","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-111 - TUN-TH-CUT 111"
"bb8f6413-54d3-43af-b691-d8c14ff0fb73","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-112 - TUN-TH-CUT 112"
"78aeeb47-cd2a-466f-a8af-d3e1188f5f80","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-113 - TUN-TH-CUT 113"
"4ababfde-5bc3-4bdc-b4c5-ab849b603a23","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-114 - TUN-TH-CUT 114"
"71e8ec5f-38c0-4462-88ed-75c05a609758","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-115 - TUN-TH-CUT 115"
"62469033-5846-4f81-be6c-39ddd0134113","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-116 - TUN-TH-CUT 116"
"96c837be-b0e9-404b-a8b3-8099a99e1928","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-117 - TUN-TH-CUT 117"
"0d35cfdd-728c-4ccf-8d3d-7b79264282db","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-118 - TUN-TH-CUT 118"
"01d0830c-3e4c-4f9e-8458-1a93a1d45188","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-119 - TUN-TH-CUT 119"
"d354b4e0-cb81-404f-bc86-c8a251be1f22","","work-in-progress","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-120 - TUN-TH-CUT 120"
"5101f141-e681-4819-af32-4de42593d1c4","","not-started","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-121 - TUN-TH-CUT 121"
"deb93de0-9311-41e1-9d74-c463c54c659f","","not-started","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-122 - TUN-TH-CUT 122"
"c60842e8-14da-4354-986b-8b1f849b8978","","not-started","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-123 - TUN-TH-CUT 123"
"db913c55-1061-41e3-9838-653e2c01d279","","not-started","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-124 - TUN-TH-CUT 124"
"da198eb0-fef4-4273-9b22-b8d166745d9d","","not-started","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-125 - TUN-TH-CUT 125"
"5e048bf1-38a5-4624-a74f-ee7a0ca7639a","","not-started","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-126 - TUN-TH-CUT 126"
"8acfc9eb-bd72-4047-9a8b-a50612d58130","","not-started","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-127 - TUN-TH-CUT 127"
"e9f972df-a636-432b-ab91-863fab9e0647","","not-started","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-128 - TUN-TH-CUT 128"
"8399d1c8-b990-4cfd-a94e-1962575b6121","","not-started","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-129 - TUN-TH-CUT 129"
"40f05da6-f16e-4691-a33f-c00420355240","","not-started","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-130 - TUN-TH-CUT 130"
"19ac10ee-c17d-46ee-9145-9b24dcdd12d5","","not-started","8f95e2abc738b7e413c58e370ea6ba30c5469a8e8430cd82268b91e180274ccc","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP - Excavation and Support - 4.0 Construction (Top Heading)-LOT-131 - TUN-TH-CUT 131"
