"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"285e1724-2d02-4e1b-91ad-bc5f956c71bd","","folder-normal","fail","","step","TRUE","FALSE","Level 1"
"d444c450-a5cc-4015-94cb-8653bbef131e","","folder-normal","fail","","step","TRUE","FALSE","Level 1","101"
"c7a892a7-cb95-4591-8117-62ddd73975de","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 3","308","Shower Tray Checklist 308"
"009e454a-6e35-4a29-aba4-551238849958","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 3","308","308 - Below Slab Pipework"
"ffcf8384-ccfa-494c-8763-6500391cc764","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 3","308","308 - Pressure Test"
"1a2a0a0d-361e-4ce0-a119-0f557e83d273","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 3","308","308 - In Wall Pre-Lining"
"b2362314-2b70-460b-a4a6-a5205ae342cc","","folder-normal","not-started","","step","TRUE","FALSE","Level 3","309"
"7882c1fa-2ae9-457b-b6eb-233164af9150","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 3","309","Shower Tray Checklist 309"
"3dd103d2-fa0c-4bfa-be17-c8678948f761","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 3","309","309 - Below Slab Pipework"
"f2a9bef5-f779-476c-8310-749995331893","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 3","309","309 - Pressure Test"
"be6ccda5-e0d3-41fa-9a73-349a03d20e9a","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 3","309","309 - In Wall Pre-Lining"
"626cdc21-e3f4-46b7-997b-a9c0789f810e","","folder-normal","not-started","","step","TRUE","FALSE","Level 3","310"
"392e4e70-f6f5-461e-ba38-624b278d51a3","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 3","310","Shower Tray Checklist 310"
"ff6f9cd9-5d6c-467c-bf0b-a09213c46729","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 3","310","310 - Below Slab Pipework"
"2d026b4c-44ef-4e77-b57d-3e31e1b6d674","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 3","310","310 - Pressure Test"
"43a671f4-a82b-4eae-9aca-3ee3d2d5a6de","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 3","310","310 - In Wall Pre-Lining"
"ba2ebc6d-a96b-45a6-9880-4ac1363200e4","","folder-normal","fail","","step","TRUE","FALSE","Level 4"
"baf37511-3ae5-4f15-be5a-25eef499b5f1","","folder-normal","pass","","step","TRUE","FALSE","Level 4","Cu supply level 4"
"ada94423-d42e-4f59-8216-6c8a1ee0fe97","","checklist-sectioned","pass","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 4","Cu supply level 4","Level 4 East Cu - In Wall Pre-Lining"
"951b113c-3354-444c-8cc5-c45d570a45b7","","checklist-sectioned","pass","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 4","Cu supply level 4","Level 4 West Cu - In Wall Pre-Lining"
"310b5b63-d69c-4850-947b-7165b447079d","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 4","Cu supply level 4","Level 4 East Cu - Pressure Test"
"0b8b86f5-902a-4f9b-b4c2-4e85ca4630bb","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 4","Cu supply level 4","Level 4 West Cu - Pressure Test"
"534ca4fd-84cd-4d55-ab02-1e9345c3951e","","folder-normal","fail","","step","TRUE","FALSE","Level 4","401"
"9562e55a-7534-4358-80d9-62a32d12d548","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 4","401","Shower Tray Checklist 401"
"7370b607-c74e-462b-81bc-e3156749f902","","checklist-sectioned","pass","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 4","401","401 - In Wall Pre-Lining"
"ad4cfddb-2f92-4370-9a22-ab6f7f9c75b7","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 4","401","401 - Pressure Test"
"b5515938-dbd8-4056-839c-1c38c8bce744","","checklist-flat","fail","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 4","401","401 - Below Slab Pipework"
"7701b898-d41e-4fe0-bbef-02cfcc6713e9","","folder-normal","fail","","step","TRUE","FALSE","Level 4","402"
"5b0faa04-03e3-4efe-a467-e6e644d80239","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 4","402","Shower Tray Checklist 402"
"db07533e-5f72-4f81-8632-a19a31254b45","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 4","402","402 - Below Slab Pipework"
"128c2838-49da-4985-854b-8b82f980d9fc","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 4","402","402 - Pressure Test"
"a82695c4-c117-4555-8fbd-027019e7a0f6","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 4","402","402 - In Wall Pre-Lining"
"f1926b2f-9835-41b7-9378-e83a2276cbac","","folder-normal","fail","","step","TRUE","FALSE","Level 4","403"
"61b1924c-a6f1-43da-a4fe-434e57cb96bd","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 4","403","Shower Tray Checklist 403"
"15c71536-1f8a-4783-b734-f59c02e22734","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 4","403","403 - Below Slab Pipework"
"4d616c05-85e6-489e-aebf-943d6452e08b","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 4","403","403 - Pressure Test"
"5985e659-7730-4abc-a84f-abb445929990","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 4","403","403 - In Wall Pre-Lining"
"2e1fae6b-9d12-4e12-82b4-c5fac548ea11","","folder-normal","fail","","step","TRUE","FALSE","Level 4","404"
"26b4e32c-d792-4292-af7a-e5dc7334dac6","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 4","404","Shower Tray Checklist 404"
"23ec8e38-bf6c-44a8-8755-3440b2d76217","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 4","404","404 - Below Slab Pipework"
"4ae187bd-3385-4573-9ca6-2cff556d2092","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 4","404","404 - Pressure Test"
"d42cf4b4-c44c-4f91-ab09-8864b19ea319","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 4","404","404 - In Wall Pre-Lining"
"30e196c6-64d7-4125-8ec6-b53fa64c21de","","folder-normal","fail","","step","TRUE","FALSE","Level 4","405"
"eb3753fe-059d-42d1-8fd1-6d4cb12fc3f2","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 4","405","Shower Tray Checklist 405"
"fb2bf1ae-9f9c-4a10-ad66-93e70bc1b214","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 4","405","405 - Below Slab Pipework"
"38b482b8-0c34-46b8-b90c-f9167e530a31","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 4","405","405 - Pressure Test"
"e9d0bd85-30fe-450b-974b-a42d7c404fff","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 4","405","405 - In Wall Pre-Lining"
"7487da03-3aad-4aca-b22c-6a20f8698c7e","","folder-normal","fail","","step","TRUE","FALSE","Level 4","406"
"3f477c96-e769-4b0f-a9e3-bdaaf67d4c34","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 4","406","Shower Tray Checklist 406"
"80c5a508-7b55-4095-bbe3-6d9a5bb6c210","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 4","406","406 - Below Slab Pipework"
"8b31b620-767d-49d9-be4e-f3d2ad0df5f8","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 4","406","406 - Pressure Test"
"14ec0c71-f25e-4455-9c99-52cfdd2e2812","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 4","406","406 - In Wall Pre-Lininga"
"99986dbc-dd3e-441b-89b9-ea9c6bd5c014","","folder-normal","fail","","step","TRUE","FALSE","Level 4","407"
"35a111d4-5bfc-46ce-b75b-c3eaf43f1ae7","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 4","407","Shower Tray Checklist 407"
"e303a4bf-08e0-45c0-88b2-b96f761a1496","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 4","407","407 - Below Slab Pipework"
"56c4b71f-8a6d-4c62-bc74-4593a650fb79","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 4","407","407 - Pressure Test"
"7e39e9c3-9955-4731-9da3-d09bbbaee32c","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 4","407","407 - In Wall Pre-Lining"
"c37b934d-b68e-4fc3-8c57-c56e9e9cc188","","folder-normal","fail","","step","TRUE","FALSE","Level 4","408"
"64e7b7e0-0dbd-4569-a24c-402927acb4f2","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 4","408","Shower Tray Checklist 408"
"6900c8b7-1235-442a-95d0-77805541fc4b","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 4","408","408 - Below Slab Pipework"
"344b7b76-4f49-42d3-bb28-cca128e2f595","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 4","408","408 - Pressure Test"
"dcc1435b-071a-4aa1-bd63-9a1bc6b0fe2b","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 4","408","408 - In Wall Pre-Lining"
"0d7d8879-9763-40af-af56-44ecbf507913","","folder-normal","fail","","step","TRUE","FALSE","Level 4","409"
"465c3dbd-bb8f-4e17-acaa-611d29aa9f19","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 4","409","Shower Tray Checklist 409"
"94b8a470-1a2a-4a04-b700-526e7ba6a05b","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 4","409","409 - Below Slab Pipework"
"3d0306da-8fd8-46f6-bfd3-6a07fd1f17ad","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 4","409","409 - Pressure Test"
"6827d403-2c35-4067-948d-b96ca743a3a7","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 4","409","409 - In Wall Pre-Lining"
"7c3cdf33-401a-48e2-aaa9-d9de280d1baf","","folder-normal","fail","","step","TRUE","FALSE","Level 4","410"
"e2b580f4-686a-41ff-b8b2-87ca6039eed5","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 4","410","Shower Tray Checklist 410"
"6aabe68c-d20e-46aa-9d4b-7aa869cf74a3","","checklist-flat","pass","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 4","410","410 - Below Slab Pipework"
"e5d7480d-3b15-4405-8892-73a7034701aa","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 4","410","410 - Pressure Test"
"0db04db1-eb00-4752-9071-57a8921e5395","","checklist-sectioned","fail","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 4","410","410 - In Wall Pre-Lining"
"84fc328a-8d38-41fa-8252-61b1e8ca219e","","folder-normal","not-started","","step","TRUE","FALSE","Level 5"
"ba2418ba-1118-4a3b-9243-6455df1635d8","","folder-normal","not-started","","step","TRUE","FALSE","Level 5","Cu supply level 5"
"2ebc220d-d15a-43bc-982b-3f0f8e8d7e5d","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 5","Cu supply level 5","Level 5 East Cu - In Wall Pre-Lining"
"b8858684-fe8c-4d63-8097-88bd629ebeae","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 5","Cu supply level 5","Level 5 West Cu - In Wall Pre-Lining"
"d74589c0-7d4f-49dd-a578-a7e164800b9d","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 5","Cu supply level 5","Level 5 East Cu - Pressure Test"
"6d88b923-8530-4082-b663-2b88a95218e2","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 5","Cu supply level 5","Level 5 West Cu - Pressure Test"
"6793653b-219b-4928-80c3-94c030e756d9","","folder-normal","not-started","","step","TRUE","FALSE","Level 5","501"
"494221c5-a89b-4c8c-945b-18116da84b40","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 5","501","Shower Tray Checklist 501"
"856248c7-44cf-48b7-949a-e434012723fc","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 5","501","501 - In Wall Pre-Lining"
"89c4f122-2017-414e-aac9-254bc16b4cb8","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 5","501","501 - Pressure Test"
"3ede9e5d-2181-4776-869b-62c7e6954abf","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 5","501","501 - Below Slab Pipework"
"0053ed28-5d3b-4398-9061-5e292831f3e2","","folder-normal","not-started","","step","TRUE","FALSE","Level 5","502"
"f1048e3f-1ea2-407d-b14b-dab433c43766","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 5","502","Shower Tray Checklist 502"
"fc625a10-56ae-40fa-a59d-441432611375","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 5","502","502 - Below Slab Pipework"
"5f695794-e35b-4eb5-a913-c2f121c5ec90","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 5","502","502 - Pressure Test"
"9521c93d-c785-41c9-8193-b48a2c6c477e","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 5","502","502 - In Wall Pre-Lining"
"82e89974-f45f-4e5f-af19-603184bc66b4","","folder-normal","not-started","","step","TRUE","FALSE","Level 5","503"
"522254c7-e3f5-4de8-87f3-a1ce1eed07b7","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 5","503","Shower Tray Checklist 503"
"0a2a6235-1d18-410d-bf92-33ce3a81efad","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 5","503","503 - Below Slab Pipework"
"872b8244-84ea-486a-9ce1-80ac18b9a476","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 5","503","503 - Pressure Test"
"a11c490f-3236-4857-8ced-584de419ebc5","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 5","503","503 - In Wall Pre-Lining"
"e2682ece-8cbd-4687-a3d2-58cac5d683ad","","folder-normal","not-started","","step","TRUE","FALSE","Level 5","504"
"9e014031-9a63-47fc-adcb-5e3c88fd6267","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 5","504","Shower Tray Checklist 504"
"2e06f1a9-599b-4b1f-817b-ea037b381f30","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 5","504","504 - Below Slab Pipework"
"e5719a77-5617-4dc3-83e1-6e1af153a391","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 5","504","504 - Pressure Test"
"4efca3ec-3c69-4eed-a035-4f411ae86ae5","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 5","504","504 - In Wall Pre-Lining"
"cce66ac1-8666-4cd1-8437-b21e8a9649ca","","folder-normal","not-started","","step","TRUE","FALSE","Level 5","505"
"4890a06c-89ac-407b-ae2c-729dc5cc06ae","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 5","505","Shower Tray Checklist 505"
"c91914a7-c135-4fd4-b82a-dd5ef6948d06","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 5","505","505 - Below Slab Pipework"
"ee36f2d6-f5d1-40f3-9536-f65b8160106f","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 5","505","505 - Pressure Test"
"a6cd9afd-f98c-4605-abe2-240c1fbd98eb","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 5","505","505 - In Wall Pre-Lining"
"86f07379-093f-4c53-a077-6b7644670e3d","","folder-normal","not-started","","step","TRUE","FALSE","Level 5","506"
"307b022e-fdab-4d98-8568-f14fd66cbb85","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 5","506","Shower Tray Checklist 506"
"76380dc9-ae57-4ec2-a491-f54c23d3c7da","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 5","506","506 - Below Slab Pipework"
"a4fe344f-d236-4c6e-9ad5-6ae48e35956d","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 5","506","506 - Pressure Test"
"96ce0426-15f8-45ed-bdaf-9faa256a31be","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 5","506","506 - In Wall Pre-Lininga"
"88dc104e-2d1f-4cfd-b456-1387b5922f7e","","folder-normal","not-started","","step","TRUE","FALSE","Level 5","507"
"9535e040-400b-4d53-9352-74149c0164f2","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 5","507","Shower Tray Checklist 507"
"b593341b-8ff6-490c-bb95-0f051fe62a77","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 5","507","507 - Below Slab Pipework"
"7c1a5489-1c8c-4e9e-a439-8cd4d2c8cc2f","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 5","507","507 - Pressure Test"
"5ecff1e0-71b4-447a-9094-8893015136f1","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 5","507","507 - In Wall Pre-Lining"
"db01e4a3-e30e-438c-8f1d-45132b9b28c1","","folder-normal","not-started","","step","TRUE","FALSE","Level 5","508"
"2a870aea-2483-4669-b5e1-30b4d1e95be9","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 5","508","Shower Tray Checklist 508"
"0f4cdf16-b8fd-4fbc-a1a4-9b80cd4b1734","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 5","508","508 - Below Slab Pipework"
"a85993f7-13e9-4457-9083-01165d066d3d","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 5","508","508 - Pressure Test"
"69f708bf-6b6e-4213-9f3c-4a9641d579b3","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 5","508","508 - In Wall Pre-Lining"
"24f25adf-2d0d-4cc3-8452-c0743f6aef6e","","folder-normal","not-started","","step","TRUE","FALSE","Level 5","509"
"3e8d5c24-c864-4c68-90bb-03e0c42cdd47","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 5","509","Shower Tray Checklist 509"
"ce0a9a51-687a-42ae-9db4-0f47d7569c8c","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 5","509","509 - Below Slab Pipework"
"e2ee4d7d-0e25-4911-98c6-86f5898fea75","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 5","509","509 - Pressure Test"
"2e6f9de2-6139-42c6-9ec9-ccb681beb94a","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 5","509","509 - In Wall Pre-Lining"
"bdd0b43b-9bcd-4445-bb10-08a11f24f9a0","","folder-normal","not-started","","step","TRUE","FALSE","Level 5","510"
"11b5b4fc-63fd-4493-9f7e-d840033c12a5","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Level 5","510","Shower Tray Checklist 510"
"7f54e04c-89be-49fb-8dfd-083d83b01f0f","","checklist-flat","not-started","Chenery - Below Slab Pipework","checklist-flat","FALSE","FALSE","Level 5","510","510 - Below Slab Pipework"
"baf34bba-fad3-4fba-a491-cca4d056c52f","","checklist-sectioned","not-started","Chenery - Pressure Test","checklist","FALSE","FALSE","Level 5","510","510 - Pressure Test"
"67a7eaf5-3938-47f6-b224-b1b5fed13476","","checklist-sectioned","not-started","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","Level 5","510","510 - In Wall Pre-Lining"
"bd2886b7-02ae-4392-8ba1-4be8183a145f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Basement "
"81202aa2-9702-45fd-bccb-7c0d79fee763","","folder-normal","pass","","step","TRUE","FALSE","Ground Works"
"a4750bbf-834f-4f81-a925-3f9c5c2e09fc","","folder-normal","pass","","step","TRUE","FALSE","Ground Works","Water Mains"
"587ad150-fb73-41c9-a276-f74fa048ff36","","checklist-sectioned","pass","Generic - In ground Water & Gas mains","checklist","FALSE","FALSE","Ground Works","Water Mains","Streets mains to Water Metres - In ground Water Mains"
"51237a7a-ae3b-426f-a8d8-54426e7338d9","","folder-normal","fail","","step","TRUE","FALSE","AO8"
"6f3921cf-73b7-4eed-be2f-f87f615e7225","","checklist-sectioned","pass","Chenery - In Wall Pre-Lining","checklist","FALSE","FALSE","AO8","A08 - In Wall Pre-Lining"
"3581515c-4757-49c5-9476-a28943ad8086","","checklist-sectioned","pass","Chenery - Pressure Test","checklist","FALSE","FALSE","AO8","AO8 - Pressure Test"
"06361898-bf9d-49b1-b76f-4a4d65f23eff","","checklist-flat","pass","Chenery - Drainage","checklist-flat","FALSE","FALSE","AO8","Chenery AO8- Drainage"
"62de3fb9-375f-4605-a687-4393cc808b29","","checklist-sectioned","fail","Chenery - Plumbing Final","checklist","FALSE","FALSE","AO8","Chenery A08- Plumbing Final"
