"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f54d08c9-d36a-4117-90a5-cbf9b16de40e","","pass","","folder","TRUE","FALSE","Manufacture QA"
"5a9b7da0-8160-4248-9ce4-7fa13130709a","","pass","","folder","TRUE","FALSE","Manufacture QA","BB.1"
"6bcb5ae6-942f-4df6-8db6-aa54d5c30f1d","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -29","The DECA Inspector sign off"
"2d747d37-3b22-44fb-9390-da35c2dce1ca","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -29","Concrete Delivery Checklist"
"725c7e21-33ab-483c-a153-c0475f42a9e4","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -29","Post-pour Checklist"
"72fade8f-48d2-458a-8d8a-e61a68e93954","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -30"
"b23a7887-92d0-4130-8e8a-828cefeb0a99","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -30","Pre-Pour Checklist 1"
"618bae99-4198-41a0-bb52-c278a481e636","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -30","The DECA Inspector sign off"
"d7f336dd-1d08-43a4-9990-32336f9f38ca","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -30","Concrete Delivery Checklist"
"2e51af13-6700-4412-82e8-f054947e8132","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -30","Post-pour Checklist"
"de475db7-4c86-4603-8094-3c7fcd5d8ae9","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -31"
"f93463b8-5a3d-4aaa-83fc-97b8479f5497","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -31","Pre-Pour Checklist 1"
"92b11407-a2db-4c77-8212-bebed87e5b19","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -31","The DECA Inspector sign off"
"1c165df1-5ea9-43c3-b9eb-4d74d598e69a","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -31","Concrete Delivery Checklist"
"9b10b1de-68bc-4b19-98ea-f7c613c857dc","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -31","Post-pour Checklist"
"2a5a17e8-03e9-43b1-960d-c88bcccd0c25","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -32"
"6a72d489-c6fa-4b64-82bd-580730266b2b","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -32","Pre-Pour Checklist 1"
"034a7a4e-521c-4201-86fb-2d59284deeac","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -32","The DECA Inspector sign off"
"ac07ec25-ad63-4dea-8f37-f27f3b2bd19a","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -32","Concrete Delivery Checklist"
"724bb3dd-19ec-4cbe-ab6e-b9e2dd6453e1","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -32","Post-pour Checklist"
"f9da3677-de9e-4014-b439-b463867f7784","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -33"
"d2450ace-b7f7-491b-83f8-9407343208e2","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -33","Pre-Pour Checklist 1"
"f193d460-6cac-45e5-a9a6-7f89419c2b0e","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -33","The DECA Inspector sign off"
"6855f77d-96d1-4b47-91a7-0ec66a35d8d2","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -33","Concrete Delivery Checklist"
"6babe96b-dc10-48de-90ac-89b75427e5ca","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -33","Post-pour Checklist"
"915d481b-b4c4-4e2a-a241-0c1ddb88c56e","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -34"
"a0422769-c120-4e15-99fc-420f8b5ba701","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -34","Pre-Pour Checklist 1"
"701aa4af-cccc-40da-850a-8e0847dfc819","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -34","The DECA Inspector sign off"
"b91e2928-7ce3-4a01-91fd-2584aa957d9b","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -34","Concrete Delivery Checklist"
"02ac5514-f314-4c52-b0e1-2a2364a8868d","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -34","Post-pour Checklist"
"f0be18d6-2e3f-4e84-9062-8c2ea024c594","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -35"
"5175091c-6808-4446-a5f4-082bd32f35ee","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -35","Pre-Pour Checklist 1"
"8795e0e5-b869-419d-b561-5198ae7c4417","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -35","The DECA Inspector sign off"
"69b2f10c-8a1c-4821-868f-1e418dacb008","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -35","Concrete Delivery Checklist"
"15390e77-c478-487c-82f2-237b37b23bab","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -35","Post-pour Checklist"
"8c5ce485-5d13-4654-b926-792623181c0b","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -36"
"8481ebd8-58a0-412b-b47e-11adf129e366","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -36","Pre-Pour Checklist 1"
"cb7bba10-ceeb-48d0-af9c-106c73ad5a5d","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -36","The DECA Inspector sign off"
"1148856b-4533-4800-8257-7a7bc0fe7d1f","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -36","Concrete Delivery Checklist"
"51376b4c-3d20-4851-b150-f9e026aca7d6","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -36","Post-pour Checklist"
"08dd4534-952d-4b38-8a3a-21c3a4ec4b0d","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -37"
"a89f433c-2ef2-4d14-bf8c-08aa30b2c8e9","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -37","Pre-Pour Checklist 1"
"d6be3333-8e23-426f-ac1b-047278cda8c8","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -37","The DECA Inspector sign off"
"0a852c5c-26a8-4362-b6f8-56741f1226c8","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -37","Concrete Delivery Checklist"
"6c6315ec-5f10-4cbf-83fd-29001976919e","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -37","Post-pour Checklist"
"d6485e0c-0618-41b2-9d6d-b3f1e026aa1b","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -38"
"cd32f3dc-be64-45fd-a18d-8695e056f4cf","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -38","Pre-Pour Checklist 1"
"c5c1a5cc-3b2d-4635-b042-d89722e4322d","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -38","The DECA Inspector sign off"
"7ab13f9f-eeba-4a3b-8596-531f63a469a0","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -38","Concrete Delivery Checklist"
"6e06f040-be07-44b2-b2b6-69a1894b105d","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -38","Post-pour Checklist"
"9e85b7aa-a75e-41a6-a477-ebeb27a6753d","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -39"
"b008d3c9-351a-4285-ba6d-ec1f9cded35f","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -39","Pre-Pour Checklist 1"
"012f845d-b67f-4806-a444-30c8eca81895","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -39","The DECA Inspector sign off"
"11c2f9cc-b7e7-4e16-a2ae-cf49d37e3d2a","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -39","Concrete Delivery Checklist"
"cd3b8c83-0401-4478-95c3-47812842b802","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -39","Post-pour Checklist"
"e7e6c119-b574-4c26-889a-a1c2c1fdb8e9","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -40"
"c16c26fe-a2a4-4a77-a541-28933c5566c4","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -40","Pre-Pour Checklist 1"
"64809d8a-8de3-4ac0-b495-e8ac78bb8dfc","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -40","The DECA Inspector sign off"
"f03dd391-356e-47fc-893c-1358ecda048f","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -40","Concrete Delivery Checklist"
"b97c4705-b0a1-42be-9b9a-343105449c60","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -40","Post-pour Checklist"
"7ad4f209-81ee-4caa-9b89-fe7f3ab08b2b","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -41"
"848573f8-da6c-4525-a419-d88b768569dd","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -41","Pre-Pour Checklist 1"
"77e089a7-744c-4019-9e43-e3387819f411","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -41","The DECA Inspector sign off"
"7b8d3c56-f5da-4fb8-9803-7eae714c0e0e","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -41","Concrete Delivery Checklist"
"33c4b3f4-5f58-46c3-89af-f154d648f29d","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -41","Post-pour Checklist"
"7b16f7b5-96e2-4abf-8b5b-080413271526","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -42"
"d24a5d5f-d6d3-4f17-8fe7-1b3b3ce0552a","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -42","Pre-Pour Checklist 1"
"cc8819f0-aa48-4585-b750-cdc4c0439f1b","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -42","The DECA Inspector sign off"
"72ac2d19-b976-4e7d-9663-dc6c2c279c05","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -42","Concrete Delivery Checklist"
"efc52576-71d8-428a-816d-89fc1eef5ae0","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -42","Post-pour Checklist"
"6f6282a7-6189-416d-815e-e5b8fbb82653","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -43"
"0a10989d-d885-4f30-b207-73147bf044dd","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -43","Pre-Pour Checklist 1"
"0467b61e-f95f-45d0-ba7d-f3a01420e5cb","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -43","The DECA Inspector sign off"
"ad07672f-7762-4589-af61-c83a132d5440","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -43","Concrete Delivery Checklist"
"57cfdfd3-895e-4726-a599-42bace993af9","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -43","Post-pour Checklist"
"cb84f77b-4d43-4f20-9341-6989dd94ad9a","","pass","","folder","TRUE","FALSE","Manufacture QA","BW.1 -44"
"efdff216-0c7c-40ca-aeab-83edc5576721","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -44","Pre-Pour Checklist 1"
"f93a5364-c23d-4e21-9c20-0591917edef5","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BW.1 -44","The DECA Inspector sign off"
"b62bc8c0-0468-46a5-9ee5-8e39614351ba","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -44","Concrete Delivery Checklist"
"8571c938-605c-4233-950b-5ecb551e7458","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BW.1 -44","Post-pour Checklist"
"0a46f158-99d3-4b71-ba91-8ab79f6d0104","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-1"
"2e84dd99-1f5d-4404-a4ee-bc2a4d116edd","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-1","Pre-Pour Checklist 1"
"1d46f66d-53c9-457f-a4d2-2c5c065a8229","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-1","The DECA Inspector sign off"
"65b03174-957e-46ca-b5d1-159780b0d01e","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-1","Concrete Delivery Checklist"
"b5fb9eb8-e3ab-46a4-bd60-9e62e5c38bc5","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-1","Post-pour Checklist"
"404f4498-4584-4a12-a2cd-a7cf3b51416c","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-2"
"8219f42c-e0e8-4de3-9355-4fb0f01f0150","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-2","Pre-Pour Checklist 1"
"9fffe842-5cf2-402b-a7b5-d2d512e7ee33","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-2","The DECA Inspector sign off"
"dbefb14a-459f-4daa-bf7b-7c361e0cd1d2","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-2","Concrete Delivery Checklist"
"cec10d43-3c30-4209-87c2-ea1cd9de0285","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-2","Post-pour Checklist"
"c75116d3-3e73-48ae-a84a-54ea0def8796","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-3"
"50f8b12a-e53e-46c6-bca8-0884ee857a3a","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-3","Pre-Pour Checklist 1"
"b2e5322f-ef2e-4a3d-b9a9-e9792bd86b3e","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-3","The DECA Inspector sign off"
"b5483e81-18cf-4a85-9d76-bb57930069a6","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-3","Concrete Delivery Checklist"
"7eb9681a-8893-41ff-9b1f-aa362ac40799","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-3","Post-pour Checklist"
"2435fbbd-6013-4b83-9228-2a97bcdf52c0","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-4"
"c709827e-bbe5-421b-8361-344646fe68bb","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-4","Pre-Pour Checklist 1"
"18fd08c9-0e5a-4b93-ab2d-78000d85fbc2","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-4","The DECA Inspector sign off"
"24d0ec83-c514-43e1-983c-4165dfe0b859","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-4","Concrete Delivery Checklist"
"1e8e1c73-6610-42c2-86f0-c4d32cdb8368","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-4","Post-pour Checklist"
"624b170a-6fd1-4672-8535-f4029c3403d2","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-5"
"6e55f42c-1f4b-48b5-86ec-56081c8f002f","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-5","Pre-Pour Checklist 1"
"3903d687-c9a8-4dd9-83b5-3bb81e1a5bb7","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-5","The DECA Inspector sign off"
"0a608e90-a8bf-45ad-b00e-227e0bb63bbf","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-5","Concrete Delivery Checklist"
"ddddde38-51c2-4c36-816e-9f7ab3389da2","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-5","Post-pour Checklist"
"8dc3e784-1d5d-45af-9c89-0f27056b330a","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-6"
"209a39ec-9224-4b64-b345-2abdc50a9670","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-6","Pre-Pour Checklist 1"
"c25bc597-c600-4b40-8711-d0689d2344ea","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-6","The DECA Inspector sign off"
"ccaebb46-2e8a-41a7-9eb0-089706f0bd48","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-6","Concrete Delivery Checklist"
"aa297b29-50d6-4aff-93de-8fc412d9794c","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-6","Post-pour Checklist"
"a34aac2f-5bc7-4bb5-aab1-41efa4d798ca","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-7"
"22cf12ba-583a-4364-b1f9-acd2afb5d2bb","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-7","Pre-Pour Checklist 1"
"03603fd5-8767-4b65-b8aa-fe47f1034294","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-7","The DECA Inspector sign off"
"842ddc99-a8c6-4166-b228-ed392f10775b","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-7","Concrete Delivery Checklist"
"0e39d111-6c1e-4702-9223-365a00716e8f","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-7","Post-pour Checklist"
"1e3981df-5c95-4058-926f-5ae7ecf658f8","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-8"
"98286e2c-e25c-4140-91dd-db07daad9d01","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-8","Pre-Pour Checklist 1"
"e83b60cd-7bb6-4de9-be59-0287b54fc81c","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-8","The DECA Inspector sign off"
"f09b2b77-e23b-45c1-a02f-933a4f754196","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-8","Concrete Delivery Checklist"
"352210e6-2e6f-4bf9-bce2-20b7f2315f77","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-8","Post-pour Checklist"
"9fe228a4-5772-4fc3-aa8a-6f3674b547ee","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-9"
"14a95431-6036-4646-94b8-4cbf9b873472","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-9","Pre-Pour Checklist 1"
"a3643051-5b9a-47c9-87ff-697d65be191a","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-9","The DECA Inspector sign off"
"d56b774c-c1c2-452c-8b99-4f54e2db8c4f","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-9","Concrete Delivery Checklist"
"d0019382-b73f-4b71-8d9b-aae531ae8e65","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-9","Post-pour Checklist"
"de892a0a-3f63-47f6-8328-6128f74b6852","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-10"
"044262c7-6721-4b56-99b0-b267db6c95f6","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-10","Pre-Pour Checklist 1"
"70d471c7-32c4-4f37-8849-2b3de95fce8b","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-10","The DECA Inspector sign off"
"e8a7a18a-8d65-45cf-adb2-dc3e66b57b8d","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-10","Concrete Delivery Checklist"
"3f9e9eb7-3848-453e-8742-fc83ff3d41b5","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-10","Post-pour Checklist"
"f6c7cc8b-eec8-4cd9-ad17-2a7480530003","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-11"
"0317549b-0a16-4a94-975a-d1cf65ccff35","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-11","Pre-Pour Checklist 1"
"d2dea4a3-077d-41be-9b11-adf857ddc634","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-11","The DECA Inspector sign off"
"69a78785-73a4-4156-b4bf-a63a229b7ead","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-11","Concrete Delivery Checklist"
"cd88c079-32b8-42ae-8b3e-ce2af622a342","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-11","Post-pour Checklist"
"6bd5dfb1-0c58-40cb-85de-a2c1e7f7c0d1","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-12"
"6e06f3c3-1527-46d8-a2e4-0deb63aacb2f","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-12","Pre-Pour Checklist 1"
"9691ae2d-7649-4778-8e31-d854be7caccb","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-12","The DECA Inspector sign off"
"d969e730-800e-4c32-8594-2add839c856d","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-12","Concrete Delivery Checklist"
"388790bb-1522-4ace-83e6-8f0efd8aab40","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-12","Post-pour Checklist"
"81e90a8a-e497-46dd-b35c-b4cf0fd6345f","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-13"
"64dd2525-aedb-4b3f-8ee6-32f336be5598","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-13","Pre-Pour Checklist 1"
"dd4674b0-c253-4354-aafe-6c8ac827ac8c","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-13","The DECA Inspector sign off"
"29f3ed8f-9d0c-4fd9-a8a0-5b3bca988624","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-13","Concrete Delivery Checklist"
"13370e4d-f06f-45d5-bd8b-bd712a03061a","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-13","Post-pour Checklist"
"bd5de0ca-46af-465b-987b-f150436e5bde","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-14"
"5d07b938-c6db-40cc-ae0b-90921320427b","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-14","Pre-Pour Checklist 1"
"05a7248e-c088-4330-b83a-8a3f8b55cb1a","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-14","The DECA Inspector sign off"
"1b2b3b28-6b7a-418e-ab76-29e2c0df0e95","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-14","Concrete Delivery Checklist"
"50a2864d-dc2d-4ca0-9a83-f1f9d1837171","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-14","Post-pour Checklist"
"b6e6aaee-af1f-4337-9128-a242d5006217","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-15"
"9afa650c-935c-430c-80c1-90fdce0a963c","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-15","Pre-Pour Checklist 1"
"3a6a2fed-cfa7-4106-93dc-2806d16da89c","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-15","The DECA Inspector sign off"
"bd3043f7-c93c-4a0a-8e2f-feb6fab42c21","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-15","Concrete Delivery Checklist"
"91c731c7-4b0f-416e-86d8-085676dc75b4","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-15","Post-pour Checklist"
"4ae13bad-501c-41c4-817a-5543dd2e2659","","pass","","folder","TRUE","FALSE","Manufacture QA","BWA.1-16"
"7b98b10b-ab17-45c3-b3bb-39f704337e73","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-16","Pre-Pour Checklist 1"
"c18412c0-7651-420d-9a96-d8c255572f5c","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","BWA.1-16","The DECA Inspector sign off"
"b1571c6a-ffa8-41d6-ba9f-6dddc6b5fe44","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","BWA.1-16","Concrete Delivery Checklist"
