"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"be5367ca-c410-4b05-9a93-d8f8656a0c6c","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"fcb5d62d-9294-40d5-938c-7babe45d6400","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"8714d73b-4de9-4719-a2a2-769e283edc3b","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"9342516f-9cdb-4803-aebc-8473faf6610e","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"087ef42b-4f21-45e8-aece-643045877e38","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"e328aee1-04e4-4341-9ffe-5196531c882e","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"70c1b5cc-a35f-4731-987d-31960b7c9101","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA"
"854ed428-f616-4417-93d6-f8b229029e49","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","RoofSafe Cable Line Systems"
"f41e9a09-bfcc-40fa-a889-5a054f6c7ee8","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","RoofSafe Cable Line Systems","RoofSafe Cable Line 01"
"0c8e6d02-46c9-4d29-9b67-bb13a51df862","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","RoofSafe Cable Line Systems","RoofSafe Cable Line 01","Pre-Fit Off Checklist - Line 01"
"1f03afff-c181-4e2e-aff0-48d6bab1abaf","","holdpoint","not-started","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Pre-Fit Off Checklist - Type 01 FA Anchors ","EMAIL PM"
"5fb5717e-c369-4cc1-bf20-6281b5fab698","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Pre-Fit Off Checklist - Type 01 FA Anchors ","Plinths/ bases/post installed in accordance with details provided"
"007231e5-6941-4390-98ff-831d9eb9c4ab","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Pre-Fit Off Checklist - Type 01 FA Anchors ","Photos taken"
"18fb633c-8b95-456c-8474-2eb4c11ee51d","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 02"
"3d47105a-dc78-477f-804c-744dd61e3cf4","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 02","Confirm the structure is in accordance with the details supplied by PBI"
"20837c59-69d5-40bc-9914-e4a34817b4f8","","holdpoint","not-started","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 02","EMAIL PM"
"e5f00c50-91b6-4cfb-bccf-0ce2185c7b7b","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 02","Required number of photo(s) taken of installed anchor(s)"
"c8b95b0e-f85b-4d9d-8d77-7004ceb7ea64","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"0bcaa798-b4a5-4e1f-be7f-ecc513d70c39","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 03"
"83e5b967-d3b1-4ab9-841b-32ec2059b4c0","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 03","Confirm the structure is in accordance with the details supplied by PBI"
"bb97f6cc-7ea9-4de5-8439-fae4d22fa0b1","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 03","EMAIL PM"
"8c3c4873-0b7e-4f4e-9af8-cb72646c1fe0","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 03","Required number of photo(s) taken of installed anchor(s)"
"56b1f52e-f348-4341-bc36-deebcd8127b8","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"ee76dc66-53c8-4168-aaaf-d8309c301312","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 04"
"e033a4e7-ed10-487f-bc09-ef930ab4605c","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 04","Confirm the structure is in accordance with the details supplied by PBI"
"dedd7894-fa7a-4c5e-b185-f6d2c81ce95c","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 04","EMAIL PM"
"858dd932-c57a-49d1-affe-77fd13f92e18","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 04","Required number of photo(s) taken of installed anchor(s)"
"74068ace-41e6-4f92-a8ee-609f7a3c8eec","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"c2848afd-2e54-49a2-8d4c-1be1bd86ba0a","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 05"
"4d836f6b-f2c1-4228-b971-dd57d5cca360","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 05","Confirm the structure is in accordance with the details supplied by PBI"
"6c4ed376-a891-49f0-92ff-8a092bf90ff4","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 05","EMAIL PM"
"bf16a3d6-49fa-4b19-9258-f73d4ca9df07","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 05","Required number of photo(s) taken of installed anchor(s)"
"650ee82d-11ed-44a9-a097-678ca6472020","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"fcdf3200-1c1e-458f-ad1d-897d59d8d5a2","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 06"
"3b63029a-56f4-4319-a07b-4441da8487f0","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 06","Confirm the structure is in accordance with the details supplied by PBI"
"ca063b9d-f9f8-4d38-b5cc-154e3bed9e1f","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 06","EMAIL PM"
"761dd0b2-7f9f-48a6-b816-05b70978f16e","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 06","Required number of photo(s) taken of installed anchor(s)"
"549e95bd-2516-4be8-92a3-03a84fb6c18f","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"004ee08b-37be-4faf-b7bf-3d085f91705c","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 07"
"6370b40a-bcb5-4114-af46-fc558dee08fe","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 07","Confirm the structure is in accordance with the details supplied by PBI"
"44cd9fbc-b1f6-4275-aaef-968cec0bf974","","holdpoint","not-started","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 07","EMAIL PM"
"106097db-0289-4af8-a8d6-ae5e3ad3ba07","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 07","Required number of photo(s) taken of installed anchor(s)"
"20bc336f-6796-43d0-b380-f2b7a5f07197","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 07","Installed as per PBI drawings supplied and manufacturer's requirements"
"382b0427-456a-4052-a2af-40fa1bfd59b6","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 11"
"7997c1ab-5314-4cae-b0d3-bd60cefe4b6e","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 11","Confirm the structure is in accordance with the details supplied by PBI"
"9e405b8b-736c-40e8-86be-0c74cf57c9b0","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 11","EMAIL PM"
"5ddb4a75-8bd8-4e0b-9989-a46072c9843d","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 11","Required number of photo(s) taken of installed anchor(s)"
"33af6a79-99d7-4ac7-ab92-0dac8a87a083","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","7no Type 01 FA Anchors","Fit Off Checklist - Anchor 11","Installed as per PBI drawings supplied and manufacturer's requirements"
"eca22f26-f192-4f5d-a7fa-e69414361990","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","FA Anchors","2no Type 02 FA Anchors"
"6483554d-6d3f-4d61-bc8e-1109a8486ca0","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","FA Anchors","2no Type 02 FA Anchors","Pre-Fit Off Checklist - Type 02 FA Anchors "
"3ec268b9-0830-494d-ae11-a2c4e7648d71","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 02 FA Anchors","Pre-Fit Off Checklist - Type 02 FA Anchors ","Confirm structure is in accordance to the details provided"
"3dad41ec-0e3f-49fe-8728-04830c8b9cce","","holdpoint","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 02 FA Anchors","Pre-Fit Off Checklist - Type 02 FA Anchors ","EMAIL PM"
"83d83aeb-b0c9-4f1b-81f2-cd734ca5df07","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 02 FA Anchors","Pre-Fit Off Checklist - Type 02 FA Anchors ","Plinths/ bases/post installed in accordance with details provided"
"43c993d1-00ea-4dad-b2ef-d90d704e1a74","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 02 FA Anchors","Pre-Fit Off Checklist - Type 02 FA Anchors ","Photos taken"
"7aefda59-d790-415e-9cca-137f70add73d","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","2no Type 02 FA Anchors","Fit Off Checklist - Anchor 08"
"d9f3090a-62ac-4750-a472-f43e6929e464","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","2no Type 02 FA Anchors","Fit Off Checklist - Anchor 08","Confirm the structure is in accordance with the details supplied by PBI"
"02b91dc8-bfff-4cb8-8aae-134b48deb016","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","2no Type 02 FA Anchors","Fit Off Checklist - Anchor 08","EMAIL PM"
"f35300c6-0f18-4319-bf02-92102c44f14a","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","2no Type 02 FA Anchors","Fit Off Checklist - Anchor 08","Required number of photo(s) taken of installed anchor(s)"
"786b125f-e25f-4eef-98c9-49336008d848","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","2no Type 02 FA Anchors","Fit Off Checklist - Anchor 08","Installed as per PBI drawings supplied and manufacturer's requirements"
"cfa322ed-662b-4535-97f8-9bb7f0d579cc","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","2no Type 02 FA Anchors","Fit Off Checklist - Anchor 09"
"e4371d8a-4dd9-4456-bb64-12cbd86dc0c4","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","2no Type 02 FA Anchors","Fit Off Checklist - Anchor 09","Confirm the structure is in accordance with the details supplied by PBI"
"27eace79-cde2-44f0-aa4c-3f40f17f7aef","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","2no Type 02 FA Anchors","Fit Off Checklist - Anchor 09","EMAIL PM"
"3f1fe95a-ade6-4cf7-a1c5-0c0abe8a0ae3","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","2no Type 02 FA Anchors","Fit Off Checklist - Anchor 09","Required number of photo(s) taken of installed anchor(s)"
"f77a605f-70e4-4559-9214-2b6c8cb0e4ef","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","2no Type 02 FA Anchors","Fit Off Checklist - Anchor 09","Installed as per PBI drawings supplied and manufacturer's requirements"
"a1035c50-3c0d-4466-a7b7-85d298177f7d","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","FA Anchors","2no Type 03 FA Anchors"
"98f3aa59-8111-4b6f-8cc6-3c6dd19aee3c","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","FA Anchors","2no Type 03 FA Anchors","Pre-Fit Off Checklist - Type 03 FA Anchors"
"5df7b3f6-2a88-4a72-9236-f3f7ae72f287","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 03 FA Anchors","Pre-Fit Off Checklist - Type 03 FA Anchors","Confirm structure is in accordance to the details provided"
"689985c5-53aa-49bf-9315-ae0bd3af317d","","holdpoint","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 03 FA Anchors","Pre-Fit Off Checklist - Type 03 FA Anchors","EMAIL PM"
"1cc27373-70ae-414f-b8ce-2c981e4a017c","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 03 FA Anchors","Pre-Fit Off Checklist - Type 03 FA Anchors","Plinths/ bases/post installed in accordance with details provided"
"51a04343-7d88-49d0-87c4-35d9e07f6b3b","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 03 FA Anchors","Pre-Fit Off Checklist - Type 03 FA Anchors","Photos taken"
"61d847c4-bd93-4137-88b4-37fdf9e3c359","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","2no Type 03 FA Anchors","Fit Off Checklist - Anchor 01"
"6f715755-427c-49aa-8b33-f8a6f463cbcb","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 03 FA Anchors","Fit Off Checklist - Anchor 01","Confirm the structure is in accordance with the details supplied by PBI"
"9bc6c575-aec6-4c9f-bcab-75d8e26ecaed","","holdpoint","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 03 FA Anchors","Fit Off Checklist - Anchor 01","EMAIL PM"
"75cce8e0-fb5a-4245-ac7e-cd6c0ac702ac","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","FA Anchors","2no Type 03 FA Anchors","Fit Off Checklist - Anchor 01","Required number of photo(s) taken of installed anchor(s)"
"1fbb5c0f-1700-4630-b1cf-43d958a92b33","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 03 FA Anchors","Fit Off Checklist - Anchor 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"89c2c10b-e6e7-430a-bbf2-ecaa931a4bb2","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","2no Type 03 FA Anchors","Fit Off Checklist - Anchor 10"
"b341f9fd-d1ea-4336-9681-9e93b9eda94b","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 03 FA Anchors","Fit Off Checklist - Anchor 10","Confirm the structure is in accordance with the details supplied by PBI"
"d64e65cf-0857-4e2a-8690-71a0c28e1b49","","holdpoint","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 03 FA Anchors","Fit Off Checklist - Anchor 10","EMAIL PM"
"6ad32f8f-f6b6-419f-a4da-c0d4c6146590","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","FA Anchors","2no Type 03 FA Anchors","Fit Off Checklist - Anchor 10","Required number of photo(s) taken of installed anchor(s)"
"89389a3a-194a-4a46-a67b-ba338ba668ce","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 03 FA Anchors","Fit Off Checklist - Anchor 10","Installed as per PBI drawings supplied and manufacturer's requirements"
"ae45b01e-1880-4d8e-b033-242b726358be","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA","FA Anchors","2no Type 04 FA Anchors"
"dbb1aeee-9b8b-49d6-859c-6f7115f4c576","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","FA Anchors","2no Type 04 FA Anchors","Pre-Fit Off Checklist - Type 04 FA Anchors "
"ed468603-9b42-4968-a872-b349c22933f5","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 04 FA Anchors","Pre-Fit Off Checklist - Type 04 FA Anchors ","Confirm structure is in accordance to the details provided"
"3db0491a-c7f3-4265-9c64-b78721665616","","holdpoint","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 04 FA Anchors","Pre-Fit Off Checklist - Type 04 FA Anchors ","EMAIL PM"
"36151ccf-24c1-4a34-a623-fdb88f14b394","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 04 FA Anchors","Pre-Fit Off Checklist - Type 04 FA Anchors ","Plinths/ bases/post installed in accordance with details provided"
"b59f0c20-210f-44b6-a31d-c94c96b2b504","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 04 FA Anchors","Pre-Fit Off Checklist - Type 04 FA Anchors ","Photos taken"
"3d4ef91b-6d6e-4cf3-a680-5fcc798c169f","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","2no Type 04 FA Anchors","Fit Off Checklist - Anchor 12"
"72d0cac3-aec2-4124-919f-d39668747268","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 04 FA Anchors","Fit Off Checklist - Anchor 12","Confirm the structure is in accordance with the details supplied by PBI"
"99415331-74a4-4706-9a5d-d7f425dbc78d","","holdpoint","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 04 FA Anchors","Fit Off Checklist - Anchor 12","EMAIL PM"
"bef5221f-691b-4577-97e8-506ebb140b82","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","FA Anchors","2no Type 04 FA Anchors","Fit Off Checklist - Anchor 12","Required number of photo(s) taken of installed anchor(s)"
"4b910a9c-6d99-44ae-95c9-31faedd52759","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 04 FA Anchors","Fit Off Checklist - Anchor 12","Installed as per PBI drawings supplied and manufacturer's requirements"
"23b7078e-6fe2-40ed-b213-e9ce1c11f59d","","checklist-flat","work-in-progress","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","2no Type 04 FA Anchors","Fit Off Checklist - Anchor 13"
"a5d12a2a-7e91-4254-9194-ee47c916dd73","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 04 FA Anchors","Fit Off Checklist - Anchor 13","Confirm the structure is in accordance with the details supplied by PBI"
"29ca45fd-b793-4e81-9529-3aa965213dfc","","holdpoint","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 04 FA Anchors","Fit Off Checklist - Anchor 13","EMAIL PM"
"79e92c89-f981-437d-9727-03b40e3c83d0","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," QA","FA Anchors","2no Type 04 FA Anchors","Fit Off Checklist - Anchor 13","Required number of photo(s) taken of installed anchor(s)"
"79139245-5dfa-4b92-8234-392cf6478eee","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","FA Anchors","2no Type 04 FA Anchors","Fit Off Checklist - Anchor 13","Installed as per PBI drawings supplied and manufacturer's requirements"
"2b6087c4-5e1b-4093-813b-26d398d474fa","","folder-normal","pass","","step","TRUE","FALSE"," QA","FA Anchors","8no Additional Type 01 FA Anchors"
"09e663a9-94eb-4cdf-8e6e-92a56504f029","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Pre-Fit Off Checklist - 8no Type 01 Anchors"
"be545a1f-3ad3-5b8d-9901-62d96dda7e95","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Pre-Fit Off Checklist - 8no Type 01 Anchors","Confirm structure is in accordance to the details provided"
"16edf0df-c146-54ac-919b-87b3457e7f83","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Pre-Fit Off Checklist - 8no Type 01 Anchors","EMAIL PM"
"668512c3-ba2e-5fb6-8507-0fe5dd1812e9","","checkpoint-status","not-applicable","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Pre-Fit Off Checklist - 8no Type 01 Anchors","Plinths/ bases/post installed in accordance with details provided"
"b6f448bd-c581-5873-a9aa-6a0faa79c6f1","","checkpoint-status","not-applicable","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Pre-Fit Off Checklist - 8no Type 01 Anchors","Photos taken"
"33439aa1-f61d-4b43-b4df-aa4cdeb9088d","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 14"
"66c2cbbc-2561-5b32-a667-7c3c8ad104f2","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 14","Confirm the structure is in accordance with the details supplied by PBI"
"92fce5dc-e446-5056-b0a0-43c43ea1f992","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 14","EMAIL PM"
"a064d76d-bffc-56bc-a7fc-c299d838a374","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 14","Required number of photo(s) taken of installed anchor(s)"
"019b42b4-d70f-5f6a-960a-bcaa24c98b11","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 14","Installed as per PBI drawings supplied and manufacturer's requirements"
"48dd1b77-423f-44a5-b257-5b472d1065f6","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 15"
"5defd0eb-a34a-5bbc-a9d9-ffe3b87fed29","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 15","Confirm the structure is in accordance with the details supplied by PBI"
"9ee7468d-24a6-5715-b972-1a99d80608c9","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 15","EMAIL PM"
"7727aaa6-4872-5ae8-b7b9-f339c2445abe","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 15","Required number of photo(s) taken of installed anchor(s)"
"c7a28862-3bec-5aa4-9f2c-08ddeab2154f","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 15","Installed as per PBI drawings supplied and manufacturer's requirements"
"79d338b2-de23-4027-9209-a5a484f95a3d","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 16"
"adda921c-3826-53da-bd0b-d98ef136a3e4","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 16","Confirm the structure is in accordance with the details supplied by PBI"
"c58951c9-5ca5-5917-9910-cc440b4c7a0e","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 16","EMAIL PM"
"dc9015ea-c828-52d0-bbed-b3395534c4ef","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 16","Required number of photo(s) taken of installed anchor(s)"
"e0d8f0f2-0293-5eff-8b4d-8b4bfdef685c","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 16","Installed as per PBI drawings supplied and manufacturer's requirements"
"62e10361-65ab-4a02-9802-47877e2191e0","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 17"
"909b0ee1-6a2f-564c-a53d-2e2ea27ba406","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 17","Confirm the structure is in accordance with the details supplied by PBI"
"0a4e3bac-fd6f-5d3f-b75c-b3ab270d95c7","","holdpoint","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 17","EMAIL PM"
"e228817e-1c81-575f-9c36-aaf3a67eb377","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 17","Required number of photo(s) taken of installed anchor(s)"
"2a49a27d-4806-562d-8818-72940758f81f","","checkpoint-status","pass","","","TRUE","TRUE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 17","Installed as per PBI drawings supplied and manufacturer's requirements"
"a7fe8d98-a2ec-42ef-8dca-1989772efe21","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE"," QA","FA Anchors","8no Additional Type 01 FA Anchors","Fit Off Checklist - Anchor 18"
