"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"58687a08-9b10-4bb2-945e-166516ed4327","","folder-normal","","","step","TRUE","FALSE","Site QA"
"035b3d62-d5f0-4c66-a0ff-a2cafbfe52a9","","folder-normal","","","step","TRUE","FALSE","Site QA","Level 16"
"914a17d9-06ec-45f1-9acc-fd9c9795883f","","folder-normal","","","step","TRUE","FALSE","Weekly Labour Hire Control","Jan-23"
"ccb0039b-f093-495c-af52-291a94613d16","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Jan-23","Weekly Labour Hire Control w/e 10.1.2023"
"ae892310-5b41-4db4-84cc-ef07e9ed8278","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Jan-23","Weekly Labour Hire Control W/E 17/01/2023"
"c4f8b872-923a-46b1-a2cb-76153c29468b","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Jan-23","Weekly Labour Hire Control W/E 24.01.2023"
"59a07870-e5da-4567-8188-c26c70c4a80b","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Jan-23","Weekly Labour Hire Control W/e 31.01.2023"
"8572c6a0-dd65-4a28-ad3c-640956ba5427","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Jan-23","Weekly Labour Hire Control W/E 7.02.2023"
"91732de5-bd7d-41d3-b3fa-efb49db9136f","","folder-normal","","","step","TRUE","FALSE","Weekly Labour Hire Control","Feb-23"
"3dde83a0-34d9-4cd8-bf1e-ce37e78daf56","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Feb-23","Weekly Labour Hire Control W/E 14.02.2023"
"43b5538a-9883-4a2d-9285-423403262570","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Feb-23","Weekly Labour Hire Control W/E 21.02.2023"
"6edf6636-5d12-4605-872f-7fa7d73a9e62","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Feb-23","Weekly Labour Hire Control W.E 28.02.2023"
"8d8c5c44-9e04-4b4a-9a3b-3921b7cafab9","","folder-normal","","","step","TRUE","FALSE","Weekly Labour Hire Control","Apr-23"
"8b9ecc26-0b83-4154-a8b0-fd01629c8276","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Apr-23","Weekly Labour Hire Control W/E 4.03.2023"
"7b173f0a-39ce-41ff-823d-d7ef90ef31f0","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Apr-23","Weekly Labour Hire Control W/E 11.04.2023"
"51a0883f-9b3e-43fb-8f87-ac5cd5ef5a66","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Apr-23","Weekly Labour Hire Control W/E 18.04.2023"
"ab3e57d0-607d-49f2-8b3d-f54dc3e1d45c","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Apr-23","Weekly Labour Hire Control W/E 25.04.2023"
"991af30d-e4ec-42f2-a031-d6d36feb02be","","folder-normal","","","step","TRUE","FALSE","Weekly Labour Hire Control","May-23"
"9b312c0c-779b-48f3-bd8c-fef787472820","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","May-23","Weekly Labour Hire Control W/E 2.05.2023"
"463a7cf9-adfe-4b83-9d62-5e3cb94348e1","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","May-23","Weekly Labour Hire Control W/E 9.05.2023"
"745f1dca-e710-4ab3-a003-d70f8065c822","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","May-23","Weekly Labour Hire Control W/E 16.05.2023"
"63ff53fb-9b4a-4f82-8260-c9893ecfe3c1","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","May-23","Weekly Labour Hire Control W/E 23.05.2023"
"e5692c2e-744e-438a-b54f-7d395ca4ba88","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","May-23","Weekly Labour Hire Control 30.05.2023"
"35ba8138-65b3-492d-8699-f25e9349c753","","folder-normal","","","step","TRUE","FALSE","Weekly Labour Hire Control","Jun-23"
"1adaabf3-cc11-41e8-bf86-a9b129137719","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Jun-23","Weekly Labour Hire Control W/E 6.06.2023"
"790bc86a-f943-434d-b2af-7aef3a9477ac","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Jun-23","Weekly Labour Hire Control W/E 13.06.2023"
"44a44f9b-c49e-4a5f-84b1-a71f3882f9d9","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Jun-23","Weekly Labour Hire Control W/E 20.06.2023"
"78a14c26-56a6-4066-baca-c21572e52225","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Jun-23","Weekly Labour Hire Control W/E 27.06.2023"
"071fa72b-d346-48b7-84c4-70db5284ce0a","","folder-normal","","","step","TRUE","FALSE","Weekly Labour Hire Control","Mar 23"
"6f2695e6-4e8d-4935-a93d-863ca37f343b","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Mar 23","Weekly Labour Hire Control W/E 7.02.2023"
"357a586d-bffe-4f3a-8aee-222329395f65","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Mar 23","Weekly Labour Hire Control W/E 14.03.2023"
"c5bf7181-a112-47bb-9ff4-6e355cb3ed4b","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Mar 23","Weekly Labour Hire Control W/E 21.03.2023"
"e03e0d86-410d-4bb4-8c1f-5508cb3d2301","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Mar 23","Weekly Labour Hire Control W/E 28.03.2023"
"7eae5740-96a5-4c3e-b97e-51cf51d442d8","","folder-normal","","","step","TRUE","FALSE","Weekly Labour Hire Control","JULY 23"
"6ab85fd2-6bcc-404d-ad56-21f1f7152ecc","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","JULY 23","Weekly Labour Hire Control 4.07.2023"
"d38c83ec-e0c3-436e-b33e-9b8926c83348","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","JULY 23","Weekly Labour Hire Control W/E 11.07.2023"
"16cf39b5-4b3a-4e19-a3f7-d535370d382b","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","JULY 23","Weekly Labour Hire Control W/E 18.07.2023"
"1b12a27c-e757-4e38-8ee0-9dab13781503","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","JULY 23","Weekly Labour Hire Control W/E 25.07.2023"
"4d9d319f-cd5b-41e6-856b-a63b85420ea0","","folder-normal","","","step","TRUE","FALSE","Weekly Labour Hire Control","Aug-23"
"70a26547-1cf3-42ce-bd10-dff7311548ba","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Aug-23","Weekly Labour Hire Control W/E 1-08-2023"
"2d0d2144-0f6d-4522-9687-06b38c9a8aee","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Aug-23","Weekly Labour Hire Control W/E 8/08/2023"
"65a2e710-88d2-4c79-8efa-7936cc51f386","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Aug-23","Weekly Labour Hire Control W/E 16.08.2023"
"f0224f48-751d-46be-99e1-6d6a084271d5","","checklist-flat","","Weekly Labour Hire Control","checklist-flat","FALSE","FALSE","Weekly Labour Hire Control","Aug-23","Weekly Labour Hire Control W/E 22.08.2023"
"8ccba06d-638b-44ba-8ce0-aa63832d49bf","","folder-normal","","","step","TRUE","FALSE","SWMS"
"7a39021c-6736-4b86-bf5f-85fad0287179","","folder-normal","","","step","TRUE","FALSE","Deck handover"
"d2e31cd8-1467-48c9-bbeb-f01cb99301a8","","folder-normal","","","step","TRUE","FALSE","Incident reports"
"7859b6a2-6798-4b29-9953-8d6a9f323446","","checklist-flat","","Injury Form","checklist-flat","FALSE","FALSE","Incident reports","Injury Form Hayden Cardwell 24.01.2023"
"47a0a20e-b7eb-477a-be7e-e56a84ec8d94","","checklist-flat","","Injury Form","checklist-flat","FALSE","FALSE","Incident reports","Injury Form Kyuss Manning 9.05.2023"
"17d27c37-48d0-4c57-89dd-05b1038f913d","","folder-normal","","","step","TRUE","FALSE","Equipment on Site Pre-Fab"
"f267cff1-0981-4a93-94c7-6d1e12567fb5","","checklist-flat","","6f957541be73b2a17c52b7ed4d04602a2bae1e1ad9a74d8151f9827936a541da","checklist-flat","FALSE","FALSE","Equipment on Site Pre-Fab","Variation / Site Instruction Pre - Fab Equipment"
"0c37da60-dc33-43d9-a759-92cea89e3e9d","","checklist-flat","","6f957541be73b2a17c52b7ed4d04602a2bae1e1ad9a74d8151f9827936a541da","checklist-flat","FALSE","FALSE","Equipment on Site Pre-Fab","Variation / Site Instruction E/B BRACKETS"
"df748f6b-a409-4768-8dc5-6afc214658af","","checklist-flat","","6f957541be73b2a17c52b7ed4d04602a2bae1e1ad9a74d8151f9827936a541da","checklist-flat","FALSE","FALSE","Equipment on Site Pre-Fab","Variation Curved edge boards and rebates and hobs"
"c79c352f-203a-4f63-a565-eb124fcc9db6","","checklist-flat","","6f957541be73b2a17c52b7ed4d04602a2bae1e1ad9a74d8151f9827936a541da","checklist-flat","FALSE","FALSE","Equipment on Site Pre-Fab","Variation Brackets for fold down platforms"
"dab321ed-e2df-43f9-b8a3-7f5ad7f46a1a","","checklist-flat","","6f957541be73b2a17c52b7ed4d04602a2bae1e1ad9a74d8151f9827936a541da","checklist-flat","FALSE","FALSE","Equipment on Site Pre-Fab","Variation Stair landing brackets"
"e96b5d14-13b1-4539-a0a7-5624f0fa2a6d","","folder-normal","","","step","TRUE","FALSE","General Incident Notification"
