resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 2,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 3,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 4,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 5,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 6,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 7,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,Building C,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 1,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 2,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 3,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 4,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 5,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 6,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 7,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,Building D,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 1,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 2,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 3,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 4,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 5,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 6,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 7,,,,,,,,
External Hebel wall,checklist,,,,,,,North Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,East Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,South Elevation,,,,,,,
External Hebel wall,checklist,,,,,,,West Elevation,,,,,,,
