"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6e4702a9-cbc0-4652-9312-fe5afe961d83","","work-in-progress","","folder","TRUE","FALSE","Stage 2 (B02)"
"98644afc-5567-4199-9d03-f6dfcd2d86f8","","work-in-progress","","folder","TRUE","FALSE","Stage 2 (B02)","Ground Floor"
"76e8fdcf-21b3-4266-a3eb-0d9b259e2838","","pass","","folder","TRUE","FALSE","Stage 2 (B02)","Ground Floor","Area B"
"c35a2201-cdfb-43d1-b5e3-e5806c3c7aef","","pass","","folder","TRUE","FALSE","Stage 2 (B02)","Ground Floor","Area B","G 25"
"c4fea4bc-d4f8-4e48-8e9a-7389adfd83a1","","pass","","folder","TRUE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 115"
"46c8e9c6-d6ee-4b9f-b5ad-ef3ed7560416","","pass","Split HW","checklist","FALSE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 115","Split HW"
"15a1b7c8-a999-4341-ae87-1fb3477fbfa0","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 115","Ext Fan"
"483760b0-733b-41b1-882f-2aa96102faf5","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 115","Kitchen Ext"
"a27af3b4-9278-4e23-8eaf-961551dc2065","","pass","","folder","TRUE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 116"
"086e0cf6-9c69-4f7a-a137-3f14ff6be427","","pass","Split HW","checklist","FALSE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 116","Split HW"
"e8d5672e-64cc-440c-b66e-7256ceba9b30","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 116","Ext Fan"
"4cd172bc-9536-460b-bb83-5f713ec7cebf","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 116","Kitchen Ext"
"0472b9cb-9244-42ad-b5e7-bc8ad0d4e099","","pass","","folder","TRUE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 117"
"ef4b450f-cdec-4988-b8dc-31087c5a208f","","pass","Split HW","checklist","FALSE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 117","Split HW"
"e6b0d0d0-7ae2-4876-80ce-b4ace931ae02","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 117","Ext Fan"
"c498844f-e5fc-441a-b633-ddd8a89914a1","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 117","Kitchen Ext"
"8a149624-067f-43a7-8972-33862bd34388","","pass","","folder","TRUE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 118"
"6db85062-033c-4cb1-ad94-489e775cc6e1","","pass","Split HW","checklist","FALSE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 118","Split HW"
"5544af36-c4dd-4070-8f33-03df08f62775","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 118","Ext Fan"
"a5affd4b-e7c6-46a1-8f95-c5c3a9635333","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 3 (B03)","Level 1","Area B","IA 118","Kitchen Ext"
"7939a614-28bc-4392-be85-87f22ce80e50","","not-applicable","","folder","TRUE","FALSE","Stage 3 (B03)","Completion Documents"
"bc05edec-0def-4166-a7d2-df4f8ae5cd9f","","not-applicable","CST - S - Completion Documents","checklist","FALSE","FALSE","Stage 3 (B03)","Completion Documents","CST - S - Completion Documents"
"bfcfe5a9-9f49-4e52-bda8-c64e64149b60","","pass","","folder","TRUE","FALSE","Stage 4 (B04)"
"6c22ee42-cca0-4da7-ab3e-714a63346fac","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Ground Floor"
"dcbcdf32-846c-44ba-8625-92ba43371dfc","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Ground Floor","Area A"
"55ecbaca-7a42-4a0a-842f-49f9dbf29425","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G01"
"aaa519ee-33c0-4734-8899-b01c20f2a949","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G01","Split HW"
"68619b29-6816-4337-9953-3b615158908e","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G01","Ext Fan"
"95d96e4f-6c81-4448-8b92-619e82ef5b4d","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G01","Kitchen Ext"
"b13c6083-c240-436e-bcb9-4c026b9dea1c","","pass","SA","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G01","SA"
"6c7d7d86-e5a6-437c-8e7f-a8690327b9ea","","not-applicable","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G01","Split HW"
"f46b9416-9700-4f79-951e-9cefcb5a8d8c","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G02"
"e0bcfd84-1c12-405a-adf9-db7d040a238b","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G02","Split HW"
"37076971-2a88-48f0-ad4d-87c5be0aeee3","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G02","Ext Fan"
"abec6496-debf-49ad-9260-f5fff6e7f034","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G02","Kitchen Ext"
"8b5631ba-0477-4595-84c2-506e809fc479","","pass","SA","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G02","SA"
"6853aa7a-9070-4526-8d59-f6f1f3b31ec0","","not-applicable","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G02","Split HW"
"9cb95331-c79d-4415-a1e2-7c29543424f0","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G03"
"93361de6-1b36-46d5-ba40-abd7bada4833","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G03","Split HW"
"c820b28a-11e4-4eeb-ab74-a78daed337d6","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G03","Ext Fan"
"5c2e2733-2451-417b-9514-bf03d6b1aa1b","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G03","Kitchen Ext"
"3e9296b6-73ad-4f7a-8663-602751467f31","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G04"
"9509fd6f-0bed-49b3-a9a7-df8fa19200a4","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G04","Split HW"
"963274dc-8f99-4544-b8f1-84084d2665c0","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G04","Ext Fan"
"06d32d3f-62ed-4df6-96ef-3270c330e43d","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G04","Kitchen Ext"
"45fdbe38-9009-4d0b-bdfb-f4056e626d78","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G05"
"9f69fe6c-e16a-4ca3-b67a-3c7bad09c2f7","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G05","Split HW"
"acfc2727-788d-4486-a8cd-148368082d97","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G05","Ext Fan"
"d97c1dd4-3ea8-48c2-9f33-b71a4c334637","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G05","Kitchen Ext"
"5d602f9a-1da7-4a19-9647-3eb841bb0f86","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G06"
"9abdd1fa-ca06-4206-9af9-dbf2d5afc2f9","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G06","Split HW"
"785e4075-a6fc-4976-86d1-dc62fe4fcdfd","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G06","Ext Fan"
"124c5e5f-199c-4893-804d-973418f2d8a5","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","G06","Kitchen Ext"
"b697fc8a-49f5-4441-b50f-d9982f208c82","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Ground Floor","Area A","Comms"
"bd954f86-5562-4250-8b20-6d16c09de642","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","Comms","Split HW"
"0ead01bf-9367-43f1-bc72-50115ff47180","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Ground Floor","Area A","Bin"
"56e203c9-6f4c-4a34-bac1-747dc4634c97","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area A","Bin","Ext Fan"
"2ccb83e9-f1a7-46d5-a7ae-a7790921819d","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Ground Floor","Area B"
"7ddf83bd-0b35-47d5-b4e8-47c986bc648f","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Ground Floor","Area B","Carpark Bin"
"c2a59138-1ae2-4e6f-897a-6328b28ddefc","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area B","Carpark Bin","Ext Fan"
"871605a9-8e46-4e5b-a7a0-a49bdf2af185","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Ground Floor","Area B","Comms"
"b4e36dc3-63bd-46c4-a674-5971297125c2","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Ground Floor","Area B","Comms","Split HW"
"96ee1bb7-9055-4c22-9995-de9792428995","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1"
"746ff0a6-e5c1-4b6c-8b75-b8497f80c22e","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area A"
"1ebca358-aca7-48d2-89d0-0bb3cd1aad26","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 101"
"46cb56e6-bf27-4e3e-a00f-0016406fb6f5","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 101","Split HW"
"99fbf200-f25a-43c5-a4d7-6d54bd0e3cc9","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 101","Ext Fan"
"b082623d-712b-4366-8613-1ed6742f0c4d","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 101","Kitchen Ext"
"575db2de-65ae-4dc1-8f3b-276d34020f1c","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 102"
"f1754dc4-3e36-4b83-907e-e2ef42dc2669","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 102","Split HW"
"77b4c6d4-d097-4e13-bf53-d346b6e2fc14","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 102","Ext Fan"
"ea5e77dd-9d05-40c3-9899-e85c31925fe1","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 102","Kitchen Ext"
"4b6ced98-7cde-4105-8e58-9f34978f5569","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 103"
"5dd1f888-12c0-4453-a71c-1ade9c446794","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 103","Split HW"
"dce9fa79-2cc5-4907-986b-5d978b42cba9","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 103","Ext Fan"
"aaf13846-62ce-47f9-af7e-03f966c1f4dc","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 103","Kitchen Ext"
"dfbc7bf7-0fd1-4072-a01c-24e7052a5936","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 104"
"b644f941-59be-49c1-b358-d1ee8a1c72db","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 104","Split HW"
"274d7982-e551-42f9-a704-b476575447a8","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 104","Ext Fan"
"658351ed-a431-4082-b2e3-d3d37f42928f","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 104","Kitchen Ext"
"54b875f9-97d5-41aa-9d94-44eb62a32f9a","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 105"
"7dfdf854-0bcf-4ba3-a2df-28550f4420d6","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 105","Split HW"
"33878664-5c73-4b8e-b7ba-4fe66ad0d59c","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 105","Ext Fan"
"48a76541-d8d9-41a1-abe1-d5843fee1f60","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 105","Kitchen Ext"
"53f200e4-a118-4d17-aa03-d9a0fd7aa99e","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 106"
"e62db568-06dd-4468-9681-4158ce200e6a","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 106","Split HW"
"13166321-ad64-44d8-9019-d7518e78a464","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 106","Ext Fan"
"1b21fd0a-0ffc-413e-a01e-c3fa76337166","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","IA 106","Kitchen Ext"
"13c32f72-82e3-4e52-874b-28876e26c8fd","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area A","Bin"
"61641edc-e899-4554-9f56-2d6c0543f7a3","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","Bin","Ext Fan"
"88b8876e-2260-4e80-a295-11b16e6d9aaa","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area A","SF.1"
"a8d8039c-2d8a-4bf3-9b24-ac8154073505","","pass","SA","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area A","SF.1","SA"
"243bdea0-cc70-4292-befb-1b4d18a786d6","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area B"
"8660b49a-546d-4cf3-8435-4b6e76b603f0","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 107"
"d3b30e75-1801-4a28-8312-02c41c11d5cf","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 107","Split HW"
"38b8ce6b-5e31-4670-9465-f8d35069ea5d","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 107","Ext Fan"
"fd1492d0-3d2e-42ac-b31f-443acf1a31b4","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 107","Kitchen Ext"
"a419ec06-06b8-4468-8330-0c6df2194d46","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area B","IA108"
"8f1d336c-1e3f-4865-89e1-904510e4db0a","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA108","Split HW"
"34be085f-3011-48d8-af49-53e91b5d465a","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA108","Ext Fan"
"176928ee-f7ce-41d9-b6c7-26995060dbfb","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA108","Kitchen Ext"
"80053e83-7533-48d7-948d-6b4a667f2271","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 109"
"c780b674-4fcc-4c4a-8b40-6503056d52ea","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 109","Split HW"
"5ec451e7-63bf-4b30-96ac-b55b2342073f","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 109","Ext Fan"
"bccaa091-4fa2-4352-a0c3-a3084c41089e","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 109","Kitchen Ext"
"ff5546f2-05fe-4611-b2f9-d5797ec6fd43","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 110"
"6cc5a407-cc89-4d8b-8d97-cab201933f13","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 110","Split HW"
"9237e9e6-6eb7-4a46-aec6-ddc4600098b5","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 110","Ext Fan"
"d3d67f6b-8a56-471c-bc20-1dbaa3f028c9","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 110","Kitchen Ext"
"432a1978-f04e-44c1-8889-a7e211d156fa","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 111"
"821e91bc-941b-444e-ae45-78160844ae66","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 111","Split HW"
"8af95eb3-180e-4d74-9362-8810b47a40e4","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 111","Ext Fan"
"4bbf1989-182e-4c1c-b0b3-f15a7672d680","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 111","Kitchen Ext"
"f058a4ee-1e90-4161-963a-fdc52dddd03e","","pass","","folder","TRUE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 112"
"74c7e5b3-5034-47f3-8b1e-a67289030f8b","","pass","Split HW","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 112","Split HW"
"0161c982-7428-4bec-97b1-324d0a243d1e","","pass","Ext Fan","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 112","Ext Fan"
"8d781845-266f-4e69-b138-f9b6132acf9a","","pass","Kitchen Ext","checklist","FALSE","FALSE","Stage 4 (B04)","Level 1","Area B","IA 112","Kitchen Ext"
"dd7a4de4-739c-4013-a33c-bedca7877e01","","not-applicable","","folder","TRUE","FALSE","Stage 4 (B04)","Completion Documents"
"7b7258db-2701-48cf-a18e-60e9a3bcaf49","","not-applicable","CST - S - Completion Documents","checklist","FALSE","FALSE","Stage 4 (B04)","Completion Documents","CST - S - Completion Documents"
"00c4234f-ce19-4e36-87c3-dae09d99efd9","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)"
"11e3b109-4377-463e-b5c1-c95350107f98","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C"
"2b375131-71c5-4ac0-914c-377d7a65b42f","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH10"
"fcc74fb2-d01a-400b-b2a5-805558fd11b1","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 17"
"384eac40-9376-41ec-b8eb-214384a0c6ee","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 17","Split HW"
"4700c1b1-0512-435f-9efd-869405644783","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 17","Toilet Ext"
"d752e288-4640-41d4-9a34-465a2486ba77","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 17","Kitchen Ext"
"456d6116-47da-49f4-bf11-961372bf6e56","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 17","Bath Ext"
"b430a1b3-633e-44cf-aaa0-7c994ab5a4a0","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 18"
"61fef921-df75-48bc-94f9-732c08acb961","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 18","Split HW"
"28d6740f-fa0b-4f1a-95d2-c747e280e431","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 18","Toilet Ext"
"503ddfff-fe6c-46c0-903a-be70a618e559","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 18","Kitchen Ext"
"9ae99a3f-6fcb-4aa8-979e-0e488f9bfe7d","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 18","Bath Ext"
"7244f949-53c1-48ea-ad0a-54315bea64d8","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 19"
"d179d0b0-55fb-45da-8658-a064aa509788","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 19","Split HW"
"2daf6834-a60b-4722-8f56-13e261d19e71","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 19","Toilet Ext"
"b33cb514-e978-4187-b5bc-7e5d0d84ae39","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 19","Kitchen Ext"
"20a4219f-bb8e-49d8-b2db-f0c5b7b53970","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 19","Bath Ext"
"28c2e624-37fe-4b6a-acce-be659c3c521c","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 20"
"3c9d3613-432a-4866-ba15-7e9127956e3f","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 20","Split HW"
"3eae8db7-f618-4a5c-9d86-10b0c4f4c7ee","","not-started","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 20","Toilet Ext"
"7ba96fc0-2b24-400d-a06e-172eeafe5e99","","not-started","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 20","Kitchen Ext"
"885b0a98-9ad8-4d7b-ae4d-abfd45805583","","not-started","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH10","Unit 20","Bath Ext"
"57f7c5dd-1361-40d0-b72c-9b5aa071e227","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH11"
"69ef6dd0-2e58-472f-8169-325560175e9e","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 21"
"3af2cb17-3060-44dd-8c3e-c8d7e5682b47","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 21","Split HW"
"d94b5354-2245-4244-b539-3364e6975ee4","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 21","Toilet Ext"
"8c3d567a-fe63-4a00-b162-f6400ed4590b","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 21","Kitchen Ext"
"eb1b6799-1341-4cd7-b579-bcc3fa6947d2","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 21","Bath Ext"
"2f326da8-25dd-4e2c-933f-099505e6ecf3","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 23"
"1678ce0a-74aa-4245-93b1-f4b15cf73b18","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 23","Split HW"
"fad36634-7036-4c7f-a14e-533e7071e57f","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 23","Toilet Ext"
"2e0ed71c-e582-450f-b535-e1febabe17ae","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 23","Kitchen Ext"
"2ca200d6-dad0-4a79-af97-b740c233bbc4","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 23","Bath Ext"
"ed0ccca9-a478-4b33-977b-cfcc38150427","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 25"
"41423615-20ed-433f-bf84-55011aaf810a","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 25","Split HW"
"5d25097e-affb-4092-976a-ad02a28bdd7c","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 25","Toilet Ext"
"4b5532f4-0728-440f-8c97-37f5eabd32ac","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 25","Kitchen Ext"
"8aad157d-5f86-442a-a4b5-e5fdca71c8f9","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH11","Unit 25","Bath Ext"
"2de22afd-e006-4e73-8276-6759ea8f4267","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH12"
"b89d126c-14f5-4edd-ad7c-ab28a29b567f","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 27"
"c0801f12-2ac9-41f9-b6fd-067521b21fcf","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 27","Split HW"
"d70fc789-4776-4b10-ad05-5a2d646e579c","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 27","Toilet Ext"
"ff0af2ca-f7da-450e-998e-36feb4514122","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 27","Kitchen Ext"
"f822f504-ce38-458e-bc6f-36006fffbe60","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 27","Bath Ext"
"6e74b986-9391-4a3a-8730-0105c2cf7fe7","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 29"
"aac5c956-c44c-4f1f-9ff1-ef4e9fdd1bad","","work-in-progress","Split HW","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 29","Split HW"
"2d6183ad-0130-49f5-8692-d3678daa11e5","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 29","Toilet Ext"
"b51f2551-e56e-47b8-ba36-0573f2941cb3","","work-in-progress","Kitchen Ext","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 29","Kitchen Ext"
"c8c3c5b2-da82-4b89-8994-a454fd7adfaa","","work-in-progress","Ext Fan","checklist","FALSE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 29","Bath Ext"
"7f39250e-d6a6-4ed4-8af9-f375d2407889","","work-in-progress","","folder","TRUE","FALSE","Stage 7 (B07)","A/C","TH12","Unit 31"
