"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5220acec-7563-469c-8961-38583c20c270","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"5d74c054-5c54-46a4-b4be-ff0bdf27f3ee","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 2"
"57685fcb-10eb-45f2-bc24-69eb81334974","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 9","917"
"76ca7871-72d1-45a1-8606-774f30035bbd","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 9","919"
"4d791d81-5d02-44ca-b45e-734d7a800932","","checklist-flat","not-started","M-Social Management Signoff","checklist-flat","FALSE","FALSE","Site QA","Level 9","Level Signoff"
"45455ec1-f1b9-400a-a9cb-f66cca19431b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 10"
"e67db0c6-d003-4a0b-a28b-5d8eaa74edf4","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1001"
"6a13815e-1180-4d93-a1f8-c2aadac97327","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1004"
"b126c8fa-9549-4cd2-b736-12c84c2782b0","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1005"
"1df3a7a8-f0eb-4875-b60c-1729f667f551","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1006"
"ceb88208-b5e8-4946-81ed-41437fd10bc9","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1007"
"d0057e1d-ca22-43db-86e4-93f7f3b00e12","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1008"
"0c271a9f-a641-4f43-ad43-28ff6b617798","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1009"
"91859db4-b3a9-4486-abca-de47d6e0bd46","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1010"
"16f1f9f9-7f21-43fe-b47f-b296e64c77cb","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1011"
"676a3f6b-4804-441d-b5ef-2552a47143a1","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1012"
"8e8cb745-5f46-40db-9283-bc7b938830e2","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1013"
"db6ef2a6-9f78-4a89-b900-2adc4aef7dee","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1014"
"7a10de88-2b1e-4f93-ae98-ea73b777a910","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1015"
"beebdd6b-3a0d-4273-9b1b-f76c4e2abcdb","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1016"
"f5af47cb-00e6-4266-9103-889e8d401080","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1017"
"5cf3c7f1-87af-4472-8831-f6068e106e7b","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 10","1019"
"bc95615c-a0bb-481b-9777-eb1a65d97067","","checklist-flat","not-started","M-Social Management Signoff","checklist-flat","FALSE","FALSE","Site QA","Level 10","Level Signoff"
"b3a23013-8c72-431a-b9d2-51e4aafc8377","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 11"
"dcb744ae-3068-4f60-823e-76ff50ab4c28","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1101"
"c4e0d1ac-85e7-4afd-bfd1-d8f03fb2734f","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1104"
"b66c9b5c-bd32-45ce-b5f2-a2d373806883","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1105"
"ca3c0e09-485a-4d8b-bbe3-505a9b883520","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1106"
"18d7517f-1ff4-43a1-b842-bdd7ef031a18","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1107"
"a3219522-0c4f-4052-b496-d1556ea358a7","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1108"
"38361701-fba9-4152-bb77-0e888834ee8d","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1109"
"8053de9b-4e19-4e45-9f06-e7f18ae7e231","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1110"
"8d8a97c6-83a1-44f1-957a-f89638c4fc6b","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1111"
"12b9842d-742e-4817-b8d3-df26b82d0ea0","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1112"
"c1d8e698-4b1e-4694-a516-5354184391bd","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1113"
"8a51c6c1-7b2a-40c2-bd63-ab916d1c89ed","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1114"
"5b5fc691-fe74-468e-aa7c-9f7f211c922d","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1115"
"3c7c47bf-03f6-4fe1-9e57-e6902611e5d3","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1116"
"23201cd2-7255-4b81-9c62-a7742e64e421","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1117"
"e25c5da7-2090-45a8-9ca4-412870bf0ddd","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 11","1119"
"37892c2c-94ea-498e-b0c6-3079fed8c4bc","","checklist-flat","not-started","M-Social Management Signoff","checklist-flat","FALSE","FALSE","Site QA","Level 11","Level Signoff"
"f004a539-d117-4ca4-a5b5-ae228272fbd6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 12"
"514b01f6-5b5c-4318-9789-abc71b6c4d71","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1201"
"421f6220-577f-4c73-bb91-f9169e6037f9","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1204"
"ba23c86b-3f09-4a02-ab96-bd235d028305","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1205"
"5ee85896-ef73-4ddd-b1f5-6130feca23ab","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1206"
"bdad9396-79de-4157-9a59-2919bd1fa47c","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1207"
"9e1967d7-bf89-4d91-9146-126462fbe8e8","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1208"
"aa60f3d9-cea9-46a0-a828-cecf29a770c2","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1209"
"1de8837c-800d-4c11-a807-446a97bd2e6c","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1210"
"57543d62-0958-41f5-afda-e5f79fc22cfe","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1211"
"84ef2bed-7df0-405b-b12a-0dabe474e5f7","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1212"
"9a4d60bf-ed5d-4185-a29d-065ea7802d4f","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1213"
"d3b110cf-dc6e-495e-8ae9-da84ade48618","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1214"
"91112cf9-09a7-485f-b357-5c05f8d10b1d","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1215"
"6017219c-c530-4c4a-a7e0-1f1356f409ea","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1216"
"1452e008-9203-4566-a5ca-bcd2b7537f1d","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1217"
"15fcb671-e7fa-41b7-bae9-442d8af09569","","checklist-sectioned","not-started","Z - SYS - Grouting Checkist (old version)","checklist","FALSE","FALSE","Site QA","Level 12","1219"
"f3a2e62d-531d-49f7-bb0d-422ea0a79146","","checklist-flat","not-started","M-Social Management Signoff","checklist-flat","FALSE","FALSE","Site QA","Level 12","Level Signoff"
