"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5bd822eb-73dc-427f-a305-05ddaa91b3d0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01"
"dc902f98-0eca-46d5-86fd-315440124e08","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2"
"79585953-e2e9-432f-9c20-6d24813a7832","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area A"
"45a93894-a0ea-4356-80a1-85995ef1934e","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area A","ALS Corridor- Grid lines"
"df398e4e-9be9-4c6a-86b4-832d95a83341","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Stairs","Stopping"
"c719aeb8-767a-47d6-9f5b-c2851491a460","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Stairs","Painting"
"4c0dae9b-3067-42bb-9eea-f369016cdbb9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 259"
"5e0ecccf-fbe6-4da1-8c8d-2482f51c1f92","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 259","Internal Lining - Ceilings"
"f1c3aeca-d81b-4628-85ea-487533672af3","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 259","Internal Lining - Walls"
"5f20d413-819e-4036-a9f3-60f26969575e","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 259","Stopping"
"c9d6d020-72e0-4c80-b72e-34eb6dba998c","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 259","Painting"
"27b48e17-8354-4d4b-a600-e0c85ca09125","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 260"
"8aac08a9-5f77-45df-a366-39585b16e1e0","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 260","Internal Lining - Ceilings"
"993775ba-529a-41cd-857e-47505bab6cc5","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 260","Internal Lining - Walls"
"6b0773d6-6e4e-4ec5-ac52-ee4e57797d13","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 260","Stopping"
"5ec9cbc4-b81e-4500-8a34-05de82e49f84","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 260","Painting"
"b8dc3758-d310-450a-9880-59f6118c2868","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 261"
"1b453c97-2681-4915-a5c8-ae236f31cbfa","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 261","Internal Lining - Ceilings"
"135c84be-daf1-4bc5-a966-9d54c9385593","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 261","Internal Lining - Walls"
"839db261-b855-4aa8-9007-ba647130178d","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 261","Stopping"
"36edb7ef-2227-4e87-91fd-89b095d96002","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 261","Painting"
"6212f60b-731b-49c1-b40b-d344ed266bed","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 262"
"69dd5466-3ad8-42ca-97fc-9a4d4b581f1a","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 262","Internal Lining - Ceilings"
"2c32f340-4337-41ab-bc82-7701861edb05","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 262","Internal Lining - Walls"
"b31733dd-f37e-449e-8d19-b8f19cfad892","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 262","Stopping"
"9b13b26d-1578-4577-9d68-398b1f2db275","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 262","Painting"
"3f4f8999-296a-4c4d-898e-680b8d7ef689","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 263"
"0823ac0f-8be0-4f96-a9fc-e4ec4cb794ee","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 263","Internal Lining - Ceilings"
"d62dde32-d7a9-4fce-a1f4-949644508fca","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 263","Internal Lining - Walls"
"e3ed2d7d-2cd8-4b65-8836-4615ca71dafe","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 263","Stopping"
"cc961d4a-e57e-494b-ade6-afad3d41e050","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 263","Painting"
"70cc6481-e931-42df-bf4f-0ef739b17743","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 264"
"2ef350b9-7e6e-4579-8b17-0f6708de95e5","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 264","Internal Lining - Ceilings"
"a5894d04-b8bd-485b-bf3f-a315c97cdc57","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 264","Internal Lining - Walls"
"c3f1b0ec-2ab3-4f51-bbc4-461524c6e78a","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 264","Stopping"
"fb161a0b-625c-48dc-83be-c9dcd4a396e3","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area E1","Apartment - ALS 264","Painting"
"470a10bc-adc0-4c66-9be6-4d3fea968de0","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F"
"855b8a7b-3024-4a17-b24f-31c4424892b9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","ALS Corridor- Grid lines"
"6657f0d7-0a49-40aa-8e9a-39d1ddbd9060","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","ALS Corridor- Grid lines","Internal Lining - Ceilings"
"d66caec5-671e-4e69-92b0-5a85da2b23a1","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","ALS Corridor- Grid lines","Internal Lining - Walls"
"77fdefae-c87d-4470-ab8c-e19395270641","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","ALS Corridor- Grid lines","Stopping"
"ae146c3e-6479-4b37-bdeb-d45582d32c53","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","ALS Corridor- Grid lines","Painting"
"614674fe-dd5f-47d5-8a4c-8caa86f36441","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Lounge"
"2bbe843f-9641-4160-bb52-8baf218a10de","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Lounge","Internal Lining - Ceilings"
"52ea1285-450b-49c7-99f9-e7048ffd8bd5","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Lounge","Internal Lining - Walls"
"34ec19eb-ead6-429a-bc59-798a86db7914","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Lounge","Stopping"
"9783f65f-f6a4-481d-bd9b-583f9971bce8","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Lounge","Painting"
"ae476476-0bd6-48e5-8a66-c3f7e17ccd3b","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Stair 5"
"1a952e60-38ca-47fc-8384-2d98f3e7ae9c","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Stair 5","Internal Lining - Ceilings"
"aa8625f3-c6f7-4af3-aac0-04dd3cf6f522","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Stair 5","Internal Lining - Walls"
"82e5639a-97e0-4445-9fd5-6e35ea01026b","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Stair 5","Stopping"
"dafe9667-b2af-4fa3-b709-858457d03227","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Stair 5","Painting"
"fcf9d14f-7dcb-4e34-aeb8-68c2b14479c1","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 265"
"0fde7499-2256-445b-b627-985822df3640","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 265","Internal Lining - Ceilings"
"455c554b-7937-4938-ad7e-f4a8e3b6c4eb","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 265","Internal Lining - Walls"
"0fa479cb-41d3-4fd8-8afe-a8ff184da8b8","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 265","Stopping"
"264c27c1-87b7-42e8-8e4f-765010d7dda8","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 265","Painting"
"f23cfbaa-dfec-4d9f-a8bf-0938dc12889b","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 266"
"acf8877d-9dec-4d62-b6a0-84bc9ccf1634","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 266","Internal Lining - Ceilings"
"d8c39d38-5df8-426f-b2aa-70d3c77aeab8","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 266","Internal Lining - Walls"
"0363ce1b-9e4f-409f-8ec0-a9f7ef1ca58f","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 266","Stopping"
"f826d2f5-27c9-4879-ba06-d03d1f1f5640","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 266","Painting"
"d5c43180-484f-4402-b3ab-ebfef787b571","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 267"
"abd9d234-1215-4c74-bd2e-5ed213d79429","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 267","Internal Lining - Ceilings"
"3b9304ab-fe2d-4477-91e2-96d4aa39b6e3","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 267","Internal Lining - Walls"
"f533e8aa-418e-40e3-9333-6a5c2736638d","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 267","Stopping"
"0eebcef9-8a9b-4aa9-9f1f-21dcff9d7b68","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 267","Painting"
"b3c304a9-2039-4828-b50f-f0987943e43f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 268"
"e9f6f4c1-49cd-41d0-826f-380c2155fe02","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 268","Internal Lining - Ceilings"
"d2ee9168-0dc1-4b2c-a287-9d88ed509e88","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 268","Internal Lining - Walls"
"ff6d74c3-9d62-46d5-967a-cd1d851931c9","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 268","Stopping"
"67f851c3-cbfb-469d-863f-ef22a8eab803","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 268","Painting"
"5a0154b0-eb02-48f2-a8d1-2d71a0bc54ba","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 269"
"c571f6e2-6e0d-4f1d-bd98-8b97a4714239","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 269","Internal Lining - Ceilings"
"93cb8019-259e-4ef1-90bc-e5a4cc1398ca","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 269","Internal Lining - Walls"
"5483dcc4-49b9-4af8-9436-0655f2a60a9e","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 269","Stopping"
"8fb3c229-a4d8-40a5-9453-75b24724c038","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 269","Painting"
"d28fe2a6-e16c-4b62-8e48-a275e803f8a6","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 270"
"38ee616c-8d20-4c33-b827-62e285991391","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 270","Internal Lining - Ceilings"
"335748d2-b9fa-4400-b89b-8e46c01c7ca8","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 270","Internal Lining - Walls"
"90147765-5a48-45b9-80a0-923934c82fd6","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 270","Stopping"
"709fe439-ef61-45ab-a880-2aa3e52064db","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 270","Painting"
"d9f9d27e-3dbb-4134-b756-a6d36f1a063e","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 271"
"1d1105e7-2c3c-470e-af99-8d78d65cbb0f","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 271","Internal Lining - Ceilings"
"c503a44b-ae73-4a40-ab37-74d43ed93d1b","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 271","Internal Lining - Walls"
"05a2d4ac-89ff-45c5-bc40-c0fe6fb3221b","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 271","Stopping"
"d6b948a3-f4d3-4737-b72f-4f0e166d0965","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 271","Painting"
"354b4855-e3fd-4db7-ad34-7dac0b84d64a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 272"
"ea1a9b82-3553-4ede-bd61-400b92b5d3c5","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 272","Internal Lining - Ceilings"
"1bbe85fc-7ac7-4a47-9f41-5eb27e7e4030","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 272","Internal Lining - Walls"
"0cc01e5f-cbbc-454c-b6d0-b9d7388167d8","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 272","Stopping"
"6fea18ce-e3e8-4f3e-a937-f0682fd7aae7","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 272","Painting"
"545fecb4-2a9b-4416-876f-10b5500a8514","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 273"
"d9f1523a-b915-4bdd-b63b-de23fd0e338a","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 273","Internal Lining - Ceilings"
"f3761a20-aba2-43a1-ac5a-de907054369e","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 273","Internal Lining - Walls"
"099ca485-14ae-47b3-948b-322c229fb05c","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 273","Stopping"
"5c783f76-586c-4d5f-928b-1d6ab02f7717","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 273","Painting"
"65539da7-6bcf-4567-b775-f05eca27e541","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 274"
"a6bb94d0-4beb-45f5-88de-6737431df245","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 274","Internal Lining - Ceilings"
"57d30799-9076-41c7-93bd-94e2184b4703","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 274","Internal Lining - Walls"
"87f55f8d-8fc3-40bf-87c6-9b19a8052159","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 274","Stopping"
"21b775b7-7f24-482f-b076-65332a5e8ff1","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 274","Painting"
"ac86db9b-d480-4474-949a-ae0e0e8a3960","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 275"
"9c3c78d6-bf93-4319-b1b8-490819c3a8e8","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 275","Internal Lining - Ceilings"
"541ee360-a696-46e3-af94-75bd14f56c71","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 275","Internal Lining - Walls"
"1f8c85ba-271c-4d06-8dbb-d693fce66fcd","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 275","Stopping"
"9015eb58-72f3-48be-bf11-bad8ad433f90","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 275","Painting"
"389a5cb7-2070-46f2-8a13-a110f59f1e01","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 276"
"357be461-572d-4fbe-8c98-dce56eee55a1","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 276","Internal Lining - Ceilings"
"bfe386d4-c1b5-49dc-9baf-7fec9ebd6140","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 276","Internal Lining - Walls"
"f15cdd58-571e-465d-8703-c2543cda5cd3","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 276","Stopping"
"6ad498a9-cea8-4c0c-aed7-1cc027fc9578","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area F","Apartment - ALS 276","Painting"
"b2335133-bb6d-4987-b5f3-0c8f486ad76f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1"
"172cded0-ab32-48b0-b701-eb30d2e05fb8","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A"
"97d410bc-c63a-4ec5-825d-6ba23693ccc1","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","ALS Corridor- Grid lines"
"928e5b87-7c2b-4153-bac2-c1e443bb6fd0","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","ALS Corridor- Grid lines","Internal Lining - Ceilings"
"0ec500b4-3786-4ce3-a90e-cd83e72da5d0","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","ALS Corridor- Grid lines","Internal Lining - Walls"
"e45569bc-694b-40d7-aefc-39c58b335cda","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","ALS Corridor- Grid lines","Stopping"
"807e802c-c83a-437a-8d37-623778030789","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","ALS Corridor- Grid lines","Painting"
"6ac2b66a-0e4f-403f-95ed-6499dfcc70b6","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Store"
"4ae24ce0-9b30-4e40-b74d-0554718fc2f5","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Store","Internal Lining - Ceilings"
"e2d5ba9b-e96d-4afa-84c0-ab5d8b72bd5c","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Store","Internal Lining - Walls"
"3fc04771-1022-4730-a2cd-1c8a1a171f95","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Store","Stopping"
"b37d9507-ddab-42a4-959c-5203140e6504","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Store","Painting"
"e58e5102-6de0-4cc5-a21d-6b1ea95dafd5","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","ACC Laundry"
"85cec317-6401-46be-8dd2-6a8ac617d01e","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","ACC Laundry","Internal Lining - Ceilings"
"235069bf-2278-412b-9b0d-9321cebfe5ac","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","ACC Laundry","Internal Lining - Walls"
"4bca8fa3-1c91-40f0-9f93-e777783e7bd2","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","ACC Laundry","Stopping"
"0daaf5ed-b502-42bd-a9db-4609fca25e23","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","ACC Laundry","Painting"
"26b7feca-22c1-4172-9006-b6cc2d33cd92","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Lounge"
"ea34e6a0-1e8e-486b-b0e2-59902ae1e85c","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Lounge","Internal Lining - Ceilings"
"ad85c69a-a510-46f1-b001-bedf1bbd72cf","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Lounge","Internal Lining - Walls"
