"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","pass","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Reference Drawing"
"8753136d-4a51-4c61-b4b8-6ed3db6a1ed6","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"c155ff40-ede8-4cef-9221-353145c7a1d6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","CONS (LG.B.001)"
"7c2834cf-1150-4f9c-b3df-2fc3e5c001c4","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","1 BED MH (LG.B.058)","Pre Ceiling Sign off"
"737e0d6d-c5b0-4ae7-bb1a-79347191ba91","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","SENSORY (LG.B.059)"
"1412d7d0-bdd5-4210-8add-c76e67f095f8","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SENSORY (LG.B.059)","Pre Sheet Sign off"
"6d0704f0-51cf-46de-926f-ea739416aa8a","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SENSORY (LG.B.059)","Pre Grid Sign off"
"fe80762b-eaa0-44a4-8b51-c703c00b134d","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SENSORY (LG.B.059)","Pre Ceiling Sign off"
"fde6b1d9-3f00-48c6-8a8f-72f5443aedb5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","INT MH (LG.B.060)"
"25f2e279-a631-4061-9fa8-eea6fb6d82ab","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","INT MH (LG.B.060)","Pre Sheet Sign off"
"63320b64-e132-49f2-99fd-3d34d227fa7c","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","INT MH (LG.B.060)","Pre Grid Sign off"
"b4e5b698-5c50-42c1-a468-1175000bae53","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","INT MH (LG.B.060)","Pre Ceiling Sign off"
"ab8ae3e9-1148-4fa5-ba43-c6dc9ebddaaa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","INT MH (LG.B.061)"
"fb200ea8-c162-4275-b2b7-b4a719d8b8ae","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","INT MH (LG.B.061)","Pre Sheet Sign off"
"77cc8a4d-13f8-47dc-8264-c178ab142589","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","INT MH (LG.B.061)","Pre Grid Sign off"
"12ba982e-deb2-4263-a2d6-4602c5b9b5a6","","checklist-sectioned","work-in-progress","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","INT MH (LG.B.061)","Pre Ceiling Sign off"
"0360d249-e275-48b6-a676-c635c35f520f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","OBS (LG.B.062)"
"6d26a5ba-3c27-4fde-89a0-668dae0acb86","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","OBS (LG.B.062)","Pre Sheet Sign off"
"ee6cd876-11d1-4166-bdd9-17b0236b8779","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","OBS (LG.B.062)","Pre Grid Sign off"
"5aa32945-fca7-4848-973f-cdfb1b2e62df","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","OBS (LG.B.062)","Pre Ceiling Sign off"
"1e81678a-f311-41cf-976f-9e150d1b3f61","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","LOUNGE DINE ACTIVE (LG.B.063)"
"287c0ed4-37a7-4d23-9d03-542e77e4e849","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","LOUNGE DINE ACTIVE (LG.B.063)","Pre Sheet Sign off"
"83ffcfee-3115-4fda-81c3-c4dc7ac22e3c","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","LOUNGE DINE ACTIVE (LG.B.063)","Pre Grid Sign off"
"9b2abdc5-fa08-425b-bad8-d685daf038d6","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","LOUNGE DINE ACTIVE (LG.B.063)","Pre Ceiling Sign off"
"b51846c2-1fcd-4e1b-8b35-314f1efc3a4d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","BBEV (LG.B.064)"
"d62ac791-e12d-4a49-9b53-3add9cc189c6","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BBEV (LG.B.064)","Pre Sheet Sign off"
"fbd4e149-79ec-4b14-8a07-8622a12e6e88","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BBEV (LG.B.064)","Pre Grid Sign off"
"f808d4f9-e8b6-4437-b09f-3f0150578629","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BBEV (LG.B.064)","Pre Ceiling Sign off"
"a0ae4916-c7cc-4e41-a671-bca44df72015","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","INT MH (LG.B.065)"
"71f3accb-f21e-428a-94ac-bfd7eba6cf2a","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","INT MH (LG.B.065)","Pre Sheet Sign off"
"7398f54e-2b39-4c97-a612-5441e5569fc8","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","INT MH (LG.B.065)","Pre Grid Sign off"
"261fb3c4-eeac-4e47-8375-89e88d962a20","","checklist-sectioned","work-in-progress","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","INT MH (LG.B.065)","Pre Ceiling Sign off"
"5f77a223-0dd0-4106-8601-5f6230915d99","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.066)"
"a07197da-7df4-4e81-9792-d092a700ca82","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.066)","Pre Sheet Sign off"
"f337c5b0-bd78-4bd0-a388-6c4e0f990020","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.066)","Pre Grid Sign off"
"995841db-2a61-432c-8ffd-472550ffac25","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.066)","Pre Ceiling Sign off"
"6d6e3892-d6a6-4cc6-952f-edfc6ab66650","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.088)"
"716e7f23-72c5-4938-b13b-1f00e011f61c","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.088)","Pre Sheet Sign off"
"fff26b2e-3f7c-48b6-801c-df13f2c4fb1d","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.088)","Pre Grid Sign off"
"47f37923-92b8-44d0-86e9-cf1a9441aa56","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.088)","Pre Ceiling Sign off"
"ccd89e11-d1ec-4dea-b007-1f9c693ffc4b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.089)"
"f6cdacbd-1ac4-4003-8734-8893592b0a70","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.089)","Pre Sheet Sign off"
"996d77d3-df87-493a-8d0a-30db81a4cf26","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.089)","Pre Grid Sign off"
"5c1c047b-fd38-484f-ab70-df79e8cfd534","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.089)","Pre Ceiling Sign off"
"e8d3d024-de8d-485c-9b42-962ee352c383","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.090)"
"fcad86b6-ee05-4136-80c0-5214864dbf49","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.090)","Pre Sheet Sign off"
"74bcd235-bc19-453e-8d40-8f8c764ee26e","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.090)","Pre Grid Sign off"
"54bce51f-6759-4270-bab9-cad8990653dc","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","PB AMBTR (LG.B.090)","Pre Ceiling Sign off"
"47c8d73e-7b79-4960-83c2-ad94ab1de988","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","AIRLOCK AMB (LG.B.093)"
"eeb2dcef-6807-42e9-be60-a6a567e345a7","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","AIRLOCK AMB (LG.B.093)","Pre Sheet Sign off"
"a4d22018-d3e2-48a2-ab28-a9fc93962923","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","AIRLOCK AMB (LG.B.093)","Pre Grid Sign off"
"c4ffd168-5010-4afe-9fb9-dbf2cd40c5fc","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","AIRLOCK AMB (LG.B.093)","Pre Ceiling Sign off"
"4dbe077f-a47a-42c0-8cab-8320b8b3871b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","WU AMB 5P (LG.B.094)"
"4f527a5d-8f12-4fd0-a509-3a714504a2de","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WU AMB 5P (LG.B.094)","Pre Sheet Sign off"
"f0fac83b-b623-4b08-bce7-c76616bcadcd","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WU AMB 5P (LG.B.094)","Pre Grid Sign off"
"6be06356-f191-476f-bdee-7c78859d1c6c","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WU AMB 5P (LG.B.094)","Pre Ceiling Sign off"
"354ae6b5-40fa-4c77-8b3d-beda27073ce6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","WC ST (LG.B.095)"
"73760f2e-e15e-477d-b71e-fcf6508699bb","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WC ST (LG.B.095)","Pre Sheet Sign off"
"8bb0119b-2efe-49d6-bcf2-8c80283f5af4","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WC ST (LG.B.095)","Pre Grid Sign off"
"71df8755-e3ed-4192-ae05-9c250e463327","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WC ST (LG.B.095)","Pre Ceiling Sign off"
"d11fce54-3ac1-4dd3-9aaf-b033b9ac5840","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.158)"
"3a486dae-81b8-4ac1-b8ad-690ff4390204","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.158)","Pre Sheet Sign off"
"fb7e45eb-c787-4d73-b5ff-6625401bb603","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.158)","Pre Grid Sign off"
"059b7ed1-f16a-409e-b043-19c519e0c30a","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","CIRC (LG.B.158)","Pre Ceiling Sign off"
"e1cf99f0-96a3-49bf-8026-13f7eff3941f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","BMEQ (LG.B.281)"
"7e8ddf60-e763-499f-b178-912c6d4cf9dc","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BMEQ (LG.B.281)","Pre Sheet Sign off"
"2ba4be80-7923-4f68-b6b3-f58aef8c98b2","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BMEQ (LG.B.281)","Pre Grid Sign off"
"3579a7fe-430e-4c43-a01f-6f93235e9a70","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BMEQ (LG.B.281)","Pre Ceiling Sign off"
"e8296c62-8070-42c0-8fe7-db25b4feea7a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","EDB (LG.B.606)"
"815481b3-deaf-476e-9592-44e3c3530dc0","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","EDB (LG.B.606)","Pre Sheet Sign off"
"a57c99ef-f241-4763-9f46-cdb8f09fabe3","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","EDB (LG.B.606)","Pre Grid Sign off"
"f335ae2e-ac80-4a77-b7ad-13662869b630","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","EDB (LG.B.606)","Pre Ceiling Sign off"
"878f41c2-25ff-4416-bb0e-f99433da1b24","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C"
"d99fc120-ed46-4bec-9a55-e05de93bc443","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.080)"
"7800a217-9bf1-4fc1-a5ff-a8510e2de874","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.080)","Pre Sheet Sign off"
"e934fd4a-a7b0-4f0a-a96c-a0573c1c72df","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.080)","Pre Grid Sign off"
"5418945a-642c-4aee-b7fd-e79980ef0509","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.080)","Pre Ceiling Sign off"
"0a22cf67-0422-48af-9b45-be3351c5cc97","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","MEDS (LG.B.096)"
"e20d7ff1-fa36-4aba-9579-0d6ecb838b48","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","MEDS (LG.B.096)","Pre Sheet Sign off"
"879bb93b-8a6a-44d6-8cd3-5ca10fa0683b","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","MEDS (LG.B.096)","Pre Grid Sign off"
"ee3d1de3-7e21-4045-a0a3-6cb4ccbfeba9","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","MEDS (LG.B.096)","Pre Ceiling Sign off"
"ec187ece-dbec-4277-8d53-ae99e11bdaef","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","DU SUB (LG.B.097)"
"75bd7029-43e3-409f-adb7-2513fc5d5b44","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","DU SUB (LG.B.097)","Pre Sheet Sign off"
"99acde7b-4330-40d3-8cd5-65371cbda893","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","DU SUB (LG.B.097)","Pre Grid Sign off"
"0548fe6e-2a69-4b81-8d63-5944224d5c77","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","DU SUB (LG.B.097)","Pre Ceiling Sign off"
"8175e41e-b934-4eea-9e88-e65e925d7a45","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","HWA (LG.B.098)"
"39a7972b-a477-49a4-bcce-e867eaa2b01a","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","HWA (LG.B.098)","Pre Sheet Sign off"
"e81f3eeb-3fb8-4610-b3d6-e5b37e6f5dca","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","HWA (LG.B.098)","Pre Grid Sign off"
"1251bdc4-ce9e-4034-a846-e2df53037cdb","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","HWA (LG.B.098)","Pre Ceiling Sign off"
"bfa42ba4-d7f8-415e-82fd-d4972f690640","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.099)"
"7a3ca967-b3ca-40d3-8a0c-36c779acbeea","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.099)","Pre Sheet Sign off"
"8e0a8456-48a2-4a5e-a3bb-635e6d23022f","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.099)","Pre Grid Sign off"
"02d12ab5-0b8c-4150-a048-e4ba96f01733","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.099)","Pre Ceiling Sign off"
"a71623d7-81e7-4bdd-9bc6-2b280ddc7051","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.101)"
"222a900c-03f9-4af2-a9a8-e4281f3c8d46","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.101)","Pre Sheet Sign off"
"6300e342-1e99-439d-a3f0-471c00adc54f","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.101)","Pre Grid Sign off"
"3abc9dd5-4227-4c7d-ac07-c2deba5fd6ec","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.101)","Pre Ceiling Sign off"
"d908ea7e-e9b1-432b-89b1-873c86de141a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.103)"
"38e9a3e1-08ca-4bdd-b6e4-c76582815bd3","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.103)","Pre Sheet Sign off"
"43f1746c-6bba-4efb-86d5-01d18de1bb0f","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.103)","Pre Grid Sign off"
"155af7d3-dad6-4d9c-9d24-b554fc8169e2","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.103)","Pre Ceiling Sign off"
"d2d07302-5304-4acd-8e91-53dd47e411a0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.104)"
"ebd314ee-531d-4acc-9842-fd6a8ca9d1f2","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.104)","Pre Sheet Sign off"
"fea59b02-fafb-4cc3-9003-3f3e820027dc","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.104)","Pre Grid Sign off"
"c4ca6f13-2f01-4847-aedc-50ba7416bccd","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.104)","Pre Ceiling Sign off"
"a786eea7-b8b7-49ee-9c6e-23ef7368a481","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.105)"
"fd4c1ea4-f8c7-4d19-8f17-5f736c7e526a","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.105)","Pre Sheet Sign off"
"b43f5de8-7952-416b-a394-cec39c628d73","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.105)","Pre Grid Sign off"
"fbb070b6-7390-416c-8414-20f5da82d842","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST STATION (LG.B.105)","Pre Ceiling Sign off"
"bcbab78e-8e99-4dfe-9e63-6771ee79434f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","BLIN (LG.B.106)"
"42f7b54b-76bc-4468-8e44-0639d35440eb","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BLIN (LG.B.106)","Pre Sheet Sign off"
"e1168ae0-a850-40ee-a6cd-36217036c175","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BLIN (LG.B.106)","Pre Grid Sign off"
"07cff13d-ac94-4830-b6d5-cfb63a831403","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BLIN (LG.B.106)","Pre Ceiling Sign off"
"7544d8f1-ba4a-4db0-998c-374875fb9a4b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.107)"
"4ca9f3a8-032a-4767-90db-7195c62206a5","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.107)","Pre Sheet Sign off"
"be1b7670-f261-43ed-81d3-a3686d022a4b","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.107)","Pre Grid Sign off"
