resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-100,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.093 - OFFICE-3P,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-101,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMP-078 - EDB,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-102,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.074 - ADL KITCHEN,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-103,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.083 - ADL PANTRY,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-104,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.082 - STAFF ACCESSIBLE WC,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-105,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.079 - INTERVIEW 4,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-106,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.096 - LAUNDRY 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-107,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.077 - INTERVIEW 5,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-108,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.094 - FAMILY LOUNGE 2,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-109,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.15A - HANDWASH,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-110,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.094C - D.LINEN,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-111,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.106 - LOUNGE / DINNING 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-112,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.106D - LOUNGE 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-113,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.108 - MULTI FAITH,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-114,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.105 - THERAPY 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-115,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.104 - EXERSISE 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-116,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.198 - SENSORY 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-117,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.103 - NORTH COURTYARD,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-118,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.27B - HANDWASH / UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-119,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.27A - HANDWASH / UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-120,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.28B - HANDWASH / UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-121,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.161 - RETREAT 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-122,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.C.28A - HANDWASH / UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-123,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.124 - BED 1 SPECIAL,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-124,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.122 - BED 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-125,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.134 - BED 3 LARGE,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-126,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.132 - BED 4,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-127,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.130 - BED 5,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-128,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.128 - BED 6,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-129,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.140 - BED 7,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-130,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.138 - BED 8,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-131,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.145 - BED 9,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-132,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.143 - BED 10,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-133,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.150 - BED 11,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-134,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.148 - BED 12,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-135,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.159 - BED 13,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-136,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.157 - BED 14,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-137,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.155 - BED 15,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-138,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.153 - BED 16,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-139,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.165 - BED 17,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-140,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.163 - BED 18 LARGE,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-141,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.101 - BED 19,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-142,,,,,
,step,,,,,,,CABLE ROUGH IN - BASEMENT 1 B1.SMG.099 - BED 20,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-143,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.001 - AIR LOCK,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-144,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.002 - LOBBY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-145,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.003 - HEARING WAITING,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-146,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.015 - SECURE LOBBY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-147,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.010 - RECEPTION,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-148,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.005 - ACC WC,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-149,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.009 - WAITING,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-150,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.022 - PAT BELONG,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-151,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.025 - SECURE LOUNGE & QUIET,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-152,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.036A - PHOTOCOPY 1,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-153,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.036 - CLINICAL WORK,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-154,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.045 - CLEANER,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-155,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.043 - DIRTY UT & DISPOSAL,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-156,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.011 - FAMILY LOUNGE 1,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-157,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.101 - SENSORY 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-158,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.034 - INTERVIEW 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-159,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMP.033 - EDB,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-160,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.092 - LAUNDRY 1,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-161,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.032 - INTERVIEW 2,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-162,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.031 - INTERVIEW 3,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-163,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.030 - STORE 2,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-164,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.029 - FOOD SERVICES PANTRY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-165,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.087 - ACC WC,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-166,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMP.037 - COMMS,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-167,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.038 - NURSE STATION 1,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-168,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.052 - TREATMENT,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-169,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.15A - HANDWASH,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-170,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.091 - C.LINEN,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-171,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.095 - EXERCISE 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-172,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.094 - THERAPY 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-173,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.089 - QUIET LOUNGE,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-174,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.086B - LOUNGE/DINING 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-175,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.086E - LOUNGE 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-176,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.083 - CENTRAL COURTYARD,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-177,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.19A - HANDWASH/UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-178,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.16A - HANDWASH/UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-179,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.088 - SOUTH COURTYARD,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-180,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.16B - HANDWASH/UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-181,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.102 - RETREAT 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-182,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.18A - HANDWASH/UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-183,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.18B - HANDWASH/UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-184,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.02 - EXTERNAL WALKWAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-185,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.019 - STORE 1,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-186,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.054 - OFFICE 2,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-187,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.047 - CLEAN UT.,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-188,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.053 - OFFICE 1,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-189,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.056 - STAFF ROOM,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-190,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.046 - PNEUMATIC TUBE,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-191,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.051 - MEDICATION,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-192,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.050 - NURSE STATION 2,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-193,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.079B - LOUNGE/DINING 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-194,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.067 - ADL KITCHEN,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-195,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.066 - ADL PANTRY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-196,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.065 - STAFF ACCESSIBLE WC,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-197,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.062 - INTERVIEW 4,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-198,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.069 - LAUNDRY 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-199,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.060 - INTERVIEW 5,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-200,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.058 - STORE 3,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-201,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.059 - FAMILY LOUNGE 2,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-202,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.070 - SENSORY 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-203,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.08A - HANDWASH,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-204,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.077 - EXERCISE 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-205,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.078 - THERAPY 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-206,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.081 - MULTI FAITH,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-207,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.20A - HANDWASH/UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-208,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.079F - LOUNGE 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-209,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.21A - HANDWASH/UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-210,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.21B - HANDWASH/UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-211,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.22B - HANDWASH/UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-212,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.076 - NORTH COURTYARD,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-213,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.22A - HANDWASH/UTILITY BAY,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-214,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.137 - RETREAT 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-215,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.03 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-216,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.15 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-217,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.16 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-218,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.18 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-219,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.19 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-220,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.05 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-221,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.06 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-222,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.07 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-223,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.08 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-224,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.09 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-225,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.21 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-226,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.C.22 - CORRIDOR,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,QES-ITC-E03-227,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.099 - BED 1,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-228,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.097 - BED 2,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-229,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.109 - BED 3 LARGE,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-230,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.107 - BED 4,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-231,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.105 - BED 5,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-232,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.103 - BED 6,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-233,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.116 - BED 7,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-234,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.114 - BED 8,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-235,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.121 - BED 9,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-236,,,,,
,step,,,,,,,CABLE ROUGH IN - LOWER GROUND LG.SMG.119 - BED 10,,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,QES-ITC-E03-237,,,,,
