"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"cc24d03a-7054-405c-8551-e20ac26911e9","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"0b619aa2-839a-5ece-a4b2-b8c5a2c656d1","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"1ec2e818-c8c6-4c93-8d4a-88fb411d1ec7","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA"
"dd848cf3-c684-469e-8059-041f52888754","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA","Panels"
"fb0ea07b-9172-4c82-9b33-adeb2e1e4f8a","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-01"
"a674ea75-00b3-58fe-ad3e-d60b97ee9be6","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-01","Precast Element Details"
"f3836f8e-8269-5b52-9266-80b240dbcd5a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"16a19b5d-4830-516f-b9ff-e61e9e0626dd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Prepour Checks","Check covers on all sides, MF and TF"
"342481ef-62b4-5589-86a9-e945a362fe0f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"d50c3a43-0868-5ce1-a0c5-ffd3a26f2a0b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"ce3bd811-6868-5efe-8f65-8145fb677dd5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"2f0a9f72-6dec-5086-90da-d7b1412602a3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Prepour Checks","Drossbach Locations and Length"
"4cc36dbf-91a2-5257-a180-7451733641dd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Prepour Checks","Lifters"
"bbaf754f-c60a-5fd5-8c22-2a9f00be2981","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Prepour Checks","Tie wire Trimmed"
"5194c093-7171-5854-8ff5-b625d2f98c3e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Prepour Checks","Panel fully clean"
"5d1d2761-dc60-5b04-aae4-a6a78524ee90","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Prepour Checks","General Photos Attached"
"157557ba-bab9-5210-b5fe-6760997c256f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"34d7257d-2647-524d-b687-ebc339736d04","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-10","Demould Inspection"
"4a98c80d-5602-5f8c-8eb6-1efca96015c5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Demould Inspection","Demould Inspection complete"
"4cf13ab0-fef0-5901-9c08-5aa13c51a00b","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-10","Loading Out"
"694daa0c-55f1-5e41-8066-ccfc2a81dbd0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Loading Out","Photo take of Panel on Truck"
"74317965-2059-59cf-8c3f-a7d38a273559","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Loading Out","No remedial work required on site"
"693d2691-b0d6-5996-989f-e4d5e60c3f23","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-10","Test Results, Certificates and Documentation"
"27e498b6-c2d0-5d1c-bf68-549078277716","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"87609db6-2994-5e92-91e8-b77760daeb3d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Test Results, Certificates and Documentation","Concrete Docket Attached"
"41c9566e-af52-5665-a8e6-3bbffcb02471","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Test Results, Certificates and Documentation","Upload Concrete test results"
"e5f2469f-1c77-5587-bf89-478fa46ea3a8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"b8da1e35-86fc-5411-a617-4738393573b3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-10","Test Results, Certificates and Documentation","Upload Lift Designs"
"9b9fbb86-db21-4b33-9c2c-9f5ce1af445c","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-11"
"c906ec20-80bd-5a2d-a057-0d11db8055c6","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-11","Precast Element Details"
"602e7fae-1903-522a-8de6-f135cc9e5e75","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Precast Element Details","Concrete Details Complete"
"8ad13909-97ce-5986-9f7c-c209b366d35f","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-11","Formwork Set Up Checks"
"73ea5b25-b183-5dcd-8dbd-b3f558736d03","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"298b3e19-128a-52da-bbba-8bd7ca85b472","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Formwork Set Up Checks","Edge Details & Rebates"
"74effdac-7041-5311-b9ca-ffc5a7fecd72","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"c48a49fa-5251-5d81-8171-065c37148796","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Formwork Set Up Checks","MF roughening's"
"72184c33-33de-58f7-9745-92784804cb8e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"f94f72ef-7207-5abe-ab56-98a42f38c058","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Formwork Set Up Checks","Mould Face Clean"
"a8b1091e-967c-53fa-bc33-7fd6e7b832c2","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-11","Prepour Checks"
"7e84c4d5-6f13-5255-878f-5a80add54cb5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Prepour Checks","Mould Cleaned & Oiled"
"25ec6bf0-604f-57ce-8976-1cb5444046f2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"d7a2d951-27b3-5687-8682-6e0683fb19ed","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Prepour Checks","Check covers on all sides, MF and TF"
"b4028130-710e-5f1b-bf8b-3763a1f27685","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"3202b1d2-758f-50bb-b22e-25e7db2d239b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"0536443d-a3ec-5fd0-9693-12544aa19d4a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"98132335-e3fc-5c08-94c2-cee6348d7c2f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Prepour Checks","Drossbach Locations and Length"
"c2a1cda7-7944-5638-a929-300a36989078","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Prepour Checks","Lifters"
"3c171806-e492-5d64-8266-ea6124593ad0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Prepour Checks","Tie wire Trimmed"
"3269556f-e9bb-518a-aed1-958e9111a039","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Prepour Checks","Panel fully clean"
"3427feac-6751-5437-9810-26fc4e468f29","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Prepour Checks","General Photos Attached"
"f6fa44d9-5021-5893-ab50-5ec5e0c2d2fd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"d0d91164-a375-56fb-9588-817002f82088","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-11","Demould Inspection"
"a570dca1-68ba-5298-86b1-4eed5349f692","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Demould Inspection","Demould Inspection complete"
"aea2943f-3f10-51f8-aab1-217e8de28878","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-11","Loading Out"
"6134d94b-decc-5d20-aac7-283adbeda98a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Loading Out","Photo take of Panel on Truck"
"050256d6-3b7d-5dd6-9e27-c98cca37d274","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Loading Out","No remedial work required on site"
"ea589470-fb74-5cba-b9e7-3c1cd5e9a23a","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-11","Test Results, Certificates and Documentation"
"b25ea263-323c-59fa-8384-596e4f8cb79d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"1dce21ee-139b-58d4-b231-6dea4ded1d08","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Test Results, Certificates and Documentation","Concrete Docket Attached"
"593bfe7b-8f70-550e-993e-ceaa0a4ad9a8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Test Results, Certificates and Documentation","Upload Concrete test results"
"f57ee451-d3ea-5bea-9b43-6e5b2123c22a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"50664156-d347-5a64-93ae-42726a6558a7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-11","Test Results, Certificates and Documentation","Upload Lift Designs"
"b26a4bcd-b1bc-4082-9abc-bc78a579a051","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-12"
"36bfffab-6ba6-5fd1-a0f1-a78c5244d89c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-12","Precast Element Details"
"b398ed94-1663-5ede-939e-816e81854eeb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Precast Element Details","Concrete Details Complete"
"afa0b733-d8ad-5013-8e0c-cb6e412517b8","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-12","Formwork Set Up Checks"
"c5fa9f92-069a-515c-b5c2-8ee48ee68610","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"2e7f052b-ec00-5577-a4e7-ba66aa178828","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Formwork Set Up Checks","Edge Details & Rebates"
"e29fe4fd-dcab-5ef8-805b-afdb0c271372","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"67501793-939c-5580-b6fb-12cbbdc1de9a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Formwork Set Up Checks","MF roughening's"
"9d261bda-de55-5ce6-921f-69e707586e1b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"7587c11f-eff3-59d7-9c4e-17cd30cd1b7e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Formwork Set Up Checks","Mould Face Clean"
"0654fcd6-d430-5a28-a90b-b8bbc48187aa","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-12","Prepour Checks"
"e0217b6f-e6c0-5f7e-8208-3361ee8fad6f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Prepour Checks","Mould Cleaned & Oiled"
"c378d3a6-233d-5634-bb47-f5104d42088c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"598eb31d-857e-53ed-bef7-992ea7fc6669","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Prepour Checks","Check covers on all sides, MF and TF"
"f8e04f1b-5e9d-58db-91d9-04fb469ad2cb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"59c34461-b00e-5ee8-8efa-5219e50fd488","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"9ca0cc50-a676-58fd-93c6-51916db62780","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"2b574c8d-bcbc-5871-aec4-c347b96305a3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Prepour Checks","Drossbach Locations and Length"
"16550022-2bf7-502e-b662-7f23ab31c37b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Prepour Checks","Lifters"
"5d407802-d975-56fd-bfed-d502185b5977","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Prepour Checks","Tie wire Trimmed"
"134dfc8f-4c9b-5a6e-b35e-22d287ce8128","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Prepour Checks","Panel fully clean"
"78b33a1b-0cc2-58ae-aa50-49007d091f89","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Prepour Checks","General Photos Attached"
"bf5e20df-babe-5c8c-ab2a-8c18ec6877e9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"968a847d-c764-57b4-9311-b1a269d306ec","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-12","Demould Inspection"
"c1944341-b62f-5510-a048-d6760604c4a3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Demould Inspection","Demould Inspection complete"
"d6edd7f3-c7aa-5dec-b3dd-b1f4310c37de","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-12","Loading Out"
"df2eb57b-2305-5772-bfa8-a4b95fa302f6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Loading Out","Photo take of Panel on Truck"
"82a624ca-c14e-52f4-a02f-3f3d0e43d84f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Loading Out","No remedial work required on site"
"47b5fc65-6bf0-5a3f-a39b-9fbf070de4e0","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-12","Test Results, Certificates and Documentation"
"6960b718-a291-5f31-ac09-812b1235d7d9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"d01b5770-0404-5ba1-b3af-5fb5e42eb7bb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Test Results, Certificates and Documentation","Concrete Docket Attached"
"fda217c2-6cdb-5df8-aaa1-908b4d341e45","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Test Results, Certificates and Documentation","Upload Concrete test results"
"ae1e699a-fceb-58bd-bc61-a9006f1a2ae8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"b7950746-faad-5cc2-b580-3cc6b654d366","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-12","Test Results, Certificates and Documentation","Upload Lift Designs"
"75b3a85b-7035-4e3b-ab20-02399ef9b742","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-13"
"ea3be7a9-38ff-5240-81cc-b7ca9292d372","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-13","Precast Element Details"
"af3105fe-6610-5e8a-bf95-ac1b60abfd1c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Precast Element Details","Concrete Details Complete"
"7fecb527-c889-5c71-992c-a61c32c5265d","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-13","Formwork Set Up Checks"
"cc45e8a6-a7af-52e6-ab8b-c2d81acb30b2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"83dc6a57-8d95-5619-b802-7147da617110","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Formwork Set Up Checks","Edge Details & Rebates"
"1e6f079e-004f-5215-918c-cceb0400ab70","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"986a54fe-c76f-5565-98eb-bfd6c5bb11ea","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Formwork Set Up Checks","MF roughening's"
"80a9fa5e-39b2-5642-9b9d-2ba8b1ecf872","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"34af07f4-69db-56eb-b9de-ec8fadeb1b61","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Formwork Set Up Checks","Mould Face Clean"
"55628a53-8482-57d2-a437-ec9b75378783","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-13","Prepour Checks"
"e9e2d852-7aec-58a3-8caf-e4bb60957124","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Prepour Checks","Mould Cleaned & Oiled"
"ec9cfbc4-4b0c-56e5-a40b-572cd8b4f2ab","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"85881e06-a7bd-5f32-9c89-c41e23a672e2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Prepour Checks","Check covers on all sides, MF and TF"
"89c5abb3-de97-52e9-82bc-0500b1d96498","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"291fd756-f5ae-510c-abd2-7aa3148dbfab","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"69f05857-6eaf-5075-8840-fc3f782c1b66","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"30da0e36-0937-557c-b454-52593238c4b4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Prepour Checks","Drossbach Locations and Length"
"aacf3db9-ac7a-5807-bc40-11c0a7955fa4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Prepour Checks","Lifters"
"61ed8180-baa0-5854-8303-c7681a0d7bec","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Prepour Checks","Tie wire Trimmed"
"2c4eb997-0c4e-5e1f-885b-165296f9a5d7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Prepour Checks","Panel fully clean"
"e6172a5a-a83e-5181-b2a8-cdc57078887b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Prepour Checks","General Photos Attached"
"69745c7f-aa28-5b6e-b1da-2c46b9baf533","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"3a79c883-f8d0-52ae-9e39-b9a56acd1d1c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-13","Demould Inspection"
"552a1791-6586-53da-9d0b-17defbd6837a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Demould Inspection","Demould Inspection complete"
"59043966-6fbd-5461-ad95-64a424042a69","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-13","Loading Out"
"ccc9785c-2a13-5105-a667-714e6b892416","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Loading Out","Photo take of Panel on Truck"
"01044856-d62e-523c-94ed-8b7ba845722e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Loading Out","No remedial work required on site"
"5c8bcd94-a3b7-517e-8c5e-e9531b9132a2","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-13","Test Results, Certificates and Documentation"
"542cea41-dcfa-5637-b900-1cf9a93af8d7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"075a0558-6048-54c2-ac49-b9f29aa1ec22","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Test Results, Certificates and Documentation","Concrete Docket Attached"
"a7bfe3ae-7f8b-5266-98aa-3ee402dc5140","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Test Results, Certificates and Documentation","Upload Concrete test results"
"e4277cd0-f8da-5c09-8e28-16c25d240e7e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"703d0006-7121-59b7-8077-e231850c23be","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-13","Test Results, Certificates and Documentation","Upload Lift Designs"
"c74f0a87-f1e9-47bb-972b-f986d317fd9a","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","PG1-14"
"ad7a8092-bcb1-5af1-b802-a9a5c95ea6e5","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-14","Precast Element Details"
"955ee3f2-7f09-50ba-9b39-6ffa1bcec990","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Precast Element Details","Concrete Details Complete"
"cb1dadde-a980-5877-8fb3-9260d0b3879d","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-14","Formwork Set Up Checks"
"e4fbea50-907c-51f6-83c8-edd1b70a5ade","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"5490b6cd-9969-5051-9c85-83b329191e24","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Formwork Set Up Checks","Edge Details & Rebates"
"fd3d8dde-30fa-51b0-9b9c-ca2c18d7ad5e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"fe564358-1157-59ab-abff-7ec6c5ce09c0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Formwork Set Up Checks","MF roughening's"
"daa0729d-55ff-5c36-a6e2-e6abb4555f5d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"49b82946-80ef-5e49-ab46-05373c44d98e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Formwork Set Up Checks","Mould Face Clean"
"33c0e496-142d-57cc-a29d-b8a241312323","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","PG1-14","Prepour Checks"
"5e1f38dd-4d08-561b-8008-c7d0a6f81c02","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Prepour Checks","Mould Cleaned & Oiled"
"9093a3f0-f6f4-5039-bb06-18bd267e8532","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"acbeca52-0922-5feb-9e7b-ccce7d2730ab","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Prepour Checks","Check covers on all sides, MF and TF"
"fb304b85-686a-52df-863f-7991a4d59c49","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"a158d7f7-fad7-5e18-86a6-51d94d8a4c62","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"3a36469b-4be8-5353-82b7-d424ab9e2b5e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"85047330-5c22-5a29-91a5-ec1ae592f9cc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Prepour Checks","Drossbach Locations and Length"
"c13b1fc1-f58d-5baa-b89a-575420b38219","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Prepour Checks","Lifters"
"c1e2ef4e-9945-5c34-9896-fabc0440657f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Prepour Checks","Tie wire Trimmed"
"2626941f-7131-5532-b01f-748b0120805a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","PG1-14","Prepour Checks","Panel fully clean"
