"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9ad36ef8-8d50-4579-ab0b-aebdcbea2a09","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"c18cb359-776b-5316-859e-11915c390cca","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"7fa52ab8-c252-5f03-87d4-569032744def","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"bfdcb56f-478a-548e-a5c4-089cecd3dedd","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"3ba059ca-0b53-5f06-b4c1-b20e07958a2c","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"3c1a852b-a9f4-5bf2-b5fc-03bdcf206be6","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"a4ae58c8-a747-5d9a-8108-93a52a555805","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"d322adaf-1edc-4c50-8d3f-792935cb62f0","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"adad74b2-5ae6-4c46-ac48-fccfa5461e3f","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Gallery Building - Stage 2"
"381d2641-25a3-4ee0-9589-96f2eabf6aa5","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 01 "
"7370edbd-13ed-492e-b373-2d0521940c9d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","1No 8mm Horizontal Lifeline Cable System @ 10m - HLL Line 01 ","Pre-Fit Off Checklist"
"3e57186a-339d-4778-b086-ce0a8c36f51a","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 24"
"a984e153-0d24-527f-8164-6a4d79bf0f21","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 24","Confirm the structure is in accordance with the details supplied by PBI"
"da670d21-35e5-5b6e-846c-48e14e8bff18","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 24","EMAIL PM"
"e363bdfa-c5cf-5365-8aa6-3f971c07ba87","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 24","Required number of photo(s) taken of installed anchor(s)"
"747f6059-2ac4-598d-8d3d-a6b6e9a8bf19","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 24","Installed as per PBI drawings supplied and manufacturer's requirements"
"66ae2a02-0336-414f-a71b-d3b24a0967ea","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 25"
"a9cd0f31-ff69-55b1-b1f3-08de9a78c345","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 25","Confirm the structure is in accordance with the details supplied by PBI"
"f693c681-392f-55d4-9f40-7a3e7c4d32f7","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 25","EMAIL PM"
"acd0a7d0-a77e-50c7-8fcf-7cec7c9c799a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 25","Required number of photo(s) taken of installed anchor(s)"
"cf1f931a-5726-5bcc-8b35-b5d44733de03","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 25","Installed as per PBI drawings supplied and manufacturer's requirements"
"4c82b472-a280-4475-9c25-a0ef1385148a","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 26"
"f90ab8c8-3df7-580b-9879-4218cdc6c831","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 26","Confirm the structure is in accordance with the details supplied by PBI"
"17286769-6b43-53e9-9cb5-b000eb4aec1e","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 26","EMAIL PM"
"fadac4bf-4854-5170-9b1d-491c890afa55","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 26","Required number of photo(s) taken of installed anchor(s)"
"9c15cc71-b4d0-5992-8ff6-d11be9fe17d6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 26","Installed as per PBI drawings supplied and manufacturer's requirements"
"1cac7730-9ebd-41bf-894f-a8b349ddf2d6","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 27"
"71d0fbf5-6226-594b-82a9-fa36ade843ce","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 27","Confirm the structure is in accordance with the details supplied by PBI"
"e1c9f47a-bf5d-535a-a796-77ac68cc5b40","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 27","EMAIL PM"
"bf693d73-1375-525d-999f-1663b44384a1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 27","Required number of photo(s) taken of installed anchor(s)"
"fc1e3286-af3f-5137-8b44-e0701e5f210c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 27","Installed as per PBI drawings supplied and manufacturer's requirements"
"705253d8-2dd1-47b3-9048-972e919a549a","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 28"
"b6a5ad8d-0607-58ec-a896-1334d6e034bc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 28","Confirm the structure is in accordance with the details supplied by PBI"
"bb0e8c9c-5ac0-560a-9700-21303705bd2e","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 28","EMAIL PM"
"79a1976a-efe5-5914-b0fd-82803daf4d5e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 28","Required number of photo(s) taken of installed anchor(s)"
"e243f0f8-1b0b-507d-b207-867248ce617b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Gallery Building - Stage 2","14No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 28","Installed as per PBI drawings supplied and manufacturer's requirements"
"9c81f8ce-2588-42c5-8534-ae902bac9d23","","folder-normal","not-started","","step","TRUE","FALSE","QA","Extension and Link Building - Stage 1"
"8d245f9f-8dc3-46a3-a2ba-8f224949bd50","","folder-normal","not-started","","step","TRUE","FALSE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04"
"bab785d1-9081-40bb-9c09-c445dcc7d41e","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04","Pre-Fit Off Checklist"
"991e377a-e8d3-59d0-9c52-2f5dd3d0fcd4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"aea3122c-2edf-5329-9dd4-f3c4db8b6f69","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04","Pre-Fit Off Checklist","EMAIL PM"
"d4804f2f-27b9-51f3-a0bc-f0afcb84742c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"ffc0c5d0-33ec-54b6-bb18-de874ba39aa4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04","Pre-Fit Off Checklist","Photos taken"
"30c9a8f8-4c9b-482f-ad9c-792a4220c618","","checklist-flat","not-started","Fit Off Checklist - Line (250m or less)","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04","Fit Off Checklist - Line 04"
"9b7c9e30-3fd9-53b7-9470-9404723e4825","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04","Fit Off Checklist - Line 04","Confirm the structure is in accordance with the details supplied by PBI"
"8e75b795-93c3-5340-bdcb-95b8d4eeda74","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04","Fit Off Checklist - Line 04","EMAIL PM"
"6afc4b84-e31b-5b1b-aa4e-a04c03905c14","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04","Fit Off Checklist - Line 04","Photo taken of line pull test - 4 photos required"
"5c2345f4-7d7c-5e5d-a61e-e919851f29fa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04","Fit Off Checklist - Line 04","Photo taken of Swages - 12 photos required"
"30536de3-b7d4-56c6-8a91-58328e53b5e9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04","Fit Off Checklist - Line 04","Photo taken of Engraved Line Plate / ID Tag"
"9d31771d-2990-5f33-ae45-9e48d4cf96a0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04","Fit Off Checklist - Line 04","Video taken of system"
"83b8e93c-b790-5daa-a8d7-201c007ea52a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System @ 30m - Line 04","Fit Off Checklist - Line 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"d0deb01f-532d-451f-92df-1045ea8acc60","","folder-normal","not-started","","step","TRUE","FALSE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05"
"197374ab-7125-468d-8c4f-c0393d1e628c","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05","Pre-Fit Off Checklist"
"3344165b-1e02-5f40-a8f6-df0d49830826","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"5cc45bd6-8399-5c7b-ac0c-6aa1b11d65a7","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05","Pre-Fit Off Checklist","EMAIL PM"
"19268354-93b1-5202-aa66-be7b46f84436","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"d6a5c902-b213-5909-9ec7-72735d5d33cb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05","Pre-Fit Off Checklist","Photos taken"
"be8323de-d44b-4b2c-947d-31673dbff342","","checklist-flat","not-started","Fit Off Checklist - Line (250m or less)","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05","Fit Off Checklist - Line 05"
"8ca30d86-fa54-583e-9228-d83599b609d3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05","Fit Off Checklist - Line 05","Confirm the structure is in accordance with the details supplied by PBI"
"ae0168e0-5295-546a-86af-dc4fa730b9b9","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05","Fit Off Checklist - Line 05","EMAIL PM"
"f61fa3c6-b284-5eb1-a7dc-8978e09253c4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05","Fit Off Checklist - Line 05","Photo taken of line pull test - 4 photos required"
"8df3e9b0-8453-5c08-94ec-29f8a907565a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05","Fit Off Checklist - Line 05","Photo taken of Swages - 12 photos required"
"d32b83bc-4a69-58aa-8eea-bbb5f23040d5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05","Fit Off Checklist - Line 05","Photo taken of Engraved Line Plate / ID Tag"
"befcb457-a849-5a07-bd8d-653a0c0a3ea4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05","Fit Off Checklist - Line 05","Video taken of system"
"fd3b06b3-2250-5b47-8951-a4e62927f456","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","1No 8mm Horizontal Lifeline Cable System  @ 33m - Line 05","Fit Off Checklist - Line 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"132bbf02-1c25-4c5d-9735-daa4e7c1e002","","folder-normal","not-started","","step","TRUE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors"
"3732d553-502a-4980-afc5-7e409d78e7f5","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist"
"24d45936-4435-59a4-a634-a245308dc7b0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"e2473946-4f43-50c4-ac3d-2275b8b89aae","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist","EMAIL PM"
"52e8dec6-2cc8-5da6-a9ef-4e25ffdd1e24","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"40cf1a3a-42cb-57b9-bf89-acf4eac2fe26","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Pre-Fit Off Checklist","Photos taken"
"c0ad3b7d-001e-4be5-8561-b8eb58ad0e4b","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02"
"30077216-4f0c-5be0-95ae-24a173855e07","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","Confirm the structure is in accordance with the details supplied by PBI"
"bad4a00b-9b63-5b02-9f3b-bf53d2862026","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","EMAIL PM"
"0ba0418d-c453-5e7b-a97b-a1611d6ffc0a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","Required number of photo(s) taken of installed anchor(s)"
"ebf38a73-df78-5e5a-bfb1-311116135579","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"c1b687ee-1312-48b3-848f-77191173a382","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03"
"55f67edb-947b-5b2c-93ec-de7e69d1c890","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","Confirm the structure is in accordance with the details supplied by PBI"
"c438fcd2-a7b0-5775-851a-6cf28d4760b1","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","EMAIL PM"
"4c0dfe4c-5c70-5cc1-a8f1-0a539177172c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","Required number of photo(s) taken of installed anchor(s)"
"abf27973-85c5-5b43-b9ac-bc367bc427c7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"29ff901d-dbe5-4203-8cb3-ca49e7f11e08","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04"
"55b395d3-e19d-5909-9a1b-6bbcfcd414dc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","Confirm the structure is in accordance with the details supplied by PBI"
"052a9d30-5678-54d7-9258-16491e9ba70d","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","EMAIL PM"
"d3b6aa92-40f5-5255-8525-1d2d3a070e30","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","Required number of photo(s) taken of installed anchor(s)"
"30f5d81a-966c-51fc-99d0-0cf162147bc1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"af84f9c3-6064-4221-9afc-3695f4e301bd","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05"
"8b18d4e4-8a12-562c-b55d-837ccf427e96","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","Confirm the structure is in accordance with the details supplied by PBI"
"4e80ae2d-0124-5281-953c-ca2546a6a966","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","EMAIL PM"
"30d1ce8b-10c1-52b7-bcbd-dec5d2f9fc37","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","Required number of photo(s) taken of installed anchor(s)"
"4841a4c5-ce87-50c6-a7fb-dfc6efdc4538","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"73cc140a-d3bd-4349-adb5-fbba94b7be3d","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06"
"edca9063-ef2e-5d81-96f3-eab58b1e8f01","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","Confirm the structure is in accordance with the details supplied by PBI"
"fd7874db-3b3c-58c0-b099-fe46689a0d11","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","EMAIL PM"
"48aa381c-a383-5795-80cd-4467eb8b18eb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","Required number of photo(s) taken of installed anchor(s)"
"347303b9-4cb4-51c7-b962-adce846c2419","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"b2b64907-ed61-4ec3-a95c-7325ccc5c401","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07"
"c33b0f3c-785f-5c90-a90c-81d2e1449805","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","Confirm the structure is in accordance with the details supplied by PBI"
"81cfaf51-3d75-5107-9d28-3e5c0c528e75","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","EMAIL PM"
"522bff98-9dfe-59e8-99cb-d13a19ef039f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","Required number of photo(s) taken of installed anchor(s)"
"ca955467-e449-5e4f-b467-76311e050031","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 07","Installed as per PBI drawings supplied and manufacturer's requirements"
"2641ed8f-ce84-4340-817c-fccb010813d2","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 08"
"bc50fe49-2819-5a27-b071-27bca8a3c0b1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 08","Confirm the structure is in accordance with the details supplied by PBI"
"bed181fd-4a9c-5535-91db-a9e1c5ee168d","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 08","EMAIL PM"
"f2a8d099-84d7-512e-a7ae-d34d39bc54ce","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 08","Required number of photo(s) taken of installed anchor(s)"
"376beb64-2186-546d-b9ce-7590fdc71245","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 08","Installed as per PBI drawings supplied and manufacturer's requirements"
"8dedc7a3-c493-48e2-9358-7e74a44ce553","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 09"
"84f4af4f-9ac6-5859-b97e-d6b238296e94","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 09","Confirm the structure is in accordance with the details supplied by PBI"
"cfca0e11-32d1-5f46-a57b-e508b6e803da","","holdpoint","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 09","EMAIL PM"
"7fafc914-538f-58fc-88f2-661c05b4ce0e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 09","Required number of photo(s) taken of installed anchor(s)"
"c0824546-63d7-593e-8c4c-e67fbc8dd3fa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 09","Installed as per PBI drawings supplied and manufacturer's requirements"
"02afe4b4-71b7-4531-a483-2c2994f7c517","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Extension and Link Building - Stage 1","12No AP Type 01 Fall Arrest Anchors","Fit Off Checklist - Anchor 11"
