"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b77d4418-0961-49cf-9f22-61ebc83aa13e","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"e9e91281-622a-4cff-9768-c78c5b13381d","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"73e1e2fd-e97d-4cf8-af6f-37e7db264f7a","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture"
"6ff6b8de-1fad-4a81-b4d9-da9b4c1fbbb8","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","TL4-4"
"dd39ec36-4df1-4a5c-be63-b1214cdc215f","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","TL4-4","TL4-4-1"
"ffb022dd-5821-47eb-adf0-db9be178afa8","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-4","TL4-4-1","Pre-Pour Check"
"89a5261d-6a79-4e11-85a4-09c93f64d3e3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-5","TL4-5-2","Concrete Works","Concrete Works Details"
"ecf3bc4c-7164-4424-98e7-d0313a70d5f1","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-5","TL4-5-2","Concrete Works","Wilco Sample Taken"
"051d230d-e609-4a05-b39b-de77680bf352","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-5","TL4-5-2","Concrete Works","Bridgeman Sample Taken"
"77d2e049-9246-4f7c-a1ee-51aa813b271f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-5","TL4-5-2","Concrete Works","Supervisor Approval"
"4fbd79ca-6c02-48cb-8d26-0def43eb144c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-5","TL4-5-2","Post Pour Check"
"cc5bcac3-4d27-4174-85bf-5d4c7a19435c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-5","TL4-5-2","Post Pour Check","Edge Detail"
"17fe7ba8-f23c-4d21-af2e-ceffa35856d5","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-5","TL4-5-2","Post Pour Check","Bar Projections"
"b0328ea2-863c-42b7-8bf9-1e3d36e78609","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-5","TL4-5-2","Post Pour Check","Cast in items"
"2075a1ba-6caf-4060-9481-1bef4b00c246","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-5","TL4-5-2","Stripping and Stacking"
"5f2452ca-fc94-455f-84be-3b916413a9b1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-5","TL4-5-2","Stripping and Stacking","Stripping & Stacking"
"77f4aded-ec03-4b85-94ca-5d53a8b11889","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","TL4-6"
"ad4bbefa-45c1-4937-a4a4-34d5a20eb7fe","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","TL4-6","TL4-6-1"
"b992b64d-fe29-412d-9120-97b5a72c4db2","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Pre-Pour Check"
"3694f119-d30d-4945-906a-9f18f36d820b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Pre-Pour Check","Dimensions"
"1a449a0b-3d5d-4965-9bc9-6967a5eb587c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Pre-Pour Check","Mould Clean"
"63fd5b19-c17c-420d-97a9-c9532e7b0821","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Pre-Pour Check","Mould Oiled"
"64d41cce-1e40-49cb-a076-a78a86cbed5d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Pre-Pour Check","Mould - Workmanship"
"b383f5d6-cd8c-4aef-be5e-cb3dce206038","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Pre-Pour Check","Reinforcing"
"118e2b0e-bce5-4aab-91cf-b0fc2558f8d8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Pre-Pour Check","Cast In Items"
"181c923e-c548-4a1e-9e33-3ae177186af8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Pre-Pour Check","Marker Position and No."
"eda7261b-4d13-422c-8483-526be772f0dc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Pre-Pour Check","Make mould to Green Status"
"8b414c9a-68ad-436e-8bbd-700ba3ba1699","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Concrete Works"
"c7584606-1fb3-430d-b601-6f40d0843358","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Concrete Works","Concrete Works Details"
"e7ceef3a-0c5c-4393-8c7d-53a1dfb99531","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Concrete Works","Wilco Sample Taken"
"8727541f-3996-4955-9229-2a7aebff79df","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Concrete Works","Bridgeman Sample Taken"
"1e57f372-37e5-4a43-ab04-b645569c481b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Concrete Works","Supervisor Approval"
"891268a3-edb4-429e-8f48-d31ad8c4109f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Post Pour Check"
"2d880b01-0e15-458d-ae19-f8d80f2cebdb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Post Pour Check","Edge Detail"
"52685637-be23-49d2-b49f-af8c99f7ae9c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Post Pour Check","Bar Projections"
"2f35d430-3b53-438d-afed-2e06569f8a33","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Post Pour Check","Cast in items"
"b8c4c0ad-c4b1-4443-8de4-bba881e4e8f7","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Stripping and Stacking"
"9808c547-1d19-4562-8cb1-336231308af4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-1","Stripping and Stacking","Stripping & Stacking"
"94673599-fe6d-4dbe-acb0-eadf7dc48cd7","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","TL4-6","TL4-6-2"
"7f0f5675-8d64-4f8b-82b7-ea11b525ca32","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Pre-Pour Check"
"5cc72f3b-87fe-4dd1-a315-94982a9108ea","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Pre-Pour Check","Dimensions"
"f8748b1a-a585-42eb-bbeb-819d97bba9e3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Pre-Pour Check","Mould Clean"
"9158a7b2-c467-4565-baa2-979ad6efdbc9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Pre-Pour Check","Mould Oiled"
"0675338e-fefe-4626-aa04-4488ea29f0d9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Pre-Pour Check","Mould - Workmanship"
"9b778241-3453-4e60-9189-058d9f8eeb31","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Pre-Pour Check","Reinforcing"
"07f54d6f-4a2e-4e83-9f54-8767d16bfb17","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Pre-Pour Check","Cast In Items"
"48acd811-d3e9-426a-b567-b71c901cf3bb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Pre-Pour Check","Marker Position and No."
"7fdfa9e2-c778-4c6d-a4ac-5c967e1e8daa","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Pre-Pour Check","Make mould to Green Status"
"ac5701b3-3a36-46af-a8d4-921f27e8431e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Concrete Works"
"cc85d507-0b84-4109-a97c-b84855c99ff2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Concrete Works","Concrete Works Details"
"f0a63ace-2f11-4601-9409-d8992c3c473c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Concrete Works","Wilco Sample Taken"
"2e356683-b489-4704-b077-333195d9484e","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Concrete Works","Bridgeman Sample Taken"
"e7533208-6fe2-4ce2-84a9-a77eb5be7be8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Concrete Works","Supervisor Approval"
"a0809596-ccdf-4e11-88f7-3e76c4815dcd","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Post Pour Check"
"0db36f74-9fb5-4f48-83e6-fe72a1e72678","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Post Pour Check","Edge Detail"
"b6a6afdf-1625-4475-9d0d-ff7191905c4a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Post Pour Check","Bar Projections"
"98c6fc2b-fd9b-4294-9eb3-6bc4bca8140b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Post Pour Check","Cast in items"
"fc60d3e0-dd68-4417-98e8-dcdf9d7eb5ed","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Stripping and Stacking"
"930445b3-51a9-4470-b4ce-324a54547ce9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-6","TL4-6-2","Stripping and Stacking","Stripping & Stacking"
"534914d9-fda2-43af-8411-d14a8b5f8b1d","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","TL4-7"
"66252d7c-2718-4e3d-b67b-647429b1dc80","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","TL4-7","TL4-7"
"c8534c48-9485-5f90-96ca-162f836bd7ac","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Pre-Pour Check"
"ceb1d0e5-f32c-52e5-842c-cdd0cbb2b76a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Pre-Pour Check","Dimensions"
"06cbabe3-1c13-5692-8a01-0a98f5f8c230","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Pre-Pour Check","Mould Clean"
"3be44dda-ea05-5eb3-b087-99eea831198f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Pre-Pour Check","Mould Oiled"
"b3fd9305-4d6c-534b-8a62-46a0b09f46df","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Pre-Pour Check","Mould - Workmanship"
"60addec3-de9b-50db-a76f-04a941683b04","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Pre-Pour Check","Reinforcing"
"51e88415-f384-5845-8077-4a6edd5d7ba4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Pre-Pour Check","Cast In Items"
"1202f2f1-e702-5cae-8f9a-742a87cc77bf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Pre-Pour Check","Marker Position and No."
"91e0107b-5959-5444-a5f2-fa1b9d8f6b27","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Pre-Pour Check","Make mould to Green Status"
"fce5e760-77c1-5d80-b8f9-e45415871092","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Concrete Works"
"f2f59a0b-0812-5667-839f-c2ef10a74b16","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Concrete Works","Concrete Works Details"
"61669182-6922-53e6-b466-68b1f8004c77","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Concrete Works","Wilco Sample Taken"
"0a4c8a2e-d7aa-5968-a4c9-f0db32e1aa04","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Concrete Works","Bridgeman Sample Taken"
"048caf51-b1db-5302-ba94-3fb3a01bfaa8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Concrete Works","Supervisor Approval"
"3dd0740e-f39b-5358-ac4a-951d5443ad14","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Post Pour Check"
"8ca4a3b6-1ab1-542c-8457-af8b87eeb556","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Post Pour Check","Edge Detail"
"aa668f75-0763-57fe-b18c-fe29a38813f7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Post Pour Check","Bar Projections"
"b40fcf91-5545-559d-990e-c0ad1581e9fc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Post Pour Check","Cast in items"
"fe107d24-234d-5a7d-8c66-4d532284839c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Stripping and Stacking"
"a985751f-2149-5d9a-8006-7514339fe11c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-7","TL4-7","Stripping and Stacking","Stripping & Stacking"
"6b4d20a7-1b9a-4d2c-8598-8f93a7e4d672","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","TL4-8"
"a693c38a-fdfd-41a1-9a95-390dfee4e0e8","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","TL4-8","TL4-8"
"8e83fca1-670d-5087-ba79-c72c08dcbe79","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Pre-Pour Check"
"50275493-9a30-5df0-81fb-23507c48a1ee","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Pre-Pour Check","Dimensions"
"ff28a0d3-5c11-5e24-9713-b4779473bc3a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Pre-Pour Check","Mould Clean"
"47ad7325-567a-515b-b7b5-5e8d360d5f28","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Pre-Pour Check","Mould Oiled"
"41de4aee-55c1-55b4-9891-616c99b7c822","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Pre-Pour Check","Mould - Workmanship"
"04049828-fbd5-5d61-a782-6c650d9f0adb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Pre-Pour Check","Reinforcing"
"b005a855-b035-53a2-bab4-f587cc21c4a8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Pre-Pour Check","Cast In Items"
"6b0c259d-af88-5ef0-850b-52f2f7f9a3b8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Pre-Pour Check","Marker Position and No."
"cf5a9a7d-ee39-5596-9a3b-46141b16990b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Pre-Pour Check","Make mould to Green Status"
"8af093b8-df5d-5666-bd75-b91ebad2c0a1","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Concrete Works"
"32878e80-753b-59a7-bb9b-d8a269b83fec","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Concrete Works","Concrete Works Details"
"00f1e2ae-0cd0-557f-8e97-137a39d51d44","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Concrete Works","Wilco Sample Taken"
"29040985-0fcb-51dd-927d-ce212e87ef95","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Concrete Works","Bridgeman Sample Taken"
"71df7928-5e0d-5385-aed2-d70611c41295","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Concrete Works","Supervisor Approval"
"a2ffd14a-fd3c-580e-a6e7-a40fe754545e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Post Pour Check"
"eeb31d85-f73d-53d8-bf18-fbf4dd11dbbb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Post Pour Check","Edge Detail"
"1a9e4a51-faec-511f-a8d8-3a2d309227d3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Post Pour Check","Bar Projections"
"44b4c8b1-bd1c-51b6-ba76-708ac87fac67","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Post Pour Check","Cast in items"
"9c5354c5-b136-5383-8f5c-05aa39a26a15","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Stripping and Stacking"
"0d03e8ce-0c3a-5cf8-bea7-c57da8bdafbc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-8","TL4-8","Stripping and Stacking","Stripping & Stacking"
"b66940f8-6175-4e23-ae6a-dedc41f4be3b","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","TL4-9"
"a56de57e-a33e-43b1-83ca-656182858a51","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","TL4-9","TL4-9-1"
"cda73340-4f74-54ea-a083-1d55e38a2ae6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Pre-Pour Check"
"f1643ee1-ade2-5f78-9c20-a289c513ad0d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Pre-Pour Check","Dimensions"
"ad8bb9ef-ff82-5d50-ab23-83d94a5c9382","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Pre-Pour Check","Mould Clean"
"fd1498cc-1f9e-547a-9a57-60c14212ac67","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Pre-Pour Check","Mould Oiled"
"5173d729-731f-5bad-844b-d0f2c8d867ad","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Pre-Pour Check","Mould - Workmanship"
"1f5967cc-5164-5082-b905-6bbaabad5524","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Pre-Pour Check","Reinforcing"
"c47fe70e-806a-5585-a99f-50649b7cabac","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Pre-Pour Check","Cast In Items"
"6ae05c17-45cc-5c87-b5df-57a8fe05f0f3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Pre-Pour Check","Marker Position and No."
"07e7d102-c590-5618-aff7-1156656b0b12","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Pre-Pour Check","Make mould to Green Status"
"16f89f4b-cc77-5866-9360-d93f7383a1a9","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Concrete Works"
"cf7c0377-73e8-59ce-976d-085986840e5c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Concrete Works","Concrete Works Details"
"66bb943a-8fae-58bb-acec-c490b3e67558","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Concrete Works","Wilco Sample Taken"
"dcf6385b-a502-5733-9020-cfeac0f0e6f6","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Concrete Works","Bridgeman Sample Taken"
"60b059d1-c7f3-5cc8-b15c-d261a8063f14","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Concrete Works","Supervisor Approval"
"9953d6b3-11f5-51a2-b799-26b74b74947d","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Post Pour Check"
"2ff71867-6b1f-5175-ab70-0183eee37a38","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Post Pour Check","Edge Detail"
"33667d95-ee8d-5e5f-b259-07e0040899a0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Post Pour Check","Bar Projections"
"17d0788d-e0cd-5f58-871a-660d624154a8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Post Pour Check","Cast in items"
"a95e78b3-f16b-5af8-bb14-62bc128c094c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Stripping and Stacking"
"600daea3-d36a-5be7-afd7-8150e07b74bd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-1","Stripping and Stacking","Stripping & Stacking"
"14b9bcb9-8b69-48bb-840a-d196fb2ccaf9","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","TL4-9","TL4-9-2"
"05460a61-4083-52fc-bc87-b6d191184af0","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Pre-Pour Check"
"db7b4fb5-abfd-5a88-be54-4bc84fe07ba3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Pre-Pour Check","Dimensions"
"3f0ffd29-08de-5b93-8adf-2263ed444369","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Pre-Pour Check","Mould Clean"
"cebff7fc-f1c0-5dd6-a28b-89d62c768cdc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Pre-Pour Check","Mould Oiled"
"b3f224d2-e269-52e1-a8e2-135165e395b6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Pre-Pour Check","Mould - Workmanship"
"a0e486cb-f559-5a0a-9783-0967a1c51e48","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Pre-Pour Check","Reinforcing"
"fb59cfcc-50f4-596a-8a1a-cc902f69d346","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Pre-Pour Check","Cast In Items"
"84f7310a-41ba-567c-b879-87845810eb3c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Pre-Pour Check","Marker Position and No."
"af3b4c91-541b-5825-be90-fd05dfb66af8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Pre-Pour Check","Make mould to Green Status"
"529a98d2-b419-55fe-bcbd-49e3eee79087","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Concrete Works"
"556e87df-d730-59c1-b6bf-f5eb43e79802","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Concrete Works","Concrete Works Details"
"9111d35d-6964-5da7-b6b0-6e53dca1a5e4","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Concrete Works","Wilco Sample Taken"
"87efce8c-7f66-5095-9e28-719ecb4d818c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Concrete Works","Bridgeman Sample Taken"
"45a88547-954b-53dc-9020-9cf47c7df09d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Concrete Works","Supervisor Approval"
"cc5b1f02-24fd-5b23-8fc2-4d5f5b854e10","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Post Pour Check"
"670a6e2e-2404-5868-8301-22c16b04a915","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Post Pour Check","Edge Detail"
"2dc17565-1467-505d-b2ec-6bbe432edde3","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Post Pour Check","Bar Projections"
"8f7b320b-ee9e-588d-818a-01ca5913e33c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Post Pour Check","Cast in items"
"c9f65294-37ec-5eb8-a9ea-d07a36a5290a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Stripping and Stacking"
"c25f563e-1280-559f-b037-6438a3b9f90c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-9","TL4-9-2","Stripping and Stacking","Stripping & Stacking"
"16fef28f-e1e1-41c2-b902-17708c79df5a","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","TL4-3"
"f2041e5b-425d-50d7-8db1-053955c863ee","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Pre-Pour Check"
"9a386c02-613e-5f90-99a4-c9f21acf40b2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Pre-Pour Check","Dimensions"
"781afefe-be66-5378-a83c-74d1eaa2619b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","TL4-3","Pre-Pour Check","Mould Clean"
