"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"106dbc0d-4261-4905-a639-ed95d108e71f","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"0784552a-f365-568c-b74f-6231deb6262b","","checkpoint-status","not-started","Job Details Checklist:3d098030-e418-4675-b5b1-7520caf5ee77","","TRUE","TRUE","Job Details","Project details entered below"
"fd50a08e-64ed-4367-95a0-c41039a4aa02","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture"
"8c92909c-7fcc-423f-9643-25b6fa49752e","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels"
"18c969d6-94db-4f71-a1a7-e0bdb3de2593","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels","Ground Floor"
"105e7f84-b059-47a3-b188-4e3737b504f0","","checklist-sectioned","work-in-progress","fd6110a285293145ff82c133ce5b7d10e8418059e447f725a231f08ab6602199","checklist","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-1"
"39d5d10e-d898-50c9-b65f-6cf1aecc33a3","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-1","Precast Element Details"
"30d95a5a-8e2d-590f-a5ef-972d71e9c405","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Reinforcing Yard Checks (Reo QA)","Cut and bent bars checked off against detail sheet"
"e31dbbe4-51f4-5050-a5bc-016f068f73f8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Reinforcing Yard Checks (Reo QA)","Perimeter bars and spacing marks confirmed"
"a46e14e9-825f-5340-9f75-01474f969daa","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"b7c227a4-44db-5f38-bee1-1c7b80e4770c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"cce57179-3713-58ac-9ca4-0c1034e53608","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"7970aaa6-b5f9-5df5-98b0-c444d2a902f7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"806c087c-4e75-5367-ba4d-6e2ea7af09cd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"d29eb320-f9ac-5ed0-b955-0a953883068a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"324c929a-5814-56a2-b069-33796b31419a","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-24","Formwork Set Up Checks"
"889cf10f-20d0-5f65-ab02-d1337f7a0913","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"6c4a7fe3-dd44-5996-b677-6bf1e8cacd00","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Formwork Set Up Checks","Mould Face Clean"
"0f45dd46-02db-5407-94cf-b48418ddd663","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Formwork Set Up Checks","Length/Width/Thickness/Cutouts"
"8c3de982-3ede-5076-94e8-33cc7cb16565","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Formwork Set Up Checks","Edge Details & Rebates"
"f04d95e5-2821-58ab-9245-f34cb8ef4f25","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Formwork Set Up Checks","MF Weld plates in correct location and siliconed to table"
"7af1713c-4447-556f-82ef-5605bf017585","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-24","Prepour Checks (Tables QA)"
"d96e4790-b124-597a-8ffc-77ba6206e35c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Prepour Checks (Tables QA)","Main Reinforcing"
"a2134674-3d57-5dc5-9bdd-8d8faca81d8c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Prepour Checks (Tables QA)","Starters"
"469252fe-7714-5f05-9993-6f2214bfab80","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Prepour Checks (Tables QA)","Stirrups"
"6fde3303-76ab-5fc3-80fc-ce5259c530bc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Prepour Checks (Tables QA)","Lifters"
"ed455b3b-8f1a-5606-ac1d-eff395f7cd1f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"ce42ae86-da6d-5b44-ae92-84af9518353a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Prepour Checks (Tables QA)","Tie wire Trimmed"
"c4dc289e-029d-5128-979d-0b9a4cff7e58","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Prepour Checks (Tables QA)","General Photos Attached"
"077f3871-473c-5161-82e6-7298fd6f6b39","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Prepour Checks (Tables QA)","Concrete Docket Attached"
"6557fafd-fd0d-5650-8e01-244ee16b428f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Prepour Checks (Tables QA)","Shop Drawing Checked Off (attach photo)"
"93aa85d2-b02a-563c-95c7-4ef75b615b01","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-24","Loading Out"
"c9be2f4a-5c65-5c0f-a938-81b1a8f4710d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Loading Out","Load Docket Given to Driver"
"e4bd95da-ab2f-5680-845e-c17cae23488a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Loading Out","Photo take of Panel on Truck"
"c71284e1-cd15-5d53-aaab-195504a5a7e6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Loading Out","No remedial work required on site"
"46a838df-6a39-584e-8a71-c51c5240dc5b","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-24","Test Results, Certificates and Documentation (Reo & Yard QA)"
"96c0dd8c-06ab-5a9e-a7f3-bd5259a1c590","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload reinforcing detail sheets"
"33b913e6-37eb-5df5-ae6b-61cb7e30b4b5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"98205647-5bfc-59b6-a26f-9cfc15d43966","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-24","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Concrete test results"
"3c2cc61d-e2fe-4d70-bda4-3fdf8ff31a33","","checklist-sectioned","work-in-progress","fd6110a285293145ff82c133ce5b7d10e8418059e447f725a231f08ab6602199","checklist","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-25"
"569719c4-fc02-5f44-bfdf-2167c502b20e","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-25","Precast Element Details"
"f7c88520-9dae-5e00-9e64-f4f15dd0cde5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Precast Element Details","Concrete Details Complete"
"f8732e75-88a4-50c0-bf45-8548fdb70877","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-25","Reinforcing Yard Checks (Reo QA)"
"fa66940e-0f94-5d70-a173-2628902fe164","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Reinforcing Yard Checks (Reo QA)","Operative on the reinforcing cutting line has uploaded clear photo of open stock bundle boar"
"582759f7-eb62-555e-b703-06934d0d4ccb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Reinforcing Yard Checks (Reo QA)","Cut and bent bars checked off against detail sheet"
"c63d068e-c9d6-5ce4-9e88-606655e2975f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Reinforcing Yard Checks (Reo QA)","Perimeter bars and spacing marks confirmed"
"0787413d-abf3-5be9-8c1d-82a5a7f1df67","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"49be34a6-858b-505c-a853-ae1966d53e7a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"feb3bfc1-7af9-5b1d-8ecf-bfd9a77a223c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"d7247ed2-2982-5464-81c2-67ce19f08589","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"537bc880-acc4-5e6e-87ef-0ddb0bc203a5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"e8da1e7f-802c-558f-b7e9-8e3fc1891674","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"9fd0a73d-2e90-597c-868d-02c312d29120","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-25","Formwork Set Up Checks"
"d096812f-05bb-5e12-a245-c7a698c8d562","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"37f9e5b5-7ea0-5ea9-9460-34f2c6ee935d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Formwork Set Up Checks","Mould Face Clean"
"40b6f70b-af06-518e-a0b6-44d0648d8e82","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Formwork Set Up Checks","Length/Width/Thickness/Cutouts"
"10629a98-b10f-55a6-a4b3-e28ac3c8fe4b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Formwork Set Up Checks","Edge Details & Rebates"
"cbbb9a71-e44f-525f-a768-6ae62b85e449","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Formwork Set Up Checks","MF Weld plates in correct location and siliconed to table"
"be7f4810-af57-55c6-a468-3c1060fee750","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-25","Prepour Checks (Tables QA)"
"3a7c9fc9-1768-5b7e-bafa-f10b6d360152","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Prepour Checks (Tables QA)","Main Reinforcing"
"be8a88d4-5651-5ba3-ac9a-74a244dc6f72","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Prepour Checks (Tables QA)","Starters"
"2642081f-6ad9-53b4-9419-36f107151690","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Prepour Checks (Tables QA)","Stirrups"
"0280e4c3-afe8-5078-9a9f-337502e7b143","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Prepour Checks (Tables QA)","Lifters"
"dacf0073-c602-552f-8685-76a607df9390","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"cd17d141-69ce-5ea9-91d5-210be82c3d59","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Prepour Checks (Tables QA)","Tie wire Trimmed"
"aa032087-8b3a-5ca6-a6c1-51ad9a7b6d95","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Prepour Checks (Tables QA)","General Photos Attached"
"15e8fbdd-c794-5125-b911-7e2a19069901","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Prepour Checks (Tables QA)","Concrete Docket Attached"
"4c6f9032-c431-57e6-a936-4da4fe7b0129","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Prepour Checks (Tables QA)","Shop Drawing Checked Off (attach photo)"
"7f4a6ac6-ab7c-59fc-be17-bd0f7521348f","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-25","Loading Out"
"236511f8-96d8-5bfe-89a7-d8f17d678ace","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Loading Out","Load Docket Given to Driver"
"b5dcc4d5-861f-5f4e-ac27-0ce4d8ba86a3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Loading Out","Photo take of Panel on Truck"
"4d03a654-2825-5b09-aeef-f12895511cd4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Loading Out","No remedial work required on site"
"029a4be3-8ca0-5335-8153-21f54411c867","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-25","Test Results, Certificates and Documentation (Reo & Yard QA)"
"f213471b-c36d-599e-a9c6-9720a19008d2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload reinforcing detail sheets"
"dc1eff16-527a-52f5-87eb-a05169f6d126","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"dc4fea77-2327-5ba7-8239-7e52dde8c889","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-25","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Concrete test results"
"db119942-cad3-4929-83a2-4157993469da","","checklist-sectioned","work-in-progress","fd6110a285293145ff82c133ce5b7d10e8418059e447f725a231f08ab6602199","checklist","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-27"
"4a84be90-0d53-5d4d-9cb5-e81df457f3b1","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-27","Precast Element Details"
"83ff0a5e-1737-55da-a90a-78d771378a6d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Precast Element Details","Concrete Details Complete"
"487dab83-7f7d-5954-8551-6fcf2440c947","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-27","Reinforcing Yard Checks (Reo QA)"
"7deb1488-b0cd-52dd-b9e1-24f7939804ea","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Reinforcing Yard Checks (Reo QA)","Operative on the reinforcing cutting line has uploaded clear photo of open stock bundle boar"
"1770415b-e897-59b6-af01-42f38a29b4b1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Reinforcing Yard Checks (Reo QA)","Cut and bent bars checked off against detail sheet"
"584c573c-6a8b-5226-b43d-e092cdd3c1cb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Reinforcing Yard Checks (Reo QA)","Perimeter bars and spacing marks confirmed"
"dbd4e2d9-d2e7-5222-a3a6-78afcdabf72e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"7d688b89-b442-58bd-8a7e-e31ed0b119c6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"9d55a997-1f85-5825-a73f-f18479286398","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"8ca12f68-d220-5a66-84c8-3946089de54d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"af50c738-f157-5db2-94f8-910f8f85fb87","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"537bf4d1-909e-5def-bbd6-f64cf5109205","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"8f06e9b6-eb0e-55b6-a9e5-1fae8911ea44","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-27","Formwork Set Up Checks"
"530d3040-97b0-5437-a930-cd213363195b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"5c7f8d97-744f-5331-97b9-8273015a1740","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Formwork Set Up Checks","Mould Face Clean"
"f0df9bc3-902f-5069-9a75-db1b0b2c8700","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Formwork Set Up Checks","Length/Width/Thickness/Cutouts"
"48916954-0792-5a56-b59b-09db55db65d4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Formwork Set Up Checks","Edge Details & Rebates"
"485f1626-ac3f-59f1-942c-7116c4929178","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Formwork Set Up Checks","MF Weld plates in correct location and siliconed to table"
"d19728b5-bc6a-5b8d-9843-34cd28e1ee64","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-27","Prepour Checks (Tables QA)"
"2462b357-ee54-5605-8955-ef34607e6457","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Prepour Checks (Tables QA)","Main Reinforcing"
"c6baa5d8-1f84-5a59-8a56-76f18aac5ec7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Prepour Checks (Tables QA)","Starters"
"db58c125-fffc-56c8-8a57-41fc385a3bfd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Prepour Checks (Tables QA)","Stirrups"
"d34019f7-b085-5a17-ae93-0fd28e3cda3a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Prepour Checks (Tables QA)","Lifters"
"3f7511dd-2d52-5232-90b5-1ea46021e325","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"9eacfe4c-1830-5992-b30c-aefd368743e1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Prepour Checks (Tables QA)","Tie wire Trimmed"
"d750b335-45dd-5030-b24a-0c53aeb66ad1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Prepour Checks (Tables QA)","General Photos Attached"
"5135f1be-e6d2-5004-ac90-f8772d3a9449","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Prepour Checks (Tables QA)","Concrete Docket Attached"
"f11b57ac-b11c-5360-abc5-a8c5e084ad74","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Prepour Checks (Tables QA)","Shop Drawing Checked Off (attach photo)"
"6b835c3f-cfc5-552d-bfae-d33dc79e1085","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-27","Loading Out"
"6e253368-9833-5b37-b13c-5f106f821a09","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Loading Out","Load Docket Given to Driver"
"bc38aa83-b6e8-5c50-9864-d90d4b18e2d5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Loading Out","Photo take of Panel on Truck"
"4aef3ec2-aea8-5635-a758-38ac5252af56","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Loading Out","No remedial work required on site"
"db89c63e-4d6e-5b7e-bee1-2e94ef2b1c5b","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-27","Test Results, Certificates and Documentation (Reo & Yard QA)"
"2b4739c8-1a07-5620-827e-ad9768a5d7af","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload reinforcing detail sheets"
"352eee5d-db5b-52f1-807f-0f2985e71efc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"f16727b0-75c6-595c-b4b3-8b9e70055545","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-27","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Concrete test results"
"b52cfd84-0955-4dd7-a5bc-81328b20bf05","","checklist-sectioned","work-in-progress","fd6110a285293145ff82c133ce5b7d10e8418059e447f725a231f08ab6602199","checklist","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-28"
"deafef0e-16b1-5909-97b0-202ac9c98e7a","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-28","Precast Element Details"
"fefd776c-3241-5e53-9d41-c0a038cf77dd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-28","Precast Element Details","Concrete Details Complete"
"4aa5856b-410a-5c31-b01c-95212bab7680","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-28","Reinforcing Yard Checks (Reo QA)"
"bceb0e6f-af42-5765-b998-0c70497cf2eb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-28","Reinforcing Yard Checks (Reo QA)","Operative on the reinforcing cutting line has uploaded clear photo of open stock bundle boar"
"a36ba84b-3ab2-5888-9998-2e221b3ce32d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-28","Reinforcing Yard Checks (Reo QA)","Cut and bent bars checked off against detail sheet"
"e84b4597-e3cf-540b-8f86-ae3b1a24c05b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-28","Reinforcing Yard Checks (Reo QA)","Perimeter bars and spacing marks confirmed"
"1aa14887-7e94-53b2-8adb-c6165284b77f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-28","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"5ae961cd-cd30-53d4-b18b-c267914d2b15","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-28","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"ccf45abc-280d-5cc4-98db-bf96787b0576","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-28","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"0b5667da-35f8-5e07-84bb-64240d7950e2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-28","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"e50e1b5a-2d5a-57a5-a3e5-7503fafeb633","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-28","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"973b1ee2-f470-5148-b855-bc3a208d2a61","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-28","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"b613f5c3-952a-5fb7-ba8a-b3d00218941b","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-28","Formwork Set Up Checks"
"6adaf273-c55f-55d8-a025-77492e9024bd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-28","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
