"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0a2ef68f-234f-4489-bf49-dbad693ac7dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0eed8881-9539-426c-ae07-54f99fd3fc01","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Documents for Reference"
"5a392417-1968-41f8-abb0-3ef9d1d26582","","checklist-flat","not-started","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","ITP"
"64829cba-c0ac-4a08-8bb7-80c892b7810c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings"
"c9a11949-58e8-42c9-811d-dfe8d22e3480","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500"
"9dbd897b-1d95-4bf5-8466-d8dbc9d6856c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","1 to 25"
"666d6464-a1ca-46ff-9b2b-979c69078f01","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","376 to 400","Welding Record - Phase 2"
"c25fad1a-cb1d-4e76-b10e-d1381b5c1467","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","376 to 400","Electronic Testing - Phase 1"
"b4bcfe23-9f0f-4e65-bc14-d652d4f039cf","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","376 to 400","Electronic Testing - Phase 2"
"26eee43f-4b3d-4791-ac86-96dbd92816e0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","376 to 400","Defect Repair"
"6f1cbcf1-7e3c-4475-8bc5-bd9b7c7d997f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","401 to 425"
"80b049f9-e86f-470f-b608-a62b4e499726","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","401 to 425","Prestart"
"e737e76c-c2f1-424c-8299-5ca894872b60","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","401 to 425","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"a3085c1f-c7c4-455c-a3bf-9a4415a3614d","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","401 to 425","Welding Record - Phase 1"
"971bda2d-7cc2-4d43-89c4-159f59bdcb4f","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","401 to 425","Welding Record - Phase 2"
"d168298a-a53a-4ac8-9b51-37acdec64683","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","401 to 425","Electronic Testing - Phase 1"
"a60af79b-21f6-44b3-8295-9d7b40622462","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","401 to 425","Electronic Testing - Phase 2"
"da4814c0-6546-43b0-9918-1399ef52dabd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","401 to 425","Defect Repair"
"7d611cd4-8c2f-4593-92c1-2f28ab04430c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","426 to 450"
"32876c9a-4a6c-45ea-b739-0369130a3b57","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","426 to 450","Prestart"
"670be8e8-911d-4729-bd4d-9d0137ef7b6b","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","426 to 450","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"3ca66229-bb3f-49bc-b47a-e26a57782bcb","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","426 to 450","Welding Record - Phase 1"
"5752f428-fe17-4768-8223-6469a51ebf43","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","426 to 450","Welding Record - Phase 2"
"f27bbc6c-89f9-4bca-8452-c707b94dc8eb","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","426 to 450","Electronic Testing - Phase 1"
"d852e4a9-be09-4e72-bf62-50bb74a1c8fa","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","426 to 450","Electronic Testing - Phase 2"
"8e9293da-6371-4991-b3be-2a5054384f9d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","426 to 450","Defect Repair"
"a8219ffa-4eab-469d-934f-770c55a36817","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","451 to 475"
"a274a96e-9ce7-4e79-8430-35b8885346df","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","451 to 475","Prestart"
"845a562a-cb1b-4116-a68d-8728acadd055","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","451 to 475","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"a12d9f9f-9360-480c-a2a1-8e04902bcf4e","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","451 to 475","Welding Record - Phase 1"
"3bd8260c-9078-43df-b4d8-0e4d09fb800f","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","451 to 475","Welding Record - Phase 2"
"69034206-335b-47ba-a2bc-379eae918881","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","451 to 475","Electronic Testing - Phase 1"
"e0ae2f38-dce4-4737-8f1f-736a961fbf5c","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","451 to 475","Electronic Testing - Phase 2"
"55d8da9d-a79c-41b2-898d-7afc060b15d5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","451 to 475","Defect Repair"
"ac7f038e-5534-444b-9908-fb49122caa28","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","476 to 500"
"b32ef71d-f0a5-45e7-b58d-a8a8ca54a106","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","476 to 500","Prestart"
"f2f754fa-66a6-4948-b962-22f6dea94572","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","476 to 500","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"059a2b87-cd4e-40ef-a866-1fd420452f75","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","476 to 500","Welding Record - Phase 1"
"d76ad45b-2b18-4f24-9956-229383ad6f2f","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","476 to 500","Welding Record - Phase 2"
"c8414546-2f8a-40e6-94cd-4a4e972b45a4","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","476 to 500","Electronic Testing - Phase 1"
"43e98253-2b08-481e-8de5-b628befde26d","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings","Rings 1-500","476 to 500","Electronic Testing - Phase 2"
"e4fa0dbd-b020-4271-a86c-bb31cf3a6855","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1-500","476 to 500","Defect Repair"
"807deba9-432a-47db-86ca-068bdfceb2dc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 501 - 1000"
"6484f771-a749-4fdc-94f7-269eb1e47fa5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1001 - 1500"
"288f08d4-c5ea-42fa-8b3a-336dc18bfa39","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 1501 - 2000"
"cd01f9d9-5eca-4e7b-ab27-9a225a436d50","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 2001 - 2500"
"4c4d290f-5230-4263-ac0d-a72014967f3b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 2501 - 3000"
"22868202-8055-46fc-875d-99f65d8dff76","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 3001 - 3500"
"1a704001-d80c-4078-a1a4-e44dcf5dc383","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 3501 - 4000"
"13d2b184-9e78-4c76-a484-0f7643be72ac","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 4001 - 4500"
"b19c5363-2b24-4106-973c-7e5d1108ea20","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings","Rings 4501-4750"
