"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"091c66b8-395d-42a0-9f5e-53d77c07663d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"905efdc1-df68-4ccc-9792-59b4750cb9a5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In Ground Drainage Services"
"cbc5c778-eae4-4b78-a643-4fe05478290f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)"
"1972ece5-9e65-45c1-bb0d-d34953bbe012","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 1"
"0999ec0b-2048-4acc-935b-f8135072d6fc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 2"
"de144d89-4aa4-43c4-94ee-330aa61dd02d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 3"
"56b4b8c9-efe5-498a-9536-dbe61e08f94b","","folder-normal","pass","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 4"
"b2e5c49d-5f14-4e1c-962a-cc56428580f3","","checklist-flat","pass","75180dba9da3255b68dedd748ee12838a79552bbe6e6fe74729584a56a5c5a49","checklist-flat","FALSE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 4","Zone 4"
"87da7266-80f0-554e-91c1-5238b078058d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 10","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"35df293a-6b2e-57d8-b0ed-fd6f586d5cc7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 10","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"a03b5c67-38f7-5489-acae-4e3ef05fd541","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 10","Ensure acoustic lagging is installed if required to specification & acoustic engineers report."
"90bfbb8a-a3c8-57ee-b4a2-d954aac5a958","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 10","As per AS 3500 test traps for leaks by discharging water into drains"
"7e3f4f77-f4d6-5c61-8fee-675329ddbccd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 10","Ensure all excess material is removed from work area & leave clean & tidy."
"00c02de3-92da-5163-8661-ccf329aa020a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 10","Are all works completed in this zone? Please attach site foreman signature."
"fcb3aa7c-f1ba-42a1-a043-a09ff3afdef4","","checklist-flat","not-started","ITR 008 Suspended Greasy Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 11"
"1d4e0ff1-b3dc-5fc3-894b-1b06aed2e38d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 11","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"b7597b26-933b-50f8-809c-ef0cb383e06a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 11","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"0cd775fb-f062-5fea-a2ef-19fc1e25c854","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 11","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"731a7ab6-4eed-56e9-9fe8-60e3ba0fd751","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 11","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"ac8d76c7-19fa-5f68-87c6-08846a737ecd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 11","Ensure acoustic lagging is installed if required to specification & acoustic engineers report."
"936de4fe-11a1-56ac-b16a-e502983f358a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 11","As per AS 3500 test traps for leaks by discharging water into drains"
"71bf594c-0259-5339-81c0-05fa4ea096d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 11","Ensure all excess material is removed from work area & leave clean & tidy."
"33714bd6-7ff5-582b-8aa0-d94b522fb6d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Ground","Zone 11","Are all works completed in this zone? Please attach site foreman signature."
"5166998a-985f-49f8-b85b-c818214a6940","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1"
"510beb1b-05e9-459e-993a-bd42ee503b33","","checklist-flat","not-started","ITR 008 Suspended Greasy Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 1"
"6caa4b16-0c62-5536-a265-7f2aac6bcd6e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 1","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"845ecf50-1c1c-5c23-956a-1269b274601a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 1","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"3baa0a25-7697-512d-a7d3-c3275f6c3fb5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 1","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"aecded8b-278e-5863-91db-b2687ac1bb5e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 1","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"09797b77-d527-560f-9fbd-4f85d057b650","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 1","Ensure acoustic lagging is installed if required to specification & acoustic engineers report."
"7fef2552-034e-5746-bcb4-d87297a24a59","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 1","As per AS 3500 test traps for leaks by discharging water into drains"
"b2c19e87-3b55-5d39-9d24-e0d7f3bfa9ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 1","Ensure all excess material is removed from work area & leave clean & tidy."
"08a0de10-668e-55c4-8910-0f38649d23df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 1","Are all works completed in this zone? Please attach site foreman signature."
"61029bce-64aa-438d-8ae5-4acce74582cc","","checklist-flat","not-started","ITR 008 Suspended Greasy Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 2"
"cfe0f98d-40d3-5b50-9b2a-832e855f05a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 2","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"cc93eefd-c691-5fb2-accc-95a253698198","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 2","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"cdc9f4ca-b5c2-5340-bc57-353f5b358dc1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 2","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"697354ab-7608-51a7-b7ba-e5c75d8e1f70","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 2","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"4c44210b-46fb-59bd-a4f1-1c577c2ac8e6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 2","Ensure acoustic lagging is installed if required to specification & acoustic engineers report."
"acec9b73-ce9c-595f-8844-cefd57b6eec9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 2","As per AS 3500 test traps for leaks by discharging water into drains"
"97d4e25a-584d-57bb-b6cd-bd95285ed3c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 2","Ensure all excess material is removed from work area & leave clean & tidy."
"67930aac-cfcb-5380-a4c0-b9f4690d0015","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 2","Are all works completed in this zone? Please attach site foreman signature."
"4d5a816d-6b4a-4a0e-8a81-a9eedcafc205","","checklist-flat","not-started","ITR 008 Suspended Greasy Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 3"
"458cc3ed-dcec-50a5-b90e-bcd9d7e23944","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 3","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"1947d4ea-1073-5257-8764-aab3dcbbd43a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 3","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"ae5dc938-6243-5f16-adcd-1f55dfd47f0f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 3","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"4cdd6ec0-509b-57db-b73a-13c6dafec47e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 3","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"c15e5630-e54d-5ecb-910c-0d7c6256648f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 3","Ensure acoustic lagging is installed if required to specification & acoustic engineers report."
"6ea7af1a-36f2-5e88-81ae-6ca1c3ba3cc7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 3","As per AS 3500 test traps for leaks by discharging water into drains"
"90163020-7ba8-5141-8aeb-5335bd6ece51","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 3","Ensure all excess material is removed from work area & leave clean & tidy."
"2f7d1245-d633-55da-8978-8e78d49a02b6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 3","Are all works completed in this zone? Please attach site foreman signature."
"b2ef5af8-ce70-4014-b22e-ed473fbda6fb","","checklist-flat","not-started","ITR 008 Suspended Greasy Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 4"
"5ab8a2cb-4e81-5ce2-9ba9-d2e66ceb6685","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 4","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"9438c992-44fe-5647-b803-22a129a1bf7b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 4","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"eb974847-5872-54fe-be6d-2d717f3252c5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 4","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"af989255-67b1-5f8c-b4be-27b1a44988d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 4","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"49158b1e-c202-59b3-a518-1d5cb605d215","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 4","Ensure acoustic lagging is installed if required to specification & acoustic engineers report."
"9fc692d1-2f3d-5ea2-bb50-8f933ceb1a9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 4","As per AS 3500 test traps for leaks by discharging water into drains"
"34046cad-13fa-565b-a711-47eb2e5650f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 4","Ensure all excess material is removed from work area & leave clean & tidy."
"c72f1dab-417d-56fb-bb97-43b909199c0e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 4","Are all works completed in this zone? Please attach site foreman signature."
"55eb42f3-afe0-443d-b472-7a883eb135a3","","checklist-flat","not-started","ITR 008 Suspended Greasy Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 5"
"b36e8a3a-2c73-56f9-bc32-d8f17b82d109","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 5","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"eab46913-7186-5cd9-8220-2cea2ca639c5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 5","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"5738c4e3-60c1-5001-833a-760ecf09d530","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 5","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"932ee67c-b6c0-5cd4-8bc3-b3afa778ca46","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 5","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"de8cc6c0-31fa-5527-9af1-fa4bdbdcd4aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 5","Ensure acoustic lagging is installed if required to specification & acoustic engineers report."
"50178ecd-c7de-5e9a-8e92-ecf5e190bf95","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 5","As per AS 3500 test traps for leaks by discharging water into drains"
"6079ddb6-d6e6-550a-ab1b-c397c40c53a3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 5","Ensure all excess material is removed from work area & leave clean & tidy."
"0d232b76-c136-5c6f-8dad-8139d6a846bb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 5","Are all works completed in this zone? Please attach site foreman signature."
"dcd35f08-f5ba-4983-add2-5ee57a425d66","","checklist-flat","not-started","ITR 008 Suspended Greasy Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 6"
"1c1294b0-08f4-59fa-9ad8-575e20ad03fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 6","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"93baad90-41cc-523e-8194-a24690a039cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 6","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"65a8ab6b-e71e-5aa4-9fce-90e4bab2e1a2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 6","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"ad3ac623-2362-5bed-96a0-83bfca74a7d9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 6","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"2aec6a8b-9722-5fcd-8f10-e546557352e6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 6","Ensure acoustic lagging is installed if required to specification & acoustic engineers report."
"f8195e1c-90af-59aa-9d79-25fca3d683d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 6","As per AS 3500 test traps for leaks by discharging water into drains"
"efea4e2c-f475-5dec-ae24-b4ca67fb89fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 6","Ensure all excess material is removed from work area & leave clean & tidy."
"f2fab4f1-7973-5940-b6a7-b79a9101ef28","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 6","Are all works completed in this zone? Please attach site foreman signature."
"76a5d81a-786b-4c23-8063-8e400636d871","","checklist-flat","not-started","ITR 008 Suspended Greasy Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 7"
"95484a85-f320-5ab8-ac14-674a95ac6645","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 7","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"4e599b9f-acf2-5f17-9957-1345c9b134aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 7","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"36cde67d-79cf-5693-98dd-af37f41483db","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 7","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"ccaf677d-dc42-5b13-a6b4-c181afeb6237","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 7","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"f0a66e68-e4ad-5e92-a77e-88591b77a0cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 7","Ensure acoustic lagging is installed if required to specification & acoustic engineers report."
"11253a1c-f992-5f38-a58e-690f0c137ddd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 7","As per AS 3500 test traps for leaks by discharging water into drains"
"6f343467-002c-59ed-ace3-e2d4bbe3b08b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 7","Ensure all excess material is removed from work area & leave clean & tidy."
"429615aa-103b-5241-8f08-82d42b40a1a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 7","Are all works completed in this zone? Please attach site foreman signature."
"bce7bd55-70a1-44a1-ad68-344e23764113","","checklist-flat","not-started","ITR 008 Suspended Greasy Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 8"
"f7e61b16-e284-578b-abd6-82f099154829","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 8","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"ac051bed-4674-5799-a4b3-6af791fa9671","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 8","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"5f85f1f6-3af1-5b2e-8534-ea1eac01822f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 8","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"98a262de-3202-5671-9c9e-ea90395983b5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 8","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"7c1b88ad-c81a-59a5-9424-414d9487de1d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 8","Ensure acoustic lagging is installed if required to specification & acoustic engineers report."
"675039a3-fb3f-57bc-b205-e5c6bd5924dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 8","As per AS 3500 test traps for leaks by discharging water into drains"
"c27be76d-ff22-5a31-abd7-358ed43e6832","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 8","Ensure all excess material is removed from work area & leave clean & tidy."
"81e40c78-c88f-53c2-af22-12723254ceea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 8","Are all works completed in this zone? Please attach site foreman signature."
"3a93a727-50ea-4abf-bad4-9f384eff1519","","checklist-flat","not-started","ITR 008 Suspended Greasy Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 9"
"ab5a3c05-ced2-52f6-be22-00f7b4196173","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 9","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"c454ec30-e0f4-5d64-8ae4-ea083dec3139","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 9","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"1e569600-b7c2-5aaa-be4a-f6d2a700bbd8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 9","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"aa1abdb9-73bf-5344-b470-480df9c497d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 9","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"c01c37ae-a2ed-5685-a20a-26f1fcaaa15a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 9","Ensure acoustic lagging is installed if required to specification & acoustic engineers report."
"c3f682a1-883f-54cb-80e5-045510bf475c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 9","As per AS 3500 test traps for leaks by discharging water into drains"
"3149abd5-bc26-57f8-a2ab-c3cb6f3db37c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 9","Ensure all excess material is removed from work area & leave clean & tidy."
"99f7a842-75aa-5de2-b8ad-ae09bc021eb1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 9","Are all works completed in this zone? Please attach site foreman signature."
"dc6a20d3-2089-490a-b630-a8f18cc6a3a3","","checklist-flat","not-started","ITR 008 Suspended Greasy Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 10"
"cb124186-f9d6-5cd4-9ebc-78c33fe3ce30","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 10","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"68c8b981-b8eb-516a-af25-921c572aaf60","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 10","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"a8305890-268e-53c7-ba45-18c10572ca81","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 10","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"a401da4d-2597-577b-abd5-56c3d7eb151e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 10","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"5e59e362-e21d-55da-be30-20115af94a3d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 10","Ensure acoustic lagging is installed if required to specification & acoustic engineers report."
"9529b14c-5b6e-522f-9e0d-ab35c33b0662","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 10","As per AS 3500 test traps for leaks by discharging water into drains"
"81ba7702-f51a-5fd4-92a7-bf1e844d486a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 10","Ensure all excess material is removed from work area & leave clean & tidy."
"13f8cf62-158f-5da9-a192-488582d88a4f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 10","Are all works completed in this zone? Please attach site foreman signature."
"33a1610b-f6aa-4ad7-ba65-a6bf71d8d4a9","","checklist-flat","not-started","ITR 008 Suspended Greasy Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 11"
"5f466c02-b3cd-5486-9095-32eda583f2f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 11","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"9acf0030-d1fb-5da8-ab41-382557202778","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 11","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"6ed93a8a-6a6d-5fa1-a2d1-586da4ecbd43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Suspended Drainage Services","Siphonic Drainage","Level 1","Zone 11","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
