Id,Type,Name,Values,Prompting Name,Postfix,Resource Id,,
5d2e0205-35ce-525a-8af4-8e7e65a41920,note,SPECIFICATION REFERENCE - UCC Internal NCR and or Lucidity event NCR,,,,,,
fb14026d-d691-581f-8c60-428c6368d834,note,○ QC Requirements for Civil Works,,,,,,
e776f05f-9afd-5582-a3bd-25ce8e1aa501,note,ACCEPTANCE CRITERIA - All Non-Conformance reports and Investigations are attached and closed out,,,,,,
6fd5ffa1-463b-5f3a-95b0-aa9925d9f3c6,note,DATE/SIGN - Contractor Rep - R,,,,,,
,checkpoint,8 - As Built & Final Design Documentation,,,,,,
46fa36d5-816a-5309-a01b-b77fd539a331,note,ACCEPTANCE CRITERIA - Confirmation From Engineer on as built records & redline mark ups,,,,,,
ca14c6eb-b2b1-5be8-9c2c-7d587c3e9f93,note,DATE/SIGN - Contractor Rep - P,,,,,,
,checkpoint,"9 - Reference Info, Specifications",,,,,,
98e6eabc-afb7-5be5-a266-fb371ce36651,note,ACCEPTANCE CRITERIA - All Reference Information and relevant Product Specifications,,,,,,
,checkpoint,10 - Punch Listing,,,,,,
e0f0fb42-7d0f-5438-af26-58a312305dae,note,SPECIFICATION REFERENCE - CTS QC Requirments for Civil Work,,,,,,
309c5f9e-fb78-589e-88ec-e4ea1afc67ff,note,ACCEPTANCE CRITERIA - All punch list items are closed out in the relevant timeframe to the required standard,,,,,,
11283e89-5ebf-5bd4-ae4e-d3d80f0fd73b,note,DATE/SIGN - Contractor Rep - P,,,,,,
0aa1e3f5-4140-5554-9505-623cb6b13b89,note,○ Project/Construction Engineer - R,,,,,,
,checkpoint,11 - Compilation of ITP,,,,,,
9d847bd3-b030-5272-8840-ec7136b88a04,note,ACCEPTANCE CRITERIA - ITP Completed and Signed off,,,,,,
c1eccc4c-cf6d-56a5-a77b-e7150dc0eb62,note,DATE/SIGN - Contractor Rep - H,,,,,,
331d23de-39a0-5e72-a4a0-49268f2746a6,note,Project/Construction Engineer - H,,,,,,
,signoff,HOLD POINT,,,,,,
