"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"00afe5cb-830f-4993-9f4b-4854e2986ac5","","folder-normal","","","step","TRUE","FALSE","Underslab"
"9d210ee2-7ba5-45fb-870a-bfc43278efbd","","folder-normal","","","step","TRUE","FALSE","Underslab","Building A"
"3de3059e-1866-4715-aa08-33565ba7883b","","folder-normal","","","step","TRUE","FALSE","Underslab","Building A","Level 2"
"76ef1343-0584-4c50-8051-04f34ed680b0","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building A","Level 2","Zone 1"
"b73ec8b7-40e7-44f3-8376-86b082900ec1","","folder-normal","","","step","TRUE","FALSE","Underslab","Building A","Level 3"
"9ded4e51-17b7-4408-9e00-657b556ee5d0","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building A","Level 3","Zone 1"
"d1f937f5-9669-402c-b9e6-b534c532879f","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building A","Level 3","Zone 2"
"45feea80-ebcc-4efb-85bc-b9241dd5ce88","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building A","Level 3","Zone 3"
"332bf045-7ad2-4aa1-84d8-22cdcf7f9d26","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building A","Level 3","Zone 4"
"02e78c12-88e6-47e7-b611-53540e748d0c","","folder-normal","","","step","TRUE","FALSE","Underslab","Building D"
"ebee71ae-f79b-43a9-93ce-3f0556635522","","folder-normal","","","step","TRUE","FALSE","Underslab","Building D","Level 3"
"f4f20681-4b9f-45d2-b08e-f12438c7d551","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building D","Level 3","Zone 1"
"a966ad41-59be-426c-bd51-61e35aae604d","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building D","Level 3","Zone 2"
"cb961389-5dcf-4e2e-ace4-f63cce1becd4","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building D","Level 3","Zone 3"
"c62dcaeb-ee10-40b5-a3bf-95b40e6344f9","","checklist-sectioned","","Underslab QA","checklist","FALSE","FALSE","Underslab","Building D","Level 3","Zone 4"
"0f79d3dd-c6cb-4e94-b0dc-b8e00e265b0d","","folder-normal","","","step","TRUE","FALSE","First Fix"
"ab5f2a9c-ade7-46fa-a761-36f4261e647e","","folder-normal","","","step","TRUE","FALSE","First Fix","Basement"
"bf92d4fc-4a95-4805-be5b-31aa22073b11","","folder-normal","","","step","TRUE","FALSE","First Fix","Basement","LB1 (Ground)"
"17119767-ece0-4a5c-8c93-f8113a0c6df0","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB1 (Ground)","Cold Water"
"4dfb6698-0931-44e1-b2cf-de3e95cd072c","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB1 (Ground)","Waste"
"d2c46a1d-fb01-4510-8565-066f246626c3","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB1 (Ground)","Stormwater"
"ad291e93-af8e-46e7-b199-08ce9d14c9bc","","folder-normal","","","step","TRUE","FALSE","First Fix","Basement","LB2 (Level 1)"
"8fd341cc-31a5-453c-8777-042a90b5f254","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB2 (Level 1)","Cold Water"
"877ca8da-588e-463b-954a-6b61c3a86396","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB2 (Level 1)","Hot Water"
"350797ec-c7f8-48e3-9012-e67be94e9d61","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB2 (Level 1)","Waste"
"281ddfb7-56b0-4dd4-b78a-47da0de1d1d8","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB2 (Level 1)","Stormwater"
"3fa1376d-b662-4544-8e93-6ebc67530bd1","","folder-normal","","","step","TRUE","FALSE","First Fix","Basement","LB3 (podium)"
"0b301b03-16b9-45da-9ebe-2d0f8c932537","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Basement","LB3 (podium)","Stormwater"
"f336212c-95ad-4ca7-ac34-4c78f13b35d5","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A"
"3dcf5499-bca3-436c-90ec-3df84f3a834e","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Level 2"
"c5e5fb5f-d939-469d-88b4-246524349b38","","folder-normal","","","step","TRUE","FALSE","First Fix","Building A","Level 2","Corridor incl. stacks"
"fa5b0350-31f0-45a6-aa2f-d4e5120a04b5","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 5","Zone 1"
"deef9262-ab04-4a76-ae31-b8d4d11d2d80","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Zone 1","Cold Water"
"93e805d5-3a54-48d7-9d6b-9650958d96d6","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Zone 1","Hot Water"
"c19ca523-c5d0-43d7-872f-2e143ff8585f","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Zone 1","Waste"
"4f5eae04-9815-4bd0-ab44-c30c019c1d74","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 5","Zone 2"
"bf70c897-d373-43fb-9c84-68d132e3b76b","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Zone 2","Cold Water"
"eba39e9f-d2a5-4c07-9157-e9a8f659dc79","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Zone 2","Hot Water"
"2ca64ab3-3325-4550-927e-f3b25e26f08b","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Zone 2","Waste"
"a4ac2cfc-1248-417b-b515-4f3410b44b99","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 5","Zone 3"
"9738ff4c-0a26-4f1e-bb87-55ed9cafd3ee","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Zone 3","Cold Water"
"74da073b-d06e-4342-a044-3ff80ee304e7","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Zone 3","Hot Water"
"dd23cb38-78bc-4592-bdf6-08f886831c5c","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Zone 3","Waste"
"d65bf867-1c7f-4124-8097-c1eb3a1b03a9","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 5","Zone 4"
"0e19c519-7a0d-42d9-baae-0f309ff09224","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Zone 4","Cold Water"
"e7c01e3b-9956-485c-aa21-c240e6a5e306","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Zone 4","Hot Water"
"fe2fc367-1386-4211-98ba-c1b8be961f60","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 5","Zone 4","Waste"
"11171efe-df81-4f86-897e-95109c86d26f","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 6"
"8279debd-4d3f-4ff2-83e7-d2310220ad3f","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 6","Corridor incl. stacks"
"96a64435-db52-4c61-ac2f-868a5b42dd62","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Corridor incl. stacks","Cold Water"
"f1a75656-37a1-42fd-816c-933bcc1e5d9f","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Corridor incl. stacks","Hot Water"
"de49c381-b334-4c8e-a62a-b202fe14d631","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 6","Zone 1"
"965e4235-0438-416d-b88f-8254f5a8f688","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Zone 1","Cold Water"
"cb1b4a07-f9c9-4b0e-a917-8b543013cfb0","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Zone 1","Hot Water"
"6f1e7ffc-0a54-4e42-a8c3-afb50e652cde","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Zone 1","Waste"
"d21ab889-bd70-4817-8eca-cc6021c6b4a3","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 6","Zone 2"
"0912029e-0a75-40bc-ad16-4b77931424da","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Zone 2","Cold Water"
"974e896a-ad66-430d-9b6b-99452e2504c1","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Zone 2","Hot Water"
"b09c6ca2-f39f-44ce-b35c-e4a56a20ce9f","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Zone 2","Waste"
"50c18c5a-dc1e-4dbe-920f-3f9f4a093f8f","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 6","Zone 3"
"df5ee138-6ce7-48e6-804d-28151017289e","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Zone 3","Cold Water"
"5592078a-b66f-4f01-94bc-f557d5d87f4d","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Zone 3","Hot Water"
"fce3a881-839d-4da7-9fb9-ae1dc87607eb","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Zone 3","Waste"
"224722f0-e5f0-48c3-99cc-14b0c824e62c","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 6","Zone 4"
"108725da-7bec-4ff9-9a4d-020434da3a5b","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Zone 4","Cold Water"
"d31bdf49-9f40-4bd6-ad60-f1c3c6397a8a","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Zone 4","Hot Water"
"d2842bff-5f16-4222-900c-42c3e6972047","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 6","Zone 4","Waste"
"18278fee-fa53-43c7-8c46-f072df7135f7","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 7"
"d16220ce-7908-45ba-83c7-e56d7e621003","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 7","Corridor incl. stacks"
"487ef9c3-0096-4590-ba98-fa029d05660e","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Corridor incl. stacks","Cold Water"
"505e77b0-ce11-4193-844d-5d1c2c7f1355","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Corridor incl. stacks","Hot Water"
"53c7acb2-0e12-4719-bcd1-bd4ceaa932b3","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 7","Zone 1"
"82f1a506-8587-4254-8e71-16061b69db01","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Zone 1","Cold Water"
"b29b9488-c16f-4df6-883a-c07a6578cb76","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Zone 1","Hot Water"
"b89aa2ea-21bf-4bee-99c7-e8f83f74bb13","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Zone 1","Waste"
"5ded1f59-b73c-4edf-ac52-8bddfa5137cd","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 7","Zone 2"
"1b41fc6b-0e72-4273-b751-686588365e14","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Zone 2","Cold Water"
"5ac720fc-4879-4bef-8421-fc0246ac2996","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Zone 2","Hot Water"
"b8b4ac41-e178-4bfc-8567-34a8d8168127","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Zone 2","Waste"
"b2d9241d-3b44-4531-974d-f6a2371892af","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 7","Zone 3"
"2d36ae6a-2bbb-489b-8a74-a963b3372bbf","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Zone 3","Cold Water"
"718dcbf2-c3a4-4a64-b408-06a6f3d458a3","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Zone 3","Hot Water"
"15212ea6-c358-4d44-a58a-c5abfd2087c2","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Zone 3","Waste"
"5a5dce4c-5cda-4011-bef5-1f59d4cfd6a8","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Level 7","Zone 4"
"b7a6b916-ad41-460a-b28c-81da059ee7b2","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Zone 4","Cold Water"
"5004df8d-c45c-44cf-964e-155304ce7c67","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Zone 4","Hot Water"
"8ce6b05c-ccf8-41f4-8bc6-afe2f10d96b7","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Level 7","Zone 4","Waste"
"54e2358f-bb5a-42e5-8b99-dae13c388f74","","folder-normal","","","step","TRUE","FALSE","First Fix","Building D","Roof"
"a90c0cc7-d98d-4d62-9a6c-84ccdec1ae3d","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building D","Roof","Stormwater"
"4d795234-fc5b-4916-99c2-59aaea4815a3","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E"
"3531fbfe-746b-4028-b3ba-af453e22a3f1","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 3"
"cf62beff-ee6f-4326-a863-3b1e37f0eb8b","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 3","Corridor incl. stacks"
"8b2fcbf4-4214-474c-8bfa-def6f882cad0","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Corridor incl. stacks","Cold Water"
"f2c4abbe-b635-4e16-af92-8151d599d334","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Corridor incl. stacks","Hot Water"
"963a8391-af8b-4cf3-a0f8-a670e5c4c38a","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 3","Zone 1"
"bed4ff8f-8e83-47e9-9cb0-d50075645520","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Zone 1","Cold Water"
"01618b0a-b51f-476f-8717-2a8f617c48aa","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Zone 1","Hot Water"
"c9278be8-3d2d-4990-b30f-0c0895940c4f","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Zone 1","Waste"
"1c28e264-f35a-40c2-b53e-3d2689a284f9","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 3","Zone 2"
"5233ea0d-8a8f-40f3-a2c2-2c96f574aab6","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Zone 2","Cold Water"
"9396f74c-3d35-48e7-b80b-30233f56ce84","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Zone 2","Hot Water"
"2d89fd0e-afd3-4143-8bea-f9df32738400","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Zone 2","Waste"
"af37b110-1259-4bab-848e-377a3b75494b","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 3","Zone 3"
"f8764e81-e06c-49a5-a075-b816aecbcc3f","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Zone 3","Cold Water"
"bbf87a45-29bb-4cd0-ad6e-ed500ae9cba0","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Zone 3","Hot Water"
"4556c7dc-0238-4c56-992e-03e9ffbbf824","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Zone 3","Waste"
"c0c4cf7a-3d59-4ee5-9c55-fef36c236251","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 3","Zone 4"
"2a6f41f1-eaab-47c7-bfc3-6206e9b540ec","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Zone 4","Cold Water"
"655f4d3c-75e4-4112-a82c-4aa92200a81e","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Zone 4","Hot Water"
"564fafd9-236c-41fa-ab72-b33e535694f9","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 3","Zone 4","Waste"
"6a0f1388-0426-4444-b13a-2b53bb66bfa1","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 4"
"733804de-d371-4963-9b0a-23c6f71f16a8","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 4","Corridor incl. stacks"
"66a40c5e-886b-43fe-be5b-088e4cac9d25","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Corridor incl. stacks","Cold Water"
"f875f635-5ced-4a07-bfd5-cb549ba82202","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Corridor incl. stacks","Hot Water"
"3503fe8d-ef83-4485-8a85-36d8307257bd","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 4","Zone 1"
"689d7fce-2fcb-45bb-b2ac-78e5585b10de","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Zone 1","Cold Water"
"9ed44801-6244-4211-8dde-514b8cf25e23","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Zone 1","Hot Water"
"24eff3c1-158f-473e-b31d-f9f56a7ba8e5","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Zone 1","Waste"
"3802e540-17fc-4f2c-8322-637a5a8101fa","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 4","Zone 2"
"4dfff79a-a77c-49b2-b925-b9df8e5cbe9d","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Zone 2","Cold Water"
"c8cd946e-accc-4132-a30f-0dcd0df96479","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Zone 2","Hot Water"
"496298d5-3131-42d1-9c98-dba87559cf1b","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Zone 2","Waste"
"6d43130b-6ee8-4aae-81a5-a4051fd831c9","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 4","Zone 3"
"64707713-9de0-49d5-8562-d9008bc8baf7","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Zone 3","Cold Water"
"017669c3-dd5f-467a-b7f8-a5a649428825","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Zone 3","Hot Water"
"5a4a3cf4-1271-4c32-99a0-3c0d3fe583c7","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Zone 3","Waste"
"de2ed2c9-30dc-4ad8-98e6-b3477ab617fa","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 4","Zone 4"
"a70ede5b-273f-473b-a338-c74b47b8caff","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Zone 4","Cold Water"
"b5c5e1f8-fc1c-4503-b0e7-a596613697cb","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Zone 4","Hot Water"
"a19f3f92-92c4-49e6-bae9-4d4457885b7d","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 4","Zone 4","Waste"
"b87e50c8-89a2-4571-a14c-186fc24e1e74","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 5"
"7f213ca4-4c41-46a1-941d-0d5426d08d0d","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 5","Corridor incl. stacks"
"c6b16317-415a-4410-b4fb-732820ed351a","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Corridor incl. stacks","Cold Water"
"cb603ed0-7549-4cd7-817d-f5f819ae96d0","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Corridor incl. stacks","Hot Water"
"1ea5388d-1b68-44d8-bfaf-3f0365dab6ad","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 5","Zone 1"
"01469a50-de70-4538-b685-70fb06ac349b","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Zone 1","Cold Water"
"e93717ca-d672-4da2-8aeb-c66bcc76f5c7","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Zone 1","Hot Water"
"2f02cce7-1539-4746-b0d0-b824db8dc078","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Zone 1","Waste"
"f49efd63-72e2-4c77-bb26-89a033959b13","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 5","Zone 2"
"3a153007-a946-4c80-8433-fa16697908e0","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Zone 2","Cold Water"
"a480003f-b4cb-46ca-a847-ce7ba9f559fe","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Zone 2","Hot Water"
"2a0aed6d-90fd-4b73-b804-85041749ed29","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Zone 2","Waste"
"867d6691-5947-40f2-8810-907233ab0bd2","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 5","Zone 3"
"d62dd514-b07a-45c8-b615-c061cbdff77a","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Zone 3","Cold Water"
"b4e9bfa2-76ba-4e25-9244-379a76e37d81","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Zone 3","Hot Water"
"047f6f61-6f82-4ad6-928d-1c4159a7bdbf","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Zone 3","Waste"
"d1911921-5c31-4476-a5dc-88dc42ee0b30","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 5","Zone 4"
"5aa0d3a9-fdf2-4257-808f-abb203bf028d","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Zone 4","Cold Water"
"1b379219-edfa-4f15-bf20-823c011789f2","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Zone 4","Hot Water"
"83444251-4887-4ce9-8023-243cd7d542bc","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 5","Zone 4","Waste"
"5631577b-3a78-43aa-ae00-c2a404660fc9","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 6"
"63be7daa-e094-4feb-8f18-c9492704e273","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 6","Corridor incl. stacks"
"fb861ba0-2815-4470-af99-bc50bf3ff5d5","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 6","Corridor incl. stacks","Cold Water"
"331894d4-d255-40e5-b263-c695d5bcfc9f","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 6","Corridor incl. stacks","Hot Water"
"07d1c988-18b2-461c-9d24-fb69b79bec11","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 6","Zone 1"
"fbbf2803-1e38-47d1-a5d6-67384c06b50c","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 6","Zone 1","Cold Water"
"02c1db0b-a406-46cd-a930-f11fd1f14e29","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 6","Zone 1","Hot Water"
"847eafbb-5d7d-456f-b15f-df22d12571ab","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 6","Zone 1","Waste"
"e63bf512-8369-4272-a449-9f68ab89f1e3","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 6","Zone 2"
"33a685b4-11b1-408a-90be-b6e4edaa4e6c","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 6","Zone 2","Cold Water"
"8e1314bd-3707-40fb-88e8-fe7ea64cbc7b","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 6","Zone 2","Hot Water"
"effcfdbb-c62b-4637-93d8-732862e397af","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 6","Zone 2","Waste"
"e37e4d97-ccb8-424a-b6c6-1a4fd606f3f8","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 6","Zone 3"
"4d74305b-76fd-4e81-ab62-433f7dfa740c","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 6","Zone 3","Cold Water"
"7046dd8c-2605-44f1-8495-e922a353b497","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 6","Zone 3","Hot Water"
"2260082c-c528-4031-896c-308e58bbac3f","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 6","Zone 3","Waste"
"3535e9da-4433-40c7-a3a0-3617ce09ffc8","","folder-normal","","","step","TRUE","FALSE","First Fix","Building E","Level 6","Zone 4"
"ac68ff83-4516-48b8-926b-2c83c9f11b45","","checklist-sectioned","","Plumbing Preline QA","checklist","FALSE","FALSE","First Fix","Building E","Level 6","Zone 4","Cold Water"
