resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-7,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A723,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A724,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A725,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A726,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A727,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A723,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A724,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A725,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A726,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A727,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-8,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A813,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A814,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A815,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A816,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A817,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A813,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A814,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A815,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A816,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A817,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-9,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A907,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A908,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A909,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A910,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A911,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A907,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A908,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A909,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A910,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A911,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Roof,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,SPF-A2-R.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,SSF-A2-R.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,GEF-A2-R.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,GEF-A2-R.02,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,LSF-A2-R.01,,,,,,
,,,step,,,,,BUILDING-B1,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A-G06,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A-G06,,,,,
,,,step,,,,,,,Common Area,,,,,,
Duct Installation Check List [C],,,checklist,,,,,,,,LSF-B1-G.01,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,
,,,step,,,,,,Level-1,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A112,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A113,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A114,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A115,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A116,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A117,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A118,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A112,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A113,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A114,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A115,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A116,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A117,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A118,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-2,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A212,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A213,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A214,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A215,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A216,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A217,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A218,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A212,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A213,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A214,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A215,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A216,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A217,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A218,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-3,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A311,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A312,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A313,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A314,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A315,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A316,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A317,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A311,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A312,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A313,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A314,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A315,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A316,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A317,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-4,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A411,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A412,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A413,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A414,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A415,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A416,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A417,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A411,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A412,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A413,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A414,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A415,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A416,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A417,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-5,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A511,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A512,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A513,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A514,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A515,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A516,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A517,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A511,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A512,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A513,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A514,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A515,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A516,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A517,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-6,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A609,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A610,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A611,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A612,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A613,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A614,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A615,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A609,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A610,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A611,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A612,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A613,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A614,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A615,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-7,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A709,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A710,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A711,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A712,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A713,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A714,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A715,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A709,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A710,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A711,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A712,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A713,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A714,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A715,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-8,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A801,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A802,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A803,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A804,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A805,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A806,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A801,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A802,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A803,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A804,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A805,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A806,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-9,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,SPF-B1-L9.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,SPF-B1-L9.02,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,SSF-B1-L9.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,GEF-B1-L9.01,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,GEF-B1-L9.02,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,LSF-B1-L9.01,,,,,,
,,,step,,,,,BUILDING-B2,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A-G03,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A-G04,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A-G05,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A-G03,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A-G04,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A-G05,,,,,
,,,step,,,,,,,Common Area,,,,,,
Duct Installation Check List [C],,,checklist,,,,,,,,LSF-B2-G.01,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,
,,,step,,,,,,Level-1,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A106,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A107,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A108,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A109,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A110,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A111,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A106,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A107,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A108,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A109,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A110,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A111,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-2,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A206,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A207,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A208,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A209,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A210,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A211,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A206,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A207,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A208,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A209,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A210,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A211,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-3,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A305,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A306,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A307,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A308,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A309,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A310,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A305,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A306,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A307,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A308,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A309,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A310,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-4,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A405,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A406,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A407,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A408,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A409,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A410,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A405,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A406,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A407,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A408,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A409,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A410,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-5,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A505,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A506,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A507,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A508,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A509,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A510,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A505,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A506,,,,,
