"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a8632a2b-bad4-4ac4-824e-4f867bdbc0fd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1"
"a58046c1-1195-40b1-9d90-fa33c0a008ba","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Ryman"
"2eb6e5aa-8642-4601-badd-aa3dc3fe1c18","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants"
"c2412fb5-7ae2-4684-bf9b-e984ab4c7ef6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes"
"e4e08e4a-a685-4889-84da-5895eb870933","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports"
"57bee4a3-a678-4edf-892a-5699e5a55f51","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Tower Crane TC1","Consultants","Mitchell Vranjes","Site Visit Reports","2022"
"51feac22-bc7d-4cb5-81ea-aaf8e6f67a3c","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH24 (66 & 68) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"8b9953e7-f670-4823-8007-757539ac05e5","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH24 (66 & 68) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"392d1a41-995b-4417-99b6-ed43b19ac082","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH24 (66 & 68) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"3d2c8cae-57fe-410b-8481-5f8e8c4ba5e7","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH25 (62 & 64) - Below Foundation"
"0a96f153-b1e6-4840-8365-4087f8a4050f","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH25 (62 & 64) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"af312a36-8773-4027-9f3c-13b8d434a79f","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH25 (62 & 64) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"98359b23-c21e-41b0-8cc7-2ca6d28d8e8c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH25 (62 & 64) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"538d3457-fe9a-4799-8b4d-a7e6d2fdda89","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH26 (58 & 60) - Below Foundation"
"37dc60b0-82c7-48fa-8b68-43b62c790752","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH26 (58 & 60) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"51e4a348-be2c-4bc1-a1c2-4f751a00b4d4","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH26 (58 & 60) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"efab9475-6236-4790-99b4-8551b2f0b9c2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH26 (58 & 60) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"9561ff90-5d7d-4cd2-a433-5fafcc4baf72","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH27 (54 & 56) - Below Foundation"
"08cd243f-9932-4459-870f-9dedf8a71cd4","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH27 (54 & 56) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"6b40e098-c3a9-4a6e-bf0b-3948d584e888","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH27 (54 & 56) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"f9bfb821-802d-40fd-a15e-92f423628d45","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH27 (54 & 56) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"9c64d244-cd58-4d48-b490-cd36610d0263","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH28 (50 & 52) - Below Foundation"
"13b15c3e-c779-4935-933d-42cfc610f121","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH28 (50 & 52) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"75dae114-0dca-4b91-b204-626d76b10d58","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH28 (50 & 52) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"728485b2-80ce-412d-9ef3-7b6e5cbbb867","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH28 (50 & 52) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"e3a24e36-58c3-4db8-b234-ee2d9d583ad9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH29 (46 & 48) - Below Foundation"
"f9321c7a-e158-4915-8b6b-320a53f90dcd","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH29 (46 & 48) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"53c80b74-3da9-44e6-bf57-92dc9d1ca998","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH29 (46 & 48) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"e73f50ed-0c36-4b02-ac8b-dbd619ae5f5c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH29 (46 & 48) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"41ab58cf-4640-40e3-ad14-7f000fd9c7bc","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH30 (42 & 44) - Below Foundation"
"2b22dc39-8caa-4858-b2b1-376040f37c32","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH30 (42 & 44) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"b68bd05c-39b4-4815-b1d7-d80ff32e8cf4","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH30 (42 & 44) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"5ae0d042-e15e-4d11-98f7-82c71acbb66b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 (TH22, 23, 24, 25, 26, 27, 28, 29 & 30)","Stage 06 - TH30 (42 & 44) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"01c1491a-3f89-4eb4-8749-455d7e31f0cf","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 - B08"
"28b6257a-181b-4574-9fee-d41968d295de","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 - B08","Stage 06 - B08 (Workshop) - Below Foundation"
"5ad5b8ef-3acf-41db-8b69-de5c9071663f","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 - B08","Stage 06 - B08 (Workshop) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"5c19a397-0d90-4eaf-a1fa-cf4cb91760a0","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 - B08","Stage 06 - B08 (Workshop) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"27305cd4-5cfd-4e14-8624-50b67934eff7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Stage 06 - B08","Stage 06 - B08 (Workshop) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"2007f7ed-ff4d-45d2-9238-fc9930edffc9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Civil"
"a6f3e4ea-df60-4031-bc05-68f367277fbc","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Civil","Civil (Below foundation) - Below Foundation"
"9b795c73-aad8-4d44-b09c-04d9fb9b056f","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Civil","Civil (Below foundation) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"2f53b37a-1124-4e03-a085-19ab3411611d","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Civil","Civil (Below foundation) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"c30cdfbd-cc0e-449f-8d20-34ba930f33d1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 06","Civil","Civil (Below foundation) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"07b49d25-f332-4c48-8457-d56a37e9890a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07"
"3d421e95-0249-48c0-948a-c66f266fdd35","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH10 (TH17, 18, 19, 20) - Below Foundation"
"f9fe09b9-7c0d-4c34-94ea-3da95ccc1f04","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH10 (TH17, 18, 19, 20) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"cb34a1fc-6c6c-42d3-8e96-20e4b904dc95","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH10 (TH17, 18, 19, 20) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"ceb0d1bd-a9c6-49c7-90d3-364547c3966e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH10 (TH17, 18, 19, 20) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"43727aab-7bf1-4ad6-8a91-ac2dfc9d2595","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH11 (TH21, 23, 25, 27) - Below Foundation"
"8e86eabc-aa2c-447d-b245-54dae8a887e6","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH11 (TH21, 23, 25, 27) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"f42e23e8-d2bf-4bb1-a66f-a46b99685eb2","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH11 (TH21, 23, 25, 27) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"988a120c-fab3-4854-a80b-20373bfc5672","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH11 (TH21, 23, 25, 27) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"37c42070-f1de-470b-93d7-080a3d5d2cde","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH12 (TH29 & 31) - Below Foundation"
"fb75d20c-b792-41dc-957b-5db19fc8873d","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH12 (TH29 & 31) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"f84c02a3-8c74-4309-987b-6d9a32350ad4","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH12 (TH29 & 31) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"f8d6f0bd-a874-4b56-ab0b-29edcca883b9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH12 (TH29 & 31) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"67fc4373-6ef1-4a83-a37c-6b1f74bf6b10","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH14 (TH22, 24, 26, 28) - Below Foundation"
"a630d9c1-fdeb-49b2-a2e2-e0aed905bec2","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH14 (TH22, 24, 26, 28) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"88f792f7-aaaf-4951-adfe-27a9e915091f","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH14 (TH22, 24, 26, 28) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"c3c704c8-c708-4f8b-a438-bc267373ec60","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH14 (TH22, 24, 26, 28) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"f6f029a0-3b6f-4850-8bd3-d94f12802a3b","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH15 (TH30 & 32) - Below Foundation"
"011c0413-0c11-435f-a057-a9fb84acd9ab","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH15 (TH30 & 32) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"c6a1926d-3c7e-4c7d-b67c-fbbe4ae479df","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH15 (TH30 & 32) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"d47167a7-8d03-4ed6-931c-36fcb2a95956","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 07","Stage 07 - TH15 (TH30 & 32) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"7fc4150e-c37b-49a3-8ae3-6db9f9f1323f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 08"
"ff453065-befd-4205-8c49-b3650c10c480","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 08","Stage 08 - TH08 (TH 11 & 12) - Below Foundation"
"f7ee672e-d2c9-4b85-af43-f3b2670f5ba9","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 08","Stage 08 - TH08 (TH 11 & 12) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"c23e490b-6b46-40ce-98ad-a344ac9fa956","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 08","Stage 08 - TH08 (TH 11 & 12) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"6e5a73ef-865f-4a83-9ec6-e140457aa8ea","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 08","Stage 08 - TH08 (TH 11 & 12) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"7deb18a2-074e-4b30-ac1f-35013fb5ea5b","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 08","Stage 08 - TH09 (TH 13, 14, 15, 16) - Below Foundation"
"00f6784b-e2ab-4ae4-84cf-554c9c11eab1","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 08","Stage 08 - TH09 (TH 13, 14, 15, 16) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"736c3753-aec7-4222-98e9-3471ea2a2176","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 08","Stage 08 - TH09 (TH 13, 14, 15, 16) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"2ae6a80c-f8a6-45d7-b146-90b9b1782f89","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 08","Stage 08 - TH09 (TH 13, 14, 15, 16) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"21b31882-587b-4413-8f92-e609f8f2bd9b","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 10"
"4ca00908-d6eb-4a48-8409-25d5670200a6","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 10","Stage 10 - TH04 (TH77, 78, 79 & 80) - Below Foundation"
"63f78bf8-2cd6-437f-be90-8ad261f59a1e","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 10","Stage 10 - TH04 (TH77, 78, 79 & 80) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"7b64edda-e71e-4830-a814-011d27c42e92","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 10","Stage 10 - TH04 (TH77, 78, 79 & 80) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"90e8d0f9-bf94-4972-97d4-ac770323d127","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 10","Stage 10 - TH04 (TH77, 78, 79 & 80) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"a63d7899-c721-4920-b27d-a391f5a0be35","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 10","Stage 10 - TH05 (TH73, 74, 75 & 76) - Below Foundation"
"5ac45d8c-6391-4f07-aa83-97acfda66fcd","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 10","Stage 10 - TH05 (TH73, 74, 75 & 76) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"be039861-916e-4361-abad-c2c34e722d60","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 10","Stage 10 - TH05 (TH73, 74, 75 & 76) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"813f721d-919f-48d3-a3b2-6dae605ce343","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 10","Stage 10 - TH05 (TH73, 74, 75 & 76) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
"6e41c233-8e64-480d-bd0e-afa6fe99fa58","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 11"
"a59e092e-f19a-4963-8181-4ced55fa7efd","","folder-normal","not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 11","Stage 11 - TH06 (TH 71 & 72) - Below Foundation"
"c782e019-041e-494f-b098-92338a05cd6c","","checklist-flat","not-started","C - R - Bulk Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 11","Stage 11 - TH06 (TH 71 & 72) - Below Foundation","Cut to subgrade / Scala Data / Photos"
"462e5785-f71e-4e03-a501-dc348d122554","","checklist-flat","not-started","C - S - Detailed Excavation","checklist-flat","FALSE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 11","Stage 11 - TH06 (TH 71 & 72) - Below Foundation","Completed Subgrade works (tidied up & rolled) / Place Geotexile Placement of hardfill / NDM (Report) / Final Layer of hardfill"
"a13e6db5-96c9-42b5-8dec-185d868dcbc3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 401","Ryman (FOR REVIEW)","Preload & Below Foundation","Stage 11","Stage 11 - TH06 (TH 71 & 72) - Below Foundation","NDM Report & works for each layer & works / RLs / Photos (ability to add additional layers)"
