"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9afc039c-8798-4426-9fe7-744bc0d2b885","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"51cbd7cc-eb28-45ac-9d6b-7ddb852b45df","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls"
"dd398084-d752-40dd-a0af-a70e79ff988b","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)"
"da929228-4f0d-48e1-98a3-ac0940496278","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.009 Whanau"
"d9486c1f-0b67-4911-ab0a-dcae7bd6942b","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078A Ensuite","QA - Alpha"
"a6678078-fe2d-44d0-a5af-3c646f2c1ac4","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.078A Ensuite","QA - Contract Coatings"
"715d1c45-3bbb-4ed0-800e-00ebd8b431bd","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.079 Treatment Bay"
"9f21e175-520d-4232-88ed-472e2574bc29","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.079 Treatment Bay","QA - LCL"
"27b324ee-603d-43ef-94c6-6d6c912594a8","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.079 Treatment Bay","QA - Hanlon Plumbing"
"e57cfcdb-19a3-4623-bbe8-bcb923518ff5","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.079 Treatment Bay","QA - HelRimu"
"39b8665c-194c-4909-a7a5-0455e76c736d","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.079 Treatment Bay","QA - Gilcom"
"0216a95c-7bd5-44fb-9ad7-f4bf86bbd090","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.079 Treatment Bay","QA - Rauland"
"a1469591-584c-4011-8ebc-0fe020d572ec","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.079 Treatment Bay","QA - Premier Fire"
"a8088220-1f42-483d-b3ea-20b44f114414","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.079 Treatment Bay","QA - Data Talk"
"096606f8-0147-4ebd-bdbf-54a4c7494d66","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.079 Treatment Bay","QA - VAE"
"e3b83880-848d-4bff-b860-6d4811b44885","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.079 Treatment Bay","QA - Alpha"
"2dd14711-e9e6-481d-b7d7-4f10fd0c4890","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.079 Treatment Bay","QA - Contract Coatings"
"87cb480b-35f8-430a-a345-787a994aee2e","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.081 Treatment Bay"
"67e36589-6e45-4028-a32b-43a4bb7cef9a","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.081 Treatment Bay","QA - LCL"
"35bcfaad-762b-4a55-98ca-86f361b9768a","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.081 Treatment Bay","QA - Hanlon Plumbing"
"58ee7283-4022-4dd3-a272-f53a95cd187d","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.081 Treatment Bay","QA - HelRimu"
"b9ec43af-e73a-4019-864d-21d210813437","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.081 Treatment Bay","QA - Gilcom"
"ed43379e-6255-4d60-b76f-e5b236bf4473","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.081 Treatment Bay","QA - Rauland"
"23cd1105-79be-4010-8ea1-7de4acbc52e3","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.081 Treatment Bay","QA - Premier Fire"
"81e9e9fe-65db-40e8-8af6-d06653993090","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.081 Treatment Bay","QA - Data Talk"
"3c9139da-9c3d-4508-8d13-f7220e7bc722","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.081 Treatment Bay","QA - VAE"
"b7d864b9-488d-4649-bd12-003d1bab5926","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.081 Treatment Bay","QA - Alpha"
"8e9070da-7100-4f32-a338-288d9ead7a59","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.081 Treatment Bay","QA - Contract Coatings"
"b66b802d-46e8-49af-8171-fd3f4450595b","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.082 Treatment Bay"
"3a70ffd5-fe69-45cb-8335-9011a32f0715","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.082 Treatment Bay","QA - LCL"
"795507e1-eea4-4ab2-8293-3ff179a2dac9","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.082 Treatment Bay","QA - Hanlon Plumbing"
"b0cba2e9-2db3-4a36-b54a-0e4868a0bd03","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.082 Treatment Bay","QA - HelRimu"
"c09bf182-3de3-4c13-a7a5-af2ec55d5e1d","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.082 Treatment Bay","QA - Gilcom"
"4b1c1674-37e8-41d1-a1c1-34900b0809f3","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.082 Treatment Bay","QA - Rauland"
"b14386c1-0386-4f11-a664-d9e4165c3fa9","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.082 Treatment Bay","QA - Premier Fire"
"73f95c09-b995-48e0-a3d0-4d33d927a385","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.082 Treatment Bay","QA - Data Talk"
"899faed0-6a64-4d61-9f43-088922dc7d3c","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.082 Treatment Bay","QA - VAE"
"a7964b80-3baf-459a-ae66-04a2217f21a8","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.082 Treatment Bay","QA - Alpha"
"6907fe24-edf6-40fd-9842-6dd4d74e340e","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.082 Treatment Bay","QA - Contract Coatings"
"5a988e14-d569-454b-8166-689635e56d9a","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.083 Bay - HW"
"6e738fc3-4c8e-4849-a320-3928e709fccb","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.083 Bay - HW","QA - LCL"
"b53cb73d-9919-4052-be9d-54bc62d8dbce","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.083 Bay - HW","QA - Hanlon Plumbing"
"8977d38e-c859-4095-a7ff-801c53248338","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.083 Bay - HW","QA - HelRimu"
"ae9deef7-835e-44e2-b849-1670c279a37b","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.083 Bay - HW","QA - Gilcom"
"12d663a5-a715-4bf3-82a9-48748dd4fc3e","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.083 Bay - HW","QA - Rauland"
"c3dba10f-c702-456f-b11c-f4bcd2da9d62","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.083 Bay - HW","QA - Premier Fire"
"30187dfa-a381-4734-9d93-60256ccf0064","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.083 Bay - HW","QA - Data Talk"
"36f0a421-4e88-46f5-b559-3a0c2aae3c41","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.083 Bay - HW","QA - VAE"
"7f969493-39e4-4041-b636-836596c9d300","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.083 Bay - HW","QA - Alpha"
"086b40c0-0783-48c4-b701-c204acfa3ba6","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.083 Bay - HW","QA - Contract Coatings"
"9875998a-102d-41a6-b5b7-871f5d0a8666","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.084 Treatment Bay"
"bc9c1c7e-ffc9-4738-87c5-9c826012834b","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.084 Treatment Bay","QA - LCL"
"4f33e0b3-a104-4f1e-8194-33e88c813815","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.084 Treatment Bay","QA - Hanlon Plumbing"
"e7bc2ebc-1036-4b94-be89-75dcd08f32c4","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.084 Treatment Bay","QA - HelRimu"
"0898ba39-e0be-4541-9f66-799d52ebc7fa","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.084 Treatment Bay","QA - Gilcom"
"f4f11d31-064c-4342-88fa-ce15a6327102","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.084 Treatment Bay","QA - Rauland"
"1a164441-a37b-4aaf-ab42-0317c11fb1d6","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.084 Treatment Bay","QA - Premier Fire"
"6382e050-c870-4d48-9f02-54fc9b80d87c","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.084 Treatment Bay","QA - Data Talk"
"dc4496ae-edf8-4018-bb41-d69bde1745f6","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.084 Treatment Bay","QA - VAE"
"2bdc5e54-e6a0-411b-a2b9-ec6f4f8ba170","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.084 Treatment Bay","QA - Alpha"
"b10807db-1d9d-40d5-b342-5d699b30f97f","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.084 Treatment Bay","QA - Contract Coatings"
"e19eeb98-9b88-43bf-9758-e7ce7cf519ac","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.085 Treatment Bay"
"5f0ad1ee-b3d1-48cd-88aa-846aee4beacb","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.085 Treatment Bay","QA - LCL"
"920c3342-214a-46b7-9d72-e3bfd1800fc8","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.085 Treatment Bay","QA - Hanlon Plumbing"
"e1efd7d9-fdf2-436a-859b-abc09d725995","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.085 Treatment Bay","QA - HelRimu"
"9c1b0638-c86c-4374-952d-9b16cbc7705c","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.085 Treatment Bay","QA - Gilcom"
"b7b026b8-962b-4f9f-bc16-025928201a0c","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.085 Treatment Bay","QA - Rauland"
"5c9ecbc4-fedb-478c-8553-e85ab23342ad","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.085 Treatment Bay","QA - Premier Fire"
"d4b03ebf-2e6f-43e7-9b56-1bc35cc17f49","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.085 Treatment Bay","QA - Data Talk"
"03cc64a1-f668-429c-a79e-4d3a5005539d","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.085 Treatment Bay","QA - VAE"
"b2b65b1d-7fda-484f-9525-b76f2afbc09d","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.085 Treatment Bay","QA - Alpha"
"220b2a18-314e-4ae2-84ed-90824f56fc9f","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.085 Treatment Bay","QA - Contract Coatings"
"98c85b16-7a3d-4930-919e-44c54059b6c1","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.086 Treatment Bay"
"200b373d-ba80-4ec8-9dce-21fd2327c762","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.086 Treatment Bay","QA - LCL"
"001f4e50-7d3e-4b0f-b5ee-b7791da2d0b4","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.086 Treatment Bay","QA - Hanlon Plumbing"
"ac6500f7-0ce0-4617-9066-41e5ff8e394f","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.086 Treatment Bay","QA - HelRimu"
"86ccff64-5df1-4587-947d-2a40e56b4408","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.086 Treatment Bay","QA - Gilcom"
"e6a1cd29-9a61-49c1-b886-390342ae9a8e","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.086 Treatment Bay","QA - Rauland"
"f8275010-4168-44e8-876c-7fcbca2173a2","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.086 Treatment Bay","QA - Premier Fire"
"6059ac6c-a6ee-49f0-a6b6-ca5c326f0325","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.086 Treatment Bay","QA - Data Talk"
"fc81bb5b-b2d0-4820-ae54-8246326b5344","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.086 Treatment Bay","QA - VAE"
"c977cb87-180a-402f-a213-3d4ae23ec27d","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.086 Treatment Bay","QA - Alpha"
"f081f0bd-b66c-4184-8a3f-f15dc517424e","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.086 Treatment Bay","QA - Contract Coatings"
"1641773e-538f-4c69-aa21-49ae49fc3f24","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.087 Treatment Bay"
"0299a9ca-8fce-47f8-a6c0-1ecce21180c5","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.087 Treatment Bay","QA - LCL"
"2e251622-8cd8-4187-9e85-3f16518548c9","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.087 Treatment Bay","QA - Hanlon Plumbing"
"1896a893-7d85-4ed3-abce-65022f62fe54","","pass","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.087 Treatment Bay","QA - HelRimu"
"fd02fe8e-ca6c-4efd-a52c-e861c74f8f1a","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.087 Treatment Bay","QA - Gilcom"
"66219947-d647-493b-a8d4-9136c1f7725d","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.087 Treatment Bay","QA - Rauland"
"17d75581-4700-4e24-b374-9515c5b3e693","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.087 Treatment Bay","QA - Premier Fire"
"5ae9f268-b968-4cf4-af54-54801f88409d","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.087 Treatment Bay","QA - Data Talk"
"5171233f-bf47-4aa5-853c-4d05d867cf83","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.087 Treatment Bay","QA - VAE"
"370c748b-d0fa-43a7-a53e-624186a0a574","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.087 Treatment Bay","QA - Alpha"
"580eb6bf-2d86-4397-8257-8650d0b5b238","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.087 Treatment Bay","QA - Contract Coatings"
"915024ae-659a-4052-a388-880accd147ea","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.088 Bay - HW"
"33029919-7fbe-432c-a8a4-647514660491","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.088 Bay - HW","QA - LCL"
"561d8c80-13ec-49e4-8fed-f6f062aa7772","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.088 Bay - HW","QA - Hanlon Plumbing"
"c1deca5d-032b-4435-85b4-83c0ae85eb29","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.088 Bay - HW","QA - HelRimu"
"525a8522-ac6b-449f-b6bd-06ba97b868d5","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.088 Bay - HW","QA - Gilcom"
"ee6ca1b6-17eb-4083-b389-29111dc827f0","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.088 Bay - HW","QA - Rauland"
"1f77b02d-3b25-4923-a09c-98a5b9d78287","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.088 Bay - HW","QA - Premier Fire"
"7c334a6f-229c-4cd2-923c-d86d30adadab","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.088 Bay - HW","QA - Data Talk"
"58c3fd8e-2028-4d72-a63c-dc236a694e9f","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.088 Bay - HW","QA - VAE"
"ee52bbf3-47d1-4277-a1af-f4a0c8a577b0","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.088 Bay - HW","QA - Alpha"
"3ce2e1b4-db1b-44d9-9cbd-b7f69746420c","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.088 Bay - HW","QA - Contract Coatings"
"25702281-b139-408f-a94c-b1a78952b158","","work-in-progress","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.089 Treatment Bay"
"9237c487-6b12-470e-88bc-e7f32fa2328c","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.089 Treatment Bay","QA - LCL"
"a36ba1d0-a410-4a28-9d0e-273c54e83f3d","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.089 Treatment Bay","QA - Hanlon Plumbing"
"7a347f93-08a9-4b4d-a3da-2708b2dff00e","","work-in-progress","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.089 Treatment Bay","QA - HelRimu"
"9e4cbbb0-8f9d-4f1d-b468-801bb359ef45","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.089 Treatment Bay","QA - Gilcom"
"d7034017-97ba-441e-b68a-cc63a19bd747","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.089 Treatment Bay","QA - Rauland"
"c5a9e92b-37f9-4251-8404-f36dbb8e1608","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.089 Treatment Bay","QA - Premier Fire"
"db162958-2e83-48de-8869-b6961c76e568","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.089 Treatment Bay","QA - Data Talk"
"9b406046-2a47-45cc-9551-cb5bc6101721","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.089 Treatment Bay","QA - VAE"
"7a3b4303-ad34-4293-84ca-9456d6c8c6b7","","not-started","QA - Alpha","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.089 Treatment Bay","QA - Alpha"
"71dde305-d68c-4159-853e-ee0f26655f7e","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.089 Treatment Bay","QA - Contract Coatings"
"c9e5e8ea-2fea-4ac2-bb94-ad22f0b22669","","not-started","","folder","TRUE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.090 Treatment Bay"
"d9f4b81d-59ca-4aa6-ad58-b0156c27e57c","","not-started","QA - LCL","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.090 Treatment Bay","QA - LCL"
"e979dfd8-f77d-4bb8-be9f-eae0dec2f457","","not-started","QA - Hanlon Plumbing","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.090 Treatment Bay","QA - Hanlon Plumbing"
"50f68b97-7683-4189-996a-5707b2d967d5","","not-started","QA - HelRimu","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.090 Treatment Bay","QA - HelRimu"
"0b7e71a7-e067-4bea-ae15-e7023754c185","","not-started","QA - Gilcom","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.090 Treatment Bay","QA - Gilcom"
"8aca8683-9855-4d42-a5cd-f55024a1ddbe","","not-started","QA - Rauland","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.090 Treatment Bay","QA - Rauland"
"49633681-6a8b-4ceb-8a31-9e652f9ddd26","","not-started","QA - Premier Fire","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.090 Treatment Bay","QA - Premier Fire"
"bda6e580-5abd-4848-95bc-810358603aa2","","not-started","QA - Data Talk","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.090 Treatment Bay","QA - Data Talk"
"d2357481-c7a3-4397-a67b-2f6d64ba1d52","","not-started","QA - VAE","checklist","FALSE","FALSE","Site QA","First Fix to Walls","Zone 1 (Between Gridlines 8&12)","147.00.090 Treatment Bay","QA - VAE"
