"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1dbd9579-0627-4161-a5be-97b51dc5a434","","checklist-flat","not-started","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"3efc0035-5d84-5ec0-b10e-9d57fbeb8c6e","","checkpoint-status","not-started","Job Details:d77abe71-7fa7-44a9-a0b2-beddfce10d3d","","TRUE","TRUE","Job Details","Site Info"
"513eb315-5dd1-5208-8a5d-194c8f5e4313","","checkpoint-status","not-started","Job Details:4c1b1e66-3649-48be-9932-e42626eb09fe","","TRUE","TRUE","Job Details","latest drawings (attached or referenced)"
"fc4abf63-5bc7-5a67-b35c-ed6bda22648e","","checkpoint-status","not-started","Job Details:a3bf576b-4273-4550-8452-9926f64ffab4","","TRUE","TRUE","Job Details","Scope of Works Attached"
"ade8ae17-b30f-5d50-b3c2-1c20b7478560","","checkpoint-status","not-started","Job Details:1706b349-a47c-4624-b8bb-9383712c718a","","TRUE","TRUE","Job Details","Additional Pre-Start Docs (attached or referenced)"
"8571d065-619a-4b63-bc3c-214ae1c60127","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"f6d3fdc1-e2ed-485a-b5aa-7f86e3af81c5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough-In"
"19505227-12f5-4e00-a5cc-522ba15497f9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor"
"e3395677-8e1c-449a-9163-575f45939eb5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor","GEF-G"
"73a8a49c-809f-4564-89e4-5683f1d5d2df","","checklist-flat","not-started","Duct Installation Checklist [F]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Floor","GEF-G","Duct Installation Checklist [F]"
"35a2bbb1-69c0-5c84-9c43-5aad5614f811","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:ef0ee9d4-a2b8-4a6c-a177-56446219c92e","","TRUE","TRUE","Site QA","Rough-In","Level-2","A2.12","Ventilation Checklist 1 Rough In [C]","Butterfly dampers are installed on the PODs grille neck and they are in a fully opened position and air tight sealed"
"22afef99-95d9-40ca-ac66-abbe90c32004","","checklist-flat","not-started","Flatpack Installation Checklist [O]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-2","A2.12","Flatpack Installation Checklist [O]"
"9a576ce0-fbe3-53f0-bd5d-0dfb5d963dec","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:8b2e5705-1ae5-42b9-8869-79637e1c3ba4","","TRUE","TRUE","Site QA","Rough-In","Level-2","A2.12","Flatpack Installation Checklist [O]","Flatpack duct is installed as per approved mechanical shop drawings"
"a676822f-ee8a-52a4-b680-ce6e2bd56b6b","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:507fd47d-b328-4b8a-87e5-1a4a150647c3","","TRUE","TRUE","Site QA","Rough-In","Level-2","A2.12","Flatpack Installation Checklist [O]","Internal side of flatpack duct and fittings are clear from debris and dust"
"87869a7e-60ef-58d6-84c0-2321a124d5b2","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:badee145-6d57-4763-8465-9036c409fbab","","TRUE","TRUE","Site QA","Rough-In","Level-2","A2.12","Flatpack Installation Checklist [O]","Is flatpack supported from ceiling using metal hangers or metal support clips at every 2m intervals so that the flatpacks are not sagging?"
"6c415f5a-d760-5f4a-b24a-5412bc1af85f","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:0ebf1d87-361c-451a-bc91-d1607ae9dd4b","","TRUE","TRUE","Site QA","Rough-In","Level-2","A2.12","Flatpack Installation Checklist [O]","Wherever the flatpacks are screwed into, ensure properly sealed"
"f857bb98-3faa-5a72-83cd-4479dcf6fc26","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:45ca1222-a69a-4ed5-923a-2e89306340d9","","TRUE","TRUE","Site QA","Rough-In","Level-2","A2.12","Flatpack Installation Checklist [O]","Flatpack joints & fittings are properly sealed."
"f755f81b-f68f-5991-8c2c-cec77118986f","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:7c1b48a7-f4a8-47fb-b226-f581977d52ae","","TRUE","TRUE","Site QA","Rough-In","Level-2","A2.12","Flatpack Installation Checklist [O]","Are correct type of fittings used?"
"43cf37f3-836c-5345-8c16-9177f731948e","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:3017c1b6-b5b0-4aa4-a8f4-486b6488a95e","","TRUE","TRUE","Site QA","Rough-In","Level-2","A2.12","Flatpack Installation Checklist [O]","Visual inspection"
"c3d73c62-574c-4005-bb0f-fd40fca54b01","","checklist-flat","not-started","Access Panel 1 Rough In [D]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-2","A2.12","Access Panel 1 Rough In [D]"
"bc4e355f-b5de-5e18-92e6-6846953dcaef","","checkpoint-status","not-started","Access Panel 1 Rough In [D]:a48e7d1b-c2b2-4054-8c80-15b83e0d2c43","","TRUE","TRUE","Site QA","Rough-In","Level-2","A2.12","Access Panel 1 Rough In [D]","Access Panel location has been marked on floor as per RCP"
"b5d0c1dc-fa73-50b8-8bbd-ab4cfa641eec","","checkpoint-status","not-started","Access Panel 1 Rough In [D]:ff849be6-fdb7-45fb-9224-7abc3d17d8e9","","TRUE","TRUE","Site QA","Rough-In","Level-2","A2.12","Access Panel 1 Rough In [D]","Access panel location allows sufficient access equipment"
"cd3ed461-27fd-56cd-880a-18ca44df9580","","checkpoint-status","not-started","Access Panel 1 Rough In [D]:5b0a5c56-375f-4d82-905e-07848f77b217","","TRUE","TRUE","Site QA","Rough-In","Level-2","A2.12","Access Panel 1 Rough In [D]","All other other services do not impede access"
"3cc52ae2-286e-41e9-8300-2ac714db8361","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-2","A2.12","Sign Off"
"7e17db8d-8635-5c33-9c74-1aa7434e7217","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Rough-In","Level-2","A2.12","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"703dcc83-e04d-5164-95ac-925471498407","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Rough-In","Level-2","A2.12","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"c343ea30-d7f2-48dc-934b-41c6090118c2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Level-3"
"6391345f-e660-4c0d-8def-97d9de1e68e0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Level-3","A3.01"
"69fe3567-b1b9-488d-a726-000c75f832a2","","checklist-flat","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-3","A3.01","Ventilation Checklist 1 Rough In [C]"
"01220229-9764-5e4c-b35b-652876ade706","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:4df8e253-0fe5-4be1-8a0b-5b96a77dce5d","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Ventilation Checklist 1 Rough In [C]","Is the installation area unobstructed?"
"30bdd3e6-ccd1-561b-8895-e191ae19b2e8","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:19b87acf-bd40-4bdf-8e4d-d05e0ffb0fca","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Ventilation Checklist 1 Rough In [C]","Fans installed within ceiling areas are in the correct location as per Mechanical Drawings"
"cf5fc4a9-3396-50b0-8a1e-5e3be0408e56","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:def0ac98-de42-41a1-8360-e6e15c66bd93","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Ventilation Checklist 1 Rough In [C]","Fans Installed correctly with rubber isolation pads"
"4d628333-3cb8-5f51-a056-461b8a236f28","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:acbf0d41-3031-496b-ad68-1a6f0c8f5a1b","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Ventilation Checklist 1 Rough In [C]","All Flex has been run to correct location"
"4534f1a8-2b49-5d21-9c70-fa44650b9388","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:6eb3dbb3-be1a-4733-a384-d0210913b671","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Ventilation Checklist 1 Rough In [C]","All flex are hung independent of other services and supported by intact load spreaders"
"45f291b0-bdd7-5e37-b900-50c197f55268","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:ef0ee9d4-a2b8-4a6c-a177-56446219c92e","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Ventilation Checklist 1 Rough In [C]","Butterfly dampers are installed on the PODs grille neck and they are in a fully opened position and air tight sealed"
"7e3c474b-2638-48ef-bfff-c5b33464b031","","checklist-flat","not-started","Flatpack Installation Checklist [O]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-3","A3.01","Flatpack Installation Checklist [O]"
"c09f2ed3-6e56-5e05-8b2a-8fefb5fd7fba","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:8b2e5705-1ae5-42b9-8869-79637e1c3ba4","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Flatpack Installation Checklist [O]","Flatpack duct is installed as per approved mechanical shop drawings"
"4477a01e-b443-5ab7-8f09-603fdd0e22d3","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:507fd47d-b328-4b8a-87e5-1a4a150647c3","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Flatpack Installation Checklist [O]","Internal side of flatpack duct and fittings are clear from debris and dust"
"1ba675c6-031f-55ea-bc25-60b71a61af61","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:badee145-6d57-4763-8465-9036c409fbab","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Flatpack Installation Checklist [O]","Is flatpack supported from ceiling using metal hangers or metal support clips at every 2m intervals so that the flatpacks are not sagging?"
"614044a8-1d25-551f-a3d1-3f9e55d68a6a","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:0ebf1d87-361c-451a-bc91-d1607ae9dd4b","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Flatpack Installation Checklist [O]","Wherever the flatpacks are screwed into, ensure properly sealed"
"7333ccc7-af63-5abd-bb7c-d33bdca64f1a","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:45ca1222-a69a-4ed5-923a-2e89306340d9","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Flatpack Installation Checklist [O]","Flatpack joints & fittings are properly sealed."
"92da7a77-691e-5bc9-a78c-b23644b37c65","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:7c1b48a7-f4a8-47fb-b226-f581977d52ae","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Flatpack Installation Checklist [O]","Are correct type of fittings used?"
"69f176e0-f67a-5e34-bc80-3e38d0b9eb27","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:3017c1b6-b5b0-4aa4-a8f4-486b6488a95e","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Flatpack Installation Checklist [O]","Visual inspection"
"9d9da4ee-95c0-49ab-9e73-2a1999fd8e3e","","checklist-flat","not-started","Access Panel 1 Rough In [D]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-3","A3.01","Access Panel 1 Rough In [D]"
"ecead208-e74e-5445-899c-80ae968b8f5c","","checkpoint-status","not-started","Access Panel 1 Rough In [D]:a48e7d1b-c2b2-4054-8c80-15b83e0d2c43","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Access Panel 1 Rough In [D]","Access Panel location has been marked on floor as per RCP"
"5fb555c4-ef4f-5133-8367-95e2403fa18f","","checkpoint-status","not-started","Access Panel 1 Rough In [D]:ff849be6-fdb7-45fb-9224-7abc3d17d8e9","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Access Panel 1 Rough In [D]","Access panel location allows sufficient access equipment"
"0d7700e2-1a3c-5755-8e63-6ad4986ecfe2","","checkpoint-status","not-started","Access Panel 1 Rough In [D]:5b0a5c56-375f-4d82-905e-07848f77b217","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Access Panel 1 Rough In [D]","All other other services do not impede access"
"532e2c44-55d2-4c31-b931-aeb7268b540c","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-3","A3.01","Sign Off"
"7d3fdf8a-8ca6-52c2-baba-a19d95932a46","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"c8d9e5f1-5cfa-5220-8ef4-89d7fef57e3c","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.01","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"c57b29c9-4811-424d-ba48-463443871103","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Level-3","A3.02"
"eb9642e2-0cd6-45c8-b29f-7b4ac904a4ec","","checklist-flat","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-3","A3.02","Ventilation Checklist 1 Rough In [C]"
"a590c90a-eeaa-521e-96d9-4942f2be1dde","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:4df8e253-0fe5-4be1-8a0b-5b96a77dce5d","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Ventilation Checklist 1 Rough In [C]","Is the installation area unobstructed?"
"e3de6017-deb4-5345-ba0d-43611851a0e4","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:19b87acf-bd40-4bdf-8e4d-d05e0ffb0fca","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Ventilation Checklist 1 Rough In [C]","Fans installed within ceiling areas are in the correct location as per Mechanical Drawings"
"e16ac6ab-20e0-5699-9aca-9644bc0b8c6d","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:def0ac98-de42-41a1-8360-e6e15c66bd93","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Ventilation Checklist 1 Rough In [C]","Fans Installed correctly with rubber isolation pads"
"05de2c4a-f641-57b5-9b72-8e9cb4f19a18","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:acbf0d41-3031-496b-ad68-1a6f0c8f5a1b","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Ventilation Checklist 1 Rough In [C]","All Flex has been run to correct location"
"615ef2fc-fb9c-595b-961c-4e7b4d9a3ad0","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:6eb3dbb3-be1a-4733-a384-d0210913b671","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Ventilation Checklist 1 Rough In [C]","All flex are hung independent of other services and supported by intact load spreaders"
"d0d29239-1779-5f64-b47d-2418243a9192","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:ef0ee9d4-a2b8-4a6c-a177-56446219c92e","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Ventilation Checklist 1 Rough In [C]","Butterfly dampers are installed on the PODs grille neck and they are in a fully opened position and air tight sealed"
"3dd383ee-b5fc-4243-98a2-f3d2605426e5","","checklist-flat","not-started","Flatpack Installation Checklist [O]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-3","A3.02","Flatpack Installation Checklist [O]"
"ed9eddb1-7534-5b84-a310-0709b8d6bb74","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:8b2e5705-1ae5-42b9-8869-79637e1c3ba4","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Flatpack Installation Checklist [O]","Flatpack duct is installed as per approved mechanical shop drawings"
"ca369b9a-bead-59eb-a8a3-8262d0fabbf1","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:507fd47d-b328-4b8a-87e5-1a4a150647c3","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Flatpack Installation Checklist [O]","Internal side of flatpack duct and fittings are clear from debris and dust"
"0a8d3148-beba-5eb8-85bc-3718023220f5","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:badee145-6d57-4763-8465-9036c409fbab","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Flatpack Installation Checklist [O]","Is flatpack supported from ceiling using metal hangers or metal support clips at every 2m intervals so that the flatpacks are not sagging?"
"b01d285a-b695-55a7-a114-200acee92628","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:0ebf1d87-361c-451a-bc91-d1607ae9dd4b","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Flatpack Installation Checklist [O]","Wherever the flatpacks are screwed into, ensure properly sealed"
"1ff40be1-7cf7-5037-a643-b3e9f7df4823","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:45ca1222-a69a-4ed5-923a-2e89306340d9","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Flatpack Installation Checklist [O]","Flatpack joints & fittings are properly sealed."
"d15b5c6b-0085-52b8-bbdc-294e96d7c43d","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:7c1b48a7-f4a8-47fb-b226-f581977d52ae","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Flatpack Installation Checklist [O]","Are correct type of fittings used?"
"c945abfa-67d6-5dbf-9a90-638b7cd3f0cb","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:3017c1b6-b5b0-4aa4-a8f4-486b6488a95e","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Flatpack Installation Checklist [O]","Visual inspection"
"adf167d2-12e8-4464-97bb-77619c291a96","","checklist-flat","not-started","Access Panel 1 Rough In [D]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-3","A3.02","Access Panel 1 Rough In [D]"
"324ffead-9084-5f76-a547-824e3d832302","","checkpoint-status","not-started","Access Panel 1 Rough In [D]:a48e7d1b-c2b2-4054-8c80-15b83e0d2c43","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Access Panel 1 Rough In [D]","Access Panel location has been marked on floor as per RCP"
"0ab07d5f-3b67-5a01-8bb7-96e934e08621","","checkpoint-status","not-started","Access Panel 1 Rough In [D]:ff849be6-fdb7-45fb-9224-7abc3d17d8e9","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Access Panel 1 Rough In [D]","Access panel location allows sufficient access equipment"
"b9108c20-97a4-5cdc-9b82-4c84a4751b62","","checkpoint-status","not-started","Access Panel 1 Rough In [D]:5b0a5c56-375f-4d82-905e-07848f77b217","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Access Panel 1 Rough In [D]","All other other services do not impede access"
"3df7edf3-7de5-4cc0-949d-dbad6057d8b6","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-3","A3.02","Sign Off"
"d7c87388-6798-5dca-ae91-85394385c001","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"6608e00d-7816-5a11-bc02-128d8b1b612c","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.02","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"365d9ef4-5639-4906-8bc5-e09f942ec5fb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Level-3","A3.03"
"f3163780-17f8-4994-8b9d-c5f02e86fd50","","checklist-flat","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-3","A3.03","Ventilation Checklist 1 Rough In [C]"
"7b4849cc-582b-552e-8f08-69f8e122a512","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:4df8e253-0fe5-4be1-8a0b-5b96a77dce5d","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Ventilation Checklist 1 Rough In [C]","Is the installation area unobstructed?"
"16970d9a-557d-53fa-bf58-1a996eb687bf","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:19b87acf-bd40-4bdf-8e4d-d05e0ffb0fca","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Ventilation Checklist 1 Rough In [C]","Fans installed within ceiling areas are in the correct location as per Mechanical Drawings"
"8e44a955-6cb0-58db-bbdd-60782ebe525e","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:def0ac98-de42-41a1-8360-e6e15c66bd93","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Ventilation Checklist 1 Rough In [C]","Fans Installed correctly with rubber isolation pads"
"2df3b3ee-b70b-5023-bfc7-57c1ff1318a6","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:acbf0d41-3031-496b-ad68-1a6f0c8f5a1b","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Ventilation Checklist 1 Rough In [C]","All Flex has been run to correct location"
"de734abe-9662-5ff0-979f-06fdceba7277","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:6eb3dbb3-be1a-4733-a384-d0210913b671","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Ventilation Checklist 1 Rough In [C]","All flex are hung independent of other services and supported by intact load spreaders"
"b4f466a3-438b-532e-a47d-93d33e9aade0","","checkpoint-status","not-started","598117dd772cf441a7f44da8de60656d38d0a4c78ddf1e09ec4edafcf85cbae3:ef0ee9d4-a2b8-4a6c-a177-56446219c92e","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Ventilation Checklist 1 Rough In [C]","Butterfly dampers are installed on the PODs grille neck and they are in a fully opened position and air tight sealed"
"45b8f80f-db15-44ec-bff6-d94d76d47a95","","checklist-flat","not-started","Flatpack Installation Checklist [O]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-3","A3.03","Flatpack Installation Checklist [O]"
"31e7fbde-f3b7-5e3b-b9cb-2ebc24204de1","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:8b2e5705-1ae5-42b9-8869-79637e1c3ba4","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Flatpack Installation Checklist [O]","Flatpack duct is installed as per approved mechanical shop drawings"
"50893905-c8e4-5093-a2bb-554f7df7d336","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:507fd47d-b328-4b8a-87e5-1a4a150647c3","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Flatpack Installation Checklist [O]","Internal side of flatpack duct and fittings are clear from debris and dust"
"8d69d8b0-fa1d-5c82-8594-b868662c717e","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:badee145-6d57-4763-8465-9036c409fbab","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Flatpack Installation Checklist [O]","Is flatpack supported from ceiling using metal hangers or metal support clips at every 2m intervals so that the flatpacks are not sagging?"
"32f26d2a-5e89-5518-b968-ef938013456c","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:0ebf1d87-361c-451a-bc91-d1607ae9dd4b","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Flatpack Installation Checklist [O]","Wherever the flatpacks are screwed into, ensure properly sealed"
"ecee089a-d940-5ced-95f2-7af66d131d71","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:45ca1222-a69a-4ed5-923a-2e89306340d9","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Flatpack Installation Checklist [O]","Flatpack joints & fittings are properly sealed."
"101efa35-46f2-5f50-b7be-5812b022f441","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:7c1b48a7-f4a8-47fb-b226-f581977d52ae","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Flatpack Installation Checklist [O]","Are correct type of fittings used?"
"9b55c51e-b212-5d08-8aa3-53cbf4e5d706","","checkpoint-status","not-started","Flatpack Installation Checklist [O]:3017c1b6-b5b0-4aa4-a8f4-486b6488a95e","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Flatpack Installation Checklist [O]","Visual inspection"
"b09a4ada-909c-4ddc-ba54-b024dd67b76f","","checklist-flat","not-started","Access Panel 1 Rough In [D]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-3","A3.03","Access Panel 1 Rough In [D]"
"64e9e199-62fc-5a00-ad48-e4bb8667e52d","","checkpoint-status","not-started","Access Panel 1 Rough In [D]:a48e7d1b-c2b2-4054-8c80-15b83e0d2c43","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Access Panel 1 Rough In [D]","Access Panel location has been marked on floor as per RCP"
"9e5bb2d1-0bfa-550c-a7d2-f109a3eb605b","","checkpoint-status","not-started","Access Panel 1 Rough In [D]:ff849be6-fdb7-45fb-9224-7abc3d17d8e9","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Access Panel 1 Rough In [D]","Access panel location allows sufficient access equipment"
"243f8d76-70ed-53b1-8f36-391c505a2ace","","checkpoint-status","not-started","Access Panel 1 Rough In [D]:5b0a5c56-375f-4d82-905e-07848f77b217","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Access Panel 1 Rough In [D]","All other other services do not impede access"
"d1c9f6fe-3ab7-46a8-b0da-8f1618fe6518","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Level-3","A3.03","Sign Off"
"d4a2dfc4-afff-58f5-9698-984cf71236de","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"82d1e68e-9fa6-5310-a830-40bf675fbc96","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Rough-In","Level-3","A3.03","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"cd570d42-0fe3-4420-8415-7602fcf395d0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Level-3","A3.04"
