"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b590e46f-b13b-4737-b81d-3eecc117debc","","folder-normal","","","step","TRUE","FALSE","Project Build QA"
"8a65bdcd-b88a-494d-8302-3be554a93433","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure"
"24129d55-064f-4402-8be0-5ffadeca82f7","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure","Sub Structure"
"0e417027-11f9-4cfc-804c-1210bc1ac0b2","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Structure","Sub Structure","Demolition"
"bdaaec56-2a93-4aef-9453-cfd396a2d7f3","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Facade","Levels","Ground Level"
"c63feb30-3978-4fc3-80b3-32939972fc13","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Ground Level","Unit 002"
"94f7fb4a-1554-4df5-bbce-101f85ee03f0","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Ground Level","Unit 001"
"27a2ba68-7872-4f69-9810-d6f5cefa2685","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Facade","Levels","Level 1"
"7859d4a6-264b-43d7-b40d-a22e51182d53","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 1","Unit 112"
"7b88570c-e3d1-4ae6-9a2b-fb94b66e064b","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 1","Unit 111"
"e0d390ae-ef39-4767-b36d-ddac4a4c6286","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 1","Unit 110"
"b1d32065-bcdf-4b02-bb98-5181e30e450c","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 1","Unit 109"
"38045e8d-b2c2-4be2-aa49-734cdd02d858","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 1","Unit 108"
"bdc7d2a0-bbc5-4ca6-8d40-6453e52fe2f2","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 1","Unit 107"
"3175d493-7cc2-4a43-9d70-a5c8e4679a7c","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 1","Unit 106"
"2c381cf3-22c7-4980-8098-112bf35102e7","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 1","Unit 105"
"733f157e-ae30-4346-9f7f-5e3c96878831","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 1","Unit 104"
"b18d744a-be45-4e36-bebd-07f1bc6794cf","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Facade","Levels","Level 2"
"963e4db0-b32d-40de-86a7-bb59e954226c","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 2","Unit 212"
"d910d213-a442-4038-bb81-1481b1fe34ad","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 2","Unit 211"
"f0eb3622-dae9-4bd2-a4b7-443a4c43f719","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 2","Unit 210"
"093d4616-25f0-42fa-91d7-9231304d5e95","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 2","Unit 209"
"dedfc15f-11bc-4f43-85a8-282b7e32f4c1","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 2","Unit 208"
"ac903e52-8d2e-41b2-b817-45153a7d03d6","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 2","Unit 207"
"4db7ffcc-b3f3-4889-b521-06e26b4fa140","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 2","Unit 206"
"93fc1c77-4381-4e6e-9d88-6500ec4f57bf","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 2","Unit 205"
"9a5f39e3-af71-4b35-8da8-41c0a0f3730f","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 2","Unit 204"
"fe56cb76-7b0f-4eb5-a15e-3535d0aa5af6","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Facade","Levels","Level 3"
"ab530ee8-fca0-4fe5-93cf-81687e2a1c80","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 3","Unit 312"
"003ea3cd-9287-43c8-9cf2-26118a51e8de","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 3","Unit 311"
"5a9c515d-d615-4de1-838e-45861b128ed7","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 3","Unit 310"
"735d0332-1c09-4eb1-a7d0-2dc12927d3f8","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 3","Unit 309"
"ad20688e-306c-4ca5-9bdb-ab5b3de8a57f","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 3","Unit 308"
"a60b3a5c-5487-489d-b5af-db143584813c","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 3","Unit 307"
"3973b3b7-d27b-4fb7-b7d8-a0325d249fad","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 3","Unit 306"
"ddc457d7-59f8-4e97-a6d1-5ca2ea48e5a7","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 3","Unit 305"
"443ab18d-eacc-4004-958f-fdedcf62ec6b","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 3","Unit 304"
"9d642f51-328a-48d1-978b-ceba0aeaf11f","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Facade","Levels","Level 4"
"ac474bef-1a15-4319-b667-3f397d155b2a","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 4","Unit 407"
"654fd667-0dbd-4d46-ba9a-fb8e51be8e83","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 4","Unit 406"
"6d1e130b-3f58-4c1d-8902-cf8eb2b2a043","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 4","Unit 405"
"c0263fee-5b17-4780-8b5b-e0e67bf7262d","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 4","Unit 404"
"33483c9a-975c-431d-a6b6-3bc9bd5dadb6","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 4","Unit 403"
"73b9ae67-d6fb-41fb-88a0-65e4406118a0","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Facade","Levels","Level 5"
"adca5918-92b4-46f8-b921-19b4b4712961","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 5","Unit 505"
"d390b42b-92d0-437d-a41f-5f4cf2cc3ead","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 5","Unit 504"
"eac2a39b-98df-4da9-8f4c-8ec501d356bd","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 5","Unit 503"
"866ce93d-1760-4c4e-8d56-52ee162fe164","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Facade","Levels","Level 6"
"663235af-4fa6-413d-9ca8-7414bdd03a7c","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 6","Unit 605"
"76d9b8a7-6a66-4217-aff4-55a2f888a95d","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 6","Unit 604"
"2e16d998-e778-48da-b072-0503abedc6eb","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 6","Unit 603"
"d56e6be4-ee43-498a-9d97-7e8d9efb6363","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Facade","Levels","Level 7"
"07dff875-fa81-41e1-b85f-ef99a868ff6f","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 7","Unit 705"
"ad8ff0ed-43cf-47a8-b894-6decc5e90940","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 7","Unit 704"
"5c4d9215-bba9-47f1-8078-8605c847f511","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 7","Unit 703"
"156394aa-5a76-4ccd-a9e0-0d4d1dda4f41","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Facade","Levels","Level 8"
"78b6f545-e835-43cd-b611-1ad5ea40b285","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 8","Unit 804"
"0de866be-9159-4f02-ac9b-6dfd53a2f15c","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 8","Unit 803"
"61f9d705-8115-44ae-ad46-179d7373de1c","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Facade","Levels","Level 9"
"cc46f252-1709-4390-a54b-5e7c1c705433","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 9","Unit 902"
"01aa9837-7182-4ca5-8281-4efde46a2bf7","","checklist-flat","","Facade Checklist","checklist-flat","FALSE","FALSE","Project Build QA","Facade","Levels","Level 9","Unit 903"
"68ba5f45-fb26-4b44-9a9d-2e23eb888405","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Facade","Inspections"
"37aa53cf-10e3-4b46-9a4f-8029fd670edf","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout"
"2354470a-64cd-49d5-a065-8ff30ec0513d","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Ground Level"
"fdbeaaf9-ec9d-4b28-8be4-c1b1e3a8ae81","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Ground Level","Unit 001"
"011ab91b-413b-4eba-ae01-b403f634a342","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Ground Level","Unit 001","Preline"
"ab93461c-bca1-4779-a0c8-2f2c9214916a","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Ground Level","Unit 001","Postline"
"9f6c6756-4909-4ac2-b7e8-4fca59066fc3","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Ground Level","Unit 001","Postline","Postline (Passive Fire)"
"c26229aa-caaa-4d31-9c3a-95bd77d7bf1e","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Ground Level","Unit 001","Postline","Postline (Services)"
"c884cb86-d673-41cd-9598-6e284ceb4e24","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Ground Level","Unit 002"
"bb4b903d-79de-4c2b-a935-a71ddea7948a","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Ground Level","Unit 002","Preline"
"38f7a858-e7a4-47ba-a673-aff0655cedad","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Ground Level","Unit 002","Postline"
"c2023e44-f5db-4f6d-8077-77e7ede574aa","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Ground Level","Unit 002","Postline","Postline (Passive Fire)"
"62ac7504-d576-4f5e-ab60-d6ec8e56b399","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Ground Level","Unit 002","Postline","Postline (Services)"
"73897afe-00ca-4278-883f-04de362b7da1","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Ground Level","Inspections"
"5e1cf4df-c757-4692-a41e-4a10b68ef10f","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1"
"9b0c332e-31e7-4f9e-8679-b59626684432","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 101"
"a4816a20-9104-4052-a2a3-d8f014c4cb06","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 101","Preline"
"f248a424-151b-4c5c-b07a-5259c371c903","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 101","Postline"
"291f4373-540d-4cfe-8a70-853c9052e7b2","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 101","Postline","Postline (Passive Fire)"
"f8c5133d-d8bf-4e9e-8763-2613289599bc","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 101","Postline","Postline (Services)"
"dd118c1b-f742-4227-8433-1ed23d4334c5","","checklist-flat","","QA - 33. Postline – passive fire (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 101","Postline (Passive Fire) - Level 1"
"947b6dd3-8415-4959-b499-e76dedc802a6","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 102"
"702632ce-8c9f-4b4f-8f1b-424e2ec24227","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 102","Preline"
"90ba2d9b-c55a-489b-b21b-b1149aab675a","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 102","Postline"
"177dd037-2768-4909-80e9-944a31d936cf","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 102","Postline","Postline (Passive Fire)"
"7c1e87d4-a074-4fe4-8038-24bacc42573c","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 102","Postline","Postline (Services)"
"ec09e9c1-b2d1-4e27-ab97-255cb6dcbf31","","checklist-flat","","QA - 33. Postline – passive fire (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 102","Postline (Passive Fire) - Level 1"
"2ac928ed-a2f4-4eea-9dfd-09276d10680b","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 103"
"20c083c7-e362-42da-adbd-7c836b8a6c88","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 103","Preline"
"ed31c2e6-6045-49a6-ae57-40b8ca432d04","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 103","Postline"
"b8e64690-ae30-4a5c-bdef-07395606732d","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 103","Postline","Postline (Passive Fire)"
"2a59e6fe-2283-4c9e-bf65-1fcbf481608c","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 103","Postline","Postline (Services)"
"5a3820e0-a2a0-458b-9725-948bdc82457e","","checklist-flat","","QA - 33. Postline – passive fire (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 103","Postline (Passive Fire) - Level 1"
"84013d7f-b741-4c91-aff0-62d01e66daa6","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 104"
"e2d273b8-776a-43bc-95fb-a51bd3edb691","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 104","Preline"
"2d504edf-48c3-46c5-a57e-309fa78fe635","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 104","Postline"
"4061ba27-a057-42e2-a650-50ce6a7524c9","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 104","Postline","Postline (Passive Fire)"
"889a2de1-eccf-40f6-9402-2782cb8df60c","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 104","Postline","Postline (Services)"
"1f46f792-4d79-49bf-b310-baeedb1f7a58","","checklist-flat","","QA - 33. Postline – passive fire (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 104","Postline (Passive Fire) - Level 1"
"b92afe7d-2e74-4dee-8c95-dac494dd623e","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 105"
"c3bd95ff-332b-49fe-92e4-2d8c0f06579c","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 105","Preline"
"bfbbdd26-d84e-4966-91fb-7afd06426d6e","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 105","Postline"
"836822d8-ef1a-4677-8aef-4f76beff653d","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 105","Postline","Postline (Passive Fire)"
"27c60e28-4ae5-4c1a-94b0-0315ac9021be","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 105","Postline","Postline (Services)"
"3fbfabc7-82cc-4023-8502-9e6e6baf9fed","","checklist-flat","","QA - 33. Postline – passive fire (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 105","Postline (Passive Fire) - Level 1"
"9e1496a9-bb7e-4461-94ad-d7ab50210fe9","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 106"
"e77fc83c-ae13-41ec-8a36-354078d39009","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 106","Preline"
"1a27a49f-d18e-445b-99e4-18c1f6cdc139","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 106","Postline"
"f3b597cc-aded-4874-8b29-41aba77676b2","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 106","Postline","Postline (Passive Fire)"
"67e0d0b1-eae9-4f98-b195-e15e08bb8e40","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 106","Postline","Postline (Services)"
"a3132fe7-37ac-4394-9b98-279439062f3a","","checklist-flat","","QA - 33. Postline – passive fire (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 106","Postline (Passive Fire) - Level 1"
"6ed66afd-93b9-4133-939e-518fec44a04e","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 107"
"321a7d64-d6d4-4845-ac9a-08f6eb0bbf43","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 107","Preline"
"0480d9a3-0002-4728-b7e2-db431e7837af","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 107","Postline"
"80234588-98dd-4934-baed-d656f1ca1ae6","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 107","Postline","Postline (Passive Fire)"
"6f5aaca6-19e6-444f-b15e-189ac948aa0b","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 107","Postline","Postline (Services)"
"b361ace2-3ea9-42bb-8b57-b18032775d22","","checklist-flat","","QA - 33. Postline – passive fire (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 107","Postline (Passive Fire) - Level 1"
"3e063727-1bba-4fbc-9b35-700965bf5b67","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 108"
"215fcae9-0e39-4eb4-9f15-e688aac2812a","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 108","Preline"
"562b4ceb-ca94-4b05-ad5f-b5a3b99a6843","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 108","Postline"
"fe12063e-a3d3-46c7-bad9-ca90d2c84e61","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 108","Postline","Postline (Passive Fire)"
"d344d5f6-7047-4083-b6ef-2492cdad95d2","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 108","Postline","Postline (Services)"
"190f38de-01b7-4a8e-9e29-f1f0fec78f40","","checklist-flat","","QA - 33. Postline – passive fire (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 108","Postline (Passive Fire) - Level 1"
"71a82410-032e-4cb5-9d75-da6717021847","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 109"
"8a108b8b-e7f1-4023-9602-7d9532b9fef9","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 109","Preline"
"3cfb2026-eda2-492e-8b3a-c5c08df6540c","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 109","Postline"
"e3528095-ddba-488f-927c-88153a891715","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 109","Postline","Postline (Passive Fire)"
"ccbf4dc9-f703-4b62-8b23-e284733b1bfa","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 109","Postline","Postline (Services)"
"56e4334e-c307-45b3-8fdc-5d556207b7c9","","checklist-flat","","QA - 33. Postline – passive fire (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 109","Postline (Passive Fire) - Level 1"
"5f227931-232e-48e1-9f5a-d76801c28311","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 110"
"0b59dd17-7a44-4831-921e-80c9fbce1aca","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 110","Preline"
"7fdbbbda-afa6-4bb0-b6a3-b75f28615762","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 110","Postline"
"4e69fc92-c539-4fb8-9aa7-d06d26d1b8c9","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 110","Postline","Postline (Passive Fire)"
"28b2a73f-c4e5-4cd8-9923-4c3aaf751cba","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 110","Postline","Postline (Services)"
"df426b04-4598-46d5-b313-4d31f37083f4","","checklist-flat","","QA - 33. Postline – passive fire (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 110","Postline (Passive Fire) - level 1"
"85fc137e-7111-4cde-8375-67d10d1b6c80","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 111"
"188c02f2-99cd-4022-a3a3-84b9d4c81b46","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 111","Preline"
"d55cf711-0500-4be0-a227-cd8c39d07afb","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 111","Postline"
"7106a619-d801-4c22-bcf0-17cca9105cba","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 111","Postline","Postline (Passive Fire)"
"c271eae5-e19f-4e16-ac7a-dba54fc77f96","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 111","Postline","Postline (Services)"
"b5fc6f62-b4e6-41ed-b8c8-18406b1cdc35","","checklist-flat","","QA - 33. Postline – passive fire (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 111","Postline (Passive Fire) - Level 1"
"d2207e27-1207-4346-a42c-ed2efc2f545c","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 112"
"58736d12-a5ab-4f38-8859-4d02d7893aff","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 112","Preline"
"5fe562aa-b686-44c7-8a88-992da92a49ef","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 112","Postline"
"10044d9a-6bd5-4ef2-a52a-b1a380ebfbce","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 112","Postline","Postline (Passive Fire)"
"7dd50d4e-8555-4c69-adfa-ca28b45ae097","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 112","Postline","Postline (Services)"
"628f9fc1-50c4-4f88-9c76-f1f75617d32d","","checklist-flat","","QA - 33. Postline – passive fire (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 112","Postline (Passive Fire) - Level 1"
"030ca5e3-a481-4f01-ab91-7bf545839e2c","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 113"
"1faf52a3-f82b-417a-acd5-b1e3975d9df1","","checklist-flat","","Preline","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 113","Preline"
"4c9a8ab7-e82f-4853-898f-813ecccb9505","","folder-normal","","","step","TRUE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 113","Postline"
"3a012914-9b12-47d2-baff-a45183ff30d0","","checklist-flat","","Postline (Passive Fire)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 113","Postline","Postline (Passive Fire)"
"93328596-080f-45a8-94d2-e88675501cf6","","checklist-flat","","Postline (Services)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 113","Postline","Postline (Services)"
"4e0c417c-fb4f-4995-be52-d903fb0640ac","","checklist-flat","","QA - 33. Postline – passive fire (RevA)","checklist-flat","FALSE","FALSE","Project Build QA","Interior Fitout","Level 1","Unit 113","Postline (Passive Fire) - Level 1"
