"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d5cc41d5-36da-4f85-9bc6-488a6a1f7415","","folder-normal","work-in-progress","","step","FALSE","FALSE","MCB Plumbing QA"
"f1ad5bca-e707-4182-b2b5-5158cd3ec63c","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A"
"8f7e41aa-2c29-57fa-b457-a58b27785b61","","checklist-sectioned","pass","Sewer & Stormwater","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01A","Sewer & Stormwater"
"c644802b-d1f0-495d-b0f5-20f04fa5a60b","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix"
"55d089da-a0f9-4c5e-8841-74b3ddbc50bb","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 0"
"9860a8fe-9b5a-4183-9065-4d8e8ce5d260","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 0","Common Areas"
"964ab32b-7bcc-41a5-b3b5-189d60e29aab","","checklist-sectioned","not-started","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","Common Areas","HWC"
"0bd0b0df-8c3f-46a8-8975-12e25a203aae","","checklist-sectioned","not-started","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","Common Areas","SUB"
"43a072e6-33a1-417f-b980-7a45957126f9","","checklist-sectioned","work-in-progress","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","Corridors"
"18cef265-89a5-47e0-8384-a1d2b784683a","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments"
"de6c87d6-3b7c-4f6e-a11e-14a1aa98a65c","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 562"
"6ca30f4f-648e-4bb7-8276-87a00bcbbde8","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 563"
"ff55817d-9629-43c4-9cef-bffa5add08bc","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 564"
"ce6d7aa4-c39c-4222-8faf-0ff3c826ca73","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 565"
"b42d4a06-1c77-474c-899d-c31d00eed375","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 566"
"3d3390fc-1f3c-45db-a68e-b5a8b86e694e","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 567"
"a0c51571-450c-459d-a913-b8fecef26dc6","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 568"
"bd2b8897-7650-4c01-95ae-fdd4f8c6959b","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 569"
"03c3a127-7410-4d79-a428-cfc6ec4981aa","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 570"
"c62dcc75-3ce8-455f-9ac1-69168f5ce74b","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 571"
"155ee830-5f8b-449f-a2b0-5c9b7cdeb6ab","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 572"
"49d97e60-9f80-454d-9107-29b4bb50439d","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 573"
"73940eae-abb4-4bbf-bef1-362b34af86d2","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 574"
"4e31a57d-36b0-4669-9ab2-2470c1a7948c","","checklist-sectioned","work-in-progress","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 575"
"73072a06-de60-441b-85eb-ad04d3bb2bcb","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 576"
"50387585-eb6a-4a1c-8be7-1139b1c70f6e","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 577"
"c005bdd5-50eb-4787-b906-c43059d0f1e5","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 578"
"13293fb7-7a95-4ba3-b9f9-852be5a9155d","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 579"
"5d51ce46-4373-472a-93d2-1a6990da7786","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 580"
"4d343346-f1d9-4e00-9cec-8884a8431789","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 581"
"11e35d1a-6516-470a-ad62-ae15e87552fa","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 582"
"edc13978-f7a2-4bf6-99b1-70363d7d12ff","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 583"
"a1bb941c-7196-4274-9087-6b98a48f6abb","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 584"
"2542fd93-0985-41db-afa8-7b76302d8a50","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 585"
"4cdecaf9-c481-444d-9939-91c7d14e5c28","","checklist-sectioned","pass","Plumbing 2nd Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","Second Fix","Level 5","ALS Apartments","ALS 586"
"5984e7f3-89f6-45b4-8fb5-6f2317d313b5","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm"
"7bb6581d-501f-4903-8971-ff30f260ada4","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 0"
"ea9efbbe-a997-45c5-858a-73516ebf8c51","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 0","Common Areas"
"ea139cc6-67e1-480c-a76e-c7699612bf79","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 0","Common Areas","Lobby"
"ed7e7e65-2c2f-4862-9f58-8cf7f1eaf0e6","","checklist-flat","pass","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 0","Common Areas","Lobby","Add Aquatherm Checklist"
"6a58956c-3c2a-45f2-8313-a6fa275ad279","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1"
"87aacf61-ce16-4e2d-9c42-768b2b9bcc63","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas"
"005f6b79-9b12-4377-8a83-0a1775897da1","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Activities Room"
"09301f92-82f0-4406-bba6-f3a6041be11d","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Activities Room","Add Aquatherm Checklist"
"eb86eaff-07a7-434b-8fb2-a52f130b64f6","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Bar"
"8fab5def-79b8-4d4e-bff8-363acbf06ded","","checklist-flat","pass","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Bar","Add Aquatherm Checklist"
"438e6870-0f10-4be8-ac6f-c985965902d3","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Bar Lounge"
"061331d4-dd2e-49ef-a477-5f7e1895f567","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Bar Lounge","Add Aquatherm Checklist"
"5fc408e3-37df-4657-a823-6429b028b8d5","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Beauty room"
"cd5d6619-4805-42c7-9434-f0b6c1ab0949","","checklist-flat","pass","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Beauty room","Add Aquatherm Checklist"
"852d1735-10e5-4bfd-a5d2-90967d8368d3","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Billiard Room"
"0dc6484b-bfb7-44d5-8ae7-d09f257d6f33","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Billiard Room","Add Aquatherm Checklist"
"73dd4605-ef1e-40b5-9694-e267e4b3b7e0","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Café"
"8fbdc649-aec0-4491-9111-9f3fb2490f81","","checklist-flat","pass","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Café","Add Aquatherm Checklist"
"c76c933a-cd78-4636-b78a-ca850baee0b0","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Dining Room"
"bae4d69b-16d9-4b2a-9639-96c512fe0cd2","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Dining Room","Add Aquatherm Checklist"
"50913f77-f63a-4c8a-b28c-1f0d268a264a","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Entry"
"19f7cadb-5316-44b7-afe8-dd01dd22d611","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Entry","Add Aquatherm Checklist"
"7cc95476-cb7d-4bfe-8008-6548649981ee","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Foyer/Reception"
"ed793421-eb6a-4a63-b392-d2297b998671","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Foyer/Reception","Add Aquatherm Checklist"
"15c8dc65-f354-4dbb-aa7c-c5f86637e5c8","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Kitchen"
"b9be032b-33c1-47bb-bb9d-e9a9abd89198","","checklist-flat","work-in-progress","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Kitchen","Add Aquatherm Checklist"
"c7085ca5-aa27-446c-853c-158538eb5e1a","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Laundry"
"aebac803-ee4f-4249-90c1-c722a71d0cda","","checklist-flat","pass","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Laundry","Add Aquatherm Checklist"
"b2e5fbe9-d273-4aa9-a1c8-dac2d5fedde9","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Library"
"37e4c04b-ad0c-483c-9f45-b5b0f2771d3a","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Library","Add Aquatherm Checklist"
"d5f45f81-810d-4cd3-a5e0-61fa8d9d7126","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Lobby Lift 03"
"d53a1ae3-a22a-49d7-8d55-9726dc4da6a9","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Lobby Lift 03","Add Aquatherm Checklist"
"94787342-9f18-4e75-9b47-c4597843bb83","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Lobby Visitors Area"
"b35566ca-4d76-451d-b462-9411561bcd9f","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Lobby Visitors Area","Add Aquatherm Checklist"
"f05b13f6-3bd2-410f-a9e5-094aa5881e19","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Lounge"
"8d762a1d-9a26-4c45-8447-4595e20d8069","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Lounge","Add Aquatherm Checklist"
"14ad39eb-18da-4fc7-acf7-59305294faef","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Medical store"
"3ef3c3ae-3c92-4d27-94fe-ef4eea7cef85","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Medical store","Add Aquatherm Checklist"
"1c8bd9f1-0d16-46af-8db9-8c54c4fcbd50","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","MSB"
"59d0ee76-afa9-414f-8153-326bee71f6c5","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","MSB","Add Aquatherm Checklist"
"5b333df3-af37-4e5b-a780-1cecdba51cc6","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Nurse station"
"849e7335-9218-4641-b4a6-983486917d4c","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Nurse station","Add Aquatherm Checklist"
"d59b0cca-8b00-4f4d-b89b-dd9199f27da2","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Offices"
"ebb72bbf-7450-4a80-8e58-825d530623e2","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Offices","Add Aquatherm Checklist"
"879bf154-6dc8-4f06-8d62-aba65e210cb2","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","PABX"
"698c92bc-ce7a-4c6f-a885-a8d05b7d8354","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","PABX","Add Aquatherm Checklist"
"aa76dcf7-cd98-4107-914a-40ed836a7356","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Reflection Room"
"c84f6f24-a9ea-47c8-90fb-af680b361a13","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Reflection Room","Add Aquatherm Checklist"
"66fd5b18-025d-4a3f-8879-a7776c4fdb8a","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Sales Manager Office"
"db8e3908-0540-4c60-912c-7ce8147e8117","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Sales Manager Office","Add Aquatherm Checklist"
"a956ec5d-3432-41b0-94c7-4112026234ba","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Salon"
"e86c6ec8-1895-482c-b3f5-559999645ad6","","checklist-flat","pass","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Salon","Add Aquatherm Checklist"
"dbfab3f3-f4d4-4faf-9c88-fa8a6955f1e1","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Servery"
"f5a05bd8-f2cd-4023-bda3-3d4de3f4a38b","","checklist-flat","pass","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Servery","Add Aquatherm Checklist"
"c239c1c3-b980-4477-b5b1-67f9b92721fc","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Staff Bathroom"
"5a6f028c-05b3-4c9b-a928-6607e47fb937","","checklist-flat","pass","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Staff Bathroom","Add Aquatherm Checklist"
"19d69b56-21ea-44b2-a2f5-c7f714d6da45","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Staffroom"
"a5ed409c-57d5-4451-b8bf-2d5b0aabdf97","","checklist-flat","pass","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Staffroom","Add Aquatherm Checklist"
"6c9a2dbc-b910-4e3c-8844-df75d15cbc27","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Store"
"f34475a5-2a5d-4456-9cd6-49b96bbec015","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Store","Add Aquatherm Checklist"
"00cec9ba-c979-4cf9-82ee-a41b818f7f82","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Theatre"
"05920132-0507-4259-b1ee-ce4663bd2baf","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Theatre","Add Aquatherm Checklist"
"815970e9-3ea8-4311-922b-1dda8e87b27e","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Visitors Area"
"f0779a10-6379-469e-bdc3-fc2cf732b6e1","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Common Areas","Visitors Area","Add Aquatherm Checklist"
"889d712e-bb71-4ba6-a3c7-37bfd86354eb","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Corridors"
"8ecf8b55-6cb8-454e-91f3-e431a558f4a3","","checklist-flat","pass","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 1","Corridors","Add Aquatherm Checklist"
"827a8972-e3da-41d6-984f-6395787d73d8","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2"
"849405ae-d118-434e-9ee9-f594544da72a","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas"
"9f9a3d21-151f-4b7b-b92e-921e7beadbdb","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Bathroom Grid 06 - A11"
"d9a248a1-c785-4871-8013-3e292119498b","","checklist-flat","pass","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Bathroom Grid 06 - A11","Add Aquatherm Checklist"
"673d4c26-d6d7-43e0-8433-c48b44f334b4","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Bathroom Grid 09 - A05"
"9ffe1048-cbf0-4898-bfa9-4a9b5a639b92","","checklist-flat","pass","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Bathroom Grid 09 - A05","Add Aquatherm Checklist"
"4734137e-f070-4ea8-85c9-00e763d0b4f4","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Dementia Dining 01"
"4b0fb8f8-7e16-42d5-b49d-35b32c28ae0f","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Dementia Dining 01","Add Aquatherm Checklist"
"574d6767-04b8-449f-979a-c6d768ad4508","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Dementia Dining 02"
"ea43b126-b320-4afa-9212-78462196e8c2","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Dementia Dining 02","Add Aquatherm Checklist"
"9e94eb6b-8744-4bcb-ace1-7cec261c6641","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Dementia Dining 03"
"a8b760ac-b81e-47b1-8184-207221684720","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Dementia Dining 03","Add Aquatherm Checklist"
"2bac4d2c-1f11-4e76-84cb-91f16fd615fe","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Dementia Dining 04"
"b3505844-c354-465b-b3bd-3c109688f448","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Dementia Dining 04","Add Aquatherm Checklist"
"d978fe15-c9f4-4650-b7a4-b02d564eab03","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Dementia Lounge 01"
"1500e196-610a-418d-85e3-d2c1fb9508cd","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Dementia Lounge 01","Add Aquatherm Checklist"
"4dd6fc20-186b-44df-b7ad-e20e7c1a280b","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Dementia Lounge 02"
"dcd0199a-ed83-488c-8224-4f3b21f72b9a","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Dementia Lounge 02","Add Aquatherm Checklist"
"a3301201-53a3-4db1-86e2-e246b682e790","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Lobby - Lift 02"
"0fec782d-9f33-4bc6-9ed2-11e5f73875ea","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Lobby - Lift 02","Add Aquatherm Checklist"
"8bdf34d7-d685-43d9-8436-812018ae62ae","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Lobby - Lift 03"
"496a874d-d83f-46c1-a500-93e1018cca72","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Lobby - Lift 03","Add Aquatherm Checklist"
"73767feb-ad7a-4748-993f-7b06d749149d","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Nurse Station"
"5ab10c8d-d8d2-44e4-ab28-60fa955cc3ab","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Nurse Station","Add Aquatherm Checklist"
"728583db-1c24-4908-b77d-b495e6b88b51","","folder-normal","not-started","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Quiet room - Lounge 01"
"1b5a3ed1-93b2-4349-bc30-1d7665a204a1","","checklist-flat","not-started","Add Aquatherm Checklist","checklist-flat","FALSE","FALSE","MCB Plumbing QA","Building B01A","Aquatherm","Level 2","Common Areas","Quiet room - Lounge 01","Add Aquatherm Checklist"
