"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6f69b477-4022-42c0-853f-fb7bbe343980","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"9ef568b4-1073-4238-8132-76c41e82e311","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Central Utilities (CU)"
"c6623c12-13f8-5149-80ca-6d0c33ad1e68","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","ITP 003 - Drainage Above Ground"
"0d6e58ef-ab24-5401-8bfe-e78c45aa3c64","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","ITP 004 - Reticulated Above Ground"
"a186a2fe-3853-42b9-a950-4004a14b174a","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","ITP 005 – Fixtures & Fittings"
"375a4ef4-233e-46e3-8477-724f0dd8d95d","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Industries Protection (IP)"
"d175e63c-859d-4216-816a-1bc5c8972a56","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 001 - Drainage In Ground Grids 02 - 08, D - E"
"b7929263-780a-4881-ade0-9b65b8e69959","Child Inspection & testing prior to Concealing(1f5ddf33-1d77-4a1a-b5d7-0f3bd4662170): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(1f5ddf33-1d77-4a1a-b5d7-0f3bd4662170): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(1f5ddf33-1d77-4a1a-b5d7-0f3bd4662170): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"b0bab0c0-32db-4ade-8f43-93c8a0c5024b","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 003 - Drainage Above Ground"
"bcfd8942-3a1e-4bdd-bd2c-e09ef4c9c618","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 004 - Reticulated Systems Above Ground"
"af77b55e-78b6-461b-900b-0d49781216a8","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 005 – Fixtures & Fittings"
"dacd9830-4e1f-4ba0-a7fe-a549739a58f2","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 001 - Drainage In Ground HDPE Drain Grids 01 - 09, B - D"
"85f0555d-98e5-4b57-98b4-9a44b583a496","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 001 - Drainage In Ground Grids 01 - 08, A - B"
"48123c57-8f12-4fa5-a7fa-8f2949d9a49f","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Industries Protection (IP)","External Sewer"
"9f0a2a41-87a2-50db-a863-de6af17b2964","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","External Sewer","ITP 001 - Drainage In Ground External North Sewer + GIT"
"151a476e-d5b9-4538-8b76-a4980ba4a62c","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Industries Protection (IP)","Stormwater"
"1bdd312b-d36f-57e7-81f7-52e085a836e9","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","Stormwater","ITP 001 - Drainage In Ground North Stormwater"
"83d2c906-30b2-5667-80c2-065fbf99f068","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","Stormwater","ITP 001 - Drainage In Ground South Stormwater"
"1054463d-27e2-43e0-b5e3-61910ded2d9b","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Kitchen and Laundry (KL)"
"f5a56be1-64b5-476f-ad8c-12012cabce77","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Kitchen and Laundry (KL)","ITP 001 - Drainage In Ground Grids 03 - 04, A - E"
"88a025de-5238-45fc-99c7-411bce76b38a","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Kitchen and Laundry (KL)","ITP 001 - Drainage In Ground Main Run Grids 06 - 08, A - I"
"9ca4742a-5317-4386-b7ee-24713291b72c","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Kitchen and Laundry (KL)","ITP 001 - Drainage In Ground Branches Grids 03 - 11, B - I"
"e4ef4b40-6d2c-482d-9299-fa52b06d4ea3","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Kitchen and Laundry (KL)","ITP 001 - Drainage In Ground Grids 10 - 13, D - I"
"0be5b53e-d571-423a-ac3e-d87ff794c93a","Child Inspection & testing prior to Concealing(6ab74133-1dfe-4e6c-9d5c-411af7f2ebfe): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(6ab74133-1dfe-4e6c-9d5c-411af7f2ebfe): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(6ab74133-1dfe-4e6c-9d5c-411af7f2ebfe): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Kitchen and Laundry (KL)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"9b14e49f-1942-4c19-8d83-b0961c525403","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Kitchen and Laundry (KL)","External Sewer"
"dab02f46-6b8a-58f4-bb32-6276be51d982","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Kitchen and Laundry (KL)","External Sewer","ITP 001 - Drainage In Ground External North Sewer + GIT"
"8f448298-f952-4ad3-8e31-deb0e3246bb3","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Kitchen and Laundry (KL)","Stormwater"
"ef65b2f4-044f-5a25-aedf-cf674b824248","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Kitchen and Laundry (KL)","Stormwater","ITP 001 - Drainage In Ground North Stormwater"
"2a8532be-782c-52de-a717-d95709aece23","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Kitchen and Laundry (KL)","Stormwater","ITP 001 - Drainage In Ground South Stormwater"
"ea9963b6-1a5a-5c09-8973-10d22e2e4b8b","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Kitchen and Laundry (KL)","Stormwater","ITP 001 - Drainage In Ground West Stormwater"
"ed25836a-6bf1-59c9-9b00-0fdf6d907776","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Kitchen and Laundry (KL)","ITP 001 - Drainage In Ground KL Part 3"
"b0caac9f-901a-5bb6-a066-18e1b8edaf4e","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Kitchen and Laundry (KL)","ITP 003 - Drainage Above Ground"
"5b330243-7aaf-5b2a-b4cd-d69e1d6cbf1e","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Kitchen and Laundry (KL)","ITP 004 - Reticulated Above Ground"
"8df19129-1775-4483-aa79-cb814d5df0f7","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Kitchen and Laundry (KL)","ITP 005 – Fixtures & Fittings"
"ba8366c4-0ef1-43d6-816c-140ecf5315e4","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Main Accommodation 1 (MA1)"
"d126d312-bf29-43df-82ee-5579faca9024","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 1 (MA1)","ITP 001 - Drainage In Ground"
"9b40b6fb-cd4e-4add-9cfe-efde4251359f","Child Inspection & testing prior to Concealing(e05c045e-1e2f-4588-81ef-f9237f9a9dd1): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(e05c045e-1e2f-4588-81ef-f9237f9a9dd1): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(e05c045e-1e2f-4588-81ef-f9237f9a9dd1): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 1 (MA1)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"8eb104d4-7e1f-4b06-9ca0-23c243857c7a","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 1 (MA1)","ITP 003 - Drainage Above Ground"
"6fe1765e-40c1-4b54-bbba-763f902c4c3b","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 1 (MA1)","ITP 004 - Reticulated Systems Above Ground"
"918d9a2c-b628-460d-9d16-73cecef79999","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 1 (MA1)","ITP 005 – Fixtures & Fittings"
"abccb847-71b6-4298-9f5f-1e5013255824","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 1 (MA1)","ITP 001 - Drainage In Ground (Prefab)"
"6c7e4a9d-c8b0-4af7-925c-35b81b40f31b","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Main Accommodation 1 (MA1)","External Sewer"
"34a3ce27-8030-52b5-9784-ab7a22de6b2c","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 1 (MA1)","External Sewer","ITP 001 - Drainage In Ground North and East Sewer"
"c0aa12b9-7bde-4348-a4e0-8aab03595804","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Main Accommodation 1 (MA1)","Stormwater"
"0efaa127-dd2a-581e-8987-bc4ee9871a3f","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 1 (MA1)","Stormwater","ITP 001 - Drainage In Ground North Stormwater"
"fe1c3988-ac01-47cf-8273-d5fe17a1e8ed","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Main Accommodation 2 (MA2)"
"d48fb7b5-a61d-4d41-bb6d-1c2a72f17cd3","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 2 (MA2)","ITP 001 - Drainage In Ground (Prefab)"
"5c5a9abb-c84f-475a-b804-00da76473b9b","Child Inspection & testing prior to Concealing(787612f0-fbef-4bc8-95e9-888710be7cb5): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(787612f0-fbef-4bc8-95e9-888710be7cb5): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(787612f0-fbef-4bc8-95e9-888710be7cb5): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 2 (MA2)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"7c4f3eb4-55a4-4713-8309-3d451962c4f5","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 2 (MA2)","ITP 003 - Drainage Above Ground"
"e1826ce9-cd4f-457b-9614-ab74e6173db6","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 2 (MA2)","ITP 004 - Reticulated Systems Above Ground"
"eda64edf-833b-49fe-8cad-f043be574da0","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 2 (MA2)","ITP 005 – Fixtures & Fittings"
"5ab4078e-a4d0-43c3-8547-37583a0fb0ca","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 2 (MA2)","ITP 001 - Drainage In Ground"
"82ae014c-9134-41e8-ba2e-58e66c6b1064","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Main Accommodation 2 (MA2)"," Stormwater"
"b8220a86-0be6-559c-930c-72c90c6137a7","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 2 (MA2)"," Stormwater","ITP 001 - Drainage In Ground South Stormwater"
"810fdfc6-9449-4750-81f3-69d59f2a17c7","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Main Accommodation 2 (MA2)"," External Sewer"
"57454a3a-0c92-5d45-b41f-810b8da98339","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 2 (MA2)"," External Sewer","ITP 001 - Drainage In Ground West and South Sewer + GWPS08, SPS08, SM-8, MH8.01 and CP-08"
"72c17850-c202-4139-9e7f-ee16f31268d3","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Main Accommodation 3 (MA3)"
"24b16d59-cb0c-418c-a8dd-cfcd6620911c","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 3 (MA3)","ITP 001 - Drainage In Ground (Prefab)"
"7865fec4-5c1e-445c-9dfd-d71a06663f7b","Child Inspection & testing prior to Concealing(f25071f0-ca7d-4c9f-b797-8bd90d0947e1): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(f25071f0-ca7d-4c9f-b797-8bd90d0947e1): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(f25071f0-ca7d-4c9f-b797-8bd90d0947e1): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 3 (MA3)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"220691a9-5e70-4ec0-a23b-c1e646bf083b","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 3 (MA3)","ITP 003 - Drainage Above Ground"
"19b0bedd-a3e7-4d14-8add-e8df42879887","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 3 (MA3)","ITP 004 - Reticulated Systems Above Ground"
"3740ef42-c0c9-4638-a338-1cfcb8d9ea99","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 3 (MA3)","ITP 005 – Fixtures & Fittings"
"d2c82466-eca7-4a90-a178-9974aac5cf71","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 3 (MA3)","ITP 001 - Drainage In Ground"
"62be038f-5c5f-4ccc-8a91-15512d113194","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Main Accommodation 3 (MA3)"," Stormwater"
"9c0f80f2-4859-59df-91f7-9a7826ec98e9","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 3 (MA3)"," Stormwater","ITP 001 - Drainage In Ground North Stormwater Pits 272 - 275, 287 - 290, 295 - 296"
"0bbec4bc-b618-44c9-adb2-d36e744f5030","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Main Accommodation 3 (MA3)","External Sewer"
"503fac94-323e-5147-986d-adff8905964e","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 3 (MA3)","External Sewer","ITP 001 - Drainage In Ground West and North Sewer"
"efd58e07-b329-4e82-b2df-a0cac39fd36e","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Main Accommodation 4 (MA4)"
"f04bd915-9878-451c-a67c-a71258aa1f99","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 4 (MA4)","ITP 001 - Drainage In Ground"
"1e81053a-6a3b-4e3a-85e7-a05724680f93","Child Inspection & testing prior to Concealing(2ee55298-6efa-40c4-9549-a67f14822cb3): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(2ee55298-6efa-40c4-9549-a67f14822cb3): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(2ee55298-6efa-40c4-9549-a67f14822cb3): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 4 (MA4)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"32f47b37-8ae6-4b9f-8ca7-975feb60aa55","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 4 (MA4)","ITP 003 - Drainage Above Ground"
"be1c7f0f-3d4d-4ac6-abfd-7432faeea26f","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 4 (MA4)","ITP 004 - Reticulated Systems Above Ground"
"c27e97f8-0f27-4888-a905-dabd2aeb34a8","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 4 (MA4)","ITP 005 – Fixtures & Fittings"
"1332255a-a088-4d6d-9c00-d50de0d94ee9","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 4 (MA4)","ITP 001 - Drainage In Ground (Prefab)"
"09755ba9-3e4e-4f67-abf1-4a1c51fb24aa","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Main Accommodation 4 (MA4)","External Sewer"
"7fa60f41-f7b6-566a-8f3a-33a11fc1f6be","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 4 (MA4)","External Sewer","ITP 001 - Drainage In Ground External West and South Sewer + GWPS07, SPS07, SM-7, MH7.01 and CP-07"
"35a02b81-5ce1-485b-a7b3-01929681fed5","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Main Accommodation 4 (MA4)","Stormwater"
"a3d6cff7-9baf-58e4-afad-a2d07a59aeb5","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 4 (MA4)","Stormwater","ITP 001 - Drainage In Ground South Stormwater"
"f52b6032-b5d2-4639-9c37-295d85fc119d","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Main Accommodation 5 (MA5)"
"93167c09-82e2-4ce2-8c59-444c8cc0d9f4","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 5 (MA5)","ITP 001 - Drainage In Ground"
"86a3e704-60f3-4afd-af67-ba17fca778b2","Child Inspection & testing prior to Concealing(76ba4496-f6ea-4ec5-b235-ed01a458bff3): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(76ba4496-f6ea-4ec5-b235-ed01a458bff3): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(76ba4496-f6ea-4ec5-b235-ed01a458bff3): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 5 (MA5)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"5c17bae4-ad84-4c63-bbb2-720984609a01","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 5 (MA5)","ITP 003 - Drainage Above Ground"
"63e9a514-66a1-436e-93a0-3f51742d5ac2","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 5 (MA5)","ITP 004 - Reticulated Systems Above Ground"
"d570f0d6-cb68-457c-b074-e9a12e252a9c","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 5 (MA5)","ITP 005 – Fixtures & Fittings"
"bf836eb2-e5ac-4d47-b5de-330328de670f","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 5 (MA5)","ITP 001 - Drainage In Ground (Prefab)"
"53a59cdc-3f71-442d-ab66-cc9b29c2b214","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Main Accommodation 5 (MA5)","External Sewer"
"afce1d8d-3fa3-5406-9ca8-2768a0368008","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 5 (MA5)","External Sewer","ITP 001 - Drainage In Ground External West and North Sewer"
"f639ccec-67da-468a-93be-91a2689275f9","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Main Accommodation 5 (MA5)","Stormwater"
"f8f0ae2c-ff71-5c81-a93e-98a07c09c390","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 5 (MA5)","Stormwater","ITP 001 - Drainage In Ground North Stormwater Pits 221 - 222, 234 - 239"
"fff557cc-fd74-4b13-b73c-dc67c9c72981","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Main Accommodation 6 (MA6)"
"eb56950c-a870-4f4b-8344-56a99232e556","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 6 (MA6)","ITP 001 - Drainage In Ground"
"fc48cfd6-e66d-46ee-a9d5-d0913bf0507e","Child Inspection & testing prior to Concealing(9dd01f64-1182-48d6-bcac-1b4561e8d8ac): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(9dd01f64-1182-48d6-bcac-1b4561e8d8ac): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(9dd01f64-1182-48d6-bcac-1b4561e8d8ac): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 6 (MA6)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"6562d218-7958-4063-9158-ccbb670a87e6","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 6 (MA6)","ITP 003 - Drainage Above Ground"
"4bfb9ed2-9531-44da-98b0-01d18d6b805a","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 6 (MA6)","ITP 004 - Reticulated Systems Above Ground"
"2b950422-54a3-4fde-84b2-473c40e72fce","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 6 (MA6)","ITP 005 – Fixtures & Fittings"
"f046624a-88d2-4f8e-9386-ffeb4c3a66b8","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 6 (MA6)","ITP 001 - Drainage In Ground (Prefab)"
"246a5879-4b7d-4830-9ca8-fffe85b36d00","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Main Accommodation 6 (MA6)","External Sewer"
"02f15100-bdba-5e45-b5c2-af0d1b6b873e","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 6 (MA6)","External Sewer","ITP 001 - Drainage In Ground West and South Sewer + GWPS06, SPS06, SM-6, MH6.01 and CP-06"
"6ea8a640-b30c-46ea-a4b5-5e5d84a0465e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Main Accommodation 6 (MA6)","Stormwater"
"e4e086aa-77e9-57c4-a3da-2c82641337bf","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 6 (MA6)","Stormwater","ITP 001 - Drainage In Ground South Stormwater"
"bb4a24b5-cddb-4642-b3d7-48bc84525fe8","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Main Accommodation 7 (MA7)"
"69eb5d9f-48c2-44e1-a873-96ed70e2f8bb","","checklist-flat","pass","SYS - ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 7 (MA7)","ITP 001 - Drainage In Ground"
"16079f89-35ac-4888-b8d1-546dcb3a2e32","Child Inspection & testing prior to Concealing(007deb1f-4c1b-415f-a9c9-8d1d1f9dd597): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(007deb1f-4c1b-415f-a9c9-8d1d1f9dd597): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(007deb1f-4c1b-415f-a9c9-8d1d1f9dd597): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 7 (MA7)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"165b2a5c-7efb-4244-af12-813af271cb96","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Main Accommodation 7 (MA7)","ITP 003 - Drainage Above Ground"
