"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"11fc48af-6bcd-4c14-b839-e1803e20cfb9","","folder-normal","pass","","step","TRUE","FALSE","EVENTS STAFF MEETINGS"
"6a3ae26e-94ed-41e7-85da-e198495d8f88","","folder-normal","pass","","step","TRUE","FALSE","EVENTS STAFF MEETINGS","2023 STAFF MEETINGS"
"6542cf3a-185b-578b-b25c-b0eae20c3319","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0017 - MILWAUKEE REDLITHIUM-ION 5.0Ah BATTERY","Asset Description"
"6195adba-8d09-5b9e-8132-69bf9e88c3b9","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0017 - MILWAUKEE REDLITHIUM-ION 5.0Ah BATTERY","Asset Serial Number"
"89126ac4-ccfe-5e41-90cf-1d61e082d64e","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0017 - MILWAUKEE REDLITHIUM-ION 5.0Ah BATTERY","Damage or Missing Parts"
"dc74b264-6d13-5796-a71e-c89decbe6c10","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0017 - MILWAUKEE REDLITHIUM-ION 5.0Ah BATTERY","Current Location"
"1f577a24-b69e-5858-b3cd-52371a19e37a","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0017 - MILWAUKEE REDLITHIUM-ION 5.0Ah BATTERY","Staff Sign Out"
"49132379-55a7-439b-bc56-61a043b754b4","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0018 - MILWAUKEE REDLITHIUM-ION BATTERY"
"9eb53dd0-ecbe-5e4a-b1c0-d3ccee4d6ad8","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0018 - MILWAUKEE REDLITHIUM-ION BATTERY","ASSET NO#"
"777fe659-864c-5430-8166-962f6a60c323","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0018 - MILWAUKEE REDLITHIUM-ION BATTERY","Asset Description"
"b809899c-f3ce-5634-bd67-bf44f138e2ce","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0018 - MILWAUKEE REDLITHIUM-ION BATTERY","Asset Serial Number"
"64ec1871-1120-530d-94d1-aef793c0d6f6","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0018 - MILWAUKEE REDLITHIUM-ION BATTERY","Damage or Missing Parts"
"da94583f-748d-545e-9dd7-d364060602f3","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0018 - MILWAUKEE REDLITHIUM-ION BATTERY","Current Location"
"b778ebcd-e6ee-5782-8573-cfd12583e299","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0018 - MILWAUKEE REDLITHIUM-ION BATTERY","Staff Sign Out"
"d4fdcb37-ffd3-4203-859c-4fd6814e9f4f","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0019 - SITE BOX"
"41234172-5e3a-5323-afd4-094df6afbf4f","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0019 - SITE BOX","ASSET NO#"
"d7a2d895-9417-5a6f-b88d-fbf4d688f6c4","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0019 - SITE BOX","Asset Description"
"94dc394a-0a94-548e-8b48-3ba5264136d9","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0019 - SITE BOX","Asset Serial Number"
"8841deca-4b65-55af-9f23-89995d12eee6","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0019 - SITE BOX","Damage or Missing Parts"
"de6dcd70-70b8-576d-a2df-fd07d65d5f95","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0019 - SITE BOX","Current Location"
"03a1ea24-f3bd-50ac-b9ef-4c734e463903","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0019 - SITE BOX","Staff Sign Out"
"020e48ba-12e6-4754-be87-25a4cf18ee91","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0020 REMS GASPEX CRIMPER"
"94785006-e0fc-5982-9853-a3eab050e8f5","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0020 REMS GASPEX CRIMPER","ASSET NO#"
"fee4ded6-2015-58ee-817b-d3d8fc7d33d9","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0020 REMS GASPEX CRIMPER","Asset Description"
"50204eb2-6162-5d5b-abf5-4abc2071ba54","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0020 REMS GASPEX CRIMPER","Asset Serial Number"
"b4ec506d-7745-523e-888b-bb8a82c0c205","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0020 REMS GASPEX CRIMPER","Damage or Missing Parts"
"04697d39-09e8-576a-9402-5d2e1846e931","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0020 REMS GASPEX CRIMPER","Current Location"
"6a357391-5ef0-5ef0-bcfb-c0720981b0b7","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0020 REMS GASPEX CRIMPER","Staff Sign Out"
"5c1f6e88-f79a-4b01-9519-339d7513f498","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0021 RIFENG PZ-1930 MINI BATTERY PRESS TOOL"
"1eb347da-1051-51ea-9ef9-f05eb1e37bc4","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0021 RIFENG PZ-1930 MINI BATTERY PRESS TOOL","ASSET NO#"
"53216b17-624c-5d95-a7cd-f5ac77e15703","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0021 RIFENG PZ-1930 MINI BATTERY PRESS TOOL","Asset Description"
"772c44e5-d45c-523d-bf6a-36f8e8328120","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0021 RIFENG PZ-1930 MINI BATTERY PRESS TOOL","Asset Serial Number"
"462cd3f3-4963-518d-84a7-e97fddf8be9c","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0021 RIFENG PZ-1930 MINI BATTERY PRESS TOOL","Damage or Missing Parts"
"95d7f3e2-4ebc-525c-aab8-71f77ab30bfd","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0021 RIFENG PZ-1930 MINI BATTERY PRESS TOOL","Current Location"
"c81410d2-078e-5d2a-b0c3-c97680cca0a6","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0021 RIFENG PZ-1930 MINI BATTERY PRESS TOOL","Staff Sign Out"
"2eb95f84-c990-4664-97e4-d927db919339","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0022 MAKITA CORDED RECIPROCATING SAW"
"1c26f48a-18d7-5a96-b96b-b07cdad8f096","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0022 MAKITA CORDED RECIPROCATING SAW","ASSET NO#"
"b26b135d-4c4d-559e-9700-304c29f0f5ff","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0022 MAKITA CORDED RECIPROCATING SAW","Asset Description"
"75fe22ab-baa5-5e5c-8d05-3819beaa6994","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0022 MAKITA CORDED RECIPROCATING SAW","Asset Serial Number"
"ace1a215-d276-558b-bb69-d4df81e770fc","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0022 MAKITA CORDED RECIPROCATING SAW","Damage or Missing Parts"
"02b22a2c-f616-5c5c-a10d-37ff3dbf3a44","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0022 MAKITA CORDED RECIPROCATING SAW","Current Location"
"6d67737a-060f-562e-b9da-57f8521d4002","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0022 MAKITA CORDED RECIPROCATING SAW","Staff Sign Out"
"99b3da53-aaf7-4007-b22f-f327c9e533f3","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0023 MILWAUKEE WET/DRY VACUUME"
"289d27e6-408d-5709-ab38-d773568fec4d","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0023 MILWAUKEE WET/DRY VACUUME","ASSET NO#"
"4f705804-a758-5a5c-b903-d03e8499061f","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0023 MILWAUKEE WET/DRY VACUUME","Asset Description"
"6a5982ca-6387-53c8-8ae1-c49fab716b87","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0023 MILWAUKEE WET/DRY VACUUME","Asset Serial Number"
"5fb32747-4a10-5842-8908-a7376032716f","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0023 MILWAUKEE WET/DRY VACUUME","Damage or Missing Parts"
"c08c8d9f-f56c-5486-9931-6a12698294d6","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0023 MILWAUKEE WET/DRY VACUUME","Current Location"
"bec043a9-d931-5d7c-b12b-eee3096466c9","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0023 MILWAUKEE WET/DRY VACUUME","Staff Sign Out"
"4ac980d6-f556-4303-ad4a-30c763b71016","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0024 RYOBI CORDED ANGLE GRINDER"
"49c7c4f2-d0e5-5571-ad30-ee60cacaadc3","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0024 RYOBI CORDED ANGLE GRINDER","ASSET NO#"
"92702655-ff78-5a2f-8411-27576e91d0ac","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0024 RYOBI CORDED ANGLE GRINDER","Asset Description"
"0d907a11-cdc4-55c3-abe8-6bbced7bab04","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0024 RYOBI CORDED ANGLE GRINDER","Asset Serial Number"
"994591fd-cb46-5879-81c1-31fbb5551862","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0024 RYOBI CORDED ANGLE GRINDER","Damage or Missing Parts"
"e0b5cf0d-5075-5c5a-9b29-7c6c81eefbe5","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0024 RYOBI CORDED ANGLE GRINDER","Current Location"
"517efcff-d59a-5ff1-945a-fbf7a077767f","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0024 RYOBI CORDED ANGLE GRINDER","Staff Sign Out"
"47c601cf-5e34-444e-9747-b120410bf530","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0025 CALDER TECH POLY PIPE WELDER"
"04b16c7a-0a8e-532c-bf8f-290ed981fc2f","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0025 CALDER TECH POLY PIPE WELDER","ASSET NO#"
"b7e75aab-b365-574a-af8b-92ae133e1995","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0025 CALDER TECH POLY PIPE WELDER","Asset Description"
"abd0a077-c9c2-5899-8249-ad54650b260e","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0025 CALDER TECH POLY PIPE WELDER","Asset Serial Number"
"b2651633-eb9c-529e-9fc1-b3d66a89e6ca","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0025 CALDER TECH POLY PIPE WELDER","Damage or Missing Parts"
"0c04f72f-1241-58fd-9d35-9585cb9f3b3b","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0025 CALDER TECH POLY PIPE WELDER","Current Location"
"0cf36c9e-a652-5c89-b982-e9f90ccaf74f","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0025 CALDER TECH POLY PIPE WELDER","Staff Sign Out"
"ba86b002-f4c1-4312-9cde-fcd7c0a7b6d9","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0026 MAXILINE GSW-208 LASER LEVEL"
"e2608854-4790-5b67-8263-a704c7efc9fe","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0026 MAXILINE GSW-208 LASER LEVEL","ASSET NO#"
"ce6e5ad6-1aa8-5d7d-a6fb-69012905ad7d","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0026 MAXILINE GSW-208 LASER LEVEL","Asset Description"
"f3302ec9-46a9-5f26-804d-4dd809d16bd6","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0026 MAXILINE GSW-208 LASER LEVEL","Asset Serial Number"
"82fb0fe3-3afe-521e-8de8-6c4cacef99f8","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0026 MAXILINE GSW-208 LASER LEVEL","Damage or Missing Parts"
"5e6bbc45-076d-59ec-a7f3-b9539f903543","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0026 MAXILINE GSW-208 LASER LEVEL","Current Location"
"4696d550-8d84-5cac-8177-e445f785ad40","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0026 MAXILINE GSW-208 LASER LEVEL","Staff Sign Out"
"c0810444-5db6-4728-b6ca-b39bbbfcb88f","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0027 RYOBI CORDED CIRCULAR SAW"
"7f8d99f2-97a5-5c30-9538-4fc80900fdce","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0027 RYOBI CORDED CIRCULAR SAW","ASSET NO#"
"bc3e2ecd-8495-5c8c-a976-9cd9b38b12a5","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0027 RYOBI CORDED CIRCULAR SAW","Asset Description"
"7324adbd-d29f-5b21-928e-70146bae612f","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0027 RYOBI CORDED CIRCULAR SAW","Asset Serial Number"
"5b644dca-2ce6-59ab-90eb-512983433f48","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0027 RYOBI CORDED CIRCULAR SAW","Damage or Missing Parts"
"90dc13e6-749d-55bb-bac0-ef9872997588","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0027 RYOBI CORDED CIRCULAR SAW","Current Location"
"8608b3c2-4f41-5e20-9c41-f0252b789e02","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0027 RYOBI CORDED CIRCULAR SAW","Staff Sign Out"
"a0c12f3c-ffc6-497e-a83f-f61ed900ed85","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0028 RYOBI DROP SAW "
"b2577dc7-0552-5234-b6c9-ab526fbcf9b7","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0028 RYOBI DROP SAW ","ASSET NO#"
"98643b94-f19c-579f-8567-95ae6c81f87b","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0028 RYOBI DROP SAW ","Asset Description"
"c606a7d1-acdf-5853-a246-c93ee304979c","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0028 RYOBI DROP SAW ","Asset Serial Number"
"8a7a68e9-3c0f-5cd4-af5f-1f87feed25ce","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0028 RYOBI DROP SAW ","Damage or Missing Parts"
"408a7d2f-a3e1-545f-9108-16c3b6d2c404","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0028 RYOBI DROP SAW ","Current Location"
"0bd477c3-81b0-5115-ba3e-85ed3fa6cbe3","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0028 RYOBI DROP SAW ","Staff Sign Out"
"07f31ccd-86c1-4451-8662-652e6226bac3","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0029 MAKITA DROP SAW "
"dfbe33bb-f8f5-5738-a299-c7e98c0f04ca","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0029 MAKITA DROP SAW ","ASSET NO#"
"2a3f850e-ea0f-55d1-bebe-0779e5817a7b","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0029 MAKITA DROP SAW ","Asset Description"
"dc3e5cd6-2db1-56cd-ad74-5612e8d68764","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0029 MAKITA DROP SAW ","Asset Serial Number"
"78fd08c4-42b1-582f-9e97-bba5ea85325f","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0029 MAKITA DROP SAW ","Damage or Missing Parts"
"47ea6001-63de-5d88-91b2-90f98cd7994d","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0029 MAKITA DROP SAW ","Current Location"
"b2162fb7-8f39-5f51-872d-3935e97ed8ed","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0029 MAKITA DROP SAW ","Staff Sign Out"
"d70a6ae5-d89e-4d5b-9c93-8e4959c24049","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0030 GMC DROP SAW"
"4bcefe22-e904-50d1-a6ae-b8b9fd173d63","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0030 GMC DROP SAW","ASSET NO#"
"3bea58c1-cc4b-5adc-a0ad-08d0a51c7785","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0030 GMC DROP SAW","Asset Description"
"19bb36c8-f5d0-52ff-adc2-89abb405058e","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0030 GMC DROP SAW","Asset Serial Number"
"fe870caf-e9cb-534b-afa9-23064470042b","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0030 GMC DROP SAW","Damage or Missing Parts"
"befc1c53-fea8-5e56-b28c-0f5e7e6f023a","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0030 GMC DROP SAW","Current Location"
"d28b999f-8b02-5d2a-9a9d-b44d7168fb99","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0030 GMC DROP SAW","Staff Sign Out"
"146412f9-85f0-4fb5-8dde-8499c7a9be24","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0031 BOSCH PBD40 BENCH DRILL"
"67f3fa3c-64d6-59e3-838f-05b21496fd10","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0031 BOSCH PBD40 BENCH DRILL","ASSET NO#"
"8b0781e5-5b41-503f-b205-08e390b2991c","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0031 BOSCH PBD40 BENCH DRILL","Asset Description"
"9aca35cb-80f1-52de-9671-6b08be221e6b","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0031 BOSCH PBD40 BENCH DRILL","Asset Serial Number"
"852e1880-157b-5782-a62c-2dd334b410e3","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0031 BOSCH PBD40 BENCH DRILL","Damage or Missing Parts"
"b64481d2-d3e2-5d51-94b8-d072955c7d24","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0031 BOSCH PBD40 BENCH DRILL","Current Location"
"76e9c5d9-3569-583e-aead-fbffca9e2cd9","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0031 BOSCH PBD40 BENCH DRILL","Staff Sign Out"
"c554775b-1a3c-4819-ba6a-aa00e9562b8a","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0032 GMF INDUSTRIAL GRINDER "
"9e2e47a1-0e58-53f6-8ef5-6e0a0e2ae5c6","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0032 GMF INDUSTRIAL GRINDER ","ASSET NO#"
"8d22d5bf-8158-5e96-ba22-812ba0c30930","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0032 GMF INDUSTRIAL GRINDER ","Asset Description"
"b503b727-d6a8-59ad-88fd-90b4be59ad2f","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0032 GMF INDUSTRIAL GRINDER ","Asset Serial Number"
"d01f3e08-bcf6-5fd2-bd79-6e04335fde5a","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0032 GMF INDUSTRIAL GRINDER ","Damage or Missing Parts"
"37b5ce2e-a43b-5c0f-9a9b-28173218a435","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0032 GMF INDUSTRIAL GRINDER ","Current Location"
"e0d90a93-e182-5025-9644-ff022c7e05a0","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0032 GMF INDUSTRIAL GRINDER ","Staff Sign Out"
"2488d2ff-6c32-4431-a4e5-b5941f887aa5","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0033 HITACHI CORDED IMPACT DRILL"
"97b3c247-7298-566c-84a8-b9ee4fe0b5d6","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0033 HITACHI CORDED IMPACT DRILL","ASSET NO#"
"ac24a67e-ab2a-5e35-a68f-bce8f2c220b9","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0033 HITACHI CORDED IMPACT DRILL","Asset Description"
"d456620e-deae-5966-b2e4-530b3dd1b599","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0033 HITACHI CORDED IMPACT DRILL","Asset Serial Number"
"87071081-139f-5782-8e64-5fb7e3ee78e3","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0033 HITACHI CORDED IMPACT DRILL","Damage or Missing Parts"
"e34f3295-3bd5-5856-bd10-b39b5764118b","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0033 HITACHI CORDED IMPACT DRILL","Current Location"
"46d0adae-07ac-534a-af66-15cfe96cc9df","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0033 HITACHI CORDED IMPACT DRILL","Staff Sign Out"
"a46f9733-0ca2-41ef-82db-cde96d47d3ed","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0034 OZITO CORDES ORBITAL SANDER"
"18b92d5e-1c50-5540-ace7-b1edfb02513f","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0034 OZITO CORDES ORBITAL SANDER","ASSET NO#"
"c878571f-9224-50c6-9e8b-c689fb9ca94f","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0034 OZITO CORDES ORBITAL SANDER","Asset Description"
"efe046a0-a893-5ea4-8998-0dd6eccda468","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0034 OZITO CORDES ORBITAL SANDER","Asset Serial Number"
"9980d859-5d34-5611-9697-5194e5b29ead","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0034 OZITO CORDES ORBITAL SANDER","Damage or Missing Parts"
"25070916-577e-5561-a306-45072830ccf6","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0034 OZITO CORDES ORBITAL SANDER","Current Location"
"68032ce2-5bf2-5d2b-9a36-e3eadd333d1a","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0034 OZITO CORDES ORBITAL SANDER","Staff Sign Out"
"1a303ca9-d279-4a46-81e0-49747192897b","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0035 GEBERIT ELECTROFUSION WELDER"
"47eb7291-6e37-57f0-81bc-be7e794a0744","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0035 GEBERIT ELECTROFUSION WELDER","ASSET NO#"
"8d65afbc-7200-5a36-82d9-9f7041890e21","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0035 GEBERIT ELECTROFUSION WELDER","Asset Description"
"459c7135-422f-5ce1-8dae-75f45d558f86","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0035 GEBERIT ELECTROFUSION WELDER","Asset Serial Number"
"8cfad0f6-ce3d-538e-b4df-cda4fd770e52","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0035 GEBERIT ELECTROFUSION WELDER","Damage or Missing Parts"
"e4d2fcd2-79cd-5d14-a8bb-3513bbf11ba8","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0035 GEBERIT ELECTROFUSION WELDER","Current Location"
