"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5f4a45ef-cd55-4fd9-8c6a-45ecc7b2cb6d","","fail","","folder","TRUE","FALSE","Site QA"
"814870b6-b7cc-4989-8267-435bbe94e0ef","","work-in-progress","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1"
"d7c2e6e4-dbf9-4bb5-99a8-4b06e4084056","","pass","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine"
"f8d6b573-5821-475c-9872-8161427a810f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","CFA Piling"
"ef138f94-23cf-457e-beed-667345ecd4c7","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Screw Piles"
"62049bc3-0062-44f3-8d4d-b6acabd0758d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Precast Panels"
"2e19cc1e-20e5-4913-8ee3-f78bc93237ff","","pass","","folder","TRUE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete"
"7a7e7d5b-7d52-4b62-b6ae-ece85e7a7718","","pass","HPP-UGL-CIV-GN-GEN-ITP-015 FRP (structures) - Rev.2","checklist","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit"
"83330a30-3dd0-52a0-be7c-73ca8c0e77ee","","pass","","section","FALSE","FALSE","Site QA","01-00-00 - Power Island 1","01-01-00 Gas Turbine","Concrete","HPP-GT01-FRP-ITP15-30-01 - PI- North Fuel Oil Unit","1.0 Preliminaries"
"cb9028e6-43b7-57e5-a72f-496aa313db5d","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.9b - Concrete Supply Temperature - Other foundations"
"545e5392-da4e-576c-9bb0-49063ea3c3ae","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.10 - Concrete Placement"
"59b0b01a-54bf-5de3-a637-4fdb865ed996","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.11 - Concrete Slump Testing"
"4f743340-b1e7-5d88-bbe9-6a88947e4fba","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.12 - Concrete Compressive Strength Testing"
"50f45620-bc8a-5989-97a1-d7bcd9c74319","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.13 - Surface finish"
"a55e1768-909a-5059-a6c0-f92222d0f30e","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.14 - Surface Treatments"
"8f1bc87c-f24c-5e8a-a481-198d5f20bd47","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.15 - Joints"
"09cfffeb-6e27-5c20-9223-951c45f35575","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.16 - Curing"
"88a70ed1-86e2-5ae3-90a3-67386bf107b9","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.17 - Stripping of formwork"
"d5b7dfca-d1c1-568a-8548-1ba9a4f2da97","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.18 - Concrete Repair (If required)"
"34f45d02-44e3-5d2a-b79c-c3b81962cc20","","not-applicable","","signoff","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","AUTHORITY HOLDPOINT"
"4d38456c-76a0-5f1e-9bb7-0628465ab306","","not-applicable","","section","FALSE","FALSE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","4.0 Backfill and Compaction"
"f8fe59b1-037b-5e7d-8852-7ef36d27cf7a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","4.0 Backfill and Compaction","4.1 - Structure Backfill"
"0672fff5-9f14-5614-8b1f-cc55ffb8caa3","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","4.0 Backfill and Compaction","4.2 - Compaction - Backfill"
"88e61a6f-af76-596f-bb42-3aeae2d6bd2c","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","4.0 Backfill and Compaction","4.3 - Moisture Content"
"506757c9-56ed-51cc-933f-25039ddb21ad","","work-in-progress","","section","FALSE","FALSE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","5.0 Conformance check"
"e9cc894b-b9d1-5528-9796-99121e1e6959","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","5.0 Conformance check","5.1 - Survey Report"
"c904e66f-9a9c-580a-803b-37aa1f8b268f","","pass","","signoff","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","5.0 Conformance check","AUTHORITY HOLDPOINT"
"6eeb932f-b758-5d58-93ec-41ac54b37e75","","not-started","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","5.0 Conformance check","5.2 - Concrete Test Results"
"d242b686-2b3d-5116-bc09-f5f5e2f0c967","","not-started","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","5.0 Conformance check","5.3 - Acceptance and closure of non-conforming items"
"5a831b38-d55d-5ad8-8967-0a5be1f0f9af","","not-started","","signoff","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-GT02-FRP-002 - POWER ISLAND 2 FIRE HYDRANTS","5.0 Conformance check","AUTHORITY HOLDPOINT"
"6941378d-4ad4-43fc-ad26-0ef073ab4197","","work-in-progress","HPP-UGL-CIV-GN-GEN-ITP-015 FRP (structures) - Rev.2","checklist","FALSE","FALSE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS"
"ec67f07d-5f61-569e-8f63-ffd5118ef25d","","work-in-progress","","section","FALSE","FALSE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","1.0 Preliminaries"
"de4f9aba-964b-57dd-848b-8cbec6a4da9c","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","1.0 Preliminaries","1.1 - Documentation"
"ca1674a6-edac-5deb-a662-47231639d521","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","1.0 Preliminaries","1.2 - Lot Traceability"
"3ca988c2-2958-5b34-8d5c-44b70a277c73","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","1.0 Preliminaries","1.3 - Set out"
"c1e9408a-d7cd-50af-b907-4ed3bc4a1603","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","1.0 Preliminaries","1.4 - Underlying Lot Conformance"
"b96a0153-1cc5-5d94-9108-5249bb8c1cef","","not-started","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","1.0 Preliminaries","1.5 - Site Checklist(s)"
"4755278d-a2d3-537c-8bf8-d3ea95cef69f","","pass","","section","FALSE","FALSE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","2.0 Excavation and Pipe Laying"
"cbfc1dd4-e34d-5bde-a7f5-a4f72e8992b8","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","2.0 Excavation and Pipe Laying","2.1 - Excavation"
"4b593554-2738-54bd-a198-f6c2d65204cb","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","2.0 Excavation and Pipe Laying","2.2 - Unsuitable Material"
"d99d760c-469b-52f4-8ea9-1a0a5d313ec7","","pass","","signoff","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","2.0 Excavation and Pipe Laying","AUTHORITY HOLDPOINT"
"02f1aa06-80c5-5bcd-9a3b-96033c794f57","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","2.0 Excavation and Pipe Laying","2.3 - Compaction - Foundation"
"327f00dc-b939-5bcb-95d9-20c7e703dc21","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","2.0 Excavation and Pipe Laying","2.4 - Foundation Inspection"
"4518ca81-bd38-504d-8853-a1a1e70167c1","","pass","","signoff","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","2.0 Excavation and Pipe Laying","AUTHORITY HOLDPOINT"
"8e86893b-994d-5ae4-8495-f6b63f7ec9d5","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","2.0 Excavation and Pipe Laying","2.5 - Blinding"
"3135d7b3-5890-5fad-b1d8-747a3d7a66e8","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","2.0 Excavation and Pipe Laying","2.6 - Mating Concrete Surface Preparation"
"76b7e0f7-3060-5df1-bb1d-c8408a433b15","","pass","","section","FALSE","FALSE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures"
"058c886e-737c-5be0-86bc-e4651a1f6055","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.1 - Formwork"
"87f6f748-8b7a-5ba7-8051-f9aec5cc3029","","pass","","signoff","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","AUTHORITY HOLDPOINT"
"a6c6bfec-3910-5ad8-aa9f-796eee0aa0db","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.2 - Steel reinforcement"
"8dce5bc6-339e-5a64-a3d8-ba0f8253b0e1","","not-applicable","","signoff","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","AUTHORITY HOLDPOINT"
"ee9dbc51-8042-504d-9adb-b4ebde2fb307","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.3 - Reinforcement Splice Lengths"
"b7d4410e-2333-5324-9b29-82de5ee864b7","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.4 - Pit & Pipe Connections"
"b4cf012f-9f1e-5a70-863b-447599c57ec4","","not-applicable","","signoff","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","AUTHORITY HOLDPOINT"
"eadc53c2-3a5f-5388-a0be-dcdbc9cc028f","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.5 - Installation of Core Holes, Voids, HD Bolts and Embedments"
"fa16a3c8-854a-5435-a2e0-6a141b0cda08","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.6 - Tolerances of Core Holes, HD Bolts and Embedments"
"bd2c498a-60f2-5adc-a5cb-854994d2efb5","","not-applicable","","signoff","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","AUTHORITY HOLDPOINT"
"91c47670-a29d-53eb-bcf8-00802acb88ef","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.7 - Earthing for Concrete Structures"
"e34aaa22-6342-55ba-b69d-a6f902f0e07d","","not-applicable","","signoff","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","AUTHORITY HOLDPOINT"
"5524b9d9-1fdd-51e1-a51c-0e0b2f68031a","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.8 - Concrete Mix and properties"
"266c8954-dcd4-54ca-abdc-f4a71389718c","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.9a - Concrete Supply Temperature - GT Foundation Only"
"234b3ce0-089d-59f0-82a4-671e21a55f68","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.9b - Concrete Supply Temperature - Other foundations"
"cc54dd74-7507-5c46-ae9f-306cba545847","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.10 - Concrete Placement"
"9cde3ce0-43bb-535b-8537-675ef0829226","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.11 - Concrete Slump Testing"
"a0e5001e-af12-5bb4-be43-e4f533685b2f","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.12 - Concrete Compressive Strength Testing"
"dd20f8e7-29d6-5548-8abe-135c865498c3","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.13 - Surface finish"
"c89349a3-fb85-57ca-8540-86e2d013adac","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.14 - Surface Treatments"
"e3802192-e180-5b73-8951-f8af6bc39657","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.15 - Joints"
"d57b6416-471f-56c8-9fe3-91a2116a74a1","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.16 - Curing"
"89e311b2-c916-53f8-bef3-68a5cf914130","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.17 - Stripping of formwork"
"e733cd54-1c22-55f7-8bd9-12bca4159c18","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","3.18 - Concrete Repair (If required)"
"b960e795-2b86-5e45-9b74-2bf19e0dbe21","","not-applicable","","signoff","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","3.0 Installation of Cast In-situ Structures","AUTHORITY HOLDPOINT"
"f98f2bf5-96b1-5ae2-9467-6ffd0462fb52","","not-applicable","","section","FALSE","FALSE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","4.0 Backfill and Compaction"
"8b4850c8-3c82-5057-bb84-e7d6f89428c1","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","4.0 Backfill and Compaction","4.1 - Structure Backfill"
"c4b937f5-a544-51ac-ba75-31ce24efd36c","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","4.0 Backfill and Compaction","4.2 - Compaction - Backfill"
"91f2d763-608f-5b55-8934-3f5a6a4e5974","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","4.0 Backfill and Compaction","4.3 - Moisture Content"
"f65c24d7-ad0c-52f4-8892-e2ee26623c6f","","work-in-progress","","section","FALSE","FALSE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","5.0 Conformance check"
"5da4e7d9-9b9c-5d06-9afc-1178e020f746","","pass","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","5.0 Conformance check","5.1 - Survey Report"
"7e9b669c-4819-526c-9e3e-48ee25066b13","","pass","","signoff","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","5.0 Conformance check","AUTHORITY HOLDPOINT"
"8ae50a83-c2a0-5d8b-a027-c99589a78962","","not-started","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","5.0 Conformance check","5.2 - Concrete Test Results"
"447da757-2fc4-5f4b-9ca5-ba76ae8949bb","","not-started","","checkpoint","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","5.0 Conformance check","5.3 - Acceptance and closure of non-conforming items"
"5593dad1-a239-57cc-a09f-5531ee7f8cd9","","not-started","","signoff","TRUE","TRUE","Site QA","03-00-00 - Balance of Plant","03-01-00 Fire System","03-01-03 Ring Main & Hydrants","Concrete","HPP-BOP-FRP-068 - BOP FIRE HYDRANTS","5.0 Conformance check","AUTHORITY HOLDPOINT"
"02664ae3-8459-455a-999f-0afd7d9cc699","","no-status-not-started","","folder","TRUE","FALSE","Site QA","03-00-00 - Balance of Plant","03-02-00 Diesel System"
"d655b438-c69c-4ce1-8848-9a5a690784b3","","no-status-not-started","","folder","TRUE","FALSE","Site QA","03-00-00 - Balance of Plant","03-02-00 Diesel System","03-02-01 Tanks"
"3c843d90-220f-46e8-abd8-b02f88b8fa6b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","03-00-00 - Balance of Plant","03-02-00 Diesel System","03-02-01 Tanks","CFA Piling"
"220dd040-9af6-47d5-9a81-256a005ee0d1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","03-00-00 - Balance of Plant","03-02-00 Diesel System","03-02-01 Tanks","Concrete"
"9133354f-ad18-4a6c-b591-ebd94f981c6a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","03-00-00 - Balance of Plant","03-02-00 Diesel System","03-02-02 Diesel Unloading Pumps"
"f7e1e226-57de-46a5-9c20-c5871e0b4cc6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","03-00-00 - Balance of Plant","03-02-00 Diesel System","03-02-03 Diesel Forwarding Pumps"
"df4574ac-6e40-423c-8796-f41487fa08f3","","no-status-not-started","","folder","TRUE","FALSE","Site QA","03-00-00 - Balance of Plant","03-03-00 Demin System"
"004f93f0-6615-48a0-9fad-bd8e4757e745","","no-status-not-started","","folder","TRUE","FALSE","Site QA","03-00-00 - Balance of Plant","03-03-00 Demin System","03-03-01 Tanks"
