"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b5d86007-1116-4929-94ff-1e251aacf238","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"2d33d8f4-a42e-45af-a79b-37c37e5578ee","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Overall Site Acceptance"
"3d6ab796-3f82-403f-a217-6e789cbdac6c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement 2"
"41a901de-a31d-453f-832b-5f76338fbea7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement 2","Public Areas"
"921a10d4-8eee-45a2-9788-fb43726824b4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement 2","Public Areas","Lift lobby & Lift"
"dd2d515f-91b3-4638-9287-eb6a86cdbf9b","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Public Areas","Lift lobby & Lift","Common Area ITR"
"c23d71b2-600a-5dca-98c9-35d8519ce1df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Common Area ITR","Prep "
"45e1de71-4a47-5c25-a956-712f34a14fea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Common Area ITR","Gloss 1st coat "
"cba9c9c5-27e1-5ac9-b03f-d1be9541896f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Common Area ITR","Gloss 2nd coat "
"7ab8c21c-e68b-5b83-b8ba-a014677473fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Common Area ITR","Skirtings"
"e1ec322c-e6e4-54e8-bbcc-654ae2c7c116","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Common Area ITR","Prep Walls "
"93699538-4b29-571c-9640-5ce177b49580","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Common Area ITR","Walls 1st coat "
"5873a879-b517-5b6b-87d2-b19c2d1289f0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Common Area ITR","Walls 2nd coat"
"5c45c3f9-a770-443c-8af7-c0e9d6c89319","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 2","Public Areas","Stair Press","Overall Acceptance Criteria"
"6bd69b0c-4078-5b91-93b8-7d2e2ea64a79","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Overall Acceptance Criteria","Set out"
"1f4057c6-0648-5f20-9fa3-c31076654b0a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Overall Acceptance Criteria","Samples / materials & components"
"abdd4599-df40-586c-9d47-36140777c4dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Overall Acceptance Criteria","Standards"
"20a2c40a-4bd3-5d66-bf0a-252c16679fe1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Overall Acceptance Criteria","Painting"
"06d3b764-37eb-5b85-b002-938e27ed6fed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Overall Acceptance Criteria","Final inspection"
"ef04ea6b-0245-5768-8981-92810d0a104e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Overall Acceptance Criteria","Environmental waste"
"ba0e3191-7cd5-5758-8c76-14fc66897466","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Public Areas","Stair Press","Overall Acceptance Criteria","Extra paint"
"c67044ff-be89-48ee-9971-409c56d892ac","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","201"
"49aa8c60-709f-4d64-8072-5d05c1981b41","","checklist-flat","not-started","Apartment Balconies ITR","checklist-flat","FALSE","FALSE","Site QA","Level 2","201","Apartment Balconies ITR"
"3da5e046-7ad4-5743-807c-f0de74b21b5e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment Balconies ITR","Check Substrate"
"1d44ee42-421b-5e59-94b4-9cefa0bc9fcb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment Balconies ITR","Sealer"
"305bf2ca-f5e3-5f9a-b896-ca7768cb80c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment Balconies ITR","Soffits 1st coat "
"3e2c833b-43b8-50f1-9849-be56b6a5e3d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment Balconies ITR","Soffits 2nd Coat "
"1437ab54-cc3d-57d7-84b8-983ed13272cf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment Balconies ITR","Walls 1st coat "
"2261df0a-ff3e-5b06-875d-91aa45c22b63","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment Balconies ITR","Walls 2nd coat"
"bf30c393-622b-4cde-a387-50878b054ead","","checklist-flat","not-started","Apartment ITR","checklist-flat","FALSE","FALSE","Site QA","Level 2","201","Apartment ITR"
"86dfc8d0-0649-54c9-a0d5-526970284a68","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","Check Substrate"
"09fea7b0-5980-54dc-bd86-af30550a74fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","Masking"
"38579c00-0802-5c67-8196-32f7ebd23e72","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","Sealer"
"09d4d25d-2263-5976-acd9-cc31aa806f76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","Ceiling 1st coat "
"2bf3df45-bdf5-5776-bbdd-83365b66e209","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","Ceiling 2nd Coat "
"a3629b89-2743-5e00-973e-1c02545468c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","De-mask"
"e1ad9827-e028-5a36-8273-a264b223dbb1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","Prep "
"4b16df74-49d5-5cf3-b142-fb5e7de10b84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","Gloss 1st coat "
"b1b5490e-1816-55a2-8e77-01f56c86fdb9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","Gloss 2nd coat "
"adfa2988-e141-55c1-854a-77f5135780f2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","Skirtings"
"903d6ffa-5858-53aa-b473-49b2876aaabd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","Prep Walls "
"2ba6e678-ec1c-5417-a7e1-644363399627","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","Walls 1st coat "
"59dd1922-0727-5161-ab2e-273920cb070d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","Walls 2nd coat"
"bc808c08-895f-5f80-8733-9852875d6da3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Apartment ITR","Bathrooms "
"22da2262-caa2-4e1c-bf41-975ef58b55c2","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 2","201","Overall Acceptance Criteria"
"96c4e9d9-44ef-53ce-b3a1-c060740aed3b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Overall Acceptance Criteria","Set out"
"77c31773-f892-55df-8329-ff2bc0481045","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Overall Acceptance Criteria","Samples / materials & components"
"054bcbf1-7a43-5b60-b990-59be91dcf376","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Overall Acceptance Criteria","Standards"
"573492f7-98cb-5270-a6b7-46a9e15db231","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Overall Acceptance Criteria","Painting"
"f66f3169-f410-507e-a0ca-9a48f5928f08","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Overall Acceptance Criteria","Final inspection"
"f9bce40f-97f5-5658-b834-400753506f6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Overall Acceptance Criteria","Environmental waste"
"d9544b26-276b-5272-a12b-432723639255","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","Overall Acceptance Criteria","Extra paint"
"1ebc6154-149a-4d0c-8781-439d2b231048","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","202"
"65534167-0119-4df9-9c67-638d72c38c24","","checklist-flat","not-started","Apartment Balconies ITR","checklist-flat","FALSE","FALSE","Site QA","Level 2","202","Apartment Balconies ITR"
"39d90b24-7f0f-5006-a4d3-c9c0b885193f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment Balconies ITR","Check Substrate"
"ea84f024-898d-53b4-a794-490b22fefe75","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment Balconies ITR","Sealer"
"ae852d1e-d8cc-58ad-85d5-2bdd7779d496","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment Balconies ITR","Soffits 1st coat "
"7e2678f9-7947-5f25-8cb1-0a0f841a5609","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment Balconies ITR","Soffits 2nd Coat "
"bf7ab6de-596b-5b07-9675-f7e422f5fefc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment Balconies ITR","Walls 1st coat "
"bd4324b7-678f-559d-8d43-835fcca73d16","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment Balconies ITR","Walls 2nd coat"
"7c9fe42b-8e3c-4c11-97f3-e344c1b064cf","","checklist-flat","not-started","Apartment ITR","checklist-flat","FALSE","FALSE","Site QA","Level 2","202","Apartment ITR"
"3a597472-4b65-5ad3-8a51-be3d97bc0d64","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","Check Substrate"
"8c8a679a-3fea-5520-a939-15bac44677d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","Masking"
"5129c8a7-4bd1-51d6-8aa5-f21d385e7333","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","Sealer"
"f0f376db-0117-525b-80c6-c69ce2e42178","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","Ceiling 1st coat "
"c832775c-32af-5df1-816f-0e511fd191e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","Ceiling 2nd Coat "
"1c406b38-6f32-53ac-9a99-3094146161ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","De-mask"
"f48ade38-43c9-540a-9aa2-9d4953cb4c4b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","Prep "
"0d9c58e5-d0cb-5dbe-973c-88257a7c20f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","Gloss 1st coat "
"f1821375-f8ca-5ed4-a8c7-8c6d3f5b15f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","Gloss 2nd coat "
"8403663e-81dc-5028-82de-2c17adb69170","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","Skirtings"
"43389916-b68e-5830-9f15-f8d9379639a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","Prep Walls "
"1922f91d-0473-5921-82cf-7c958c99d827","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","Walls 1st coat "
"7301c5e4-9470-51cc-ad63-dabbb1c0c117","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","Walls 2nd coat"
"d1431630-7904-56be-9306-7b9a60111a8e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Apartment ITR","Bathrooms "
"977ea4ff-f029-4730-94b9-e193688787b4","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 2","202","Overall Acceptance Criteria"
"1ea14728-73a9-56b9-96e6-420cb52472c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Overall Acceptance Criteria","Set out"
"1a009fb8-6f5a-50db-a175-16615f8be3ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Overall Acceptance Criteria","Samples / materials & components"
"f3a47074-60df-581e-aa7c-e07e2b34c5a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Overall Acceptance Criteria","Standards"
"cd79791d-9b7a-5a15-b52b-93dea1946244","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Overall Acceptance Criteria","Painting"
"88008312-759d-59b4-b2dd-cefc9442cb5d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Overall Acceptance Criteria","Final inspection"
"08806801-bd53-5de2-a3ab-a59d87e4df76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Overall Acceptance Criteria","Environmental waste"
"09fcb0c7-141e-5b16-bac0-271a878076eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","202","Overall Acceptance Criteria","Extra paint"
"451fc4e4-559e-468c-9650-0da6d7d9ebdd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","203"
"cceb5012-cc4a-4662-a0b5-81f75ac069a3","","checklist-flat","not-started","Apartment Balconies ITR","checklist-flat","FALSE","FALSE","Site QA","Level 2","203","Apartment Balconies ITR"
"44743738-b92e-54f1-93dd-3ca0a18127d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment Balconies ITR","Check Substrate"
"d2b4bfe6-c672-5989-8947-0d41a2e022cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment Balconies ITR","Sealer"
"8ffeba61-e25c-599d-8854-a6ba7227c140","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment Balconies ITR","Soffits 1st coat "
"d83d2115-e9ab-5222-b69b-356aa98a03c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment Balconies ITR","Soffits 2nd Coat "
"70e0bfb0-551c-5bac-b441-fa0f85bc28ca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment Balconies ITR","Walls 1st coat "
"f4f0cddb-95ba-5dee-9b61-338d8d08dc25","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment Balconies ITR","Walls 2nd coat"
"52a12cef-26df-48f2-8d20-7897847b2b5f","","checklist-flat","not-started","Apartment ITR","checklist-flat","FALSE","FALSE","Site QA","Level 2","203","Apartment ITR"
"0be400c5-5072-57c7-9ac5-c3badb60d48f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","Check Substrate"
"ba04ac55-dd7a-5d90-8a13-e801802c8df6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","Masking"
"8464a74f-dea8-5eef-9ef2-c765daea47c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","Sealer"
"40ba4a7e-b408-5a67-9b4f-6dd0685dfead","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","Ceiling 1st coat "
"678394c0-cfa1-571d-95db-da4450f989c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","Ceiling 2nd Coat "
"4e762ccc-1f11-5c3e-bad6-72ad98f49a43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","De-mask"
"32477b95-2085-5171-aa8b-7a78dbd165f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","Prep "
"f3fc0cc1-29b1-5033-9846-17148ec6971d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","Gloss 1st coat "
"b8793d36-1e87-56e3-9d9d-2e4a55b66abd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","Gloss 2nd coat "
"aff0193b-dc5b-5c45-9e6f-b1db426ee205","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","Skirtings"
"1f35f94b-7d38-549f-8399-f980b33f4035","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","Prep Walls "
"f1944d96-d532-525a-8cb5-5960191a7f32","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","Walls 1st coat "
"77bf0ec2-8969-5f85-bd33-914b09ab3439","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","Walls 2nd coat"
"64e5195d-50c5-5c83-b905-1c2adf9bf3ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Apartment ITR","Bathrooms "
"78886756-7f1d-44f7-b246-52e976cd2222","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 2","203","Overall Acceptance Criteria"
"2e9becdb-3285-5076-88e6-7255cb7b7b98","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Overall Acceptance Criteria","Set out"
"36b06112-211f-5cc8-bbf1-760d9a590e7a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Overall Acceptance Criteria","Samples / materials & components"
"2073ec09-220f-50da-ae57-e75ef64f1096","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Overall Acceptance Criteria","Standards"
"1e5e2969-6dd0-5cb7-85e0-a02184bd5f5a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Overall Acceptance Criteria","Painting"
"03ad5be4-e9e8-5d8d-aba6-4d593b0f98af","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Overall Acceptance Criteria","Final inspection"
"2be9879d-6641-5e2b-9fc1-d89987a9f768","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Overall Acceptance Criteria","Environmental waste"
"c504abb9-083d-5a23-8edd-4dc99075a260","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","203","Overall Acceptance Criteria","Extra paint"
"ccd52c18-455a-4b6e-b8b7-162c28979e30","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","204"
"56cdcf34-8fb0-4f0f-bbf4-b0c6499f8ec6","","checklist-flat","not-started","Apartment Balconies ITR","checklist-flat","FALSE","FALSE","Site QA","Level 2","204","Apartment Balconies ITR"
"3c1b35b2-550e-5d95-bbec-d69e0b55d7e1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment Balconies ITR","Check Substrate"
"99b63710-660b-5fa2-8821-4f1b0225cba6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment Balconies ITR","Sealer"
"0accff5c-4262-5912-863f-56df5ceedf26","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment Balconies ITR","Soffits 1st coat "
"8655cfb9-8ea9-5d4b-89ca-e0ce41207d84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment Balconies ITR","Soffits 2nd Coat "
"10e0695c-0e20-5f4b-97a6-15a046161665","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment Balconies ITR","Walls 1st coat "
"41fc72e1-6aa9-5ba7-887a-7b5bfb6ec993","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment Balconies ITR","Walls 2nd coat"
"72f41705-5b34-4b67-a7e1-7de6f2e19305","","checklist-flat","not-started","Apartment ITR","checklist-flat","FALSE","FALSE","Site QA","Level 2","204","Apartment ITR"
"189dcc49-6572-5717-9fbc-0ab1f6c38601","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","Check Substrate"
"30bb699b-17a7-55cc-aa6d-ec635972d99c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","Masking"
"aa5c3ae1-b7ad-5a34-b1c0-c7bde8d2ad54","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","Sealer"
"9694ff34-62b7-561b-8380-3a5d5641dfaa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","Ceiling 1st coat "
"140ddb8d-218b-508e-b914-8488a5dc77b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","Ceiling 2nd Coat "
"9fa545b0-bc26-5b3b-9c7b-7efda18d2ccb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","De-mask"
"c5af85be-cf1d-5583-a27f-8d1011f37f92","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","Prep "
"f35ef734-f876-5f7c-a025-0a4ac4e96fbc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","Gloss 1st coat "
"13194c4e-0e73-5499-bab2-6b50dc7684eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","Gloss 2nd coat "
"d0a264d0-be7c-5816-8723-416fef1dbefc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","Skirtings"
"d5b0d60e-0e86-51fa-a3ef-49895bd7669a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","Prep Walls "
"9efafa13-89ae-5cf6-a987-b6570c56a8b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","Walls 1st coat "
"3ae5c41e-4de6-55f1-9bf3-8a06c40d3462","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","Walls 2nd coat"
"a11f1d35-bc42-5278-afaa-db8c4b654727","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Apartment ITR","Bathrooms "
"62d0de93-e135-462f-ba1d-8225d90182f1","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Level 2","204","Overall Acceptance Criteria"
"332e9bdb-02e0-56d3-a5a5-136020b80a7e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Overall Acceptance Criteria","Set out"
"ee7f3924-3fbd-59bd-b214-9dbd8e92ab87","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Overall Acceptance Criteria","Samples / materials & components"
"71bb427e-20c1-5b11-b532-180b9e51ca0c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Overall Acceptance Criteria","Standards"
"9a55b493-a5c6-563e-a9fd-3913763020bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Overall Acceptance Criteria","Painting"
"18612a34-f2c6-5c47-ab8e-cbe721a4b978","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Overall Acceptance Criteria","Final inspection"
"a3a538c8-1e87-5f44-8594-dfd171d41e3a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Overall Acceptance Criteria","Environmental waste"
"daad750b-44fd-5089-98bd-754b9b364f55","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","204","Overall Acceptance Criteria","Extra paint"
"ec7d07b4-cc48-4f43-8f93-00b534d650b7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 2","205"
"320bcdf9-9c81-4585-ba4e-4373880696f1","","checklist-flat","not-started","Apartment Balconies ITR","checklist-flat","FALSE","FALSE","Site QA","Level 2","205","Apartment Balconies ITR"
"7803dfec-3a4d-53b9-897d-56f7b8487aeb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment Balconies ITR","Check Substrate"
"b6f7394a-3534-5a2b-9528-c99e4d4494ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment Balconies ITR","Sealer"
"471da147-e0f3-5899-a74f-126f72c5767a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment Balconies ITR","Soffits 1st coat "
"2a4da130-bead-5833-92e4-c819d3341f63","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment Balconies ITR","Soffits 2nd Coat "
"5a05039c-80ce-5c92-ac7f-588760dcd293","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment Balconies ITR","Walls 1st coat "
"edb1825f-eb00-51ba-9df5-23f79c47a6ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment Balconies ITR","Walls 2nd coat"
"a5c197f9-e875-4eb5-883c-a12ad04f4466","","checklist-flat","not-started","Apartment ITR","checklist-flat","FALSE","FALSE","Site QA","Level 2","205","Apartment ITR"
"beb2e616-6f0f-589f-8426-f49533732b48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment ITR","Check Substrate"
"1914319a-b607-5f1a-af4a-ed25d57c202e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment ITR","Masking"
"1d0cf649-cd95-5372-a60b-d87a7786ef1b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment ITR","Sealer"
"58e11c78-7f7e-5adb-91f3-fe84c17d44d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment ITR","Ceiling 1st coat "
"342c8af7-e563-5720-a82a-96baad015ff9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment ITR","Ceiling 2nd Coat "
"fee9443a-ad86-50fa-a7af-9116f87cdb8c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment ITR","De-mask"
"1e2acdd4-e669-56fb-91c6-430ef9f7baca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment ITR","Prep "
"b7a17adf-4952-5ac3-9bdf-5b4de3103e37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment ITR","Gloss 1st coat "
"e42992e3-772f-5a2d-ac8f-e27adb2f81d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment ITR","Gloss 2nd coat "
"f730f1b3-609e-5ba5-96b2-48f112e62bd6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment ITR","Skirtings"
"30551c70-be07-5837-8e72-57bdc423569d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","205","Apartment ITR","Prep Walls "
