"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"81cfefd2-5a9a-4dae-95a4-c0ce4325ac42","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"cf5d8b46-9a19-4fde-a605-d82c77a74403","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Ground"
"dee1680d-c325-4799-a2d5-f056c524302f","","checklist-sectioned","pass","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Ground","D1"
"4e189879-ebe5-59b8-8384-80cc8c2e882d","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Ground","D1","Door Jamb Inspection"
"89f0b87a-7c38-5d69-967e-b7941e88c636","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D12","Internal Door - Door Install","Hang Door"
"91a232d2-a4e1-529c-a5fe-92385cab01a0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D12","Internal Door - Door Install","Door prep"
"3886c62e-67c1-5862-b887-f2de1dd26d36","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D12","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"14be0c3e-87b8-5b70-9df8-9fa1bfe18fcf","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D12","Internal Door - Door Install","Signed off - Contractor"
"a6249c19-9332-5bf3-8f8f-eb2e72ecb2c4","","holdpoint","pass","","","TRUE","TRUE","Site QA","Level 2","D12","Internal Door - Door Install","Signed off - Builder"
"0f8749dc-8704-5d6e-b251-ed4ef1975c15","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 2","D12","Internal Door Handover"
"729ce502-761d-5131-bc83-259f7d25047c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D12","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"5256bea2-b554-57e3-865b-400ed3e8aa3f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D12","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"bf461222-36f0-4396-94ef-f76a9e641921","","checklist-sectioned","pass","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 2","D13"
"5c16f6e2-df80-5b34-b5bd-0336f0146a6e","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 2","D13","Door Jamb Inspection"
"a46bf655-4066-51c0-8e7a-7767ae5fe176","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D13","Door Jamb Inspection","Door frame as per door schedule"
"9a4d7a14-e0e8-5682-944f-3076c6d79bd6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D13","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"57a253f0-5620-58ce-9608-1adfcdc58590","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 2","D13","Internal Door - Door Install"
"4a0f1429-b605-5a32-acb8-5ea03441db92","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D13","Internal Door - Door Install","Hang Door"
"7901d2c5-95c9-5ef2-88e6-2a6bd06a28a9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D13","Internal Door - Door Install","Door prep"
"19248040-7a49-5919-9495-42c347bda8df","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D13","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"27db9f42-bf5d-5c35-8123-0b67ffec6e49","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D13","Internal Door - Door Install","Signed off - Contractor"
"1eebb12d-3c39-5a07-b0f1-0e96a28436f6","","holdpoint","pass","","","TRUE","TRUE","Site QA","Level 2","D13","Internal Door - Door Install","Signed off - Builder"
"9c00df8f-93e2-5634-9dac-f04277a9cb71","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 2","D13","Internal Door Handover"
"139c459a-c644-5ecd-8dff-f6fc50662dbc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D13","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"bee91dda-93af-5c62-b795-55c36864f778","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D13","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"037d6d42-d7e4-49da-9ef6-c18950d1d9e5","","checklist-sectioned","pass","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 2","D14"
"af11ced2-6c93-5ee5-9c2b-17e40185600e","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 2","D14","Door Jamb Inspection"
"aab8c6c6-602e-5587-b97a-da8be11ab4d7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D14","Door Jamb Inspection","Door frame as per door schedule"
"66262dd8-da47-5762-95ce-0f85e47d7cdb","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D14","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"8c7b7ca3-488a-5b50-bab6-3dd78d5a9a67","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 2","D14","Internal Door - Door Install"
"691b7c7b-ee70-5e06-aaaf-94ea16af76e8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D14","Internal Door - Door Install","Hang Door"
"908e5603-b8b0-59f3-8be4-ce49566d0165","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D14","Internal Door - Door Install","Door prep"
"d311655d-e6f9-5692-968a-6b589e6bf4f1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D14","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"0351ebd9-6fb5-582b-8eaf-e46fdd844024","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D14","Internal Door - Door Install","Signed off - Contractor"
"d80045f6-9323-5183-a0c7-62514eecedb2","","holdpoint","pass","","","TRUE","TRUE","Site QA","Level 2","D14","Internal Door - Door Install","Signed off - Builder"
"85a2c2e0-23dc-5118-9a15-2050eb397b43","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 2","D14","Internal Door Handover"
"859d3ffd-1438-5093-afea-2ad4b0b61453","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D14","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"9c5ace1a-728b-538c-b481-28f5a53a230d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D14","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"c80b18fd-e19f-46a6-bd36-0e7b743eab97","","checklist-sectioned","pass","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 2","D15"
"ad187936-d2a4-5e5c-ba2d-59610b867c58","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 2","D15","Door Jamb Inspection"
"32590b1f-6471-59f8-aae6-f4bfca9cbacf","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D15","Door Jamb Inspection","Door frame as per door schedule"
"423676ec-83c6-53ec-9239-57c9cd44e1de","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D15","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"97e5509c-0952-54af-a83c-5b0372c1c453","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 2","D15","Internal Door - Door Install"
"9e27901d-4d7b-50d3-836c-55c735e9a06d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D15","Internal Door - Door Install","Hang Door"
"5e1eedb3-4a68-5a5a-a258-ba49bd7a459c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D15","Internal Door - Door Install","Door prep"
"f3bfbc3a-3f4b-50a3-a2fe-11bfd61ab510","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D15","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"d77d5b50-08f6-51fe-895d-01a5962681ac","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D15","Internal Door - Door Install","Signed off - Contractor"
"2368924a-1d8c-59a6-87d4-272342f5189c","","holdpoint","pass","","","TRUE","TRUE","Site QA","Level 2","D15","Internal Door - Door Install","Signed off - Builder"
"121687fc-70d7-52c5-a2da-b2a63c1fcd4b","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 2","D15","Internal Door Handover"
"c0b8cab0-0f19-5fc0-b4b4-3735ea8add7e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D15","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"3e9711ea-5f73-5e89-8578-c0ff893dcc63","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 2","D15","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"f5c6e670-b38f-4169-9b35-ca637aebcbc5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 3"
"73367ed6-c8a0-4469-878c-b28b45f20c24","","checklist-sectioned","pass","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 3","D16"
"65608e93-a293-5b50-8ac6-5da9e682f365","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 3","D16","Door Jamb Inspection"
"c56ab6a3-0378-57ec-ae40-96611c867476","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D16","Door Jamb Inspection","Door frame as per door schedule"
"19301186-2c21-5334-b4bd-45fc836f1f89","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D16","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"c21ed1e2-abe3-596b-9937-ae1322037569","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 3","D16","Internal Door - Door Install"
"3c9340c4-2f91-5329-a3c3-ffc67412f998","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D16","Internal Door - Door Install","Hang Door"
"0b3d348e-399b-51c7-b968-bcde63fc8e56","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D16","Internal Door - Door Install","Door prep"
"dfb27866-e6e8-5d90-877f-480e0faa9f47","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D16","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"5f6fad1d-8186-5216-a03d-afdb14606148","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D16","Internal Door - Door Install","Signed off - Contractor"
"f1932f74-b588-5a32-9611-7d87345e46f1","","holdpoint","pass","","","TRUE","TRUE","Site QA","Level 3","D16","Internal Door - Door Install","Signed off - Builder"
"e7737497-cb02-51bf-88c1-3114b808ae14","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 3","D16","Internal Door Handover"
"16533015-df18-542d-95d0-6fc081817597","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D16","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"7107a8ba-edf8-5fd0-8b60-ef94721097ae","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D16","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"927c9eed-97b0-48c6-ba7d-2dabea9bda1e","","checklist-sectioned","work-in-progress","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 3","D17"
"719a1eb8-d909-5846-be78-0d817b4570f4","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 3","D17","Door Jamb Inspection"
"24d71a64-0744-5737-a400-0fb1cc3779ef","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D17","Door Jamb Inspection","Door frame as per door schedule"
"b7932a1d-22bf-56b5-955b-c184d51f8038","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D17","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"8bd9dc6b-fe41-577a-a5e5-2c29a93a60e2","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 3","D17","Internal Door - Door Install"
"19958fa9-51c9-5160-aa7c-686302903a19","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D17","Internal Door - Door Install","Hang Door"
"4386b646-c415-561c-953e-1ebad366233a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D17","Internal Door - Door Install","Door prep"
"cd1cfd04-0b37-5336-ad21-8eb64cac4339","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D17","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"350a07f2-9112-5e72-931b-f8da6086f43e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D17","Internal Door - Door Install","Signed off - Contractor"
"ad569b3d-7db7-5b95-87e6-ebfeb5cce96a","","holdpoint","pass","","","TRUE","TRUE","Site QA","Level 3","D17","Internal Door - Door Install","Signed off - Builder"
"02984500-43d5-5f83-bdf6-40f00d1d3b09","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 3","D17","Internal Door Handover"
"ff078ffa-4dc1-503c-82ec-a242ecc1332e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D17","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"eb6c8cdb-8f66-587f-91f6-5af3cf7ec2fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D17","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"6e6bad32-1908-47d7-89ad-a4913bf82e2e","","checklist-sectioned","pass","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 3","D18"
"e15fdd0a-4c38-5416-ba5c-b29b7cbc2ab7","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 3","D18","Door Jamb Inspection"
"6bcdcf87-5f02-5ed5-83bd-3a6e361a4f0b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D18","Door Jamb Inspection","Door frame as per door schedule"
"c07435bc-ca4c-5d70-9fb6-31ca4dc25219","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D18","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"7e7195b1-7f33-5413-bd4f-c4ee38ea70a8","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 3","D18","Internal Door - Door Install"
"1dc8b6dc-744f-5337-8e0c-a68c5828cc70","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D18","Internal Door - Door Install","Hang Door"
"09948c04-4cc1-5a23-a847-b7517a7eacc1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D18","Internal Door - Door Install","Door prep"
"9177b7d6-05be-514c-9849-90d343f5c866","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D18","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"ae84b2ba-5ad5-5b5f-a1af-54f07d9baed2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D18","Internal Door - Door Install","Signed off - Contractor"
"62ba336e-8e46-51d7-b8c9-edd7eeff6238","","holdpoint","pass","","","TRUE","TRUE","Site QA","Level 3","D18","Internal Door - Door Install","Signed off - Builder"
"ac57a6e4-2cf7-552f-ab28-f4714827dfa2","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Level 3","D18","Internal Door Handover"
"158ea009-9d9e-5ed7-aba3-27eb54fa471f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D18","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"1e3b34f8-7460-5d62-96aa-aa6fd58dd99d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 3","D18","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"c2e4b03e-c1cf-45f1-a975-ea2980f806e1","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 3","D19"
"988c5ead-6432-5b5d-9434-7791e48c78bd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 3","D19","Door Jamb Inspection"
"6b9c9a57-be4c-5206-8e3f-fa9335e180c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D19","Door Jamb Inspection","Door frame as per door schedule"
"365e0f1f-3c9a-5645-9567-2ed40abf496d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D19","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"497cca43-4b9a-5864-849b-2db8fef395b2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 3","D19","Internal Door - Door Install"
"2814aded-6583-5bca-b431-155ff75c4c20","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D19","Internal Door - Door Install","Hang Door"
"ba04c746-05bc-5b96-8f2f-65e1487d1093","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D19","Internal Door - Door Install","Door prep"
"73bf3c49-f24b-5444-b730-a069e1a14c01","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D19","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"e23ccb1b-055a-5da7-bb86-f26fbbbc660d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D19","Internal Door - Door Install","Signed off - Contractor"
"dfef4370-5137-519a-ac2c-d8b0579d0c57","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 3","D19","Internal Door - Door Install","Signed off - Builder"
"8e6fa3a9-f960-57a0-8782-a39917759e03","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 3","D19","Internal Door Handover"
"d4606a8a-a3b9-5fff-9201-ea94e8258b33","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D19","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"bbd71ce2-3cd4-5596-8d55-e63ab98660b5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D19","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"19e47eeb-e5e5-4ec5-8318-92cdfea09e23","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 3","D20"
"e8f6255a-f0c9-5c94-a735-3a92aca9728b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 3","D20","Door Jamb Inspection"
"f789b573-2c31-590f-8c7b-0ebdcfc2ff20","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D20","Door Jamb Inspection","Door frame as per door schedule"
"bbf1d8fd-fbaf-506b-9e43-2947170b82b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D20","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"4bf13aaf-fd67-5c25-b5e5-381ff6225cc5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 3","D20","Internal Door - Door Install"
"257df3ad-f89f-5750-8aec-456c5e3e0c6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D20","Internal Door - Door Install","Hang Door"
"e5576acc-e712-53d4-8bf5-2c907afaf60b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D20","Internal Door - Door Install","Door prep"
"7c463709-92a1-5744-9fbb-b42d663a6dfd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D20","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"27128824-eb07-5af4-9305-04bd280934ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D20","Internal Door - Door Install","Signed off - Contractor"
"ac20cd21-87e0-5441-847c-b00f6db2be6b","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 3","D20","Internal Door - Door Install","Signed off - Builder"
"ef5fb59d-e389-51bb-923d-7c79a12a3ee4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 3","D20","Internal Door Handover"
"97fd8788-91dd-5fee-b0b4-0eb88486b3fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D20","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"bc763e40-d7ca-56d1-92a1-837682ec2cb9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 3","D20","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"b457249e-a959-45ae-bd7f-30eda87a2a58","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Level 4"
"554d3e08-f350-4f19-bd09-72540dccbfe3","","checklist-sectioned","fail","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 4","D21"
"803da495-b848-5566-9918-a44230b3ab32","","checkpoint-group","fail","","","FALSE","FALSE","Site QA","Level 4","D21","Door Jamb Inspection"
"38ffb4d5-53b3-5ba1-bc07-33f6bd4b062e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Level 4","D21","Door Jamb Inspection","Door frame as per door schedule"
"ce8e6d1b-4f8f-50e3-b23f-28158b68b2cb","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Level 4","D21","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"c780e744-f81d-5f96-8e2f-07c13c7839d1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D21","Internal Door - Door Install"
"1a2c7128-8911-5a88-a319-d36e6fcf8f2d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D21","Internal Door - Door Install","Hang Door"
"2042b8ed-8694-564c-9883-f29a45658c7c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D21","Internal Door - Door Install","Door prep"
"9727dbb4-62f5-53f5-956e-b521a291592b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D21","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"9d469667-59f3-5455-a679-be191d03686b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D21","Internal Door - Door Install","Signed off - Contractor"
"c654e16c-0072-5be4-9a75-0fe9ad657314","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 4","D21","Internal Door - Door Install","Signed off - Builder"
"f3d0867c-6941-5419-ae55-8919fba710a4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D21","Internal Door Handover"
"7c9547bc-b85d-5fe5-91e8-29be6d631c32","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D21","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"d0b19d0c-62bc-5242-b027-8c03a9e22a8b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D21","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"02e5ff4f-a060-4c23-b60d-2b4d1779cfcc","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 4","D22"
"b3ab4602-7d3f-5d21-8065-386d00b5e995","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D22","Door Jamb Inspection"
"f33ddf92-4eb9-59f8-b442-6fb9176d86e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D22","Door Jamb Inspection","Door frame as per door schedule"
"9f9064fb-8186-5347-ae94-c8d2fd3b1862","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D22","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"728a43e7-63e2-5ca5-b028-2db0d9d06646","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D22","Internal Door - Door Install"
"f65feac3-a202-5131-b2cc-a130eda14fbc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D22","Internal Door - Door Install","Hang Door"
"3adccf74-3b01-553d-a02d-70ad8b6c60eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D22","Internal Door - Door Install","Door prep"
"07ff8a3d-74d1-5617-a381-a107dad96136","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D22","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"5c4e6c94-33de-512c-bada-2452ebcc5679","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D22","Internal Door - Door Install","Signed off - Contractor"
"172141f5-df4a-5808-a485-4c8af1670d19","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 4","D22","Internal Door - Door Install","Signed off - Builder"
"c5177f60-c837-5c52-a74e-2013e96a050c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D22","Internal Door Handover"
"4878de6a-3a9a-54f5-acbb-5067cbbdd3d9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D22","Internal Door Handover","Work(s) completed to specification/drawings & Area left clean/tidy"
"786ad8f4-4232-5d30-b63e-afbacf46eb73","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D22","Internal Door Handover","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"f6dcca41-4e72-4cad-a5b0-a01c5c561ca9","","checklist-sectioned","not-started","2afb069763fb68591b98629737660fe8d9bf30dc3246beb36244255c92bc3d59","checklist","FALSE","FALSE","Site QA","Level 4","D23"
"bae080e7-7819-50f8-8e42-6dcf9d7d8826","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D23","Door Jamb Inspection"
"daf2ff5c-ebc0-5e41-aa77-d9dbafdcb529","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D23","Door Jamb Inspection","Door frame as per door schedule"
"be153301-c621-50d2-9b66-9b3b108eba24","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D23","Door Jamb Inspection","Inspect door frame install to confirm as per door schedule, leaf installed plumb and true"
"3a94b081-4a4b-541a-8118-acefb06c776c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D23","Internal Door - Door Install"
"011ad1d9-0497-5c99-8442-1eade46f7b70","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D23","Internal Door - Door Install","Hang Door"
"51c26b43-6836-5728-98ff-68d028dc443e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D23","Internal Door - Door Install","Door prep"
"583cb69a-7bab-51c5-a2ab-714291a98609","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D23","Internal Door - Door Install","Door hardware in line with Door Hardware Schedule"
"1c9ff6b7-1693-5dd7-99e9-abda80def610","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 4","D23","Internal Door - Door Install","Signed off - Contractor"
"8073c46f-44c9-5018-a7e5-c47c93507a9a","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Level 4","D23","Internal Door - Door Install","Signed off - Builder"
"6977aa66-db06-52c5-8c4e-361b4b7ff069","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 4","D23","Internal Door Handover"
