"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b3c00575-27e4-4cec-93d0-1946f3ac9c32","","checklist-flat","pass","33e11ea08c3fa156ecb2b71326c329db44ccf0570380e5ecf555176e03d1ff69","checklist-flat","FALSE","FALSE","Anura - Project Details"
"95744827-80e3-52a6-a030-d5645a13b5f4","","checkpoint-status","pass","","","TRUE","TRUE","Anura - Project Details","Project details entered below"
"d50b6007-ca75-40b2-a0bd-6e9617b931bd","","folder-normal","fail","","step","TRUE","FALSE","Podium"
"620852fd-3a2b-48b8-a680-058a733800f5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Podium","Manufacture QA"
"4fd240fd-59b5-426e-8645-e8ab19fad1db","","folder-normal","pass","","step","TRUE","FALSE","Podium","Manufacture QA","Level 2"
"78d56342-1876-49c7-a099-34d39c56f250","","folder-normal","pass","","step","TRUE","FALSE","Podium","Manufacture QA","Level 2","Panel"
"5780880b-dafa-47a7-aef0-1f6cad079971","","checklist-sectioned","pass","227c737d3e83fef9e686b63f909d0164c376d77f0e52f2c2659a4fd07d2d56a0","checklist","FALSE","FALSE","Podium","Manufacture QA","Level 2","Panel","02-63"
"e0955c4b-d15c-5c00-82ad-1d1f8d5655ae","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Manufacture QA","Level 2","Panel","02-63","Manufacturing Documents"
"5728561b-0048-56a5-8783-7cade2b82abb","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-28","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"df19f339-9f72-587e-83ea-7a1a17aacd4a","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-28","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"ab7cd151-c9b6-5f18-b79a-a3a4f86cbee3","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-28","Basic Patch"
"04b9a566-3085-59ad-ac82-80c5c0dd3667","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-28","Basic Patch","Have the lifting anchors been patching as per project requirements"
"27221765-be56-501a-8e44-5d53b80bd4ae","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-28","Basic Patch","Have the prop points been patching as per project requirements"
"e9c13b56-7cbe-5129-9e83-8acb5ef98d3b","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-28","Basic Patch","Have the grout tubes been patching as per project requirements"
"7bf29b4c-e595-52b9-8559-0e54604df6c3","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-28","Final Finish"
"9790018a-b6c0-5dd3-b7be-8856a29f474a","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-28","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"a2141639-d2c6-5a0f-baba-415bb590cd0f","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-28","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"dcc41602-77f8-4ecf-aa08-4a678826094e","","checklist-sectioned","work-in-progress","Installation Checklist","checklist","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-29"
"46033ffe-13d5-50d0-8292-69d439efea18","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-29","Element Install & Grouting"
"7adb0120-32cf-521c-b1f8-038e3f681c04","","checkpoint-status","not-applicable","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"e6741838-b54a-58fc-b601-3010245313d5","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"14b40372-1ced-5f4d-bbd4-798a72bf4936","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"94475cc6-bc7b-5c31-a19d-2eb519a952c3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"f8956406-11a3-55ce-9dae-44af8ae8636c","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"cec305db-d206-5044-819d-a7d148565fd3","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"f11e77a4-614d-583d-8c1f-f8e39d667983","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"71eb0638-c02e-5644-b3bb-cb76122ed5b6","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-29","Element Caulking"
"002718ca-2d08-587a-abc6-4c8c38179c3a","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","Element Caulking","Element caulked as per project requirements"
"5f4698b6-5f10-5e75-88d4-8dd183c88979","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-29","HOLD POINT - Confirmation that Props can be removed"
"648fe9ad-8959-5535-8c59-fa0f21beb83a","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"81b6a393-d04e-5d29-b58f-9361416c688f","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"374bd23a-879e-5312-8474-9a6e7d9172ed","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-29","Basic Patch"
"07e57c90-8a00-5e29-9973-a9dcbcd3159a","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","Basic Patch","Have the lifting anchors been patching as per project requirements"
"91731868-c29e-58f8-8054-1bedb1afdb2d","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","Basic Patch","Have the prop points been patching as per project requirements"
"4ce5737f-2c1c-5b33-9481-79242ae40aeb","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","Basic Patch","Have the grout tubes been patching as per project requirements"
"96d7e78f-5906-51f6-9058-3fcaaf1583ae","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-29","Final Finish"
"a64c776c-7acc-50c0-a9ab-4c342480b97f","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"591c42f1-3ee2-5f7f-8f26-0ec65316458c","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-29","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"ce6ae662-fd1d-4a11-912a-8640b10469e8","","checklist-sectioned","work-in-progress","Installation Checklist","checklist","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-30"
"a478fb91-8159-548d-b0f9-407d6b4d223d","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-30","Element Install & Grouting"
"01b148bd-c61c-5d45-81c5-f752bff9bfa1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"f9ceb53a-25f6-5766-9e84-eaf637973f6b","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"6a7e099b-bf82-5b17-bd8c-7517c33cfebc","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"6f5d6f8e-a323-5634-a10f-1789713d27de","","checkpoint-status","not-applicable","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"90cefd9a-0fb7-5263-9f92-ac8c9cc41c93","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"38436cf8-ccbf-52a0-806e-0030acdb6406","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"5ee45a9f-bb0a-59ba-af7f-8fa6aa04c7ae","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"7a32c5b3-5119-54b1-baa6-90e58f56b39f","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-30","Element Caulking"
"beb287bd-0d24-5476-ba1e-1d9f1d2c6fd8","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","Element Caulking","Element caulked as per project requirements"
"d308d02a-8688-5ca4-a2db-b898667b608c","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-30","HOLD POINT - Confirmation that Props can be removed"
"c1b959c6-3b0c-509e-8cf9-78b2e53b1983","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"5fbb2d3a-9e32-57e0-b69d-234c4fbf62bb","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"b8beb1f5-a026-5ccf-ac52-8870d041341d","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-30","Basic Patch"
"d6629470-c299-56b2-ab02-c8609b2a2131","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","Basic Patch","Have the lifting anchors been patching as per project requirements"
"e569b6e8-18bb-54b4-87df-110077503fb7","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","Basic Patch","Have the prop points been patching as per project requirements"
"05824359-0180-5750-b253-4097d7faf45a","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","Basic Patch","Have the grout tubes been patching as per project requirements"
"a3d3b9ec-2194-5455-8a8f-d19446dc10a3","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-30","Final Finish"
"4dce1389-d4bf-584a-a4d7-ad88c89f2793","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"d3711cfb-7183-57a5-bbca-4eb7e8ef8360","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-30","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"65307df2-62cb-40ee-b9b9-df19fa5cd376","","checklist-sectioned","work-in-progress","Installation Checklist","checklist","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-31"
"e237b27e-9c56-53f6-b176-60492c16e24e","","checkpoint-group","pass","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-31","Element Install & Grouting"
"abc1af33-f05f-59b7-925f-7b6f1a1d9f58","","checkpoint-status","not-applicable","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"8029178d-add0-56d5-9c53-94c2ff6570ac","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"0edb9806-7111-5af1-861f-ccd487065446","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"3acb95c3-6a29-5910-a44b-08f88660397e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"2475a9a1-34d4-5dc4-82bc-0be26a264ca0","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"dad5b04e-9ce3-50e9-a096-2caafa91803d","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"18613ee2-28ed-5527-8483-16efb2bb65d0","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"d008cea5-586c-5b1e-83b0-f3d5ed140226","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-31","Element Caulking"
"f19e2dea-4ab6-5a31-821a-9c641c8a05f3","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","Element Caulking","Element caulked as per project requirements"
"d0c9b5ca-72d9-5abe-b32e-a7733a6bdacb","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-31","HOLD POINT - Confirmation that Props can be removed"
"affd7bf1-0546-562f-9ae0-7c9924091adc","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"5deb03c5-156a-59f9-bf03-ce122db03cf9","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"d7e65eb1-48c6-595f-83cd-00e4931edb66","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-31","Basic Patch"
"566be579-2691-5f49-ba9d-ef2f5181e50e","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","Basic Patch","Have the lifting anchors been patching as per project requirements"
"f5f3c61e-39e5-544d-97fa-0153a673d526","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","Basic Patch","Have the prop points been patching as per project requirements"
"57e68bf0-f34e-5518-9956-389fd00afcec","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","Basic Patch","Have the grout tubes been patching as per project requirements"
"3bc031e9-b38a-50f1-8818-60177757f936","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Balustrade","04-31","Final Finish"
"ef66d50e-f15a-515e-b165-6da9dcd95c6a","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"5d95f322-6c45-58cf-839d-6f3030a1df56","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Balustrade","04-31","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"388be490-b346-4ecf-842c-abe476d4e6e7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Podium","Installation QA","Level 4","Panel"
"f092118f-3c47-4e9f-8868-e6dcc867cb49","","checklist-sectioned","not-started","Installation Checklist","checklist","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-13"
"966cb21d-69b9-53a7-9625-bba62ff15b61","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-13","Element Install & Grouting"
"6bd9da78-1b55-5506-8bbf-b21fa96ee28f","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"d9dfd333-d111-5309-bf5e-372578767c04","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"bcea0f76-ec40-529d-9f2c-ccc9555d556f","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"af05cb4c-5588-53f0-97e9-296ea1e674ad","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"799ff51a-de6d-5d25-8938-b0f40ed9266a","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"81ad78b5-cf69-5aba-a8c0-99cca2c70966","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"8c534571-68fc-5478-803d-9e7cfaca22d2","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"af85a837-3fc5-5d1f-ad08-8111509cb710","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-13","Element Caulking"
"49fa68ed-4650-5203-b39a-cb8c5fa268b3","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","Element Caulking","Element caulked as per project requirements"
"8dc9e764-7183-5107-a81f-33b00d76552e","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-13","HOLD POINT - Confirmation that Props can be removed"
"5caf3251-ead2-50ff-a8c1-877659905dfd","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"644203b9-aeec-5532-a8bf-668cef556a84","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"80c10857-64cd-5324-a073-ab5a1943c027","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-13","Basic Patch"
"ada10df8-3144-5f3d-83ce-b31ca19fa954","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","Basic Patch","Have the lifting anchors been patching as per project requirements"
"cc9afb15-3a9f-5c5a-98f0-189674581a77","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","Basic Patch","Have the prop points been patching as per project requirements"
"7153ba58-fed5-5c7b-b9d9-87ff21556f3c","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","Basic Patch","Have the grout tubes been patching as per project requirements"
"0925600c-6599-57ca-b49e-d06d87cfaa18","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-13","Final Finish"
"8ccd94e5-b1c3-52d0-a8c9-3e675af877ef","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"8d78deae-2933-5494-99c6-bb8229e4e294","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-13","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"095f2406-6be4-4a93-9ea9-fa0054ef8a9e","","checklist-sectioned","work-in-progress","Installation Checklist","checklist","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-41"
"ab6fa0c2-dcec-58b7-8436-1b73b6f2bf6d","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-41","Element Install & Grouting"
"bc1276e7-59fd-52e2-821c-baea5c122718","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"2d911add-f177-5a32-abc8-4f35c863f8ff","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"ecdcac23-2f42-51d0-9dd4-162668e4e901","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"44aa70d0-b610-5e8c-bc11-d94e4b225034","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"0a24b34f-39f0-57f6-ac2b-2adf2fbf8e23","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"3a0457e4-ed01-5471-a96c-e0ddcfd192d6","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"1056d835-6482-55fa-89fd-2ad30a885d96","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
"d7b69ba7-2449-5777-aff0-a103a6092b84","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-41","Element Caulking"
"a24bea97-47f6-520e-b955-c49173c97486","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","Element Caulking","Element caulked as per project requirements"
"8398ffcd-a1c9-575d-a0b2-27d51033d45e","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-41","HOLD POINT - Confirmation that Props can be removed"
"7643cb70-9f79-5a46-95b2-bbefa5ee4d23","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","HOLD POINT - Confirmation that Props can be removed","Has the Builder given us written confirmation that props can be removed (UPLOAD copy of correspondence)"
"573ce9de-7447-504a-ba56-4baf925eafd6","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","HOLD POINT - Confirmation that Props can be removed","PHOTO REQUIRED of element after the props have been removed"
"8f75fe44-eab6-56c5-9e04-65efad579eee","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-41","Basic Patch"
"89c1478a-4632-55ab-be6a-ee004ee9f54b","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","Basic Patch","Have the lifting anchors been patching as per project requirements"
"b86dcfe1-dcdb-5550-b0cd-04c4666619c3","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","Basic Patch","Have the prop points been patching as per project requirements"
"78751097-199c-51a7-a3a6-feca37109309","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","Basic Patch","Have the grout tubes been patching as per project requirements"
"e9f33af8-bba4-5e35-b7e1-44a159b26cbd","","checkpoint-group","not-started","","","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-41","Final Finish"
"7fdcf3b4-3137-5bed-8143-3c99bbfed1a7","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","Final Finish","Has all outstanding patching been completed (PHOTO REQUIRED of all visible faces of element)"
"f7567428-130d-5bc3-927a-9443176cd3c8","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-41","Final Finish","Has the builder signed off on the element? (ATTACH signature box below)"
"d63caace-3601-4aaf-8873-4a9a52592f92","","checklist-sectioned","work-in-progress","Installation Checklist","checklist","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-42"
"453bb0fa-8899-59b2-bc52-a56b33b84e3c","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Podium","Installation QA","Level 4","Panel","04-42","Element Install & Grouting"
"8d5f7805-dfd7-53b7-bb7f-377d8438bdd0","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-42","Element Install & Grouting","Bedding grout placed and finished as per project requirements"
"bb0e6a15-28ca-5920-b3a1-2c2d95c54f54","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-42","Element Install & Grouting","Element installed to (PHOTO REQUIRED to show survey pins and spirit level bubble):"
"265e3bbe-ac24-58ca-8b1f-0875f86f2628","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-42","Element Install & Grouting","Element propped as per Euro Precast PEDS (PHOTO REQUIRED of element propped)"
"f26d068b-81c4-5cac-908b-b2821bd295b1","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-42","Element Install & Grouting","Dowel tube (flowable) grout placed and finished as per project requirements"
"636a24b8-34e6-5e33-81f4-9ab09857fb98","","checkpoint-status","not-started","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-42","Element Install & Grouting","Were there any delays or Site Instructions given. If yes, please comment below and have builder sign"
"2301bfd3-a748-59d2-a7d3-1c9101b5a3be","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-42","Element Install & Grouting","Is there any transport or erection damage that needs to be fixed (PHOTO REQUIRED of damaged area)"
"8f086127-6449-5ba4-8a0c-4e119fa3e797","","checkpoint-status","pass","","","TRUE","TRUE","Podium","Installation QA","Level 4","Panel","04-42","Element Install & Grouting","Area has been cleaned from grout and rubbish (PHOTO REQUIRED of the area before leaving)"
