"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"27ee9fee-b299-4a24-a658-b61604603e9f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Below Ground"
"c7f8442c-6c07-4001-97bb-48882a602ef2","","folder-normal","pass","","step","TRUE","FALSE","Below Ground","Site/Early Works"
"e9b81f72-0d04-419c-bfb9-84c8a80deaf5","","checklist-flat","not-started","Cold Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Cold Water"
"adddf009-9519-4688-8ccb-f098ba60aa41","","checklist-flat","not-started","Hot Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Hot Water"
"2a68e6f0-b9fc-4274-9acb-c84034174926","","checklist-flat","not-started","Sanitary Waste & Vents - State Basketball Centre","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Sanitary Waste & Vents"
"73f33d82-0e67-4c76-abd9-2315cd967e66","","checklist-flat","not-started","Sanitary Fixture - State Basketball Centre","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Sanitary Fixture"
"47be922b-2025-4d5c-b988-f3813f29712d","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Stormwater Above Ground"
"46322010-836a-4a42-830c-8fa112160f8b","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Downpipe Installation"
"a34e8226-85f5-43c1-ab47-a6a1b650ba3f","","checklist-flat","not-started","Recycled Water - State Basketball Centre v2","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Recycled Water"
"e94ad0fe-3360-480b-a0fa-5c0b5b6c5c8c","","checklist-flat","not-started","Concrete Pour v2","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Penetrations"
"3b3eb622-3d98-47dc-a920-95624cbd035d","","checklist-flat","not-started","Commissioning (V.061221)","checklist-flat","FALSE","FALSE","Level 1","Zone 1","Commision"
"e395dd43-ee7b-4c04-8933-cad3c5ec644e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 1","Zone 5"
"e52a2ad2-24c3-44f3-8c39-c27ab970b974","","checklist-flat","not-started","0d3ab68cd40cdf333d36dd9a99496d84af468b2d732649df4fcb5a5c20cb74f2","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Above Ground Sewer Drainage"
"1a938d7b-552a-4ac0-addf-9eb8d0ce9c91","","checklist-flat","not-started","241da47bcdb42cd3370bad1c4c59bdfd23147560e309902ee091016e91008a37","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Cold Water"
"2ce5e6e6-2090-4ee9-9ce7-2dcc4c4390e0","","checklist-flat","not-started","449ea2c04ca84a4bd9b899dba9eebc9d66fefc14df92174e2a46f30a32c2dd93","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Hot Water"
"115f27f5-3d08-4d26-b9e6-b1543ed1750a","","checklist-flat","not-started","3d0910419c1811b48afe91702fe54edfa75089dfad1b7a60a6411ace588ecf13","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Sanitary Waste & Vents"
"247c36e2-9f99-4bfd-819a-aab3b8c5efa6","","checklist-flat","not-started","77b6c8371b6982b02048f56c022483ad1a64e9bb2fadb15934533e6b56fd4dfc","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Sanitary Fixture"
"a308c28c-8448-48f0-b645-28b37bba3d6f","","checklist-flat","not-started","c1155a8ecb468f310c9c36679236cd7dfb1125ed1181425bf5562c5854423ed7","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Stormwater Above Ground"
"8a94ed60-e2f8-4560-b976-5ea8f2ba01d7","","checklist-flat","not-started","dcbd63771155c03d808f2cf4eac5bf14fbebf0bf1f55306d7458c880c5f70d9b","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Downpipe Installation"
"0f2ba770-14e9-418d-9bc5-e723a4538b2f","","checklist-flat","not-started","2d53aeeafb46fca85a1fadf39644070272e7ad81893f12d5f5b5e3bdf5704a6c","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Recycled Water"
"5e0d885f-64cd-4cb3-83e3-c78a76871e79","","checklist-flat","pass","Concrete Pour v2","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Penetrations"
"99a003f6-b6f8-4e8c-81dd-6a53c0e3bb72","","checklist-flat","not-started","0ba8c47952deab6a979ef3adc67e2443c256a0cbb7044cf3bab6da03ad8a27dc","checklist-flat","FALSE","FALSE","Level 1","Zone 5","Commision"
"3ea3ca36-cfdd-418c-85cc-8c17de760cad","","folder-normal","not-started","","step","TRUE","FALSE","Roof"
"46de8b83-62b8-4c38-9463-7afbb52c81d9","","folder-normal","not-started","","step","TRUE","FALSE","Roof","Zone 1"
"86cdd362-5469-47e9-8d75-dd8cd90b5815","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Roof","Zone 1","Stormwater Above Ground"
"950cc805-e9a1-4e7e-a860-2c62775765f1","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Roof","Zone 1","Downpipe Installation"
"73a0872c-a651-486d-a569-8459fc93e1da","","folder-normal","not-started","","step","TRUE","FALSE","Roof","Zone 2"
"50a6fabb-17bc-47c1-a3e7-4ecc74a66bfa","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Roof","Zone 2","Stormwater Above Ground"
"e4970c1c-ef2d-4412-85fe-7257668d5d1c","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Roof","Zone 2","Downpipe Installation"
"4ba843b9-714b-4d49-8a7b-6ce04115ab3b","","folder-normal","not-started","","step","TRUE","FALSE","Roof","Zone 3"
"f19f84d6-fe5b-4693-80c4-7d3ea75bcae7","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Roof","Zone 3","Stormwater Above Ground"
"c8166946-cb1d-46ac-adf5-2eb570226bed","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Roof","Zone 3","Downpipe Installation"
"0111d73b-bb40-405c-a0db-b1c5ffa8151e","","folder-normal","not-started","","step","TRUE","FALSE","Roof","Zone 4"
"707db3e0-cd08-4714-b2f0-d9e30203e889","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Roof","Zone 4","Stormwater Above Ground"
"fdf2109b-dd18-442f-94d6-436f9fbf5d0e","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Roof","Zone 4","Downpipe Installation"
"a3de7fd8-e59e-4aec-ab75-0202206efc3a","","folder-normal","not-started","","step","TRUE","FALSE","Roof","Zone 5"
"15974711-981b-457c-a7d9-af090a0f805d","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Roof","Zone 5","Stormwater Above Ground"
"0bdbc768-21b7-443a-b5e6-32e4c04509ed","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Roof","Zone 5","Downpipe Installation"
"d78193de-0aa6-4e06-97eb-d719e800d3b9","","folder-normal","not-started","","step","TRUE","FALSE","Roof","Zone 8"
"c2d66b5b-804a-45e9-94eb-b1de217b66d6","","checklist-flat","not-started","Stormwater Above Ground - State Basketball Centre","checklist-flat","FALSE","FALSE","Roof","Zone 8","Stormwater Above Ground"
"83b7b603-cb51-486e-83d2-708817e113ed","","checklist-flat","not-started","Downpipe Installation - State Basketball Centre","checklist-flat","FALSE","FALSE","Roof","Zone 8","Downpipe Installation"
