"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d6b4be16-3cc1-464f-8a0b-2d58d49f0d55","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"d646787a-da75-5ec3-a365-ef6f32f1005c","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"58d55353-e0af-4656-95e8-995547f30da7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"ab93e1d5-55cd-4db9-b37d-1a5f33c158ef","","checklist-sectioned","pass","b4d1633d23659b113421612c76dd31fcbb3d55235db2b92c835b5f74c883a446","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"b05b53f4-47ea-5b3d-9cbb-34eff74cf91b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail"
"d7a74365-dc60-5cb7-9c5d-bc99de4974e7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Edge Detail"
"a3697f4d-887c-58f2-830f-23898e980322","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Bar Projections"
"38ba44de-5d49-58bb-8c31-8fef9356b220","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Cast in items"
"4d85f23e-5fe9-4c9a-a238-a430f40a8e90","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 50"
"9730e462-84bc-455e-b76b-16210fdc03ec","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -1"
"9c68dc5f-a750-5aea-a2ad-aa2411d78073","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -1","Pre-Pour Check"
"a0973331-738f-5514-8a58-24c6118cc141","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Pre-Pour Check"
"2e51c5ff-4360-56eb-a858-ccee74319e5b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Pre-Pour Check","Dimensions"
"e81117a7-d906-5a78-bd4c-e93b652340e6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Pre-Pour Check","Mould Clean"
"fef5d5ec-09ea-579d-b17d-6a2651d6aa3f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Pre-Pour Check","Mould Oiled"
"3850378f-7c7b-5419-9c5b-cb9f8c634967","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Pre-Pour Check","Mould - Workmanship"
"2530c4a0-a534-5fbc-9347-f5da3789adf4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Pre-Pour Check","Reinforcing"
"e7d12dbd-4237-587c-830a-61ad9ad1af5f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Pre-Pour Check","Cast In Items"
"b85deaa1-7302-5fe2-b58f-977724cc240a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Pre-Pour Check","Marker Position and No."
"e0485ad7-0c37-5081-bc7c-3df8aa7b7abd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Pre-Pour Check","Make mould to Green Status"
"f3f5ff9a-694f-5344-9d9d-70b7d728003c","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Concrete Works"
"a6b04555-a564-595d-8527-3102e1bf6b1a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Concrete Works","Concrete Works Details"
"6cf8d190-59d4-5f2e-8714-58c19d373e1d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Concrete Works","Wilco Sample Taken"
"44be95b6-2366-523a-9283-b893355f3fed","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Concrete Works","Bridgeman Sample Taken"
"ab81085d-7a4b-55c7-971d-f3083c74a611","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Concrete Works","Supervisor Approval"
"622dc679-a150-5ce5-b3fa-68269ed05b16","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Post Pour Check"
"9ece0acf-982e-56bb-88c6-a146b02c3c01","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Post Pour Check","Edge Detail"
"59533b26-f85d-51c9-a15c-b76a34805784","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Post Pour Check","Bar Projections"
"fd572436-0faf-5b61-bf97-75ec6858fa01","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Post Pour Check","Cast in items"
"18fbda23-6b87-5b5c-ba43-41bafd621364","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Stripping and Stacking"
"fe7e775e-838b-50b8-825c-e89a70623624","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -24","Stripping and Stacking","Stripping & Stacking"
"7f1d4d86-b52d-47d7-97af-6e0f8d4094ba","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -25"
"e7ee55cd-1e42-57e2-a55b-2b0e1f83da26","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check"
"827c08f4-cf96-50b2-ad17-61552cf77ab6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Dimensions"
"728ba106-911e-52f1-9f1f-7e2a9c1182d8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Mould Clean"
"a7dbe871-3dc7-58db-84d6-246eac3411e3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Mould Oiled"
"f110abc9-0085-52e7-9d9a-29f2132f25c0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Mould - Workmanship"
"494c3f41-09b9-53ea-a34c-4bbffc75a5a8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Reinforcing"
"68b81eed-16a5-5098-ac06-5ca7892b336d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Cast In Items"
"526aefda-34ed-57f1-9cef-a389c1c0fb8d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Marker Position and No."
"f4e2d986-a800-5116-9a48-0dcf78734149","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Pre-Pour Check","Make mould to Green Status"
"866d0ed8-0823-50dd-9e6e-667e280afe1e","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Concrete Works"
"00cb3e0c-b55e-53b6-8359-90382dd75a78","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Concrete Works","Concrete Works Details"
"f57811dd-a53d-526b-a156-4f6d495eaa6d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Concrete Works","Wilco Sample Taken"
"cab36f4f-b7aa-5570-aa7c-669b5ee7efe2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Concrete Works","Bridgeman Sample Taken"
"47899ec0-85d7-5ffe-8f93-515ac4254480","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Concrete Works","Supervisor Approval"
"a26c1ad6-c155-53f4-ad23-f17c5e98ae86","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Post Pour Check"
"dc504549-a5ac-598e-b1c5-77e8c586dbc2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Post Pour Check","Edge Detail"
"232b6395-9026-584a-b6c1-ed98b4efcd2e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Post Pour Check","Bar Projections"
"9ee8eea8-3b45-5cbb-acfd-0d51862a2162","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Post Pour Check","Cast in items"
"424e1627-f161-5680-b952-34f41cb49e7f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Stripping and Stacking"
"0184458d-6930-50e3-8d19-6f3c6c36a594","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -25","Stripping and Stacking","Stripping & Stacking"
"1b57e63c-fb52-452a-b155-3b98bc10be43","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -26"
"eb067e59-9c6d-5a6a-a322-96e16428ed1f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check"
"70580bad-d99d-53fc-8a30-027fa592fe7b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Dimensions"
"4e4e64fb-642e-5ad4-9bc0-e03ec85d01cd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Mould Clean"
"29e66e08-a5d4-5a5b-bfb0-d9be0e6f7b67","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Mould Oiled"
"30133102-ccbf-5aa3-bb13-b8040bac447a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Mould - Workmanship"
"dbda7794-24d9-54ee-a805-6bd7fcf768e5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Reinforcing"
"a3a8b634-972b-532c-a37b-a44c9060de76","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Cast In Items"
"bbdf8865-90e3-55ce-a1c1-2fdfa5bbb90b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Marker Position and No."
"9ca7843e-4651-5426-9947-9eb75ee0aa81","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Pre-Pour Check","Make mould to Green Status"
"3e38074c-119d-5182-852d-955a535a942b","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Concrete Works"
"03309eba-8ffd-592d-8e5c-c56e270cd446","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Concrete Works","Concrete Works Details"
"71d31aa1-83f0-5f48-8fda-e8976fc16a15","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Concrete Works","Wilco Sample Taken"
"91e2530f-ea3b-540e-8e8f-c6afe549bb17","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Concrete Works","Bridgeman Sample Taken"
"ee8f4397-1c85-57f8-bbce-90751c444e75","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Concrete Works","Supervisor Approval"
"b21375ec-d5b4-50e0-a65f-b2b9842366f3","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Post Pour Check"
"32dfef0d-553b-502f-89a2-f5daf5af255d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Post Pour Check","Edge Detail"
"c140d0d1-ecde-5a3f-a53c-32911fd6cb43","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Post Pour Check","Bar Projections"
"14fe965b-c3d5-535f-936d-76ed1df736a1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Post Pour Check","Cast in items"
"6e8b2048-002e-54b6-90e6-66e885f10315","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Stripping and Stacking"
"b58bd5f2-652c-50b3-98de-aa5256ebdee8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -26","Stripping and Stacking","Stripping & Stacking"
"29756465-6284-4204-966c-a21326279825","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -27"
"5536f994-f278-5ea2-ae38-1494bc7bff98","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check"
"bfe6ed25-8ffc-53a5-8c8f-ade4115c61db","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Dimensions"
"80d8ca4f-e2bf-56c4-95e3-aed1f4bbc30b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Mould Clean"
"c39cd3c2-afa4-5523-b3c4-3b09eb3eb72e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Mould Oiled"
"3fb837cf-8cbe-5b17-bdf1-91ef4d86430e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Mould - Workmanship"
"7bfeaf97-9b04-5246-b670-daa634a45f20","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Reinforcing"
"cdcced5a-bd60-5808-9c51-93979863eb8e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Cast In Items"
"d7d20f90-e012-5c1f-9920-4b3715940ad9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Marker Position and No."
"a8be17bc-5240-5cb7-9b74-42dea501bd72","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Pre-Pour Check","Make mould to Green Status"
"e37e85ec-298e-54c0-b03d-3883816e43fb","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Concrete Works"
"3e592806-b771-5416-8e6e-346551c7679e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Concrete Works","Concrete Works Details"
"1b5b8838-643b-5cdc-9e44-c89471b4d73b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Concrete Works","Wilco Sample Taken"
"80295ab1-3b0a-57d1-858f-a5949161d3a0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Concrete Works","Bridgeman Sample Taken"
"4426b982-7565-57bf-a956-e618cd0efa80","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Concrete Works","Supervisor Approval"
"c21ba858-5813-59dc-a518-ddfd6aebaa89","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Post Pour Check"
"1fd0d476-1957-5897-b075-69d91cd0924a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Post Pour Check","Edge Detail"
"f7cc3973-bfd1-5583-afc0-130eccc6ad05","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Post Pour Check","Bar Projections"
"6d95536a-3541-5737-ba65-2d5dbf8a0394","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Post Pour Check","Cast in items"
"9e291a35-fb32-5519-bef9-2bd00f04719a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Stripping and Stacking"
"bb4162b5-00a0-51e2-b5eb-1c9ebdfdc389","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -27","Stripping and Stacking","Stripping & Stacking"
"6514b976-5356-4db9-89fc-a755a376e755","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -28"
"4a232bb5-14fc-5330-b3fc-3174ded1d95c","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check"
"b4dbb530-4bc7-5a3a-acd5-70d9defa7e34","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Dimensions"
"4d150e0e-5c15-5049-80ca-857d80b6febf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Mould Clean"
"41df7067-40c6-5530-bc26-4404d9746b3a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Mould Oiled"
"09938cb1-f2c7-5d9d-810d-6b8c2aa43bf0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Mould - Workmanship"
"a7d3881e-5998-5619-b8e0-9818046077f9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Reinforcing"
"b9c5fa24-92c3-5ef5-9f24-5895b8586178","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Cast In Items"
"4cf95cda-8a94-5e1a-adf7-a61d68a4bf23","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Marker Position and No."
"ba2d6fba-75d5-5eaf-845e-a19c74406812","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Pre-Pour Check","Make mould to Green Status"
"bacf1375-30a9-51bc-9430-7a12cfca398d","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Concrete Works"
"7c0fa297-08c9-5540-b68a-dbcc12118fea","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Concrete Works","Concrete Works Details"
"abacf125-a2e9-5400-8ea2-6f5a4a9e6160","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Concrete Works","Wilco Sample Taken"
"2de245df-c4ac-5a59-b27a-2820b027ffc7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Concrete Works","Bridgeman Sample Taken"
"e9049fc8-46ad-5322-92be-e5a0624a2d2d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Concrete Works","Supervisor Approval"
"03a49cab-2d72-5783-841a-bc1390a30a71","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Post Pour Check"
"320dfc76-8682-58d4-8f37-ef378d0eaadf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Post Pour Check","Edge Detail"
"a6b9103a-1b40-525b-ae87-a61576b6d89a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Post Pour Check","Bar Projections"
"d5bb867d-a9fb-5fc1-8831-13c331b705c1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Post Pour Check","Cast in items"
"39f69341-dec7-5f37-9018-149ba8b14272","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Stripping and Stacking"
"0ad831c8-2e10-5eef-bb9c-2d4e27ad04ee","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -28","Stripping and Stacking","Stripping & Stacking"
"64531b84-6147-48a1-8cc3-725b090b8f1b","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -29"
"18da9435-0657-5f41-acbd-1d0c8c556f09","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check"
"db6fdcb2-9b88-5899-8d6f-74aae88a648e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Dimensions"
"cdc0ff48-f604-566d-b75f-1b481c2b2f10","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Mould Clean"
"58f830f2-06c0-5dca-91c9-b046dba8a4aa","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Mould Oiled"
"f8d86d11-5c5d-532e-8157-bea2bdb6ed77","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Mould - Workmanship"
"b6663aee-fadd-5cfd-8f15-6247af48d51d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Reinforcing"
"8f0cb193-821a-56a7-ba20-552ae9950c44","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Cast In Items"
"648f791a-d271-5f2d-9070-7eeca12ea67c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Marker Position and No."
"a49e5956-9856-5008-acdf-14b4d5b593f3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Pre-Pour Check","Make mould to Green Status"
"313fb732-5ef1-53a3-ad70-6ea4b23a6a07","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Concrete Works"
"e7ec5e91-7949-54e9-92eb-6c38db7a39cd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Concrete Works","Concrete Works Details"
"cf030776-8431-57e3-a01a-354e32b7acd2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Concrete Works","Wilco Sample Taken"
"cf8cadd7-23f8-5946-b791-a1baf689da88","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Concrete Works","Bridgeman Sample Taken"
"b21632f0-8f13-50a9-81fc-570c9b325910","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Concrete Works","Supervisor Approval"
"82dca05d-6371-5305-b383-bb42fb982b0d","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Post Pour Check"
"1411250e-eeb0-5988-b318-bfdf3db39fb9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Post Pour Check","Edge Detail"
"86e43f7e-051d-5a93-9341-5f882a889e3d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Post Pour Check","Bar Projections"
"3161d1e8-7de2-5d54-b1e8-7f05002a54a7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Post Pour Check","Cast in items"
"433ba15f-ba58-5039-920a-acd13cdcfc08","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Stripping and Stacking"
"cf4106df-828a-5e98-8a3b-0f474a743298","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -29","Stripping and Stacking","Stripping & Stacking"
"364f2e7b-e996-488a-8de0-26484617ff2e","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -30"
"ed84097e-8025-5092-8608-d8eb2c4f2cd4","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check"
"8d0488d7-c4e7-5bf6-82dc-20fc93b416fe","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Dimensions"
"0a95edd1-b1e5-5256-89b9-f3eecb3cf8f8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Mould Clean"
"e8bd902f-6c7c-5f21-b045-a7f1687810bc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Mould Oiled"
"1fc1905e-c134-55f2-b3c0-7dff5e75fbb4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Mould - Workmanship"
"2fa5a570-f935-58b5-b7fb-4712d685f50b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Reinforcing"
"b1af07fa-1685-5fef-ab7f-74fad0b5510c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Cast In Items"
"ecf50010-bd2b-5a1c-85eb-2d8bcc17d271","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -30","Pre-Pour Check","Marker Position and No."
