"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"23721259-6a25-50c6-b120-3ef6d0ba4306","","folder-normal","work-in-progress","","step","TRUE","FALSE","TE00829 Silo D 2023"
"1760dbfa-2c17-5e0b-b8ef-2ff60ff56ea9","","folder-normal","pass","","step","TRUE","FALSE","TE00829 Silo D 2023","OHS"
"ab8d76e4-62fc-5551-a18a-ba72c8354d71","","checklist-flat","pass","SWMS Checklist","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights"
"4149454d-6af5-54f1-bb5c-97b8963c8422","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights","Has a swms doc been uploaded"
"41bf1e26-de54-54db-8e36-df9b8c7fb63c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights","Do you agree to follow all procedures outlined within the attached swms"
"b7ce339a-c866-5793-a637-80b4c8f67a21","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights","Are there any site specific additions or omissions to add to this swms"
"8f6b2449-4681-511c-9cdc-7e1319c46321","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights","Have you signed into the attached swms"
"9b3824a8-ddba-5737-9255-afeeb153fd83","","checklist-flat","pass","SWMS Checklist","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General"
"ec7bd970-aed7-5713-a855-1175c16b0984","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General","Has a swms doc been uploaded"
"79de7f42-12fa-5235-9c0b-05c0edc2be1d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General","Do you agree to follow all procedures outlined within the attached swms"
"43ca7b28-87b8-50db-905a-02644ddcfa7e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General","Are there any site specific additions or omissions to add to this swms"
"7ddece89-f3c6-5c06-b867-836bf727624e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General","Have you signed into the attached swms"
"350a660f-0a96-5a24-8133-0ab0342dc3ec","","checklist-flat","pass","SWMS Checklist","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling"
"8b18a8d6-6fca-5e8b-8508-91067bca53c0","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling","Has a swms doc been uploaded"
"c98b6245-3d75-5c01-a4ea-d31900849d3d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling","Do you agree to follow all procedures outlined within the attached swms"
"a5063f07-018f-5472-8afc-4bcf052c4d45","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling","Are there any site specific additions or omissions to add to this swms"
"8e3c9e50-3575-5a25-a6a6-e0fdab135d41","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling","Have you signed into the attached swms"
"b8bf4590-2984-5365-946f-285b370e0471","","folder-normal","pass","","step","TRUE","FALSE","TE00829 Silo D 2023","TAKE 5"
"8d164543-781e-50c4-8a8a-441cbdc8c461","","folder-normal","pass","","step","TRUE","FALSE","TE00829 Silo D 2023","TAKE 5","Matt Feehan"
"6dd4e577-d04a-55e7-bbe1-edc796b073e7","","checklist-flat","pass","f67718ffc28742497595be01323080b19dc6b0ad862c0f01b5624a8a238559f9","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Matt Feehan","Take 5 Checklist - 16.11.22"
"d80fadf7-a6a3-5d19-a480-673fe942a558","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"79ae2f85-f58a-520b-9f88-85469f4109a0","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Have you completed a site induction?"
"6caaad9f-711e-5f5f-acde-0f5c75690f78","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Do you know the site’s health and safety rules?"
"d4fc5aa7-5193-58f0-b363-887f79be7843","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"e315c36e-8edd-588e-8f4b-25ed78a6f29d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"520f1096-6392-5a43-bb70-7e04f51bd0b2","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Do you have access to appropriate emergency and first aid equipment?"
"705cdde9-3258-5f69-bdb1-38aae94fb9c4","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Have you asked the person in charge about all relevant hazards?"
"ff24f736-5256-5caf-a51e-99b04957c38a","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"8690f9bf-4b2b-55e0-892a-a408e9025758","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Has a safe work method statement or job safety analysis been completed?"
"f577b947-fac0-5889-8ad9-1c09e4789f30","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Do you have the correct procedures, equipment and PPE to do the work safely?"
"4ac52c06-e0c6-5e7a-b5a1-822e1818e4f7","","checkpoint-status","not-applicable","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"f9371e99-34b8-57d1-927c-86aef29e6a96","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Is there appropriate separation of vehicles and people during the proposed work?"
"8dc53e62-ebf2-56bd-8179-47aadad0c43b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Is all required electrical/mechanical equipment in a safe condition?"
"aaf4dfb4-58ef-516b-94b9-cd8847378211","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"fcbcd636-3a20-57eb-9329-b1b8743efc27","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"d44f6a2e-3417-50ff-bef3-df8bc03b0591","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Have you got a safe way of getting in and out of your work area?"
"8b16756d-a6ba-543d-bf63-c019081e37b8","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Have any manual handling risks been identified and assessed?"
"abc15a26-0848-58df-957a-2d50a5a1d063","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Any additional site specific hazards or requirements commented below"
"d4645090-48ec-5c79-85a3-dd96faa2b2a1","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 6/7/2023","Sign off attached below"
"edc80c0f-e064-5432-b34b-54b17cf09871","","checklist-flat","pass","acf7f1a1c5ec1f5518e052023ee32607ac1ee92f98f0882a50c9e8327b0c69de","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023"
"899bf384-6e39-5a7c-a465-8392e38b6f76","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Task details entered below"
"b4e7e361-3fe8-5a6f-a3ef-dd4d041f1796","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"4455c0df-d3c2-5f94-8050-59f7cc86f807","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Have you completed a site induction?"
"3ae55239-c12d-57a4-af5c-e6431e472e88","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Do you know the site’s health and safety rules?"
"5eb6cdeb-2e75-5d39-bed8-c4de2a7d158b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"d4da6b74-aa9b-5c2e-8129-bb502dd20255","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"2ab87d27-35e7-595b-8155-1d00c8056965","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Do you have access to appropriate emergency and first aid equipment?"
"8151fd24-dd61-5ef6-80d8-4887b1948f27","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Have you asked the person in charge about all relevant hazards?"
"878e1e23-9fff-57ab-868e-a71ed2db0f66","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"727d098a-a078-5df2-b80f-635142758e88","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Has a safe work method statement or job safety analysis been completed?"
"c816941a-5090-54e6-9c32-9ca577f1cd40","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Do you have the correct procedures, equipment and PPE to do the work safely?"
"6cc67ec9-4d90-5dc6-a2d1-1e44cfcdf09f","","checkpoint-status","not-applicable","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"c90071f9-1048-5bee-b613-a58e973c793b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Is there appropriate separation of vehicles and people during the proposed work?"
"c4467ce9-3fdc-5343-9da6-ff20f60ae98e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Is all required electrical/mechanical equipment in a safe condition?"
"c17140d5-590b-50cd-8a93-c95aa23b0e3c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"598617b6-6784-5602-8d61-beff98967f9e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"d99d4bc1-db92-54bc-a2d2-519443c2f09c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Have you got a safe way of getting in and out of your work area?"
"25622436-1649-533b-adea-b060849f5604","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Have any manual handling risks been identified and assessed?"
"e21eff2e-ec46-557f-a75f-cea99979b7d8","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Any additional site specific hazards or requirements commented below"
"d721a285-b585-578d-b18f-590ed5dc680f","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 7/7/2023","Sign off attached below"
"f9dd51ff-aa92-5053-aa89-d6191cee8bec","","checklist-flat","pass","acf7f1a1c5ec1f5518e052023ee32607ac1ee92f98f0882a50c9e8327b0c69de","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023"
"a366c1ac-b2a2-5e0b-b063-375a99e2c83c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Task details entered below"
"0f7b5fe2-3fbb-5315-8074-3ab9aa865e82","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"3848eec0-fe13-51b4-8092-6a9fe226e2f3","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Have you completed a site induction?"
"55446ee4-5dc9-5dad-aa21-8cd915e9c9bf","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Do you know the site’s health and safety rules?"
"30d0c239-c84c-5773-9520-0a9220347ffe","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"f7f403db-159c-5c14-8f59-bf39b799aa4a","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"2cd89301-79c2-599e-b305-1dd906be7a6e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Do you have access to appropriate emergency and first aid equipment?"
"989a95d2-6ab6-535a-a4b4-e4594dea4055","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Have you asked the person in charge about all relevant hazards?"
"3a71af69-f6e3-57c8-a2f7-266f33466d23","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"922e0864-d6e1-5bb4-920e-60cc35a56c79","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Has a safe work method statement or job safety analysis been completed?"
"774c8050-d751-5879-b70c-cffd8a161bd4","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Do you have the correct procedures, equipment and PPE to do the work safely?"
"3d9cd5c5-6dac-57e2-bca4-1c2432a623be","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"e96e8bef-3a47-5f75-84a8-13711720fbf3","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Is there appropriate separation of vehicles and people during the proposed work?"
"55ae812e-5823-5923-95cc-0e417536689b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Is all required electrical/mechanical equipment in a safe condition?"
"5db3263b-9611-5cce-8a25-67294bef015e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"388a610d-fc4a-52a4-8678-29430f3d49d8","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"1b58101e-fea5-57ca-8dd8-8f393704dfb0","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Have you got a safe way of getting in and out of your work area?"
"0dac0833-0fa6-5e11-b223-cd823a0d9006","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Have any manual handling risks been identified and assessed?"
"8239cfdf-4b64-5d76-9a06-7f646f2304b1","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Any additional site specific hazards or requirements commented below"
"bd86cf26-20ce-52fc-a1e2-c4b569007280","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 8/7/2023","Sign off attached below"
"80777daa-3cf5-5802-9bef-5e86689de4f6","","checklist-flat","pass","acf7f1a1c5ec1f5518e052023ee32607ac1ee92f98f0882a50c9e8327b0c69de","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023"
"ef1f99e4-6762-5da7-aa96-e23df880f521","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Task details entered below"
"80aca267-8a2d-5b53-aeff-9216bb7cb57e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"57f7c014-a3d1-530f-a718-633e660ff7da","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Have you completed a site induction?"
"1e4e6c46-d058-5495-bafb-376f92dfacb8","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Do you know the site’s health and safety rules?"
"2267ce87-1945-5396-a954-7cd628a94cf0","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"5b3b6c3f-fae0-524a-a4f7-6b945001c386","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"d55777dc-3069-547c-9b69-4f608e52f85e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Do you have access to appropriate emergency and first aid equipment?"
"272d26f1-8f8b-5c00-9b89-b45be18100d0","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Have you asked the person in charge about all relevant hazards?"
"ee060ba0-a3c6-56e2-9919-667657b641a9","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"cf2e7973-6668-5910-8acd-b9804225397a","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Has a safe work method statement or job safety analysis been completed?"
"9340833c-064a-5e36-af27-d837c2a50f36","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Do you have the correct procedures, equipment and PPE to do the work safely?"
"e9622f7e-0b7d-5f85-9452-6aff9d7ce3d7","","checkpoint-status","not-applicable","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"d3cd36d4-ecee-5c5d-9a0a-52e861f275b3","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Is there appropriate separation of vehicles and people during the proposed work?"
"15440c5f-83ff-5003-8b08-65cc1f49bc4f","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Is all required electrical/mechanical equipment in a safe condition?"
"7f2aa701-56e4-5c4b-8d71-500d5371ec9d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"0c7fe36e-4433-5bf2-8815-081dfd2cf866","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"7a666302-2568-54cd-9709-368744935e74","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Have you got a safe way of getting in and out of your work area?"
"752a2933-e655-5b10-b53a-eec7bf362669","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Have any manual handling risks been identified and assessed?"
"07c5e38d-1a73-5ca2-9ed3-ca895939103c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Any additional site specific hazards or requirements commented below"
"5bb1d313-6d08-534b-acc4-cff88d54f602","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 14/7/2023","Sign off attached below"
"cfe8e99b-3392-5864-8ea6-51c79a7a41ac","","checklist-flat","pass","acf7f1a1c5ec1f5518e052023ee32607ac1ee92f98f0882a50c9e8327b0c69de","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023"
"472e8e35-c42c-5716-baeb-6238e1994746","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","Task details entered below"
"3aa7a58f-9688-5dfa-942f-eab37cddaeda","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"26ceedf8-77e9-5987-a008-02435437b389","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","Have you completed a site induction?"
"4a15a850-1683-5d9e-bddc-626232f5ad6b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","Do you know the site’s health and safety rules?"
"5d05c181-d7cf-520f-a35e-8b308bf5ddb8","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"40c1a9e7-5587-5b5e-91c0-177ed8760f6d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"909635d3-e3c6-5209-aafe-eaf8b78ac8e0","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","Do you have access to appropriate emergency and first aid equipment?"
"818d196a-5638-51bc-8c2b-b59b185526e2","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","Have you asked the person in charge about all relevant hazards?"
"5280ff7d-85ef-5475-a83f-9546d0b2544b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"c5855791-9cb1-56ee-85f4-5949c898e2dc","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","Has a safe work method statement or job safety analysis been completed?"
"d9abae17-5d8e-52e5-be48-c0647d6a5640","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","Do you have the correct procedures, equipment and PPE to do the work safely?"
"73bfa80c-e663-5fce-94dc-002752aa90aa","","checkpoint-status","not-applicable","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"7ac01618-0f7b-59e7-a843-ccbd8e6bd36d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","Is there appropriate separation of vehicles and people during the proposed work?"
"b883b4ed-1009-56d6-b0ec-fba914a1d2f4","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Jackson Pollock","Take 5 Checklist 25/7/2023","Is all required electrical/mechanical equipment in a safe condition?"
