"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d7b9d3c2-ab87-4365-bc0c-fadb97ba2331","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)"
"ba30accb-239e-4a63-a28c-f7c24907ff2d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N17"
"54ba204c-584a-47a2-b9a1-5089c33b7781","","folder-normal","pass","","step","TRUE","FALSE","Offsite QA (Factory)","N17","Apartments"
"6e02539a-59b0-4392-9206-620c10913a44","","folder-normal","pass","","step","TRUE","FALSE","Offsite QA (Factory)","N17","Apartments","Ground Floor"
"f4507bf7-4406-5272-bd4f-f76e3fb7c83a","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","7e50fa312e6fd325dcd84b4014395e8b153c92230e4b73c3d1ab15fbb09b8351","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-16-A-TA-R(N18-L1-16-R-M1A, M2A)(333,339)","Doors Checklist"
"4da8885c-8fbc-56e8-b875-6b753ee78c69","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","159de4a0421a5f1a9b9d13015cb12b361f03a048514d474b3eb5f874b63bba4a","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-16-A-TA-R(N18-L1-16-R-M1A, M2A)(333,339)","Sliding Door Checklists"
"849e5a91-2a33-5feb-a3be-14b421afef28","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","bbe6ca1a32f5dfc57c4ee3a38d3dcf601becd04c9011d0461ebb5d3477990cfe","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-16-A-TA-R(N18-L1-16-R-M1A, M2A)(333,339)","Windows Checklist"
"a2853033-e6c3-4340-bee5-349b9c0edde9","","checklist-flat","work-in-progress","External Wall Lining Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-16-A-TA-R(N18-L1-16-R-M1A, M2A)(333,339)","External Wall Lining"
"0f374dcc-aa75-54f4-a842-9b4734cd9094","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","252c4c5f21af2bc0974d762dfd4ac8d053d53658d8d3c1bdfbe5a28fbb87f1e7","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-16-A-TA-R(N18-L1-16-R-M1A, M2A)(333,339)","Roof Water Proofing Checklist"
"7bb3efae-1820-56ba-9ed7-f14ec3eba641","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","aafb30e62e7db4bd5784ff0cb698b82f6f0d989669724ca6a1c35e9fd2ea6709","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-16-A-TA-R(N18-L1-16-R-M1A, M2A)(333,339)","Passive Fire Checklist"
"b4424a6c-f423-5966-b9cf-181c33272c13","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","320eebb8061522e8882460a4b7852e986d8978922386981147bccb10cc46f516","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-16-A-TA-R(N18-L1-16-R-M1A, M2A)(333,339)","Final Acceptance Checklist"
"48a7d7f8-3296-4629-86e6-5bd28ccfb258","folder-progress has incorrect meta.stepType checklist-sectioned","folder-progress","work-in-progress","","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)"
"4654a7e4-c2b1-5fda-8346-38efa25c0799","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","7cf96b672c39be187cfd24516e12a701287f77c17a692c47810d767ac07049c9","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Module Structural Checklist"
"cac13cef-926b-5f55-9bf5-dcc2bad762a1","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","8fb62bc6560d56dfde1a79769dab88a2ae4f6e422f5cc35e11700a9e77d759e4","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Drain, Waste & Vent System Checklist"
"3e48a2b6-c3f3-58b2-b2c0-214282bae976","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","8eb3b635b170390b650ff2af68faa1d731aa67d6e442ecd6e3e1bf67a7071632","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Hot & Cold Water Systems Checklist"
"14e34905-4fb5-5b7d-833e-39e692f71096","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","d976bf980c287ea57d0b38a45931448e5abfa5e92706a2d7288d1321105d3f7c","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Sprinkler System Installations Checklist"
"dc39b5f4-4be1-5113-be17-0e3b76d75f9c","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","5566e35deb3c2bd9ea14f2bb07eb83c6ee0e0b8fccacfcc3aed701e5251f5e3d","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Mechanical System Installations Checklist"
"c39986dd-c76f-502a-80b5-8db0bf483a0f","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","e0c40aaa22d4b33a3022f8458157e44f7677dd1e0e0f86a0b7a971f9fb948dad","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Electrical Work Installations Checklist"
"48c206af-f878-55bc-aaa8-5f3ae986c813","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","d43eddc659fcfec216ed701a8d002cd86a8057aa4a0ae116ef9805c7f4ec1376","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Internal Wall Lining"
"b1284309-bfa9-5a91-be3b-2ed2294462b9","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","439cdd366995f17c139180edd61ff5d182a2ffbd073b3f1fd5dcb08f46092765","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Internal Painting Checklist"
"2bafaffa-f82a-5542-86d5-7aab6073e0d3","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","d6bdf055ed5afb3350d4cfa9c7c9bad0b4d04107a318bed5cb7ee12fe5999e42","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Waterproofing System Checklist"
"6ad5bc35-87e5-5e4d-99cb-6abfd2b4333d","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","c1cfd18f4603824288b25bea73b2f9405170f4ce81a17d3677991896282affe4","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Tiling & Grouting Checklist"
"46ea03bc-d510-5346-a686-7c766045e660","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","26f6038189523ab22c30625980d9135af38fd500817e4469f446105a03f59074","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Sanitary Wares & Accessories Checklist"
"7f178ca1-0bbe-5071-b2e5-6077336c731d","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","7e83d948900d03ff2c957764abf5395c5ce532472a5c67123271056145c02a6d","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Internal Glazing Checklist"
"f5af7e3d-1d0f-5a82-96df-5404062ac6a7","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","b8863685b1370d1019706483b0960d32a002ff9f79e038e8a3246bb7aa92edcb","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Internal Finishes"
"8c0d456d-a9c5-51dc-a9c4-90749d8d0834","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","7e50fa312e6fd325dcd84b4014395e8b153c92230e4b73c3d1ab15fbb09b8351","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Doors Checklist"
"6d6150b4-03a8-5924-8d12-7bf037076e3e","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","159de4a0421a5f1a9b9d13015cb12b361f03a048514d474b3eb5f874b63bba4a","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Sliding Door Checklists"
"cc872ae6-376c-56c5-90e5-1316e91a07fa","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","bbe6ca1a32f5dfc57c4ee3a38d3dcf601becd04c9011d0461ebb5d3477990cfe","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Windows Checklist"
"2ca45fd8-2a28-4755-a94d-317b117f9c63","","checklist-flat","work-in-progress","External Wall Lining Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","External Wall Lining"
"989b64c7-a943-5827-967d-e0c59f614c1d","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","252c4c5f21af2bc0974d762dfd4ac8d053d53658d8d3c1bdfbe5a28fbb87f1e7","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Roof Water Proofing Checklist"
"731f1159-b409-534b-89ca-868d3c6332a7","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","aafb30e62e7db4bd5784ff0cb698b82f6f0d989669724ca6a1c35e9fd2ea6709","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Passive Fire Checklist"
"7da851e8-6a9f-53da-98a0-79ffe7853fdf","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","320eebb8061522e8882460a4b7852e986d8978922386981147bccb10cc46f516","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-17-A-TK-R(N18-L1-17-R-M1K, M2K)(342,338)","Final Acceptance Checklist"
"0c4f0375-2806-4670-a8d7-701d9b98ec3d","Child External Wall Lining(293afe5e-e0b8-4778-a66f-27213d5e2844): checkpoint-group has incorrect meta.stepType checklist-flat","checklist-sectioned","pass","4d5a68864de5e7d70f5edbdbe2315462c308cb8ce97901777bd382889cc7b342","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-18-M-TE1-R(N18-L1-18-R-M1E1, M2E1, M3E1)(273,226,261)"
"aad4cdba-8b6c-4e57-8c70-e1b10c419ec2","Child External Wall Lining(344e6f10-4a03-4c15-bea4-66136b6b71d8): checkpoint-group has incorrect meta.stepType checklist-flat","checklist-sectioned","pass","45b63553dcf930112d8dbec7c414544abb0eaf702bba3d10d1d8911b774c8707","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","1st Floor","L1-19-M-TE2-R(N18-L1-19-R-M1E2, M2E2, M3E2)(274,227,332)"
"8c93f3a5-c4fc-45b0-9963-fef40cf5b9ff","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor"
"e251e207-08ec-4ee6-8cbe-74fccaacd80d","folder-progress has incorrect meta.stepType checklist-sectioned","folder-progress","work-in-progress","","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)"
"9a40a9d2-6346-5ab8-9f0b-b707355d5368","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","7cf96b672c39be187cfd24516e12a701287f77c17a692c47810d767ac07049c9","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Module Structural Checklist"
"231a94ce-0332-540a-acc5-7556492ffefc","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","8fb62bc6560d56dfde1a79769dab88a2ae4f6e422f5cc35e11700a9e77d759e4","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Drain, Waste & Vent System Checklist"
"185fe6b9-ebca-5971-a878-2df1bcd24f31","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","8eb3b635b170390b650ff2af68faa1d731aa67d6e442ecd6e3e1bf67a7071632","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Hot & Cold Water Systems Checklist"
"8d9c8cb4-01f2-5e53-8046-915765c374f7","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","d976bf980c287ea57d0b38a45931448e5abfa5e92706a2d7288d1321105d3f7c","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Sprinkler System Installations Checklist"
"b01c4d5c-5298-5f80-8356-3bdac8dc3043","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","5566e35deb3c2bd9ea14f2bb07eb83c6ee0e0b8fccacfcc3aed701e5251f5e3d","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Mechanical System Installations Checklist"
"6ef7660d-8024-53c5-bb90-8bd5f08ba95a","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","e0c40aaa22d4b33a3022f8458157e44f7677dd1e0e0f86a0b7a971f9fb948dad","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Electrical Work Installations Checklist"
"5e5de966-70bd-5b22-ac75-f9de63389cd4","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","d43eddc659fcfec216ed701a8d002cd86a8057aa4a0ae116ef9805c7f4ec1376","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Internal Wall Lining"
"800d8038-86ef-52db-b5ba-bfd0f816b692","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","439cdd366995f17c139180edd61ff5d182a2ffbd073b3f1fd5dcb08f46092765","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Internal Painting Checklist"
"c07d1a22-51f6-557f-a488-47db95fe129b","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","d6bdf055ed5afb3350d4cfa9c7c9bad0b4d04107a318bed5cb7ee12fe5999e42","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Waterproofing System Checklist"
"6151b892-2643-5f7e-b231-72557583988e","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","c1cfd18f4603824288b25bea73b2f9405170f4ce81a17d3677991896282affe4","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Tiling & Grouting Checklist"
"2dd4476d-5aea-537e-a8db-16e051bceb55","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","26f6038189523ab22c30625980d9135af38fd500817e4469f446105a03f59074","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Sanitary Wares & Accessories Checklist"
"6f751469-dd65-5587-bb03-4f3640f78a0f","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","7e83d948900d03ff2c957764abf5395c5ce532472a5c67123271056145c02a6d","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Internal Glazing Checklist"
"28d733af-5505-50a9-9bbe-f4530c32637d","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","b8863685b1370d1019706483b0960d32a002ff9f79e038e8a3246bb7aa92edcb","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Internal Finishes"
"0be2c1e0-8cb5-5b9b-b741-e71c1ded69c8","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","7e50fa312e6fd325dcd84b4014395e8b153c92230e4b73c3d1ab15fbb09b8351","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Doors Checklist"
"7cde1f08-0147-5bc6-a162-d3f40dab4cfc","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","159de4a0421a5f1a9b9d13015cb12b361f03a048514d474b3eb5f874b63bba4a","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Sliding Door Checklists"
"0ee9adc6-6f47-5bfd-94f1-91e15019788f","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","bbe6ca1a32f5dfc57c4ee3a38d3dcf601becd04c9011d0461ebb5d3477990cfe","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Windows Checklist"
"39135acc-83c8-43a2-9639-f100f9ed0d38","","checklist-flat","work-in-progress","External Wall Lining Checklist","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","External Wall Lining"
"14032172-a048-5322-93b3-a3c1def608c3","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","252c4c5f21af2bc0974d762dfd4ac8d053d53658d8d3c1bdfbe5a28fbb87f1e7","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Roof Water Proofing Checklist"
"cd5d0bae-ba9e-56d4-8829-bfd522e9a706","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","aafb30e62e7db4bd5784ff0cb698b82f6f0d989669724ca6a1c35e9fd2ea6709","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Passive Fire Checklist"
"abf9b4f2-4d1c-5d5e-9f0a-a8b16950fb96","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","320eebb8061522e8882460a4b7852e986d8978922386981147bccb10cc46f516","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-01-M-TE2-L(N18-L2-01-L-M1E2, M2E2, M3E2)(353,263,358)","Final Acceptance Checklist"
"08005ecd-9125-438d-9e4a-2f486dd75f38","folder-progress has incorrect meta.stepType checklist-sectioned","folder-progress","work-in-progress","","checklist","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)"
"b38c2b1b-624c-5637-b394-69fb8cd16ebd","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","7cf96b672c39be187cfd24516e12a701287f77c17a692c47810d767ac07049c9","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Module Structural Checklist"
"e551b82c-fc17-58ec-8137-9a67452f19a7","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","8fb62bc6560d56dfde1a79769dab88a2ae4f6e422f5cc35e11700a9e77d759e4","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Drain, Waste & Vent System Checklist"
"85cb92f2-616e-52d7-bcb9-0fde058eed4c","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","8eb3b635b170390b650ff2af68faa1d731aa67d6e442ecd6e3e1bf67a7071632","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Hot & Cold Water Systems Checklist"
"f5a54177-2ba1-5450-83a8-346a6f245794","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","d976bf980c287ea57d0b38a45931448e5abfa5e92706a2d7288d1321105d3f7c","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Sprinkler System Installations Checklist"
"af40064b-5fa8-5cb7-966f-57afd3fb6353","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","5566e35deb3c2bd9ea14f2bb07eb83c6ee0e0b8fccacfcc3aed701e5251f5e3d","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Mechanical System Installations Checklist"
"fcd2c744-e211-5819-b091-2207637106b3","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","e0c40aaa22d4b33a3022f8458157e44f7677dd1e0e0f86a0b7a971f9fb948dad","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Electrical Work Installations Checklist"
"90c7e5e9-a813-57c6-b2ba-29614da823f4","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","d43eddc659fcfec216ed701a8d002cd86a8057aa4a0ae116ef9805c7f4ec1376","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Internal Wall Lining"
"cf8fdffa-2578-52dc-847d-79aa8fb80280","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","439cdd366995f17c139180edd61ff5d182a2ffbd073b3f1fd5dcb08f46092765","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Internal Painting Checklist"
"bbc0e3a8-e406-56a5-b859-ae17fd543d69","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","d6bdf055ed5afb3350d4cfa9c7c9bad0b4d04107a318bed5cb7ee12fe5999e42","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Waterproofing System Checklist"
"71204f30-7456-5ca0-8dff-0cfb48f10271","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","c1cfd18f4603824288b25bea73b2f9405170f4ce81a17d3677991896282affe4","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Tiling & Grouting Checklist"
"68c021ab-8a3f-5189-83ca-8b0179f71a3a","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","26f6038189523ab22c30625980d9135af38fd500817e4469f446105a03f59074","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Sanitary Wares & Accessories Checklist"
"2505ec94-e32f-58bb-902d-d58476e230ab","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","7e83d948900d03ff2c957764abf5395c5ce532472a5c67123271056145c02a6d","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Internal Glazing Checklist"
"e6dfe5a7-a795-5b3a-93f1-ea4edef2048b","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","b8863685b1370d1019706483b0960d32a002ff9f79e038e8a3246bb7aa92edcb","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Internal Finishes"
"df8500a5-c9bb-575a-adf9-50694d983d17","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","work-in-progress","7e50fa312e6fd325dcd84b4014395e8b153c92230e4b73c3d1ab15fbb09b8351","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Doors Checklist"
"68e6769a-3ce5-527b-95a2-20533b4be978","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","pass","159de4a0421a5f1a9b9d13015cb12b361f03a048514d474b3eb5f874b63bba4a","checklist-flat","FALSE","FALSE","Offsite QA (Factory)","N18","Apartments","2nd Floor","L2-02-A-TD-L(N18-L2-02-L-M1D, M2D, M3D)(279,350,362)","Sliding Door Checklists"
