"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"416fecf0-9d58-450c-b59d-63a9ef5e77e4","","checklist-flat","pass","145daa2aaf83ce100e03308fa2592b119272de55359c236a0b0a3350dee5e8a6","checklist-flat","FALSE","FALSE","Job Details"
"d9d7402b-8dab-4e1b-bd41-6bba72d81581","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Site Info"
"19286452-2361-4871-b3bf-d1140e1e708d","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Latest Drawings"
"27236dc0-d9cd-473b-b425-c0f46442d0dc","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Scope of Works Attached"
"9bfb00cf-0148-4596-93a6-02192c565d20","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Additional Pre Start Docs"
"65e74bd6-3b12-4b69-9292-dd36f6703c36","","checkpoint-status","pass","","","TRUE","TRUE","Job Details","Fixing Plan Attached "
"b76bd201-f7db-40d1-8ead-081fa4319f07","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"b7c9081b-4ca0-42b0-816f-26ec1abc70dc","","folder-normal","pass","","step","TRUE","FALSE","QA","Ground Floor"
"124bb2ed-e0bd-4e7b-9963-3b761a9d7600","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Ground Floor","G01"
"91281e25-782f-4911-bc05-ad76aff15742","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G01","Prestart"
"c14e084d-95e7-40d9-8256-5eb0176aff1f","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fibertite"
"9c2df685-2cb5-4e08-98f3-7c76dd014541","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fibertite","Adhesive installed to substrate"
"f27841e4-74a2-41b4-ac6b-eb6ce7281fa1","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fibertite","Laying of membrane into adhesive"
"b5818d11-e8be-429d-82e4-6906836884d8","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fibertite","Broom/rolling of membrane"
"f067effb-5f83-412d-b7ad-724801e606c3","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fibertite","Wipe and clean laps prior to welding"
"0a133313-be31-459a-a4f6-947322e32ef2","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fibertite","Test weld with the welding machines"
"01cc937a-5e79-4606-95e1-a60e869730e5","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fibertite","Probe of seam with QA hook"
"1b0d714d-2d5d-4bca-b0da-30a3a8ca55d6","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fibertite","Pressure bars installed"
"746b7fa0-bfa4-427f-887a-ace5f4a5d02a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fibertite","Membrane dressed into drains/outlets"
"0c752a94-d980-484f-a745-4d43d466dd50","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fibertite","Claps/rings/baskets installed"
"64dda660-4bb7-4cfb-8ac2-94d523d10370","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Ground Floor","G06","Fibertite","Flood/ILD tested"
"3b4e8c98-d221-4288-839e-399910968e7b","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fiberclad Flashings"
"ee7b3208-bc49-402f-a195-ffa49abbff95","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"4010a9d2-1649-4898-9644-63c0070ff606","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"b1d4b566-96d0-4ba4-a983-829b93dd3afc","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Fiberclad Flashings","Probe of weld with QA hook"
"6154232f-ac9c-4bd9-aa5c-a6716ea9e4ad","","checkpoint-group","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Review and Sign Off"
"de37bc1b-0abe-4056-beda-9464a59ea23b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Review and Sign Off","Area left clean and tidy"
"f7d18189-96dc-428d-b497-ec0c77914b1e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"2705260a-c3a2-4642-8f09-1ac617307b10","","checkpoint-status","pass","","","FALSE","FALSE","QA","Ground Floor","G06","Review and Sign Off","Client / Main Contractor sign off"
"ecf1efbd-db04-4837-9ae7-e725fa8fdd22","","folder-normal","pass","","step","TRUE","FALSE","QA","Level 1"
"2b6f9032-ac31-43af-ac4e-8aba3340eb3d","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Level 1","101"
"af39c442-bbd9-4a6a-a314-7649e47aab07","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","101","Prestart"
"10e7d4dd-9778-4b37-a44b-8523814ee63e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Prestart","Area accessible"
"a018cafe-bb0f-401e-8353-cc0c35b952ce","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Prestart","Edge protection and safety installed"
"22fcd634-1213-4c02-886c-fd4d16fda804","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Prestart","Substrate complete and ready for SWP"
"13a2ab83-4b06-49aa-b95e-40d397b12f5b","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","101","Concrete Substrate"
"9d66e026-945e-4411-bdc3-9a36cce258dd","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"95bc7374-5dd0-499e-81ab-03e3084c0781","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"7bde0e2f-a407-4b8b-92eb-e4c10979be8b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Concrete Substrate","Large holes filled with grout"
"22d8795d-8dd8-480c-a77b-773f2dfa0a06","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","101","Fibertite"
"c9483b8f-5801-4cd0-8536-dbd13a6e3eab","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Fibertite","Adhesive installed to substrate"
"68e566bb-10c8-42bb-aa7d-7255645342fc","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Fibertite","Laying of membrane into adhesive"
"cbb84e1e-4abe-4760-a616-0d46cb8a2532","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Fibertite","Broom/rolling of membrane"
"ccaee72e-948b-4c92-8968-a6ff4157d2f7","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Fibertite","Wipe and clean laps prior to welding"
"ba2fbac5-04f7-45fc-9a1d-137fb464ef46","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Fibertite","Test weld with the welding machines"
"66587ba7-4cf0-49a8-9013-cbd2000bc20b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Fibertite","Probe of seam with QA hook"
"df27a1ed-a345-4357-9ed8-5a16ad9c1019","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Fibertite","Pressure bars installed"
"0fffdfcf-2d64-4e89-a83c-f944e4816e87","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Fibertite","Membrane dressed into drains/outlets"
"e3b2523e-1443-4629-adb1-3ac8a13b479e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Fibertite","Claps/rings/baskets installed"
"7f8c23ee-0220-44e1-b8a9-5f9f10378683","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Level 1","101","Fibertite","Flood/ILD tested"
"658fbf07-5e2a-4738-ba8b-4a5432d5bdc2","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","101","Fiberclad Flashings"
"3adb9933-6450-4ba5-a14a-9eed8cc97a61","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"1570531d-0026-4e4c-91b4-adb227deaedc","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"9b69f1ac-095f-443c-b3ff-924b527a0bad","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Fiberclad Flashings","Probe of weld with QA hook"
"5590d792-6858-4f0a-a868-85405daabaa0","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","101","Review and Sign Off"
"187a1045-f51a-43ad-b174-74e16a87df10","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Review and Sign Off","Area left clean and tidy"
"7912228d-999a-4d5b-952c-81334e85fd62","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"eabff8a7-5f43-4dd0-b3c5-939f0adde815","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","101","Review and Sign Off","Client / Main Contractor sign off"
"e6dc7529-0fbf-489e-9988-2cc550decc63","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Level 1","102"
"580d8102-4908-4b00-84a4-c7686b92671d","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","102","Prestart"
"6582eaba-e54c-407f-9df3-3b2e11211554","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Prestart","Area accessible"
"1c16dcaa-d75c-4b63-8b73-e87f16b33223","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Prestart","Edge protection and safety installed"
"027b8473-ebea-4732-af7a-fdd582ae3da9","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Prestart","Substrate complete and ready for SWP"
"0eddfdf7-db23-4757-812a-725ea88bed4a","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","102","Concrete Substrate"
"bed8123b-3368-46bb-8e95-ef61de888aba","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"75a6842f-85e9-4382-96b9-457a2dd8fbd1","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"e6cf799d-970c-4382-9cbd-31a83b3d1271","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Concrete Substrate","Large holes filled with grout"
"3ad5dae5-004f-4345-9ba2-a3e29243d76a","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","102","Fibertite"
"cf84d6b5-870d-4954-ac72-9649b5f41f70","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Fibertite","Adhesive installed to substrate"
"aa794a32-aecb-4b38-a2c1-6d26885cde50","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Fibertite","Laying of membrane into adhesive"
"832b365a-cd96-4eff-9614-0c123b3b66fc","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Fibertite","Broom/rolling of membrane"
"f7ed0f43-ad18-42d6-b6f2-337016a5ff3b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Fibertite","Wipe and clean laps prior to welding"
"d11b3ada-579b-45a7-bbef-2b7dc3df0697","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Fibertite","Test weld with the welding machines"
"80d74944-ef20-4424-a205-61e26515aadd","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Fibertite","Probe of seam with QA hook"
"fd7734df-5049-494c-9b67-83b04b41e7c8","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Fibertite","Pressure bars installed"
"71632ef0-c5c2-408c-a334-49d6fd095d48","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Fibertite","Membrane dressed into drains/outlets"
"2c89b91f-69d0-400f-8dc6-7bb69a70c681","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Fibertite","Claps/rings/baskets installed"
"3276ff25-dd58-4725-9985-a99c0236792d","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Level 1","102","Fibertite","Flood/ILD tested"
"9e58257a-3c7c-4019-8f4b-a9fd6a977903","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","102","Fiberclad Flashings"
"d6192fa7-c559-4593-af26-5ef1d22927b4","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"861eea5e-5a4c-4d1e-b45f-9b36182c06be","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"a50f5d63-48a8-478a-97fd-4d0585ad8d85","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Fiberclad Flashings","Probe of weld with QA hook"
"50380868-4269-4054-9f15-4d8d3e80115d","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","102","Review and Sign Off"
"5847422b-9531-4622-a132-b257a5175748","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Review and Sign Off","Area left clean and tidy"
"2efc7d33-5cf6-4a7d-b059-25f286fa35d7","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"dc897bc7-a09e-4464-9a16-048aade5a44a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","102","Review and Sign Off","Client / Main Contractor sign off"
"e3a64ba1-2400-4987-a93f-394c54a71b92","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Level 1","103"
"2415ba8d-6124-4831-b04f-568adc59dc96","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","103","Prestart"
"a3927456-9d21-4784-8897-79db14780f9e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Prestart","Area accessible"
"2913773d-ab15-4f1a-b21c-f876e31e0367","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Prestart","Edge protection and safety installed"
"f0520e91-979f-41fa-b49c-ff275ba44fc3","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Prestart","Substrate complete and ready for SWP"
"d32cb0d6-6665-4d64-ab78-60bcbaf79827","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","103","Concrete Substrate"
"18bbdcbf-ccf7-4448-85d1-c66a1e0e1c5e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"3477c0c1-bdfd-4f98-94b1-a8b131ddd6f4","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"cc86980b-41a0-43bf-ab82-6f2f3e92d991","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Concrete Substrate","Large holes filled with grout"
"3943c284-c05f-4fd2-a58b-c3832b5b10d5","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","103","Fibertite"
"456bd2f5-47f8-4e23-8369-a3b6a5c6c24f","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Fibertite","Adhesive installed to substrate"
"572f40bc-b21c-4a58-a953-cd163dfc2b53","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Fibertite","Laying of membrane into adhesive"
"247dc9c0-268f-452f-a43b-5c39b0f4f49b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Fibertite","Broom/rolling of membrane"
"5f4f529d-756c-4063-bfa3-49df229b4872","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Fibertite","Wipe and clean laps prior to welding"
"79b2e4bf-1bc4-40d1-8370-907050d070f9","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Fibertite","Test weld with the welding machines"
"54012074-da12-47e9-9c6c-28f6dd96f515","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Fibertite","Probe of seam with QA hook"
"f369b5ba-f72d-42c7-a3e0-36b834d2449a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Fibertite","Pressure bars installed"
"fa2f1182-57d2-4d2b-b7c2-f59bb10ca768","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Fibertite","Membrane dressed into drains/outlets"
"e2e9b251-1c3c-41a6-b934-0f4452f1936e","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Fibertite","Claps/rings/baskets installed"
"9b0a6006-e50e-4ddb-a92e-0d66732df756","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Level 1","103","Fibertite","Flood/ILD tested"
"7aa08ae2-b796-4d1a-a680-7dcee362694b","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","103","Fiberclad Flashings"
"f089f193-f59e-486c-b694-66e5d098f7b2","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"59616fa1-ec10-4c29-b5a4-fb922b0cd561","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"510d87cf-a5c7-4421-ba5b-07b3639868e5","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Fiberclad Flashings","Probe of weld with QA hook"
"93da909b-59c0-43dc-9867-90c4cd9dc280","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","103","Review and Sign Off"
"387d6e2f-77f7-4793-b84b-ab7e4cc0fd80","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Review and Sign Off","Area left clean and tidy"
"e29818b3-15d5-4c38-a722-b02c0b620d4c","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"1180f2fd-92ce-401b-9f51-e4bdec63bd02","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","103","Review and Sign Off","Client / Main Contractor sign off"
"04a23dc5-ea6d-4172-a813-cd69666f2fc2","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Level 1","104"
"b59b1cb0-3ea7-4fd4-a0d0-3f42b41404a3","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","104","Prestart"
"f9aaf49a-6536-416f-b507-7230d05961b3","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Prestart","Area accessible"
"fc70f30d-4ad3-493b-978a-6debac98de8d","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Prestart","Edge protection and safety installed"
"6167a109-9940-48eb-a4db-8ddbec60aea9","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Prestart","Substrate complete and ready for SWP"
"2a2bdc11-e61a-400f-8b73-55e63ad01ecd","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","104","Concrete Substrate"
"382d0860-b194-48de-b4df-f7e342a402c1","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"dd859e8b-ae5f-4438-8c25-82f4bb53ec04","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"01d0cee4-0940-4b64-8bdf-9528de5065d7","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Concrete Substrate","Large holes filled with grout"
"e5d40690-7179-4da0-bd79-6dc4ac85b712","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","104","Fibertite"
"034e0b56-1efb-45fb-9f97-9b2861f2064a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Fibertite","Adhesive installed to substrate"
"3524b86c-944a-444a-858e-9876634ae043","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Fibertite","Laying of membrane into adhesive"
"a4abaa8e-5c48-44ad-8c67-43ecac41f1b2","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Fibertite","Broom/rolling of membrane"
"00457f71-407f-4081-8d5d-ab669fc69857","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Fibertite","Wipe and clean laps prior to welding"
"79d162d6-c05c-469d-b990-ae47c91c2c8f","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Fibertite","Test weld with the welding machines"
"2c508a8a-579f-4a34-93fe-6050fd2ee666","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Fibertite","Probe of seam with QA hook"
"b2dc0296-8494-446d-aeaa-11e3644fee31","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Fibertite","Pressure bars installed"
"0ad241b5-ea76-4b02-988c-d798d8749869","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Fibertite","Membrane dressed into drains/outlets"
"0276dc55-02c8-496b-99bc-0c2b6cd888d5","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Fibertite","Claps/rings/baskets installed"
"8d1a4d87-8320-4d3a-bbc2-930734fe2480","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Level 1","104","Fibertite","Flood/ILD tested"
"5c404928-db4c-4a0a-a32f-3823a3029648","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","104","Fiberclad Flashings"
"a620f381-9413-4246-93ec-b29d1de85448","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"3c7fafcc-1153-4031-a4e1-b6ef9898be52","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"eb632912-8ed6-4cf8-ba8b-79d228e5d0fa","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Fiberclad Flashings","Probe of weld with QA hook"
"23cf4d17-2755-464b-b762-5c9535e4147b","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","104","Review and Sign Off"
"f7ba502b-f1d5-44c9-9b17-38a4729f46a7","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Review and Sign Off","Area left clean and tidy"
"989c2f9c-7fd2-49aa-a7f4-757243fbc869","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"459005ba-1eff-4ef4-a581-3ca95806c673","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","104","Review and Sign Off","Client / Main Contractor sign off"
"dfc098da-b51a-4f52-9992-2d3466bf0a10","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Level 1","105"
"c3d244e5-25f0-4cfe-a360-ac0887c7d1e3","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","105","Prestart"
"56b31146-36ad-43ea-b2bb-c58c6c9c538b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Prestart","Area accessible"
"704530de-1319-4fb1-a995-354dd6fd4354","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Prestart","Edge protection and safety installed"
"9daf9431-7570-4371-bb54-d083ba0df336","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Prestart","Substrate complete and ready for SWP"
"aa24204c-2a5c-42a8-9ff8-3d92b8cbf49c","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","105","Concrete Substrate"
"4488833f-b750-448b-8d50-39b4425cecbb","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Concrete Substrate","Substrate clean and dry. Free from dirt/debris contamination and ready for membrane"
"f875ef69-786d-4512-8a72-e5b6bb187eef","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Concrete Substrate","All lumps and sharp concrete bits ground/hammered down"
"5bc877fa-08a1-4713-9905-7e4080c231b5","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Concrete Substrate","Large holes filled with grout"
"80cc202f-ce4d-4907-ac3d-9c65295a45d6","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","105","Fibertite"
"8d35862f-4bc9-4fa9-a232-6be894969339","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Fibertite","Adhesive installed to substrate"
"46672f0e-c6b0-4ac4-82a1-53dd377f2d9a","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Fibertite","Laying of membrane into adhesive"
"7273c3fe-3906-4fb5-9fc5-0618c8f9d001","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Fibertite","Broom/rolling of membrane"
"3be96dc5-6917-4f2f-b98e-b99356a45915","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Fibertite","Wipe and clean laps prior to welding"
"1a6a0176-78c8-45c4-aaeb-35b4db90d29d","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Fibertite","Test weld with the welding machines"
"d8b6a57d-fec6-4d64-ad41-0ea2a8a7d4d6","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Fibertite","Probe of seam with QA hook"
"7c5b9af7-a681-4dea-9c2c-de4bc7e09e01","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Fibertite","Pressure bars installed"
"86cb4948-d005-4643-9187-6a5f4eff53e9","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Fibertite","Membrane dressed into drains/outlets"
"b7f741ba-12eb-490e-85fd-764c35c374ff","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Fibertite","Claps/rings/baskets installed"
"b4e46183-05f8-4c37-aa93-10d2e011b42b","","checkpoint-status","not-applicable","","","FALSE","FALSE","QA","Level 1","105","Fibertite","Flood/ILD tested"
"fa8c582a-d2b3-4a76-a991-e51296f67ea5","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","105","Fiberclad Flashings"
"33ff1cfa-4e1c-44b5-936e-99d303add4e6","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Fiberclad Flashings","Installed correctly according to specifications (right way around)"
"07478e82-62c1-490d-b90a-a972d9b04eb6","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Fiberclad Flashings","Fixing and welding done according to specifications and details"
"14204c62-f8ba-4997-afd9-6e108fb2888b","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Fiberclad Flashings","Probe of weld with QA hook"
"90a89019-a4e5-4d41-977e-80003dd0301b","","checkpoint-group","pass","","","FALSE","FALSE","QA","Level 1","105","Review and Sign Off"
"9080feb6-a1f6-4f08-8cb2-96f69bd8eb85","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Review and Sign Off","Area left clean and tidy"
"afdd1003-bb59-4781-b363-00214420c38f","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Review and Sign Off","All installation work complete, checked and reviewed as per specification"
"15eaebc0-1331-4e7e-b3c7-432c11fd5b25","","checkpoint-status","pass","","","FALSE","FALSE","QA","Level 1","105","Review and Sign Off","Client / Main Contractor sign off"
"228d609f-40fb-4bf1-90c9-673fb944256a","","checklist-sectioned","pass","QA - Fibertite to Concrete Checklist","checklist","FALSE","FALSE","QA","Level 1","106"
