type,name,values,prefix,postfix,usage count,user addable,template name,,,,,
checkpoint,Check Armour / Screen correctly made off.,,,,,,,,,,,
checkpoint,Check armour continuity / earthing is maintained by the correct use of serrated washers and / or earth tags.,,,,,,,,,,,
checkpoint,Glanding / Locknuts correctly installed.,,,,,,,,,,,
textbox,Gland type - from:,,Haz. Area Rating,,,,,,,,,
textbox,Haz. Area Cert Details.,,,,,,,,,,,
textbox,Gland type - to:,,Haz. Area Rating,,,,,,,,,
textbox,Haz. Area Cert Details.,,,,,,,,,,,
checkpoint,Insulation Resistance,,,,,,,,,,,
textbox,Amb. Temp.,,,Celsius,,,,,,,,
label,"(Test voltage 1,000 VDC for LV cables and 5KVDC for HV cables)",,,,,,,,,,,
textbox,L1 – Earth,,,Megaohm,,,,,,,,
textbox,L2 – Earth,,,Megaohm,,,,,,,,
textbox,L3 – Earth,,,Megaohm,,,,,,,,
textbox,L1 – L2,,,Megaohm,,,,,,,,
textbox,L1 – L3,,,Megaohm,,,,,,,,
textbox,L2 – L3,,,Megaohm,,,,,,,,
textbox,N – Earth,,,Megaohm,,,,,,,,
checkpoint,For multi-conductor cables record the lowest insulation reading:,,,,,,,,,,,
textbox,Between Conductors-,,,Megaohm,,,,,,,,
textbox,Conductors to GND-,,,Megaohm,,,,,,,,
checkpoint,Confirm cable routing and segregation is correct.,,,,,,,,,,,
checkpoint,Measure gland body continuity to earth. (Max 0.1 Ω),,,Ohm,,,,,,,,
textbox,,,,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,ITR-I-44A Entec - Fibre Optic Cable,,,,,,,,,,,
checkpoint,"Verify cable type, size, colour code and tag is in accordance with the Cable Schedule.",,,,,,,,,,,
checkpoint,Check cable optical fibre loss and record data in the attached report.,,,,,,,,,,,
checkpoint,Check fibres correctly identified and labelled.,,,,,,,,,,,
checkpoint,Check fibres correctly terminated and secure.,,,,,,,,,,,
checkpoint,Upload testing sheet scans,,,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,ITR-E-12B Entec - Schedule of test results DB,,,,,,,,,,,
checkpoint,Upload completed ITR scans,,,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,ITR-E-17A Entec - Electrical Cable LV Power and control cable test record,,,,,,,,,,,
checkpoint,Upload completed ITR scans,,,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,ITR-I-27A Entec - Instrument Panel Junction Box,,,,,,,,,,,
checkpoint,Check Equipment and Nameplate details are correct in accordance with the instrument index,,,,,,,,,,,
checkpoint,Check mechanical damage,,,,,,,,,,,
checkpoint,"Earthing correct, as per drawing, and tight",,,,,,,,,,,
checkpoint,All internal cabling and wiring correct,,,,,,,,,,,
checkpoint,Check for accessibility & correct mounting/supporting,,,,,,,,,,,
checkpoint,Spare entries plugged using correct plug for area classification,,,,,,,,,,,
checkpoint,Check all Cables & Cores are correctly identified,,,,,,,,,,,
checkpoint,Check internals for cleanliness,,,,,,,,,,,
checkpoint,Incoming cable condition and glanding correct,,,,,,,,,,,
checkpoint,"Check panel against drawing, area classification and spec's. IP / Ex rating are suitable for installed area",,,,,,,,,,,
checkpoint,Check I.S / non I.S wiring segregation and identification is correct,,,,,,,,,,,
checkpoint,Check that different voltage level segregation is correct,,,,,,,,,,,
checkpoint,"Check manual operation of selector switch, MCB, push button, etc",,,,,,,,,,,
checkpoint,Check MCB/Fuse ratings (If applicable),,,,,,,,,,,
checkpoint,Check and record earth bar resistance to general earth.,,,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,Test Equipment No:,,,,,,,,,,,
checkpoint,Details,,,,,,,,,,,
textbox,Make,,,,,,,,,,,
textbox,Model,,,,,,,,,,,
textbox,Serial No,,,,,,,,,,,
textbox,Calibration Expiry Date,,,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,Record of inspection ,,,,,,,,,,,
checkpoint,Please upload Record of Inspection here when complete (ROI),,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,Certificate of compliance,,,,,,,,,,,
checkpoint,Please upload Certificate of Compliance here when complete (COC),,,,,,,,,,,
