"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"db9f18d4-e166-4b96-9c21-31ecaa9f3346","","folder-normal","not-started","","step","TRUE","FALSE","Basement"
"ace0b55a-601b-4272-905f-a9d3af3355a3","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Common Areas"
"6e1e830e-d65c-445f-af8b-fac36db09b36","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Common Areas","Stair 5 - Lobby"
"e7431c09-0293-4a31-a81a-44bc624f3d62","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Basement","Common Areas","Stair 5 - Lobby","Apartment Rough In Checklist"
"6aa98fe1-be55-538c-b219-01afac6b3242","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Apartment Rough In Checklist","Cavity pockets installed"
"19f1a629-c35e-4d43-9e51-0c518e2c2561","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Reception","Installation"
"d06bd06f-e926-593d-aa3c-24d847247416","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Installation","Internal doors hung"
"b677ad59-fb02-5e16-90dd-f853bfd9c343","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Installation","Skirting installed"
"d581b104-07bb-5538-a6be-963a7b5cec3e","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Installation","Cavity doors installed"
"5e2da9e8-a718-5129-b475-422b008f5b24","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Installation","Window architraves installed"
"e31835a9-2731-5a72-ac89-1518bcea03da","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Installation","Wardrobe jamb installed"
"2cba58c7-b36a-5c64-8a18-b480cc288889","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Installation","Entry door hung"
"6487f61a-4b15-54ab-8f08-e85a984eb4c8","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Installation","All install work 100% completed to required specifications"
"fb47d6e2-91bd-529d-8788-006441c4fd64","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Installation","Area left clean and tidy (attach photo)"
"8af97c91-025c-4f00-93ad-891a47d8b092","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Reception","Fit Off"
"939b24c9-b2b2-57ab-90de-fa11ff7db552","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Fit Off","Installation of door hardware and door closes sufficiently"
"c39b3b4d-a233-5fd9-ab97-06890a2ba7d5","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Fit Off","Bathroom and toilet vanity installed"
"4021302a-5b73-5ff4-8f47-2c10d96f0053","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Fit Off","Handrails, toilet rolls and towel rails installed"
"cb26f552-ad7a-591c-b121-509f05f5c528","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Fit Off","Entry door hardware installed and closes sufficiently"
"4ac10d43-5f71-5a4d-82c5-dcfdbf87109a","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Fit Off","Fire tags installed on the door and door jamb"
"345226a3-220f-5ca8-bbe9-71417385c1ed","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Fit Off","Shower trays installed"
"b6d956aa-effe-5189-9ba1-da1279fce8fb","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Fit Off","Area left clean and tidy (attach photo)"
"46e39d37-b147-51ea-ba4e-62d692337f5b","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Reception","Fit Off","All work 100% completed to required specifications"
"0b9e1cad-7110-4101-b906-f483033e9815","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Common Area D","Managers Office"
"56bf96b7-a964-4536-b7f8-9cb375e29e1e","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Managers Office","Apartment Rough In Checklist"
"958dfd07-cf73-5d77-b83f-8ce7fcb6163f","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"61f5ceeb-0812-5af2-8c15-3393f000cb4a","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"1c4cd9e5-4e8f-54d4-9ef4-25f627e5ac2d","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Apartment Rough In Checklist","Cavity pockets installed"
"807a5125-b279-49ab-a6bb-37b596cad6a7","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Managers Office","Installation"
"b674f77c-02b5-5a92-9fae-b52789fd3abc","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Installation","Internal doors hung"
"b5a5fad0-04b3-5f1a-9e53-a0a3cff338e2","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Installation","Skirting installed"
"d6a81d99-bf8b-54f8-b8c5-616469097f76","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Installation","Cavity doors installed"
"9d9cc806-bac6-5713-9bf4-01dc007bcfaa","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Installation","Window architraves installed"
"38ba8a6f-1b8a-59f8-a2e1-dbef4de72f90","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Installation","Wardrobe jamb installed"
"8ae4e6e0-d102-5e13-96a0-958c0c44d2d2","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Installation","Entry door hung"
"2e313bcc-4805-56ca-9e32-313b3b73393b","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Installation","All install work 100% completed to required specifications"
"26a5e7c1-e6d5-58f5-a3d3-69fa2b91ed8f","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Installation","Area left clean and tidy (attach photo)"
"23fa3be9-5620-4219-9e1e-cc2cda68bc4f","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Managers Office","Fit Off"
"659b9526-d925-57e4-8a85-0cf23ff9dbd8","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Fit Off","Installation of door hardware and door closes sufficiently"
"f4b5cc61-fad9-5388-ba75-b8f34a078c97","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Fit Off","Bathroom and toilet vanity installed"
"35dce28c-73da-5cb0-bb84-7add00077953","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Fit Off","Handrails, toilet rolls and towel rails installed"
"9c8a1e42-60be-5f94-9ed0-3b2b6af80e47","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Fit Off","Entry door hardware installed and closes sufficiently"
"c15c8250-5471-50ac-bef9-1bb6fb789332","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Fit Off","Fire tags installed on the door and door jamb"
"07e4cb35-4850-5e35-900c-2394422e37ec","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Fit Off","Shower trays installed"
"f2000a1f-a0ef-5e58-bcc3-bceaf091389f","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Fit Off","Area left clean and tidy (attach photo)"
"5391b086-241e-5047-a7bb-4f7898aaa00a","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Managers Office","Fit Off","All work 100% completed to required specifications"
"96befe20-7577-4dc5-b7df-5a2bbfafc865","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Common Area D","Valve Room"
"c5455912-e9e2-4363-95e6-685f9558dd9c","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Valve Room","Apartment Rough In Checklist"
"05641591-3b10-504d-af31-70fdb2410373","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"56a847d5-b674-512c-9bd2-948e7d056bbd","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"2a273b68-ba00-584a-9f1a-f4f51cb72042","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Apartment Rough In Checklist","Cavity pockets installed"
"cfc19429-87e2-4519-8299-89d452f4db90","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Valve Room","Installation"
"76a8ed82-ff9d-55d8-88cd-96d8a2dde6ec","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Installation","Internal doors hung"
"40da2c48-3224-5c5f-80bd-51b7fd114d7e","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Installation","Skirting installed"
"908a0818-ca91-5fed-9c00-1cc448da03ff","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Installation","Cavity doors installed"
"224ae941-1f11-56e2-b162-99e39423571b","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Installation","Window architraves installed"
"f868739f-4c62-5a1d-9df4-bc429613ca15","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Installation","Wardrobe jamb installed"
"15b5008e-f677-5295-bc9b-7e26c2b1a1e7","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Installation","Entry door hung"
"865f5c58-44db-5bdc-bfef-7a40beecd6b7","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Installation","All install work 100% completed to required specifications"
"5bcdec12-fd9e-520c-a651-ffd2ca7af673","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Installation","Area left clean and tidy (attach photo)"
"66a494b1-9501-4958-85f0-83a4d32dc7ff","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Valve Room","Fit Off"
"d98c92ab-7bee-5199-a1b2-efceb8191020","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Fit Off","Installation of door hardware and door closes sufficiently"
"0ec3d190-ce20-5519-8f4d-f85195c28dd6","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Fit Off","Bathroom and toilet vanity installed"
"4fec59af-10fb-52ad-8b14-0853c639d2f5","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Fit Off","Handrails, toilet rolls and towel rails installed"
"055e526f-2fdb-5636-bc5f-e1b8478535bb","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Fit Off","Entry door hardware installed and closes sufficiently"
"ecf21b79-b742-5194-bb42-61e3ddf2a636","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Fit Off","Fire tags installed on the door and door jamb"
"ff87c852-bd1b-5f9d-ae94-dffa9047cece","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Fit Off","Shower trays installed"
"c2b557ba-9fe9-5f7c-95cd-b341c77fd78f","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Fit Off","Area left clean and tidy (attach photo)"
"56244708-9000-5c59-8a3f-6acf88693bb3","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Valve Room","Fit Off","All work 100% completed to required specifications"
"bf06046f-2afe-484a-b5d3-31671294a5f6","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Common Area D","Fire Control Board"
"636305d7-aad7-44b0-afe5-3df8d8c857b5","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Fire Control Board","Apartment Rough In Checklist"
"7c405a1b-f625-5cd4-ab3b-5e0722de3c6c","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"8df7a90f-4596-548e-8a69-642ac3571ab6","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"c6af6d30-e84c-5761-a717-2378d4808f25","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Apartment Rough In Checklist","Cavity pockets installed"
"6f8e768d-f18b-49d0-855f-295116b2ec2e","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Fire Control Board","Installation"
"7ad7fbf3-293b-5acd-bf27-8feb8b639bd8","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Installation","Internal doors hung"
"77b924d8-c55d-5312-9147-3e82c87a53ea","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Installation","Skirting installed"
"ffe46953-624e-5eea-b1c2-41ae44e5ab0a","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Installation","Cavity doors installed"
"1345eb7b-39f6-5aa3-af69-8207efe68866","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Installation","Window architraves installed"
"488dd081-4720-5c30-b76d-4834b18a78ce","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Installation","Wardrobe jamb installed"
"4d193fb7-94d9-56bc-a64b-561bf0104240","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Installation","Entry door hung"
"ed104bb7-9f5a-5fea-9e9e-be6c3ceae0ec","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Installation","All install work 100% completed to required specifications"
"0617e088-94b4-59ae-af4e-f94e0adc275e","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Installation","Area left clean and tidy (attach photo)"
"ca2d022c-66fd-4ea2-aac5-c092037cabf0","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Fire Control Board","Fit Off"
"d639a47e-0528-5398-8011-a5846ec8d4a4","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Fit Off","Installation of door hardware and door closes sufficiently"
"d4a68952-f244-5832-bf10-2f8ffc7c3a36","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Fit Off","Bathroom and toilet vanity installed"
"a15c5093-3bce-5036-8a48-cdd5ce7b7710","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Fit Off","Handrails, toilet rolls and towel rails installed"
"c547e6cb-91db-581f-bee1-915f999b257c","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Fit Off","Entry door hardware installed and closes sufficiently"
"265abd6b-ef72-54e0-bf5f-cf601b28cf02","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Fit Off","Fire tags installed on the door and door jamb"
"7e20fcf1-22cd-5cea-b38a-6024f8fda426","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Fit Off","Shower trays installed"
"4303454d-c1f9-54dd-8c13-49a1c86efb20","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Fit Off","Area left clean and tidy (attach photo)"
"6f2f3bd8-7da0-53f4-9f29-1c99f42c3728","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Fire Control Board","Fit Off","All work 100% completed to required specifications"
"526c0916-edb4-4f89-a9ba-495e4366b350","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Common Area D","Corridor"
"88db2151-033c-4dc9-be2f-8acaaa1b0bd6","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Corridor","Apartment Rough In Checklist"
"b33c379b-6bbc-531f-90e7-af991dc193f4","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"557a8900-936a-504b-b0d6-532659082e0e","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"7ef1e1b9-7a74-52cc-9268-ff4a5f3e3815","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Apartment Rough In Checklist","Cavity pockets installed"
"44fdc146-1afd-459b-a32d-35dcf3da1529","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Corridor","Installation"
"75d12ddd-5b21-5f5e-afd0-4daf7bf30277","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Installation","Internal doors hung"
"9d9d8bee-d3d3-5c4d-abb9-ab6d9068ebd5","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Installation","Skirting installed"
"5f3cc04d-b6ad-50fc-8d5e-0a1346d95e45","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Installation","Cavity doors installed"
"17fc590a-ce6f-5f91-887a-f0580fdaa72c","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Installation","Window architraves installed"
"12522389-9c51-544d-a199-6a44d65c9e6f","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Installation","Wardrobe jamb installed"
"1e1f8037-a83c-52f5-ac23-0b650f63e6cb","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Installation","Entry door hung"
"f514a8bb-9427-5478-b916-f56863b05f50","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Installation","All install work 100% completed to required specifications"
"ac4e3106-d23c-5330-981e-4e442b1f56c6","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Installation","Area left clean and tidy (attach photo)"
"b6af0662-fc84-486d-bfe7-50b30f51ee0b","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Ground Floor","Common Area D","Corridor","Fit Off"
"83acbfea-1f47-51a1-9f3f-4f00b5428b63","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Fit Off","Installation of door hardware and door closes sufficiently"
"7886a3c7-e144-5f91-85f4-cf10b2a00b78","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Fit Off","Bathroom and toilet vanity installed"
"c98f9b5f-bde5-50a7-b72a-ebfdfc4ed420","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Fit Off","Handrails, toilet rolls and towel rails installed"
"7b79fc2c-215c-58ee-b2ff-3df09f14ea8a","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Fit Off","Entry door hardware installed and closes sufficiently"
"b5d996b4-1aa1-5797-beff-83520e334811","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Fit Off","Fire tags installed on the door and door jamb"
"a96f90bc-1a95-58ee-ae70-6e30b7288154","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Fit Off","Shower trays installed"
"406de8a3-c106-5992-bda7-8719040c6023","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Fit Off","Area left clean and tidy (attach photo)"
"5b01f4f3-1d33-5b04-a574-649b9c2a63cd","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area D","Corridor","Fit Off","All work 100% completed to required specifications"
"4d92918c-33c4-4de7-9228-17a2c12d6f46","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Common Area E"
"9cc55d6a-2a39-4539-90ab-948a905feaca","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Common Area E","Store"
"9b2e3170-3d2a-4cfe-9801-df965521bda2","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Ground Floor","Common Area E","Store","Apartment Rough In Checklist"
"f8c52437-3006-543d-90f7-e16d51ede9a4","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"b3b1fe17-07ee-5793-a648-a5837ad1c5d8","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"395fed3a-34e9-5cb1-ac72-621c0be777c4","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Apartment Rough In Checklist","Cavity pockets installed"
"2c8131fa-7e1e-4518-a3bd-6a52bf06f554","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Ground Floor","Common Area E","Store","Installation"
"dc1c0769-e0c4-566e-a24a-b1b3b05736f8","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Installation","Internal doors hung"
"1617703b-99a5-5143-bf03-ed9c0deae0b9","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Installation","Skirting installed"
"560208d7-09a8-5e50-9afc-fa1a0b5f008a","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Installation","Cavity doors installed"
"b7834ce0-3314-532f-8ac0-83a35754dec1","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Installation","Window architraves installed"
"745c9917-d489-50be-84bc-c710e12b45d3","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Installation","Wardrobe jamb installed"
"04028291-c08a-5160-b679-c9f67c61056e","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Installation","Entry door hung"
"2f8e1b4d-d7d5-58ff-b79d-942be6a309d6","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Installation","All install work 100% completed to required specifications"
"4278733c-e60d-53a3-bf5c-02c27c3d64da","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Installation","Area left clean and tidy (attach photo)"
"59aa6d5e-d7ad-44dd-b330-9cf35b06135a","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Ground Floor","Common Area E","Store","Fit Off"
"a44009df-7da5-5ce7-954e-71190324974c","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Fit Off","Installation of door hardware and door closes sufficiently"
"54ae7fc3-8072-529b-8c41-943e85da6b33","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Fit Off","Bathroom and toilet vanity installed"
"4966968d-cfc3-599e-a1e3-8c133caf5539","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Fit Off","Handrails, toilet rolls and towel rails installed"
"abc2c288-0267-5e8d-95b4-4ac73c325d20","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Fit Off","Entry door hardware installed and closes sufficiently"
"1440661b-5af1-5291-87bb-18e05aeb8bc7","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Fit Off","Fire tags installed on the door and door jamb"
"43c7825d-cce6-5275-9ca9-50eb32172aeb","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Fit Off","Shower trays installed"
"bf47b245-5fff-5d0f-b900-282a02b8b060","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Fit Off","Area left clean and tidy (attach photo)"
"b388a3b7-1721-533d-b269-7c217be74c91","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Store","Fit Off","All work 100% completed to required specifications"
"c494bae6-aac1-45a3-96c6-b07706a84647","","folder-normal","not-started","","step","TRUE","FALSE","Ground Floor","Common Area E","Comms Room"
"2b04bc44-7933-4642-affd-262aa3601638","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Ground Floor","Common Area E","Comms Room","Apartment Rough In Checklist"
"58c9b06d-70e9-5f17-8380-344650c28a39","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Comms Room","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"10457b0d-f724-53de-8c10-459a439a851a","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Comms Room","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"c2d0b149-89dd-5778-ab7f-33b42cdc4b47","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Comms Room","Apartment Rough In Checklist","Cavity pockets installed"
"3600b9c5-9c10-47ab-94c8-d4ef2de87e1f","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Ground Floor","Common Area E","Comms Room","Installation"
"ca42deca-e57d-55f4-817a-7eb5839d1340","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Comms Room","Installation","Internal doors hung"
"2815bf7f-7329-59cf-adbb-e149186e4d39","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Comms Room","Installation","Skirting installed"
"5d9bb602-b4c7-5b3c-9f64-c267c64f0393","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Comms Room","Installation","Cavity doors installed"
"fc08b343-bfd1-5ccd-9077-dcae4437af7f","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Comms Room","Installation","Window architraves installed"
"d3777d82-ed72-5784-8583-5e04887fc704","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Comms Room","Installation","Wardrobe jamb installed"
"3b0e6dde-01dc-510c-8e14-bc577551a3c8","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Comms Room","Installation","Entry door hung"
"d940473d-a70c-504d-81bd-d348b19567ed","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Comms Room","Installation","All install work 100% completed to required specifications"
"a99d91e8-f68b-5238-8dc3-4bbda4b6581d","","checkpoint-status","not-started","","","TRUE","TRUE","Ground Floor","Common Area E","Comms Room","Installation","Area left clean and tidy (attach photo)"
"3596fd20-cc94-484f-8171-1f8b6decdc3b","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Ground Floor","Common Area E","Comms Room","Fit Off"
