"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4f9ba366-ad64-4213-a85c-9de4e162e345","","folder-normal","work-in-progress","","step","TRUE","FALSE","BASEMENT"
"2c786fa7-8b5a-4e6e-bad7-eb60e7d42036","","folder-normal","work-in-progress","","step","TRUE","FALSE","BASEMENT","COLUMNS"
"b370301b-31f1-45b1-acef-53dd3559b132","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC02"
"804f54a8-0b6e-5003-9cf8-a69eea668ab8","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02","Drawing"
"fdb2d07f-3a3f-5716-bd6c-a9bd1307fef9","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-02","Post Pour","ID TAG filled out and correct"
"d7ace5a0-4189-56eb-8eca-1b91a4e48140","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-02","Post Pour","Strongbacks installed - (photo required)"
"5d1920ac-1e6f-5163-a314-1ea5ec069525","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-02","Post Pour","Chamfers Installed"
"b5f85b05-81de-5608-8104-c960cad23a32","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-02","Post Pour","Panels QA sticker completed"
"65f0af34-9193-5a59-9ee6-b2cbcddf8cc0","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-02","Post Pour","Panel ready for delivery, damage free"
"84292175-20ce-412e-9e1b-4f25e198a132","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-07"
"5427e6f0-e6ba-56df-9ec2-d598529dda75","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-07","Drawing"
"d42cedf6-5266-532d-840a-0e981b536673","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"1addd701-d456-5751-9ec5-dd2e8f34542d","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-07","Panel Properties"
"2750b539-be52-59cc-b9c3-28a95b99b056","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Panel Properties","Properties - Pass once entered"
"63ef4fbe-a1e8-507e-b98d-7eaec900de37","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-07","Formwork"
"f1df07ab-25b9-5f67-8f69-b56ccc560ded","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Formwork","Correct Dimensions & Square"
"6aa41813-75ee-5e69-a96e-f86f907d9606","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Formwork","Grout tube set out"
"dd392f02-ece5-5843-8d1c-03bbaaa162dc","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Formwork","Magnets Locked Down"
"f34b0a81-3ddf-5f94-b642-f1548ef16abe","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Formwork","Fillet Installed"
"f0dae183-e2a8-5a4c-a798-fc53c75d36dd","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Formwork","ID TAG Installed (photo required)"
"e331eecd-9a44-5ad8-b98e-99979c5958af","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Formwork","Starter bars & couplers (photo required)"
"975e3129-57de-56c0-81d8-6470442c981a","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-07","Reinforcement"
"7e39a540-4bf3-5910-a169-1c433fa26298","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Reinforcement","Correct Mesh/Cage (photo required)"
"f51231a9-bb1c-51ec-91cb-d0ce5e0138e3","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Reinforcement","Correct Lig Spacing/Mesh Centers"
"32d7da27-6f45-53f2-b700-b1e119f87777","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Reinforcement","Correct Cover"
"196cf81a-1c55-5ed7-9418-073a325ecf62","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Reinforcement","Lifter location & Type Correct (photo required)"
"7f9d5b76-84cb-5aae-b1c7-edb57804a957","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Reinforcement","Starter bars & couplers (photo required)"
"52a1a99d-a756-57c8-9ec0-0480d3a344e7","","checkpoint-status","not-applicable","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Reinforcement","Strongbacks installed - If required"
"bc17c2bf-5746-554e-a601-8c5bc7dc5f99","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"3ae3302b-c4ae-5682-a5f7-e7fd063479a8","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Reinforcement","Ferrues Installed - (photo required)"
"8899bc46-15be-50ca-b894-b6d6fc1ca155","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-07","Concrete"
"c1291dad-305e-5f93-b641-0f67d991cb79","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"c5d44057-5eb5-589a-9c3e-8db362b9a99d","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Concrete","Concrete Test"
"8c8f5faf-0b07-5718-9a4c-21b729df000a","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Concrete","Concrete Test Report - (photo required)"
"f7680d0b-a9a5-5134-9b77-c0345e580dd0","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-07","Post Pour"
"e8e36670-fd7f-58c3-87f7-358f8ee10991","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Post Pour","Ferrules exposed"
"4e5d11d8-e21c-54b7-a2c5-58ab2e718e09","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Post Pour","Grout Tubes Open"
"ab2d1dfb-8bf4-57ef-8616-8deb28458137","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Post Pour","Lifters installed central to panel"
"7d1fd5e1-3d00-5009-9dfb-2e7879ec0a1a","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Post Pour","Lifters Cleaned"
"2969147c-4c9a-50f5-8b30-98e7b8590a2a","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Post Pour","Patching required - Pass=No / Fail=Yes"
"56a16622-446e-52a7-9626-6f0dd29bdb1d","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Post Pour","ID TAG filled out and correct"
"b6a34f74-4b3c-5af1-98d9-46f1448bc68c","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Post Pour","Strongbacks installed - (photo required)"
"029030ac-1c16-5575-8e0a-2d93dac9cb7e","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Post Pour","Chamfers Installed"
"2f52ea86-5d4e-543c-b454-f087cfd4ae67","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Post Pour","Panels QA sticker completed"
"6d098db2-74a7-5c93-a203-19103f4e7779","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-07","Post Pour","Panel ready for delivery, damage free"
"c6f8203f-4701-4759-96d5-994d47490880","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-04"
"ae063075-6cd4-5dc6-83a7-4e1db8b62ae1","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-04","Drawing"
"5debeb80-2dfa-593d-a004-532b02993417","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"2d8d570f-a99d-5095-be85-298a4ae3a5c7","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-04","Panel Properties"
"51ef07cc-8f11-5a9d-bb37-8a8d961aa773","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Panel Properties","Properties - Pass once entered"
"9ddc5f34-d34c-53a4-97f2-3a4de41378a8","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-04","Formwork"
"399d17c5-6f40-5c19-b9fb-203bfd165a65","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Formwork","Correct Dimensions & Square"
"bb40aa92-01b9-50c3-84dc-e2209c2a1960","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Formwork","Grout tube set out"
"c4f95ae9-d6cc-571f-9a8e-bef59cff3f3c","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Formwork","Magnets Locked Down"
"1d41aff1-e5e6-5f97-92dc-800e5df8db86","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Formwork","Fillet Installed"
"169db4c1-2cac-5da2-8234-9c619e650850","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Formwork","ID TAG Installed (photo required)"
"0a3de192-e718-5ca9-ae90-c1f74e6a2b81","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Formwork","Starter bars & couplers (photo required)"
"4828983c-da54-581f-bde4-f28586e693c9","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-04","Reinforcement"
"1618315d-c493-5f27-b9c4-68c7fb77346f","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Reinforcement","Correct Mesh/Cage (photo required)"
"374cc14c-a939-58eb-830e-e0135c609b24","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Reinforcement","Correct Lig Spacing/Mesh Centers"
"4bc5938b-8405-5144-bbbf-c6122721b306","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Reinforcement","Correct Cover"
"f6fef014-9870-501a-87b8-aa9a60c3ee7b","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Reinforcement","Lifter location & Type Correct (photo required)"
"a8daaa96-91c5-5be4-8a9e-3001cbec808f","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Reinforcement","Starter bars & couplers (photo required)"
"54107dfd-dad6-5379-9ac9-c249f97a22ea","","checkpoint-status","not-applicable","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Reinforcement","Strongbacks installed - If required"
"386d6161-034a-5f13-a5e6-530b13d5d96d","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"335fb647-8ffb-524c-8108-94475e93b7ab","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Reinforcement","Ferrues Installed - (photo required)"
"e07551ed-ab69-5608-aef0-6b4213634890","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-04","Concrete"
"13a53ee8-0450-5fac-9c86-389b1df1ecfa","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"06ed2a21-5148-5a55-98c8-e3468baf5818","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Concrete","Concrete Test"
"a4fae2a8-1e71-58ae-b1c4-1560732511a0","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Concrete","Concrete Test Report - (photo required)"
"5e615faf-d4b2-5270-99ba-da6915872525","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-04","Post Pour"
"5ea855cc-ea8b-5e85-8b89-8b4168ce976d","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Post Pour","Ferrules exposed"
"2e30132c-a448-53fd-acdb-74460c86f21d","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Post Pour","Grout Tubes Open"
"e225933f-6e1f-59e3-986a-9db809c8b455","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Post Pour","Lifters installed central to panel"
"b180ae34-d16b-5c99-87a0-cbd52a92e86d","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Post Pour","Lifters Cleaned"
"4f619589-f379-5ba8-8ed6-2b95cbfee4e8","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Post Pour","Patching required - Pass=No / Fail=Yes"
"afaee3be-a2cc-5699-8c38-fade7cdc379a","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Post Pour","ID TAG filled out and correct"
"3c2338c6-0a89-501e-9a8a-359a7e8c2173","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Post Pour","Strongbacks installed - (photo required)"
"aab2f472-2eee-5fd1-89bf-4f3c0600a600","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Post Pour","Chamfers Installed"
"d3f4776e-c291-53fd-a9bd-9029698758e4","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Post Pour","Panels QA sticker completed"
"f76b25ab-40f9-5648-96dc-4e5464c48276","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-04","Post Pour","Panel ready for delivery, damage free"
"09dac490-db90-4bbd-a896-b142c87fc1f9","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC02B"
"dcc80bc5-65c2-535d-8923-1c5902bda87e","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02B","Drawing"
"dd1ad4d2-b14d-5368-935f-1224bb90a706","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"b1ec017f-bed9-5005-82db-51da90fcfc56","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02B","Panel Properties"
"21f70378-e0af-5b5c-aaae-5e85241553f3","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Panel Properties","Properties - Pass once entered"
"7270ea84-c5da-5748-81b4-1cedeca7af81","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02B","Formwork"
"5e5f6b2c-6977-5697-a156-a817ca3c1459","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Formwork","Correct Dimensions & Square"
"6419dcfb-ef43-5bd0-b1a2-41596fa0e8cb","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Formwork","Grout tube set out"
"64c9c6c3-4a6f-5182-91a6-30435cdaec54","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Formwork","Magnets Locked Down"
"47e14084-282f-5f8d-9c44-2b9c000834b8","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Formwork","Fillet Installed"
"55bdd267-fc14-5a03-9277-81c916459b11","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Formwork","ID TAG Installed (photo required)"
"8dc54df5-d433-59af-a31b-e8fd3781abb6","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Formwork","Starter bars & couplers (photo required)"
"14e57440-f9c2-5292-b387-312836b8c54e","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02B","Reinforcement"
"0cd40a44-2c69-5038-9ab2-893ba0606a14","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Reinforcement","Correct Mesh/Cage (photo required)"
"03b142f0-49b7-57f7-bfc0-a14bb33f962f","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Reinforcement","Correct Lig Spacing/Mesh Centers"
"9e1acac1-7aee-504f-a5af-8819450cc411","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Reinforcement","Correct Cover"
"10cdb3c7-ee35-52dc-bbb4-708e74599877","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Reinforcement","Lifter location & Type Correct (photo required)"
"697ab2a1-b174-54c5-8309-013b53684099","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Reinforcement","Starter bars & couplers (photo required)"
"9c4377f6-badc-5d84-8296-892cb81d1f3c","","checkpoint-status","not-applicable","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Reinforcement","Strongbacks installed - If required"
"e080413b-c59e-5934-b67f-e9d3e9464715","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"fd66f8de-91e8-5204-b839-a3fcc4037f89","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Reinforcement","Ferrues Installed - (photo required)"
"6409b76c-210c-5532-a811-e8cff4c31fa1","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02B","Concrete"
"584fe1a3-ac34-5c3d-b6c6-de8ae2fa0dec","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"49ba1d1a-6cd8-5221-8a52-5f201dce5d10","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Concrete","Concrete Test"
"7102242e-7e21-50c5-a9ac-4fdb4abefbb7","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Concrete","Concrete Test Report - (photo required)"
"262d6c7e-3315-53e8-a103-0c9dde8397ff","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02B","Post Pour"
"f7f65a5e-15c1-5dfc-8f9b-d48d207c7696","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Post Pour","Ferrules exposed"
"ccd9d750-a2f3-5d4f-924e-e51c54f64503","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Post Pour","Grout Tubes Open"
"7702f49d-8d89-5b47-89df-7b9afba5cb6d","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Post Pour","Lifters installed central to panel"
"53501bdf-8f69-5756-9d6e-d9930fc677ca","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Post Pour","Lifters Cleaned"
"f96eb987-aa55-54fc-a272-43d5516b199a","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Post Pour","Patching required - Pass=No / Fail=Yes"
"c04450cd-1f62-59cc-9da0-d9f890292054","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Post Pour","ID TAG filled out and correct"
"bc1096a5-9fe0-5dd9-a056-c0c64d57aa1e","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Post Pour","Strongbacks installed - (photo required)"
"9c95c01a-9519-5e76-85b6-438ddfa382ac","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Post Pour","Chamfers Installed"
"4b078766-3d84-5f68-af47-0ef3578aa693","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Post Pour","Panels QA sticker completed"
"dd7de304-5bf3-53ee-b6d0-adcbbce83b5e","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02B","Post Pour","Panel ready for delivery, damage free"
"b12cff0a-af25-4d7f-8301-1d5186d908c6","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-05"
"1ad7b228-7e2d-5159-b126-35b16b8243ae","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-05","Drawing"
"d09e99c6-e3fd-5f26-afce-792659520016","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"cabc1d50-2327-5d33-8b41-83780d9f68f0","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-05","Panel Properties"
"85397c29-6e7f-5d8a-a133-7a6afcacf0d8","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Panel Properties","Properties - Pass once entered"
"f62128b2-8fa1-57f0-b551-eb1adf016aea","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-05","Formwork"
"ed664b03-796e-587c-b890-49f1558536a5","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Formwork","Correct Dimensions & Square"
"f41f3422-4f67-5576-b147-19f78124213c","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Formwork","Grout tube set out"
"39253959-1e70-56d7-882a-65087ced9cbf","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Formwork","Magnets Locked Down"
"7cd70932-53c6-570e-960a-200b573236d9","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Formwork","Fillet Installed"
"b1eaec28-e754-5ee1-aa87-1d15c6413027","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Formwork","ID TAG Installed (photo required)"
"7d3d40c3-80db-5768-b003-c51b08aa82af","","checkpoint-status","not-applicable","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Formwork","Starter bars & couplers (photo required)"
"6b2a7c63-510d-5153-b53a-897f0c1b0336","","checkpoint-group","pass","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-05","Reinforcement"
"b6a0049f-4bbb-5e2d-93cb-2529cddbec57","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Reinforcement","Correct Mesh/Cage (photo required)"
"67fa4c71-6adb-5ace-9b46-8e5da982ee71","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Reinforcement","Correct Lig Spacing/Mesh Centers"
"e55bf45c-1d3c-50d6-9939-23a5dcc8e875","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Reinforcement","Correct Cover"
"7aec069d-fa2e-53f0-b8cd-7cd4340bb721","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Reinforcement","Lifter location & Type Correct (photo required)"
"a0187ad9-2ec8-5458-96b7-a4ad24d5d944","","checkpoint-status","not-applicable","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Reinforcement","Starter bars & couplers (photo required)"
"b5ffa4a6-3756-5688-9756-96cca30c4685","","checkpoint-status","not-applicable","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Reinforcement","Strongbacks installed - If required"
"2b43b6ff-9e41-5180-9a51-19aa7ca072e2","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"a26e737d-b4a5-5bf6-b41d-11eec5d66f62","","checkpoint-status","pass","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Reinforcement","Ferrues Installed - (photo required)"
"d5dab6f1-f217-58c0-aa4e-2411a1a630e7","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-05","Concrete"
"7bb966e6-4b9b-534c-9f63-f7857d41deba","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"118cf1c2-67b0-587e-88cb-d03da0b6ffa3","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Concrete","Concrete Test"
"1f6ad380-cdad-5c91-a13a-e17820505106","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Concrete","Concrete Test Report - (photo required)"
"d8b3da79-1115-5f8f-963a-4e6509caaa19","","checkpoint-group","not-started","","","FALSE","FALSE","BASEMENT","COLUMNS","1BC02-05","Post Pour"
"a522ff4a-3c7c-5e14-90ac-cbea4658dfdd","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Post Pour","Ferrules exposed"
"4cc5f928-dcd8-59e6-a3a7-7dfe58eb43ab","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Post Pour","Grout Tubes Open"
"a5912ce6-05bb-5ec4-94a2-7364afd44241","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Post Pour","Lifters installed central to panel"
"5488ee61-c502-597a-a39e-5c55dc2c497a","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Post Pour","Lifters Cleaned"
"bede00db-bb22-5efc-8153-7f51f6548998","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Post Pour","Patching required - Pass=No / Fail=Yes"
"0939a6e1-53fc-5e82-891d-075429b96988","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Post Pour","ID TAG filled out and correct"
"31ba3211-8d7b-5b3f-a8d9-bb6f8092165e","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Post Pour","Strongbacks installed - (photo required)"
"ea47fcf3-c503-5973-9a9d-6899c5a844a5","","checkpoint-status","not-started","","","TRUE","TRUE","BASEMENT","COLUMNS","1BC02-05","Post Pour","Chamfers Installed"
