"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0263d9c4-7e44-47e1-b13b-4311d12fc2f5","","checklist-flat","no-status-started","Project Details","checklist-flat","FALSE","FALSE","Job Details"
"53773ad8-29ca-418d-9c53-61b97c62b58c","folder-normal has incorrect meta.stepType folder-progress","folder-normal","fail","","step","TRUE","FALSE","RSB Electrical QA"
"c12de540-eb4b-41e6-b63b-7e5bf0f16be9","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01"
"e0670424-0a13-42a2-bead-ed2d30d07478","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Main Switchboard"
"128fc72e-3e02-41c5-b5de-ced0789a56c8","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Main Switchboard","MSB 1.05"
"1ed9c17c-6f10-4ab8-8f14-8daa3b9f08fd","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Main Switchboard","MSB 1.08"
"9d87af69-804f-4b84-a002-60324d2b070a","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Distribution Boards"
"bea4ed03-7bbc-49ba-bac6-f87228e2817c","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"03df39c8-129f-4a57-b25f-7450f9d32fd3","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"3ee71edd-ab74-47e7-a24e-caf4ba85f2f1","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"7e69ef90-a110-4e3f-bfe5-d344d67f7d7a","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"27763ade-e993-4f54-b0cd-5cfd086d8ef6","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"9a8e4f02-ca84-4a3c-ae4f-79643c6fb4cd","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"46cd89cd-e19d-460d-8d69-3e08e9ebbcd0","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"10190676-911b-453c-9be5-829ae666024f","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays"
"c4af46ee-d38a-473f-9e45-75fed7f9e3c6","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"4c933185-955c-48f0-8f6a-a67f7ca26ba6","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"760df78b-947e-4bed-9b5e-ad0ffa1f3720","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"1e0961e1-9277-46f1-9622-4bbee350afa7","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"a02df0a4-4396-4c69-a16a-0f82df93c228","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A"
"a5dd00d8-cb8c-4520-a493-01233bf1d6e7","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power"
"c4ca7bb0-3df9-455f-9d48-0c498bc6db6a","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","First Fix"
"4918d3eb-8e5c-4349-9e71-c1482135b9f1","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","First Fix","Basement"
"52661f9c-5fc0-4b29-83db-5944d5236270","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Bed 308"
"e6a49d32-f972-4567-9622-3418493e9717","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Bed 309"
"f9e13677-4d93-4230-a0b2-b84b0f6e2a4e","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Bed 310"
"67bc0bfd-0b26-4bff-80ca-a6cb3e501d6e","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Bed 311"
"0d2de64c-0b01-4c4e-b886-7e6594fdce40","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Bed 312"
"1345ecfb-c728-4136-ae6e-4d0393cfc299","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Bed 313"
"c9a581a5-a58a-455b-bf66-fb47c65c1e36","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Bed 314"
"3f70e6a9-50f6-4681-9158-874731100ecd","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Bed 315"
"097efa79-5039-42a6-a72e-28bd3291cb38","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Bed 316"
"8e25bf85-0728-4fa3-b4fa-87ef6e31d08f","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Bed 317"
"662e763a-ecd1-41a8-b110-905f1e211fb9","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Bed 318"
"f41ab812-4e81-4318-9022-467c6bdf3dd2","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Bed 319C"
"cb76c930-8c20-44ce-a84f-760863b78ca8","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Bed 320"
"b1df3e07-d822-4e08-adac-fc8de2f63a8b","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 3","Store Room"
"017b166e-58c3-42b4-9276-2fd09e85e329","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 4"
"b55afeba-ff63-44ff-8c1a-3967de369a40","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 4","Corridor"
"2a10fba7-aaf6-4f3a-8292-b90b74b0eca2","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 4","Storage room"
"e66b55e9-8ff5-41df-a876-2d938250b65b","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 4","APT 455"
"2e76d995-9316-469f-a0c0-096f8f00e603","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 4","APT 456"
"623181cc-c927-4850-b247-b0bb81675b11","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 4","APT 457"
"d0e5f0b7-0981-4ec7-8233-f3052fd36d96","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 4","APT 458"
"e00b4626-b628-4971-8280-f350ee7183db","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Level 4","APT 459"
"77bad1d5-025d-4506-af12-6770a4274ab9","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","First Fix","Stairs 2"
"3fb4b452-6f80-44bc-a5d7-654f0d9bdd69","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix"
"eddae419-5892-40be-9915-d5f55ff4c634","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Basement"
"0cc4a60a-f952-4ab2-9538-841bb4c9e636","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Basement","Carpark"
"93dd0370-35e5-433e-80eb-e3bc84ebb4eb","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level"
"a1eb1e27-1927-403f-81bd-edc9991d0bcf","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Corridor"
"ef93983e-3d6b-47fc-93f9-4b04d76dbf9f","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","WC"
"4a57b457-36ba-4708-a7cf-ca3b1cde4858","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Linen room Grid C"
"b8cbc782-c040-4123-bcef-bfc7487520e8","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Linen room Grid F"
"4212362b-eff7-44b6-aaa9-adfc87b6b08d","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Sluice room"
"66df9d96-0c25-4885-99e5-360a081daa78","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Store room Grid C"
"839172aa-f559-4129-b9a7-286f3636cf83","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Store room Grid E"
"27bcb4d7-b0ac-4a51-bf9e-d7cd280d0f78","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G5"
"2c6ae866-f0aa-4438-a800-49ba3d3f2b92","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G6"
"426b3422-030d-44a4-92cc-453e9cf6e032","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G7"
"dad8688b-3657-48f4-86ab-53f159808ae2","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G8"
"8588520c-7f33-45a3-babb-ad8991e5634c","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G9"
"555240b3-e38b-4ba1-871a-5cf57e10ffa1","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G10"
"a46d6008-86c2-4e97-84a1-100c80644693","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G11"
"48ef872c-4a71-4aec-a64f-a5e251e472e1","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G12"
"f39a41d6-2454-4be9-b99b-445d3830835e","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G13"
"039d9516-7bd6-4ce0-ab64-7e8311213702","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G14"
"e279e934-bf29-4614-b856-29389b16e0e4","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G15"
"aeeb7118-5dc1-4092-ad35-fcfd3639836a","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G16"
"5ed850fc-7b78-4986-b8fb-72bcba04dd2d","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","ACC Bed G17"
"6b735ad9-af94-4495-b586-2b46d64afbf8","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G18"
"d1c60cb6-9532-4e54-a6e5-f03bbf4f4b1b","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","Bed G19"
"fd15e623-6b98-40c8-91f1-245c37127fc1","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Ground Level","ACC Bed G20"
"839a5fc6-4719-4985-bb45-c36c23c699b7","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 1"
"61490ad8-0b6a-4873-8bcb-432d505b6b27","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 1","VC Lounge"
"3e390461-a279-43bc-833c-7befa643d299","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 1","Bar"
"a59f1943-b978-4d8d-bf91-ceb3fc9b5eb1","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 1","Library"
"c994295b-ff15-4a7d-80d5-b51953522376","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 1","Craft Room"
"121bb545-7241-4687-ae1d-629391e07883","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 1","Reflection Room"
"41d86350-a139-4db5-9ccd-80d069843741","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 1","WC"
"b4a892a9-22af-426d-a466-efcd2518650c","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 1","Corridor"
"1bd45736-0254-417e-8d9b-b2dde036fe22","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 1","Theatre"
"5a796332-ce58-4a29-8d89-eba581bdcbfb","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 1","Games Room"
"51d23261-8faa-4ef1-8150-56f7be76188a","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2"
"9e158541-dd87-4956-a81a-256adb41ef05","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Corridor"
"cc080bca-3704-4157-8225-8400f6778faa","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Linen room"
"517f7297-0d7e-4cb8-9fd9-3d077562cd24","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Services Room"
"0de80656-94f7-4f4e-9508-cc1029dfc00b","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Store Room"
"9d182e11-bdae-4f01-9e7c-d5073cd92f31","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Sluice Room"
"e894d040-1eab-4a4a-a800-568aebf99c9a","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","WC"
"3d2c4a4e-f818-4b77-a7f6-2b77b7ddb289","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 205"
"cb2f2ed9-cb13-48cb-a47d-faae253d6a04","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 206"
"ed6023b6-8737-4596-b477-65e65581b51e","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 207"
"68a5423c-a010-46dc-8756-9b92a532322b","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 208"
"48e7764d-5750-4df8-ad3a-3042754ccbd7","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 209"
"e57d8ef9-d53e-400c-9083-be1a47a7e085","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 210"
"fdc079c3-c9a2-4314-a2b1-d443f906faf1","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 211"
"9bf7b3cc-dd8f-4f84-9ea1-40eb3bf02f3a","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 212"
"24a45055-a0e3-419f-bd51-635f5c189941","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 213"
"3ae90ffa-33d3-4b24-84d6-4fc235549897","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 214"
"832d22b0-070f-43ad-946e-d3412dd5d4ce","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 215"
"967a3031-2456-477e-be63-3fc88b27db11","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 216"
"8e822efe-2b57-49b5-aea8-d686488b8673","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","ACC Bed 217"
"48834d74-67ee-4ef7-b698-5bb7c8c8dcb5","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 218"
"2006eca3-64d7-452e-992b-acd8c8a17e72","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","Bed 219"
"59888a1f-08f3-4ac9-ad07-3046d0eb4c62","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 2","ACC Bed 220"
"d1361d59-d2a5-470f-9842-f2ca34e7fb67","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3"
"d6432d99-7df9-4412-b8d3-066ea4aede5e","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Linen room"
"f6c861b1-2031-406e-9817-2381e666ca52","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","WC"
"7a44a5ea-3f6f-4b95-9574-8591d7d58dbb","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Corridor"
"71232b43-10c6-4939-9bf1-b17d83d64660","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Services Room"
"87ef8f86-68e7-4e1e-832c-9c700e92cf7d","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Sluice Room"
"60a55fe6-abce-433b-8004-b5ce3d56769c","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Store Room"
"1292c6ad-3616-406c-8a60-856fe636dd77","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 305"
"7741c1ff-fd78-41bf-9505-ad63c37f7fdc","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 306"
"7fd297a3-5d0a-410d-9c74-39cbed4833e5","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 307"
"c8d522e0-2db8-4478-bf7b-70033f1346fc","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 308"
"6b17175e-403a-4f31-bae4-2b4793be5fc2","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 309"
"4da82bc2-d5cf-41b8-936b-a8bf72834f67","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 310"
"734a91dc-2714-4636-8a24-13a00d9d3768","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 311"
"5557a620-af5f-4cdf-a358-93aa99d13373","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 312"
"f9649e9d-dfc3-4476-a97b-a638f1cec2a8","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 313"
"e4fd9607-289e-45ca-8e65-e8d53f631c7d","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 314"
"2eb66000-7f2d-475f-bbb1-ef95c144f20d","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 315"
"617e080f-c7eb-401f-94fd-983a5ef866dc","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 316"
"2ecc2e0e-8c58-4d03-9648-bbfe7342b7ee","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 317"
"a16f89c4-d484-4975-a669-f0e0c8f3d3f8","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 318"
"93ff7cc6-43dc-4517-9167-07bfe1dab140","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 319C"
"0eb94103-7b14-450e-b0c8-6f15986a3760","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 3","Bed 320"
"ff748bba-8c50-44bc-b7d5-407fb29c8555","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 4"
"ab437429-f701-455b-9ca4-cbba0c22f575","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 4","Corridor"
"3476bb1d-06a7-4330-901d-a3b27a396673","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 4","Storage room"
"e5bbd779-3f9b-4a5f-85e4-cab6c70f0fc8","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 4","APT 455"
"b7a74a00-db9b-4a7d-8931-0eaba11e4a94","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 4","APT 456"
"a21205fc-9021-4f89-ab7d-47b5cfa943c7","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 4","APT 457"
"7005febb-fd9b-4d89-af82-4b8f80573411","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 4","APT 458"
"44990df5-aa9f-4534-a5cc-175de020f495","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Level 4","APT 459"
"885c81c9-b2ac-4017-a290-e5789affeb13","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area B","Power","Second Fix","Stairs 2"
"54812bea-7133-462b-be11-bb2760a7e4fc","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area B","Lighting"
