"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1371cf9d-cddb-4e17-be16-fa4aecdd159e","","checklist-flat","pass","SYS - PT - Overall Pre-set","checklist-flat","FALSE","FALSE","Overall Pre-set"
"98e90caa-bcdf-5a9e-b225-a3f3c8364a87","","checkpoint-status","pass","","","TRUE","TRUE","Overall Pre-set","Overall Pre-set"
"ba702f39-5c8b-5343-bd60-5b5dc45dcdf8","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","System information:"
"9044be55-eeb6-5899-832d-b607b6b7b760","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","SSP Attached"
"7dee9986-9a47-599e-8b4e-3ea1b661334b","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","Task Analysis Attached"
"18bbd053-41f2-56f7-af3c-9e215efed097","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","Relevant Drawings Attached"
"510fcecd-3b9e-4ccc-a8db-8aa6dd472a72","","folder-normal","pass","","step","TRUE","FALSE","QA"
"25ed7e71-04e5-45de-9f68-7d5c640c512e","","folder-normal","pass","","step","TRUE","FALSE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall"
"59e2cd5d-9091-492d-8ed4-db0bc09a2001","","folder-normal","pass","","step","TRUE","FALSE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","1No Kingspan Safepro2 Cable System @ 173m - Line 01 "
"6800f604-19b0-4f73-87a6-f7078487517f","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Permanent Fall Protection Systems Stage 01 - Poll Hall","1No Kingspan Safepro2 Cable System @ 173m - Line 01 ","Pre-Fit Off Checklist"
"7396cbd0-0897-5e87-a921-1705a6bd7cd3","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 07","Confirm the structure is in accordance with the details supplied by PBI"
"d0099033-c187-50d6-ad62-11d73b88711c","","holdpoint","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 07","EMAIL PM"
"271f672a-2202-5cc8-a044-1a848e8a0670","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 07","Required number of photo(s) taken of installed anchor(s)"
"e970db07-9833-5e45-b81d-5066b98c33be","","checkpoint-status","pass","","","TRUE","TRUE","QA","Permanent Fall Protection Systems Stage 02 - FOH","4No AP Type 02 FA Anchors","Fit Off Checklist - Anchor 07","Installed as per PBI drawings supplied and manufacturer's requirements"
"065e38c7-2fcc-4627-a2e1-12b988f8e942","","checklist-flat","pass","Data Plate, Access Point (Rails and Line Systems)","checklist-flat","FALSE","FALSE","QA","Data Plate, Access Point"
"89986958-f58b-5a60-b2be-5f348cfa0ded","","checkpoint-status","pass","","","TRUE","TRUE","QA","Data Plate, Access Point","Details of Data Plate"
"51996850-92e1-578a-a3da-901f628b0e50","","checkpoint-status","pass","","","TRUE","TRUE","QA","Data Plate, Access Point","1 photo required of Data Plate"
"a128c7dd-f6be-5406-8d10-108e5e42e21c","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Data Plate, Access Point","Details of Access Point"
"1ae1a9f5-a58d-59ff-a82a-8f4a30064c0b","","checkpoint-status","pass","","","TRUE","TRUE","QA","Data Plate, Access Point","1 photo required of Access Area"
"7f80c619-0d21-5959-80b8-bfc5626d23dd","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Data Plate, Access Point","Details of Rail Carriages/Cable Travellers"
"b11a17a4-5237-527d-9a82-b163698a8e53","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","Data Plate, Access Point","1 photo required of carriages/travellers"
"6e1b687d-f857-4409-9cfa-7d283f9652b2","","folder-normal","pass","","step","TRUE","FALSE","Roof Access Requirements"
"a9d0c293-6b12-4506-87b0-0081f8ac1351","","checklist-flat","pass","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"f41acfcc-5edb-5066-ae47-c9e78f1bff70","","checkpoint-status","pass","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"cbfaf28d-2dd2-496c-ab2a-e5079810b38a","","checklist-flat","pass","SYS - PT - Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"fd0ba198-deaf-5ce6-9fe5-8fab9b55dfd7","","checkpoint-no-status","pass","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"ae16466b-5e91-5ae8-951d-a964b3175b82","","holdpoint","pass","","","TRUE","TRUE","Practical Completion","Request Review from PM"
"7633f29e-a86b-5c45-822c-316e9bd461d8","","checkpoint-status","pass","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"57e71bb5-15d1-5c38-a0f6-795cc3b61dfc","","checkpoint-status","pass","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
