"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"38c7fe6a-c79b-4c66-830f-91fc7b7c17d7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"dd37bff1-2a7d-45fd-8ee6-5dd137925c42","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Drains"
"39136060-8093-4d55-aca7-65eeab624fa9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Drains","Ground Floor"
"4c5d9b9f-ec14-4191-a0c9-f6765d903bba","","checklist-flat","not-started","Drains","checklist-flat","FALSE","FALSE","Site QA","Drains","Ground Floor","H100-1"
"f70524d9-2407-50ab-91dd-95532873a4e7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Kitchen","SINK","MIXER"
"167e4ab1-e30e-52da-835d-018fe469591f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Kitchen","SINK","WASTE"
"303c5d89-f5ca-5ced-99b9-a9d7fb3a0741","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Kitchen","SINK","DW CONNECT"
"fe1ce96d-2333-5433-bf28-86c0f3418413","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-4.00","Kitchen","COOKTOP"
"76ede5fc-d40e-56d3-ae60-ecd8cb17fd72","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Kitchen","COOKTOP","STONE/ SPLASH"
"88222bc1-f1e0-564c-96e0-c7e7f619b71f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Kitchen","COOKTOP","COOKTOP"
"675d5baa-16e3-56b0-a0bf-502c382aa4d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Kitchen","COOKTOP","CONNECTION"
"fcedff02-9a17-4dbd-99cc-e28eb4b8fdc3","","checklist-sectioned","not-started","BATHROOM 1 Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom"
"d21a8500-d68c-52ac-b8f8-1d0c24e2fe81","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom","BASIN"
"58417060-008a-5ae8-9545-56b94d4bc9a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom","BASIN","JOINERY"
"ef31a4ac-1313-55a2-9008-e9680d56271e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom","BASIN","STONE"
"c71420f3-beb9-5797-8d03-e178ef382db7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom","BASIN","BASIN"
"10cb3394-8b94-518f-b9a0-8813cb389709","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom","BASIN","MIXER"
"29927993-c9c8-5ba3-93ad-6a7ba7150af6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom","WC"
"892d9fef-05aa-5621-9167-8586a169eed5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom","WC","TILE"
"24d70710-68ee-595d-8beb-9a26852dbc12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom","WC","GROUT"
"b7224a99-bd1e-5605-b6cf-a4e1dc9f4ae3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom","WC","WC"
"6bcf520b-7f95-5594-ab34-7aaa0bbbed7c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom","SHOWER"
"b1bcdd77-6314-5ffa-8794-dd82d7ba0dfa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom","SHOWER","TILE"
"3abe8578-355b-5e34-8740-b920c14efdde","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom","SHOWER","GROUT"
"a8248971-e400-5995-b84d-c055700dbf8b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Bathroom","SHOWER","RAIL"
"a1045d54-6e97-488a-9406-cbe24b01726d","","checklist-sectioned","not-started","ENSUITE Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite"
"4da9cab6-1c6c-52ec-8b08-9019d8e9e39e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","BASIN"
"9a292e09-2ceb-506e-9a64-30a3df3d81f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","BASIN","JOINERY"
"58e067fc-1637-5886-85be-84f2862a04fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","BASIN","STONE"
"0a5f1e00-a6c0-5158-adf6-ce1d35f6ff08","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","BASIN","BASIN"
"94b54860-6365-5625-ae1b-da82ddbf932f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","BASIN","MIXER"
"4ad32a37-ed25-5e6a-8c87-b058366dfc7b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","WC"
"5cb80b8c-a3a2-517a-9a15-340a2a9a20df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","WC","TILE"
"387307ff-18f7-5c72-8048-7425853dc575","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","WC","GROUT"
"976f2c82-ee4c-5eee-b3f1-f247a5f58c6e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","WC","WC"
"4f103885-18f1-56ad-8a83-8c85f3d4862a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","SHOWER"
"e1596af7-2b2b-51a5-845b-74cf89f4cc2a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","SHOWER","TILE"
"9091d899-544c-57b2-9ba3-34158f8d7ead","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","SHOWER","GROUT"
"d92aae32-ae67-5cad-b533-b06892e5acfe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","SHOWER","RAIL"
"ad64f531-cccc-578e-b29d-c634836fa2d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Ensuite","SHOWER","BATH"
"0f52cf3e-c10f-4a9e-b5b7-cb67fd7b1ca1","","checklist-sectioned","not-started","POWDER ROOM Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-4.00","Powder Room"
"7b2f8bff-3661-56a9-8559-f0b972d492ad","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-4.00","Powder Room","BASIN"
"6e31c33d-a667-50b8-b20d-79d72367bc9a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Powder Room","BASIN","JOINERY"
"1f3eaac3-4239-502a-8f4b-32538086443d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Powder Room","BASIN","STONE"
"c032b1a3-32e3-58f0-8561-f12432351af7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Powder Room","BASIN","BASIN"
"6b07430b-6e68-5789-b873-2a7f6bb8e702","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Powder Room","BASIN","MIXER"
"4e73813f-c132-5799-b219-3dae543b9e4b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-4.00","Powder Room","WC"
"c57094a5-dfc0-56c9-ba36-f4a80b3fa417","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Powder Room","WC","TILE"
"234b9854-0447-5dc2-bc88-56ffd6c240c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Powder Room","WC","GROUT"
"adeaf2e8-ec1f-56a0-a48d-d374ba876b22","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Powder Room","WC","WC"
"a98addff-1a1b-4803-b520-f3232f0a9c04","","checklist-flat","not-started","LAUNDRY Fit Off","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-4.00","Laundry"
"620f4bc6-f949-5292-aad3-a7459aca83b4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Laundry","TILE"
"de532849-7c87-57ed-a612-8c602b0dd302","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Laundry","TROUGH"
"f6a4b0e3-6ad2-5e9f-898e-96ccef43dd0f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-4.00","Laundry","MINI STOP"
"6e936209-0b85-47bb-af99-4f08b94ac2d5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00"
"113dcc0c-35b0-4ac4-9f2f-7d868be36635","","checklist-sectioned","not-started","Kitchen Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Kitchen"
"3e01911f-ecbd-5578-bdef-15505cdc0a42","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Kitchen","SINK"
"fded1c1e-d673-556f-8b62-f1eda1bbb42f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Kitchen","SINK","JOINERY"
"829a7dec-5480-5f58-8d98-688de2e9c661","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Kitchen","SINK","STONE"
"7d522a67-cb60-520f-a4ce-a20e38d7f09d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Kitchen","SINK","MIXER"
"d30ddadf-c0ac-5f05-b130-9476214921d7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Kitchen","SINK","WASTE"
"e61ddfe6-4667-510f-b726-cea23b346b48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Kitchen","SINK","DW CONNECT"
"e56f2d0c-e638-58d5-bd88-98ad9b4eaed2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Kitchen","COOKTOP"
"0b227f04-c452-5610-8e97-561f02cffb8b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Kitchen","COOKTOP","STONE/ SPLASH"
"77864458-91b1-5cc9-8b87-8a5ed6b79b74","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Kitchen","COOKTOP","COOKTOP"
"0c4098d5-ab8c-5ddc-a724-a6c88f74c2a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Kitchen","COOKTOP","CONNECTION"
"00312386-820e-4613-afd3-071be6e4a82f","","checklist-sectioned","not-started","BATHROOM 1 Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom"
"ea094766-a2c1-5283-989c-3fa33d8d7856","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom","BASIN"
"db95f89c-6025-5164-ab27-4573dfb5e07d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom","BASIN","JOINERY"
"98e22a13-aa45-51cd-adac-8159e5351d4d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom","BASIN","STONE"
"4fafd832-60b9-594a-9dd0-c719a056ac81","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom","BASIN","BASIN"
"640fd67b-2d6d-5195-8ef1-6f577c433761","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom","BASIN","MIXER"
"1adc05a7-7155-521a-b5ab-a3110126bb36","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom","WC"
"0051c050-1f48-5868-8757-b27d28d8a8fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom","WC","TILE"
"e58f2009-eb78-5401-b336-4469083c7bbd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom","WC","GROUT"
"cd203f52-8e88-5d63-9276-437913e2bd6f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom","WC","WC"
"7427764c-4d79-523a-8206-a5267357f2cd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom","SHOWER"
"0804278b-b3a9-5cd4-8033-a4605f1f811b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom","SHOWER","TILE"
"cd9ca0b9-a5a5-587e-a5e6-276cd9252c50","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom","SHOWER","GROUT"
"46ca5cc7-03c4-5f94-bfb7-93d0becceabb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Bathroom","SHOWER","RAIL"
"a7f5eacc-ffda-4851-87f8-64644de22539","","checklist-sectioned","not-started","ENSUITE Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite"
"57c674d3-6758-56de-8197-c5e7e9b4bfd4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","BASIN"
"bb0c8ca4-4f06-522d-96f0-a7538c88e757","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","BASIN","JOINERY"
"2c17ed46-f2fc-5f31-8bbe-1fcd84b94e5a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","BASIN","STONE"
"a02be74a-832a-50c1-b236-623cacc932bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","BASIN","BASIN"
"eb567812-04d7-535b-b6b9-b27ef8fbf1de","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","BASIN","MIXER"
"4ece6301-ca7f-59d3-ba53-bc7161e1eaf3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","WC"
"c306865b-50f3-5339-bb12-92ec37353de6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","WC","TILE"
"853a64dd-7d25-539b-ac04-008ce007c1ec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","WC","GROUT"
"aec2b4a3-4fbd-5aca-9631-5e9f787c547d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","WC","WC"
"27307493-7011-5508-9755-eb5a54c2634b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","SHOWER"
"70f7c552-fa05-5d5c-932d-b6e2b89bf5e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","SHOWER","TILE"
"c941fcaa-bf87-5e9f-ac39-6d73fe753dba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","SHOWER","GROUT"
"6e3b228c-c4b0-500f-81ae-97b9712a7c0d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","SHOWER","RAIL"
"7d21fd37-71af-56e3-994c-b74c3f060e88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Ensuite","SHOWER","BATH"
"a674684b-6d13-4bf4-b637-0497f6620006","","checklist-sectioned","not-started","POWDER ROOM Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Powder Room"
"a916cc4f-6835-53c5-8764-686a5b5a354c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Powder Room","BASIN"
"45c48eee-6586-58c0-9e2e-e01368daf59a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Powder Room","BASIN","JOINERY"
"ac95b572-5eef-51e5-9db6-b2da9821c4ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Powder Room","BASIN","STONE"
"69d0ef6b-f467-5c50-b121-d7967afe54d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Powder Room","BASIN","BASIN"
"ddfd71f0-15b8-5a6a-8464-48547d05ebd2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Powder Room","BASIN","MIXER"
"921870a8-c20d-567b-bc4f-8dfd51f14090","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Powder Room","WC"
"9062dc30-7a21-5df1-9280-a98df904b356","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Powder Room","WC","TILE"
"009073d1-f71e-5a4a-be5e-168e5f50dd03","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Powder Room","WC","GROUT"
"b54eb11f-88a3-5a79-bd12-5947871e2897","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Powder Room","WC","WC"
"69528edb-f53a-44c2-ad02-d0dcdc089e0e","","checklist-flat","not-started","LAUNDRY Fit Off","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-5.00","Laundry"
"e058ba35-114e-5c9f-924e-9be4fd51aee2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Laundry","TILE"
"dbe85e4a-4871-5937-a9d0-b1d8e796f900","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Laundry","TROUGH"
"c4537fce-1952-5bd7-bea4-95ff8f638a43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-5.00","Laundry","MINI STOP"
"2203709b-1782-438c-9967-68db8bf68c80","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Ground Floor","E1-6.00"
"fbb3960b-4933-4d0d-af5f-e24c137cfdac","","checklist-sectioned","not-started","Kitchen Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-6.00","Kitchen"
"2d65ab8d-5bf3-5e0a-8d76-c696942ce639","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-6.00","Kitchen","SINK"
"52e4ee79-2c33-5c15-8c72-81255572e323","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Kitchen","SINK","JOINERY"
"7646a2e9-1a7f-5cd8-9357-0a7cdb89151f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Kitchen","SINK","STONE"
"ea8bd2b2-c864-57cc-9496-ab37f391ac8f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Kitchen","SINK","MIXER"
"9abfd4e3-5bf7-5b00-a737-bd3819dc884c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Kitchen","SINK","WASTE"
"6c714098-8757-5113-a23f-969e3df1e368","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Kitchen","SINK","DW CONNECT"
"9938552f-a9fe-563a-bdc7-e3e75b689292","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-6.00","Kitchen","COOKTOP"
"1f3bf5a1-04df-5060-a9ac-053b4e3fe463","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Kitchen","COOKTOP","STONE/ SPLASH"
"d488211b-7a15-5300-af26-1b8a4299c3b4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Kitchen","COOKTOP","COOKTOP"
"bc862d26-4e86-5142-a3d2-d2d5760f8ec5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Kitchen","COOKTOP","CONNECTION"
"2fa24397-9d51-4f83-9cd9-f1365f7778d6","","checklist-sectioned","not-started","BATHROOM 1 Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom"
"c59e654e-9c34-5a35-8c2b-58f57438133e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom","BASIN"
"9e05e5fc-ed01-5008-943d-a4c116118ea1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom","BASIN","JOINERY"
"71d9a88f-ccc1-5675-a612-133fa0d33f07","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom","BASIN","STONE"
"4cc402c0-bb85-5df6-b20e-2d287921d0c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom","BASIN","BASIN"
"d8eac25d-e416-58d0-8780-342cc61ffd3c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom","BASIN","MIXER"
"7c7ddeba-4c2a-5015-9a4d-08d821a79f66","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom","WC"
"b14f4c85-05f9-5936-8500-823610061c9d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom","WC","TILE"
"1fcc10ff-d8b9-5bc5-aa70-78be585e6813","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom","WC","GROUT"
"2066a35c-288d-52c4-b0d5-c96e22590829","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom","WC","WC"
"d93b6892-4eae-57c8-918f-c370d52cf894","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom","SHOWER"
"8685bb01-e400-56c2-9a7c-3772589434ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom","SHOWER","TILE"
"8c593b60-a1b6-5626-9548-fb9a93671012","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom","SHOWER","GROUT"
"f7f2913c-5920-531e-8466-fe72c775cc6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Bathroom","SHOWER","RAIL"
"678c3e62-70eb-4a16-be84-6baacf6054a2","","checklist-sectioned","not-started","ENSUITE Fit Off","checklist","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite"
"cef8be4d-ab15-5a85-9a20-4246e146b761","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite","BASIN"
"59339dfb-ac79-5d1e-b2c4-3c61fb8501c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite","BASIN","JOINERY"
"b7b41f0f-0040-5685-ab02-254591940824","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite","BASIN","STONE"
"08eb87f5-ef1b-557a-aad1-42f5054fad2e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite","BASIN","BASIN"
"4efeeda0-1bfb-542f-9b53-7c17df11ca3d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite","BASIN","MIXER"
"e021a96a-5133-5ffa-8c67-bbfe5f629d63","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite","WC"
"f83905e4-21a4-5779-ba06-f1c2c4ff39cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite","WC","TILE"
"865675a6-9dd9-513d-b7a6-51a2414befd8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite","WC","GROUT"
"53a07b09-5817-5765-a8c9-0289b6960d71","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite","WC","WC"
"12622fea-c7ef-5d09-8374-fcaf6246f885","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite","SHOWER"
"28d8f8a3-45aa-57c0-91f5-ba19990383f0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite","SHOWER","TILE"
"6d5edc83-b657-52e8-938b-0d3dd75de81f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite","SHOWER","GROUT"
"ffbb7b01-994c-53f5-968d-58590923214c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit Off","Ground Floor","E1-6.00","Ensuite","SHOWER","RAIL"
