"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9d25ad23-f47f-4f93-a4b9-59639a47e1f6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits"
"25906010-d397-446e-88b5-7ea455170f54","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building"
"92193f65-edbb-45e7-9215-ebc67a8dccc2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building","Basements"
"41173abf-2852-4d6d-8be0-646affbc8995","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building","Basements","Slab on ground"
"a2d8f3a8-5469-4e42-89fa-6ff46abce5a0","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-L05-NE4.2","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"01a4f69a-af73-4830-b9b6-3862a7b712fc","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-L05-NE4.2","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"0a75905b-923c-4e82-9bbd-f139224fa023","","folder-normal","not-started","","step","TRUE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-CR0.1"
"ef70ef7e-a1c3-4b05-9976-6f6eb5b993d4","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-CR0.1","AE-ITCX-015 - Mandatory Test Results

"
"030c8207-3af4-469b-8c35-426daa2329f9","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-CR0.1","AE-ITCX-018 - DB Fit Off"
"2e8cd7b1-c172-4765-9fa6-10b40712fae6","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-CR0.1","AE-ITCX-006 - Distribution Board Visual Inspection"
"198251b8-0c90-47f8-9ba0-82171d4195ec","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-CR0.1","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)"
"e9a7baa4-f64a-48f7-bd0b-3ad23318b040","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-CR0.1","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)"
"466ff9b0-7f8d-43c4-abd1-06b21afe25a4","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-CR0.1","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)"
"1e780e45-7055-427f-aae5-a88acf1cc8cf","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-CR0.1","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)"
"8b1117ca-6ef9-4f19-a642-659ebfd4ab3b","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-CR0.1","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"f4df5a41-e400-40a7-bd12-edafe4e0036a","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-CR0.1","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"a0e4ec61-78d9-4fc8-b48f-71e97e228d1d","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-CR0.1","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"a36dc3c6-9364-44be-9af8-b83e9199d8bb","","folder-normal","not-started","","step","TRUE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-CR0.1"
"deb70003-852d-4d22-b3e7-5028c847d8db","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-CR0.1","AE-ITCX-015 - Mandatory Test Results

"
"abaf0c5a-0e81-41a4-81ef-a67840ee53e6","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-CR0.1","AE-ITCX-018 - DB Fit Off"
"76ed35ed-c2b3-463c-a60e-d0006bfe682e","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-CR0.1","AE-ITCX-006 - Distribution Board Visual Inspection"
"5cb8840f-6d65-4cc1-ab4f-8fde6016bf63","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-CR0.1","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)"
"3a752c45-e4ea-4e81-9fb7-61e6a23c93cd","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-CR0.1","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)"
"f18beaa3-3788-4469-a537-b43e7a07b3b9","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-CR0.1","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)"
"6a334d17-0f52-4116-bd4c-827978ce522a","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-CR0.1","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)"
"b5abf59e-c7ac-4c49-834d-814182c85d85","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-CR0.1","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"62dddb7f-1ddb-4f34-bca6-906ee300ddfa","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-CR0.1","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"66e97101-7683-4e86-b11d-592f8e4ceb02","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-CR0.1","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"517c0314-c63b-4660-bffc-eeb50018697c","","folder-normal","not-started","","step","TRUE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-NE0.2"
"a024b180-a085-416d-ba42-1653a7c04f44","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-NE0.2","AE-ITCX-015 - Mandatory Test Results

"
"b60fb14d-044f-4261-b27c-2e2c7522f37f","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-NE0.2","AE-ITCX-018 - DB Fit Off"
"c8c0d5e5-f771-4b33-9df6-ec372bf1761d","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-NE0.2","AE-ITCX-006 - Distribution Board Visual Inspection"
"b955e60b-abe9-4620-b1bc-169ab404ee82","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-NE0.2","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)"
"a4ce524a-f320-40d9-a7fa-6f33c8cf0241","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-NE0.2","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)"
"523cbc93-5d4d-4c25-bac4-98e9e13c1aa8","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-NE0.2","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)"
"146ab0f6-a011-4aad-9d15-96637e25824d","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-NE0.2","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)"
"c487f103-ef80-468c-a264-ef1423078614","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-NE0.2","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"749b2ec1-4f9f-4b0f-b803-44b0d49813c6","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-NE0.2","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"2303ed07-0e3e-4223-9652-f04f9910527f","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LB1-NE0.2","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"6986ac52-7cde-473d-a53c-abd7293d7826","","folder-normal","fail","","step","TRUE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-ES4.1"
"3e8ec444-29b2-4f45-8faf-324d4031902b","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-ES4.1","AE-ITCX-015 - Mandatory Test Results

"
"1d5dc00c-3af8-4d70-a90c-e6f83e2c422c","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-ES4.1","AE-ITCX-018 - DB Fit Off"
"b6d1f21f-e89a-4579-a34d-07b0d903ff09","","checklist-flat","work-in-progress","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-ES4.1","AE-ITCX-006 - Distribution Board Visual Inspection"
"1afd470d-2bbc-46a2-961f-6ba640878fbe","","checklist-flat","fail","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-ES4.1","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)"
"a0234ae5-ca20-44b0-9678-07817de4b71e","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-ES4.1","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)"
"87cb36b6-d38c-4247-bf85-3b9629f8e3bf","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-ES4.1","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)"
"e1c35486-ad4d-4262-bb87-54a36b78fd32","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-ES4.1","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)"
"8b0806f3-7278-473e-9895-ef105c39e75a","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-ES4.1","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"65fdc407-1670-42ee-9e66-5328c4ead87b","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-ES4.1","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"1179e16b-4a63-4504-9b70-a966dfbae250","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-ES4.1","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"34f35fcf-95ee-45e7-8297-01e9d9d6df94","","folder-normal","fail","","step","TRUE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.1"
"7e39e3ea-22a4-444d-85cf-b91c695253a5","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.1","AE-ITCX-015 - Mandatory Test Results

"
"5dc8bc06-8e8b-4175-84ad-464991cbaa6e","","checklist-flat","fail","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.1","AE-ITCX-018 - DB Fit Off"
"a1555875-511d-4091-9a6a-e863b51dc852","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.1","AE-ITCX-006 - Distribution Board Visual Inspection"
"99fe210d-a8b8-406a-8d2f-bc3ea5710721","","checklist-flat","fail","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.1","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)"
"0c4d9877-2ba2-4129-adc2-5883ceea4108","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.1","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)"
"8a8b3dd4-669d-4bad-abcf-42d17bb77817","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.1","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)"
"89f2c29c-0a75-486a-83df-903f5021260a","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.1","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)"
"5856aff9-6ad4-43ea-919e-564a9f1e6b77","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.1","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"5a0e8bb4-7b04-4e61-85bb-e59c43497981","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.1","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"d7d78198-5c4e-4ad8-89f4-da94b1439ab6","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.1","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"0fd7311b-cae3-49a6-8dcb-8fffced26d9d","","folder-normal","not-started","","step","TRUE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.2"
"ec23ecc1-d46a-4485-be5c-1967c536c149","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.2","AE-ITCX-015 - Mandatory Test Results

"
"3617ae23-f584-41ea-93f0-f746ddb7d904","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.2","AE-ITCX-018 - DB Fit Off"
"ae9494d8-0dca-44dc-997b-ddb45a0eadaf","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.2","AE-ITCX-006 - Distribution Board Visual Inspection"
"f7ecfa4d-a003-4ea9-94de-d64cab0ca065","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.2","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)"
"1d6c04ed-8c78-4675-a7fc-d2190e7cf7ea","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.2","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)"
"5f88face-a934-4412-9f5e-606db0430e66","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.2","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)"
"ea8db3b5-65fc-4dd5-82f5-40ccbf8cf28a","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.2","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)"
"1bd66008-acc3-4c73-a1c0-ff77aa0fe2b3","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.2","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"2b55fb53-533d-45d3-876e-4b287cdef0a8","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.2","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"39480cbe-1927-49cf-8524-9ec8ec8094ca","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-2B-LLG-NE4.2","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"f6d8087e-ac3b-4500-8dae-aabd741687ff","","folder-normal","not-started","","step","TRUE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-2"
"6e5ecb8a-dd87-41e6-ba2a-9325b3871faa","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-2","AE-ITCX-015 - Mandatory Test Results

"
"6ab32906-8570-4470-a833-f128d28f3966","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-2","AE-ITCX-018 - DB Fit Off"
"985aa053-0722-4874-a494-71468e2c8c9a","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-2","AE-ITCX-006 - Distribution Board Visual Inspection"
"7c18ed30-c443-422c-9c70-d63316a6302b","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-2","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)"
"f1ea1782-7a53-49e4-a007-31f649c8ef33","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-2","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)"
"b6a94d3e-23e5-4713-9265-807a2e362889","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-2","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)"
"f9b1c66b-fee7-41a2-a55a-fac32cf279a7","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-2","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)"
"5bb838fc-20d4-4157-a033-df72b63b44a0","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-2","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
"b9dddbda-a5b2-45aa-839c-acc08ddbd431","","checklist-sectioned","not-started","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-2","AE-ITCX-026 AS:3003- Appendix F Cardiac Protected"
"854923b5-f9d4-488d-8518-bf098a8f0c35","","checklist-sectioned","not-started","AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-2","AE-ITCX-027 AS:3003-Table B1 Patient Area"
"fead4fbc-b4d6-43a4-a4d7-214c5d290e83","","folder-normal","not-started","","step","TRUE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-4"
"5de5bc35-bb3e-4918-a784-fa13691fd3c3","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-4","AE-ITCX-015 - Mandatory Test Results

"
"547a7000-6cb4-4828-b1f2-f5c05691c7a3","","checklist-flat","not-started","AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-4","AE-ITCX-018 - DB Fit Off"
"390f6854-3f86-453b-a30a-4d3dc9697488","","checklist-flat","not-started","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-4","AE-ITCX-006 - Distribution Board Visual Inspection"
"3d8639c1-408e-467c-98db-d013f85f71b6","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-4","AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names)"
"94b17129-7022-40e9-b4aa-eb34e205a0c1","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-4","AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names)"
"4b528d9d-acd9-44f9-92da-0d1f9b6159f7","","checklist-flat","not-started","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-4","AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names)"
"9a6afb9b-de65-4d3e-9aa6-23632d132276","","checklist-flat","not-started","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-4","AE-ITCX-032 - Electrical Commissioning Checklist (Rev 0 +Names)"
"3b0802d5-c4e6-48ab-901b-a4c23e6220f9","","checklist-sectioned","not-started","AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names)","checklist","FALSE","FALSE","Distribution Boards and Sub Circuits","Building A - IPU","DB-GEN-AUX-4","AE-ITCX-025 AS:3003 - Appendix E Body Protected"
