"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"790dc55a-a5ce-4033-893e-c41736572850","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"5d73705e-6fca-4d58-a4bb-89f39eea2d7d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Byrrill Creek Road"
"dd6eefe0-8b36-4fbb-975a-f5d2ba1d2e49","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02095"
"955b53a3-02db-5449-a7cf-50317498facb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02095","Preliminaries - Project Management Responsibility"
"dc826211-ca31-55cb-b2dd-f14cae54afc2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","C213 Earthworks","Table drains shaped to allow water to flow freely and best marry into existing surfaces."
"75aa9d73-99b4-5c1f-ad8a-3779e6fb5bf4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03279","C242 Flexible Pavements"
"cd1b1181-0fea-530f-9d1b-efba10e84e8f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","C242 Flexible Pavements","Proof roll subgrade: If foundation fails TSC to be notified and to provided direction"
"dfaecc53-65b0-5be9-a219-15d00b9b15af","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","C242 Flexible Pavements","HOLD POINT"
"7f487b2d-9ccd-5f66-bd75-38e33ae80265","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","C242 Flexible Pavements","Road base Material: Material source along with conforming material NATA test certificates have been submitted and approved by the Principal (Material Stockpile Lot)"
"2e0bf27e-8519-5c6b-806a-3b08392c8972","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","C242 Flexible Pavements","If testing required - Layers compacted to 100% Standard compaction for full formation width. Compaction testing to be done 1 test per 500m2, minimum of 3 test taken at a time (per lot) or as directed otherwise."
"8b6f5573-7cec-5223-9429-96a4fcfbc1e7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","C242 Flexible Pavements","Levels of gravel marry into existing and deviation does not exceed 12mm over the length of a 3m straight edge."
"1c71996f-4e58-51aa-a2f1-a93ec55abff9","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","C242 Flexible Pavements","HOLD POINT – Carry out a proof roll of finished pavement where applicable"
"19ad403e-b1de-5d06-bd23-16e761a7a67e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03279","Rock Revetment"
"07356123-7c8c-5d71-a32a-5eb2a9f12df8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Rock Revetment","Geotextile – A34 Geotextile separator placed prior to rock placement IF DIRECTED or WITHIN SCOPE"
"531c6e52-0a33-5ab2-bc9c-24c550c94f82","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Rock Revetment","Rock Placement - Rock to be placed in completed drain profile as per agreed scope. Correct Rock Size Placed:"
"cea17f3c-d863-5706-b1a9-2f055a57f506","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03279","Grouted Rock Pitching"
"bfae17fb-fd87-53a4-968d-56da3795ac80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Grouted Rock Pitching","Existing rock to be grouted as per agreed scope."
"a46b49e4-38e5-5b47-bc67-b766814cbd93","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Grouted Rock Pitching","Rocks to be cleaned down at end of grouting for neat finish"
"7f3204d5-8743-5124-abfa-de01b83411b2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03279","Excavation & Preparation"
"f09371ad-e8ac-57cb-a86f-73e99b48efb7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Excavation & Preparation","Suitable subgrade material and prepared to suitable surface"
"a46f49ec-31a6-5e20-a2c8-9de9aea2fbf7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03279","Formwork & Reinforcement"
"2fe44156-98db-5811-95ae-ef6721e7c89c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Formwork & Reinforcement","Dimensions and positions of forms shall be carefully checked after the forms are erected. Forms shall be aligned accurately and the location of all fittings, hold formers etc. checked prior to placing of concrete."
"19f48525-b3ac-5110-b374-7ef680ff36f8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Formwork & Reinforcement","Placing of reinforcement as per agreed scope, with reference to Typical Construction Details. Reinforcement to maintain a 50mm vertical and horizontal cover unless directed otherwise."
"3ebf4ea1-071b-5a09-a843-f2fc93b9a3f8","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Formwork & Reinforcement","HOLD POINT – PRE-POUR INSPECTION The formwork shall be inspected by the Superintendent, and the placing of reinforcement in the spaces formed, where specified, shall not commence until the formwork is approved by the Superintendent."
"68a1b52d-3f41-5d69-9cbb-d8b62b89c330","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03279","Ready Mix Concrete"
"4eb4743a-25d5-5ca9-b73e-53c95fa715aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Ready Mix Concrete","The concrete shall be mixed and delivered in accordance with the requirements of AS 1379 relating to: -"
"5a5abdd8-d4a3-5462-9bdb-25b5903ce79b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03279","Concrete Placement"
"5af8183d-fb5e-582b-b960-6e753bbea82e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Concrete Placement","The freshly placed concrete compacted by continuous spading, slicing or by vibrator units. Exposed surfaces of the concrete shall be struck off and finished with a wooden float. Corners and edges should be as per the drawings."
"65104ff8-6d0e-5601-84a6-2b086391faa6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Concrete Placement","Surfaces are floated, finished and cured as required to a quality finish. Broom finish as required."
"bb3aa433-65d2-5d85-8c5f-e1c7c8f5ff21","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03279","Testing - Where Required"
"795f1f31-173b-5acd-abb3-ab222b47b029","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Testing - Where Required","Two pairs of test specimens shall be moulded for each 15 cubic metres of concrete, or part thereof, one pair being intended for the 7-day test if required and the other pair for a 28-day test."
"8f9e4ddb-a373-5473-9788-79b5d4cff281","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Testing - Where Required","WITNESS POINT: Concrete test specimens to be taken in presence of Superintendent or Superintendent’s representative"
"3df68aec-8f57-5b4a-bfd7-7ac5db2922c2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03279","Stormwater Drainage"
"fdc46bf4-0fc4-5eff-81cd-052d3ba47635","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Stormwater Drainage","Stormwater components installed as per scope of works"
"f9fba0c4-99c9-50d8-b1a7-10ab8fe17235","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Stormwater Drainage","HOLD POINT: Inspection prior to backfill"
"d0e49c53-16d9-508c-b060-0ea26074b298","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Stormwater Drainage","Density testing of pipeline required if within roadway:- 100% compaction to be achieved"
"30096d5a-e86d-5b09-be43-e81a151b4352","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03279","Close Out"
"967f4389-a554-56b3-82ab-a5b4b7ee3d26","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Close Out","Site Handover: All works complete, demobilised and site handed back to TSC"
"da654928-afa0-5858-ae91-473297bff347","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Close Out","TSC Signature"
"ff6753de-d05d-521c-9a43-e8f1a3758bc0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Close Out","Verify conformance including close out of NCR’s"
"1bd31ca5-ff55-5240-af82-e0f3a0c95c98","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Close Out","Damage No. (DM) signed off and closed by PM or representative"
"d2d8f7db-b107-5bc2-bc17-ba106acfa900","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03279","Close Out","Signatures"
"f8e87e7f-d6b3-4388-af10-e3e4cdc5a11d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Doon Doon Road"
"b122f71b-f440-42ab-9cfa-22d806981964","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Doon Doon Road","DM01146"
"90e9f606-97dd-5f4c-8fe1-09f524708577","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01146","Preliminaries - Project Management Responsibility"
"1618536d-5e44-56e3-a103-87314735bd0a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Preliminaries - Project Management Responsibility","Possession of Site"
"acee48d0-89f4-5ce6-baf6-4a77627e0e0f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Preliminaries - Project Management Responsibility","Dial Before You Dig (DBYD) and Permit to Excavate completed and signed onto by personnel"
"90f62fa4-3323-5983-a309-845e6f822fb7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Preliminaries - Project Management Responsibility","Confirmation of Scope and Extent of Works with Project Team, including RCC and TSC"
"07d1153c-46a3-5e51-ac0b-39fdded88259","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Preliminaries - Project Management Responsibility","Testing required for the scope:"
"ec4dfe63-e3bf-5f9b-a626-e0f0fe0ebe7b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Preliminaries - Project Management Responsibility","Concrete testing Density Testing"
"c4b7db1e-c436-5387-b916-ed0076acbfcb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Preliminaries - Project Management Responsibility","Traffic Control – TGS approved and appropriately selected for the works"
"e28ef33e-d7f9-51eb-b03b-4ee4d61bb6ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Preliminaries - Project Management Responsibility","Erosion and Sediment Control:"
"deda30c9-7f45-5798-92fc-3a0c8ef4b346","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Preliminaries - Project Management Responsibility","Silt Boom Earth Bund /Sediment Fence"
"12db203c-07aa-501f-bd10-e66fe2297008","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01146","C213 Earthworks"
"79ea65e5-3eeb-5e08-a809-8755b68aa9ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","C213 Earthworks","Minor clearing of vegetation undertaken – where applicable."
"cacf8f69-3ae5-5ce7-a4ce-51362208a4bb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","C213 Earthworks","Demolition works / Spoil Removal undertaken and spoil removed from site to Quirks Quarry."
"5c116447-a5cc-515d-bd0a-cab1bdae64bf","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","C213 Earthworks","HOLD POINT: If unsuitable is encountered TSC to be notified prior to works continuing"
"c1f28453-0eec-557f-b392-a614167d9664","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","C213 Earthworks","Table drains shaped to allow water to flow freely and best marry into existing surfaces."
"72f2f1a0-6f2e-5b1d-b589-17591c54773e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01146","C242 Flexible Pavements"
"2674c99b-17d6-5c30-bdef-18f0c384eeae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","C242 Flexible Pavements","Proof roll subgrade: If foundation fails TSC to be notified and to provided direction"
"d692c603-b0b8-5ae9-b4af-054f405f92c9","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","C242 Flexible Pavements","HOLD POINT"
"909ca4e1-6411-59bd-bc5e-f831201f8e71","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","C242 Flexible Pavements","Road base Material: Material source along with conforming material NATA test certificates have been submitted and approved by the Principal (Material Stockpile Lot)"
"078c0a20-e9f8-56b9-b0f8-b3b19d629bee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","C242 Flexible Pavements","If testing required - Layers compacted to 100% Standard compaction for full formation width. Compaction testing to be done 1 test per 500m2, minimum of 3 test taken at a time (per lot) or as directed otherwise."
"66b3a511-57dd-577a-a2a3-0bf74e0aa224","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","C242 Flexible Pavements","Levels of gravel marry into existing and deviation does not exceed 12mm over the length of a 3m straight edge."
"61fc4ab0-0ab4-57e3-a2e2-26243c436eb9","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","C242 Flexible Pavements","HOLD POINT – Carry out a proof roll of finished pavement where applicable"
"957041b4-35ee-548f-b3be-c7b13b28cdef","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01146","Rock Revetment"
"23c49f0f-1e0b-590b-af5d-f821fa45b675","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Rock Revetment","Geotextile – A34 Geotextile separator placed prior to rock placement IF DIRECTED or WITHIN SCOPE"
"00c020ca-0ea7-58ff-81cf-9b2d4d1088e6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Rock Revetment","Rock Placement - Rock to be placed in completed drain profile as per agreed scope. Correct Rock Size Placed:"
"a381ff00-21a2-5c0a-ac31-a9b3b4a4342c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01146","Grouted Rock Pitching"
"18afe54c-7ba2-582b-a702-7f51f7018b24","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Grouted Rock Pitching","Existing rock to be grouted as per agreed scope."
"7cb59510-c532-5fd4-b73c-6e6ccb58a64a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Grouted Rock Pitching","Rocks to be cleaned down at end of grouting for neat finish"
"ddaf5b90-c52a-5e30-bcd1-1e3ad666bfac","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01146","Excavation & Preparation"
"2a40d9e3-59f7-540c-b288-502032695d9f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Excavation & Preparation","Suitable subgrade material and prepared to suitable surface"
"e700dda5-1439-5229-899a-b42f3d598036","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01146","Formwork & Reinforcement"
"b8fd6458-7ab9-513f-b326-4ff13c388b99","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Formwork & Reinforcement","Dimensions and positions of forms shall be carefully checked after the forms are erected. Forms shall be aligned accurately and the location of all fittings, hold formers etc. checked prior to placing of concrete."
"04126425-705c-5dda-9aaf-0baec1ddf633","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Formwork & Reinforcement","Placing of reinforcement as per agreed scope, with reference to Typical Construction Details. Reinforcement to maintain a 50mm vertical and horizontal cover unless directed otherwise."
"f9236a19-4a94-559a-a526-7f57aed4b501","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Formwork & Reinforcement","HOLD POINT – PRE-POUR INSPECTION The formwork shall be inspected by the Superintendent, and the placing of reinforcement in the spaces formed, where specified, shall not commence until the formwork is approved by the Superintendent."
"471e4093-d942-5ab2-b9cd-d018f004c596","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01146","Ready Mix Concrete"
"554e32f9-7246-5d58-9df1-f3ddcd1bc57f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Ready Mix Concrete","The concrete shall be mixed and delivered in accordance with the requirements of AS 1379 relating to: -"
"18ede726-0fcd-57c0-bb81-eb3c9c692e6a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01146","Concrete Placement"
"4f389ac3-4acd-5d21-ae64-9a29775bd953","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Concrete Placement","The freshly placed concrete compacted by continuous spading, slicing or by vibrator units. Exposed surfaces of the concrete shall be struck off and finished with a wooden float. Corners and edges should be as per the drawings."
"c53e9f66-e9d4-5fb0-beec-911c32a70c5c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Concrete Placement","Surfaces are floated, finished and cured as required to a quality finish. Broom finish as required."
"259ffc0a-18ab-55e5-9420-4a1535524744","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01146","Testing - Where Required"
"7463ef1e-f2db-58c8-9390-417763e8a290","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Testing - Where Required","Two pairs of test specimens shall be moulded for each 15 cubic metres of concrete, or part thereof, one pair being intended for the 7-day test if required and the other pair for a 28-day test."
"191857ab-5db9-5d99-a89a-aabc59cace6c","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Testing - Where Required","WITNESS POINT: Concrete test specimens to be taken in presence of Superintendent or Superintendent’s representative"
"2b007274-7b0a-5dc4-8418-9a7efbeaf5f1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01146","Stormwater Drainage"
"8e23a20d-ff86-5fca-968a-d6c2a705bf9c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Stormwater Drainage","Stormwater components installed as per scope of works"
"73938c65-9fe3-5c77-a6ac-becab9e279f6","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Stormwater Drainage","HOLD POINT: Inspection prior to backfill"
"d5079fad-e8b0-54f7-a2bf-d0921e910e3b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Stormwater Drainage","Density testing of pipeline required if within roadway:- 100% compaction to be achieved"
"10764eb3-1131-5116-9cc8-c6dfbc5dee54","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01146","Close Out"
"004f8f52-278b-50ef-bb02-eb63c6965ca3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Close Out","Site Handover: All works complete, demobilised and site handed back to TSC"
"29aa93cb-9dbe-5ace-9c4c-52e0283d18fa","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Close Out","TSC Signature"
"251856d1-2d8c-577d-8a9f-f572d0276646","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Close Out","Verify conformance including close out of NCR’s"
"ed2ec58a-cb15-5ef8-950a-2c7dffeb26cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Close Out","Damage No. (DM) signed off and closed by PM or representative"
"89e0ca9f-54f3-5f20-932f-294af23951c2","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01146","Close Out","Signatures"
"71b69604-a102-4045-9a0a-578c1480ecdc","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Doon Doon Road","DM01670"
"59d46ba9-61f7-5556-ac43-4b9167a030e3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01670","Preliminaries - Project Management Responsibility"
"87efa568-057e-55ae-a33d-f38231896299","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Preliminaries - Project Management Responsibility","Possession of Site"
"86b69795-4731-59be-835d-443da98306bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Preliminaries - Project Management Responsibility","Dial Before You Dig (DBYD) and Permit to Excavate completed and signed onto by personnel"
"8f15480a-09e1-57ef-b216-565bfc117a75","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Preliminaries - Project Management Responsibility","Confirmation of Scope and Extent of Works with Project Team, including RCC and TSC"
"c941e4a0-de39-5ad9-b6cd-4e984a03a2b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Preliminaries - Project Management Responsibility","Testing required for the scope:"
"40e1e25e-96d8-5f6c-b1de-1672f390183f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Preliminaries - Project Management Responsibility","Concrete testing Density Testing"
"78642016-e15b-5ec1-b6e1-456583f979cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Preliminaries - Project Management Responsibility","Traffic Control – TGS approved and appropriately selected for the works"
"6d3b2d56-9824-5f70-b9a1-afdea4fca8ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Preliminaries - Project Management Responsibility","Erosion and Sediment Control:"
"476dd482-b0a0-5226-b7c0-d647666828ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Preliminaries - Project Management Responsibility","Silt Boom Earth Bund /Sediment Fence"
"c8232740-5474-57f8-8846-a08940ddd860","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01670","C213 Earthworks"
"eaf0b5b6-0be1-51a2-8508-0606138db941","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","C213 Earthworks","Minor clearing of vegetation undertaken – where applicable."
"494e4872-7afa-5c18-a3c2-2db0dd10bc5d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","C213 Earthworks","Demolition works / Spoil Removal undertaken and spoil removed from site to Quirks Quarry."
"b6b253f8-0551-55da-b08d-217c294d159c","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","C213 Earthworks","HOLD POINT: If unsuitable is encountered TSC to be notified prior to works continuing"
"75dacb7f-e2d7-5daf-b6ba-da6d56c08469","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","C213 Earthworks","Table drains shaped to allow water to flow freely and best marry into existing surfaces."
"c4b98f63-94b1-5cb5-85a6-716c7c64dc47","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01670","C242 Flexible Pavements"
"e448b7de-74da-530f-8acc-d84e76b368c1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","C242 Flexible Pavements","Proof roll subgrade: If foundation fails TSC to be notified and to provided direction"
"b8891286-a947-52fe-b364-1a622a9de3e2","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","C242 Flexible Pavements","HOLD POINT"
"e8f473d4-9beb-5e7b-9205-adafdda50081","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","C242 Flexible Pavements","Road base Material: Material source along with conforming material NATA test certificates have been submitted and approved by the Principal (Material Stockpile Lot)"
"73e48ded-b92c-569a-bd6d-2781dc3d6ffb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","C242 Flexible Pavements","If testing required - Layers compacted to 100% Standard compaction for full formation width. Compaction testing to be done 1 test per 500m2, minimum of 3 test taken at a time (per lot) or as directed otherwise."
"34f2d7aa-237d-50ee-8666-31e0b96e0e5b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","C242 Flexible Pavements","Levels of gravel marry into existing and deviation does not exceed 12mm over the length of a 3m straight edge."
"1bbc72fa-76dd-564e-a978-eb04ca97e5a0","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","C242 Flexible Pavements","HOLD POINT – Carry out a proof roll of finished pavement where applicable"
"4cc121c3-37eb-59ac-aa89-faa991a10058","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01670","Rock Revetment"
"d8213094-e0c2-5b65-bce1-7181e7625cea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Rock Revetment","Geotextile – A34 Geotextile separator placed prior to rock placement IF DIRECTED or WITHIN SCOPE"
"f72b080a-edd7-555e-904d-90e2069152da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Rock Revetment","Rock Placement - Rock to be placed in completed drain profile as per agreed scope. Correct Rock Size Placed:"
"b97a5ac6-98d1-5176-9531-117049f6a377","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01670","Grouted Rock Pitching"
"c12ea481-83c3-5b18-afd6-e88da0515b49","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Grouted Rock Pitching","Existing rock to be grouted as per agreed scope."
"afb174a9-ff45-50ef-a78f-55014b820ddc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Grouted Rock Pitching","Rocks to be cleaned down at end of grouting for neat finish"
"582ce614-0a01-5ce1-a785-ab285e275263","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01670","Excavation & Preparation"
"aa86395b-9895-5fd6-a061-c63965b03b6f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Excavation & Preparation","Suitable subgrade material and prepared to suitable surface"
"72576d36-f1a2-5a01-8195-e77b35932e29","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Doon Doon Road","DM01670","Formwork & Reinforcement"
"54a3718f-df2b-55e5-8b52-1184c3dfd14d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Formwork & Reinforcement","Dimensions and positions of forms shall be carefully checked after the forms are erected. Forms shall be aligned accurately and the location of all fittings, hold formers etc. checked prior to placing of concrete."
"90d80b52-2cb5-5287-80dc-9a7125735797","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Doon Doon Road","DM01670","Formwork & Reinforcement","Placing of reinforcement as per agreed scope, with reference to Typical Construction Details. Reinforcement to maintain a 50mm vertical and horizontal cover unless directed otherwise."
