"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"93f40497-1e70-4e31-8799-6978ee7fc0d5","","folder-normal","pass","","step","TRUE","FALSE","Retaining Wall"
"1cd7b478-7177-4e78-b3d8-15b9e0a4ca6e","","folder-normal","pass","","step","TRUE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)"
"4e56e8be-f5e0-4950-a098-6536789054a9","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11"
"a27adafe-df2d-55ce-8f63-75e96fe7ad67","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11","Info"
"50a9a2fd-cc85-5526-9f37-7812bfdf9e7e","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-25, 26, 27, 28, 29, 30 - 28/11","Post Pour","Approved"
"a3cf56e9-f14e-505e-920d-38b0e50b125f","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-25, 26, 27, 28, 29, 30 - 28/11","Post Pour","Mill certificate attached"
"442ce024-39ba-4b94-a432-c3035cb02f8b","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11"
"010c2de8-20a7-5114-b95a-c0f729889450","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Info"
"90081261-4a2f-5be6-ae55-91ad0b2aa1a6","","checkpoint-no-status","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Info","Information Complete"
"36ada266-f34f-56b7-a622-66a434981eae","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Prepour"
"259ad0b3-c25c-56b4-8aa6-847b815f8a13","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Prepour","Length/Width/Thickness/Cutouts"
"a1850928-f069-5773-8921-d7c80d6c0a8f","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Prepour","Square"
"e186c75a-4fd1-5399-84a2-e9f29f94b000","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Prepour","Edge Details & Rebates"
"9ad20efe-46ed-5a82-bad9-c160b9d04251","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Prepour","Cast in items (Inserts, Weldplates)"
"bcaee138-183a-573b-985d-f210d874a669","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Prepour","Main Reinforcing"
"729be4a6-3ec2-5f33-a348-1af41c03c59b","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Prepour","Starters"
"ef240e51-9de8-5417-bef1-36e370027b27","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Prepour","Stirrups"
"3a72fee7-4f17-5faa-854f-9570b0df9be7","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Prepour","Lifters"
"c92aa405-9118-5a75-a6e0-4d0a72d54272","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Prepour","Mould Cleaned & Oiled"
"64cce4b9-4933-53ff-a710-ed82931bb891","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Prepour","Tie wire Trimmed"
"3785f65e-fe77-5317-b44a-892169ef7488","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Prepour","Rugasol"
"2be213a4-6c6b-5e6d-83ad-c24806a40c9d","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Prepour","Drawings & General Photos"
"9658b5d5-5863-5f53-9992-ae0fd730a6a8","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Concrete"
"92d5def3-b60a-5b8e-bdbe-332cde2c1b75","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Concrete","Concrete results obtained"
"914634c9-cfe8-53d9-b88c-3d7bc8021fe1","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Concrete","Concrete Docket Attached (photo)"
"a68885fd-0ecf-5e68-8344-3f1f75a555ba","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Post Pour"
"38cb192f-7775-579e-a7d5-bb313870b1c3","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Post Pour","Post pour Complete"
"47e82a47-a491-5c40-9eb0-bb7a9c2b3257","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Post Pour","Remedial Required"
"7377632c-9d6c-5329-9443-e447e2827802","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Post Pour","Mould Face Finish"
"ebbaeb63-56ad-5f46-a519-fa0af6bf847d","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Post Pour","Near Face Finish"
"c7ff528a-afb6-563d-80f7-63696ce83084","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Post Pour","Cast -In/Inserts/Penetrations"
"e006f974-a320-54eb-9a6d-2254a753b95e","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Post Pour","Starter lengths/Positions"
"e350b8a7-f4d1-5ed3-a025-a31c29e95a0c","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Post Pour","Approved"
"f05a9b79-0ed7-5f0e-8cfa-9d018a80c0a5","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-31,32, 33, 34, 35, 36 - 29/11","Post Pour","Mill certificate attached"
"f14c01ef-bb5b-4a80-8623-b3f1225d673e","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11"
"3d8b9dd2-a4bc-52be-b0d5-41d4669ccf5a","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Info"
"01e57188-6ee6-5228-b694-4a3efa5099be","","checkpoint-no-status","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Info","Information Complete"
"f6678542-e160-52e1-88a1-27b153cccca9","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Prepour"
"92650c02-98f8-5d33-8fb7-5aa3dd7326a0","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Prepour","Length/Width/Thickness/Cutouts"
"d37a2efe-dfff-5523-811c-1ce380316279","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Prepour","Square"
"df0279bf-f664-53ea-b986-8088e4c8495e","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Prepour","Edge Details & Rebates"
"07ccbf68-2951-5e6b-ad86-5508f39087ee","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Prepour","Cast in items (Inserts, Weldplates)"
"42af5129-779c-5647-a4df-95edc254d4fa","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Prepour","Main Reinforcing"
"08389c4c-2fab-55ad-81f6-878062e46b4c","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Prepour","Starters"
"55e1aa68-c385-5f2c-9784-3c9ff51bcf94","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Prepour","Stirrups"
"78e44e22-04c1-57f4-a572-1c19d1b032b5","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Prepour","Lifters"
"1b4cabae-1a35-5224-a3ab-dfd530230c4b","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Prepour","Mould Cleaned & Oiled"
"0a915136-56f6-5b21-bda4-f4e6645efc75","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Prepour","Tie wire Trimmed"
"165be13b-b4d1-56ef-9d08-eb27a3c54757","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Prepour","Rugasol"
"11575a4a-7554-5ebf-a538-4089a374a415","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Prepour","Drawings & General Photos"
"111c7ea4-376b-5ed4-a85c-5cd84c76760c","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Concrete"
"f2cc2bd3-e77f-5af6-b21c-171c95256518","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Concrete","Concrete results obtained"
"ea4d8c35-8e46-5358-86bc-2e44075490b3","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Concrete","Concrete Docket Attached (photo)"
"fb2ca0df-8ffa-5651-8a25-3855256a490e","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Post Pour"
"91daba42-2241-5b60-99d5-a795cbf9b0c8","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Post Pour","Post pour Complete"
"820346b6-75a4-5b52-993b-a34393ddfb35","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Post Pour","Remedial Required"
"fda85fe4-c0d4-5041-927c-eb50a7d15a21","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Post Pour","Mould Face Finish"
"602bf81a-0263-5b2e-bfcf-ee320b2ee58d","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Post Pour","Near Face Finish"
"dd9cd03b-8363-54be-8573-91210b516d9b","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Post Pour","Cast -In/Inserts/Penetrations"
"9b345c46-7d23-5dc6-a0d1-249a6c548a6c","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Post Pour","Starter lengths/Positions"
"a32d803f-1dff-527c-9d42-9d9eeb25efe3","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Post Pour","Approved"
"a4103a30-7a87-5470-b3b4-809238005912","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-37,38, 39, 40, 41, 42 - 30/11","Post Pour","Mill certificate attached"
"7090dfd0-b6b2-4d41-8e4c-91bd6e50fa94","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12"
"5e1bd020-6cd3-5c85-88d6-6d86ddf7945a","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Info"
"b2a160d8-a993-5cf0-bd91-24b298c40052","","checkpoint-no-status","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Info","Information Complete"
"42d19506-c94f-5f3c-a0a2-52e609d6f7e6","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Prepour"
"2ed3da96-0cb6-5b1c-99ee-33bbe2efa53d","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Prepour","Length/Width/Thickness/Cutouts"
"63a064b2-d09f-5838-af8b-182b3973a9e1","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Prepour","Square"
"72727569-cd6c-54bb-b591-843f76de0f8f","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Prepour","Edge Details & Rebates"
"5cf92ae7-5c0c-5fbb-80ce-37d39aa55a4c","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Prepour","Cast in items (Inserts, Weldplates)"
"58ff8b97-7cb3-521a-9cb4-edcf5d94d2fb","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Prepour","Main Reinforcing"
"454ddb71-2112-5076-a5cc-b475cb3f32e6","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Prepour","Starters"
"e9207b8e-7049-5956-98ba-73cab64a3f68","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Prepour","Stirrups"
"85a66e50-be81-5d49-9251-e24bd1701d04","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Prepour","Lifters"
"e6a0ef43-1649-535a-99d6-406d51e9bc6c","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Prepour","Mould Cleaned & Oiled"
"3aeea85f-6102-5ddf-8b83-53e1b80d1994","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Prepour","Tie wire Trimmed"
"f2e82c61-b1d3-56ee-8524-7425f2480638","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Prepour","Rugasol"
"3cc0f40f-b920-5e4b-b46d-45f526ff567e","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Prepour","Drawings & General Photos"
"ef6ccd07-9d6c-59b0-97a3-baa9ca1a9524","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Concrete"
"268bb6c2-d281-58e2-b6fa-431391eea96f","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Concrete","Concrete results obtained"
"07026153-34ae-5659-b33e-c7418fcf20c1","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Concrete","Concrete Docket Attached (photo)"
"c1212e50-3b92-5933-8d59-133d1fb856b0","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP-43,44, 45, 46, 47,48 - 01/12","Post Pour"
