"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ddc89e61-ea01-4c6d-bcd9-f000e2cbd8e2","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"574ae920-213b-40c7-95ae-dd71c3dacd6e","","pass","","folder","TRUE","FALSE","Site QA","School"
"331ef815-4814-424c-bb39-c86b7eae5d84","","pass","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","School","Upper Ground"
"cb867f00-d239-5df8-acb4-9c647fef1a17","","pass","","section","FALSE","FALSE","Site QA","School","Upper Ground","Pre Pour / Post Pour"
"f26cb63e-8c18-4909-af4c-5935b34fc377","","pass","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","Parish Hall","Level 2"
"6f35f8d6-988a-51d3-a049-17019ad18bd6","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 2","Pre Pour / Post Pour"
"7e99712c-671b-59d4-abbc-043d5a1901f0","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"8d0fed83-da3e-5bb9-b4f5-7e65723e7bf3","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Pre Pour / Post Pour","Anchor and dead-end setup"
"35b20eed-1d81-5420-b86a-5d63ed42dba0","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Pre Pour / Post Pour","Tendon chairing"
"7641de5d-bf3a-5706-bb6a-65c95afa7438","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Pre Pour / Post Pour","Grout hose installation"
"a493f6e0-c3b5-5da0-b5c0-e83ecac77277","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"f278edc7-c229-5803-9114-218e16ece2f2","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Pre Pour / Post Pour","Pour completed"
"3a928b20-3af1-507b-a6fd-3bb6f32c9344","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"c91793f4-46f4-5b00-9dc5-6fc537e0f519","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"f22bfff9-c230-5083-8c9d-b925e3d8cc43","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"b1422cb6-3812-5a9d-8d3d-730837757d05","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 2","Initial Stressing"
"4c6f3c6d-f108-5222-97f1-fe7478ae015e","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Initial Stressing","Safe access for initial stressing"
"ff7ec17c-3a61-585a-bac0-3c4f67624670","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"7dd34ba5-c624-5416-b5db-034f139c111a","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Initial Stressing","Anchorage and strands condition"
"1f108ccd-0271-57ee-be74-615bb309d875","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Initial Stressing","Jack Calibration, current"
"386647ab-e145-5399-82de-8c40b37a154f","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Initial Stressing","Initial stressing completed"
"c2271c99-3cf7-5a1c-8b8a-95c488bc198a","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Initial Stressing","Concrete test results (RCC) Attach report"
"aae4ea2b-d90f-5277-8ea9-9ccc7caa5d0e","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 2","Final Stressing"
"f2e29163-cfb1-5ba9-a408-9d4a1472d5ab","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Final Stressing","Safe access for final stressing"
"05f9a737-e6db-58a9-ba12-24304cc83638","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Final Stressing","Concrete strength (should be more than 22 MPa)"
"4ea4c88c-5c64-5a51-9c23-8d9884f064ff","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Final Stressing","Anchorage and strands condition"
"0e7a97d5-dd38-558e-bdad-69296138c216","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Final Stressing","Jack Calibration, current"
"050f73d2-43a5-59e7-b959-73148093c5f6","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Final Stressing","Final stressing completed"
"b7747124-54b8-5562-b089-f18aac71e32d","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Final Stressing","Concrete test results (RCC)"
"08dd72bf-cef0-5259-ac8d-e229310bceeb","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"c963b4d6-efed-50ec-a39d-6f8ba7075627","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 2","Grouting"
"2e8ce4be-0b0a-50d0-a93a-d08a15215e43","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Grouting","Safe access for grouting"
"72cf9fba-6ffe-56d3-ae6a-ded76cead4a7","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Grouting","Anchor pockets cut and sealed"
"800cbd56-b941-5307-b638-ddeeb425fa73","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Grouting","Grout hoses condition"
"8c882388-a6ab-5dfc-88d0-50793d1ee604","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Grouting","Grouting completed"
"c9885879-de14-58d0-b2d1-6bff6e2e949a","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 2","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"c8e89317-e7b6-414f-a79a-dd5147abe977","","pass","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","Parish Hall","Level 3"
"6ab18414-4abb-56c6-9701-83b231e8c977","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 3","Pre Pour / Post Pour"
"6c928485-fa60-58c2-a23a-30b243bd7885","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"858e8c2a-81a4-55ec-a87e-844867dc10a7","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Pre Pour / Post Pour","Anchor and dead-end setup"
"c7fd7030-8da5-5093-8b75-8e9853131934","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Pre Pour / Post Pour","Tendon chairing"
"2a412915-38ea-5454-81ad-a8cf087098e1","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Pre Pour / Post Pour","Grout hose installation"
"e160518f-0969-5743-8e38-b2aff5320076","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"1f09be03-a4d0-5394-8ee9-e04dbe78d746","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Pre Pour / Post Pour","Pour completed"
"9a4f182d-4340-5041-be61-3902f7d2021c","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"57f07581-0af7-5aaf-938c-06cf9c1b8ff4","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"044faf22-6d20-5114-ab00-1f0273bbd66e","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"bdf9cdd6-37b5-5507-b233-34225baa7946","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 3","Initial Stressing"
"932054a3-c836-57a2-97cb-0ad94a6c2717","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Initial Stressing","Safe access for initial stressing"
"f22b15d3-03d5-53ef-bebf-d73d37e3f960","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"fa1fddff-b4ae-596b-8707-5de640c8088f","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Initial Stressing","Anchorage and strands condition"
"75e151dd-415e-5cfe-a19e-f8ec7dd8d8f1","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Initial Stressing","Jack Calibration, current"
"7277516d-d829-516a-8532-2bb524232d30","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Initial Stressing","Initial stressing completed"
"57df4c86-bde6-5329-87bd-8eebb273849f","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Initial Stressing","Concrete test results (RCC) Attach report"
"991ad4f9-fc1b-5f42-a9ba-8b352634de46","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 3","Final Stressing"
"28f1f7e9-ccb6-5e05-8b4e-0b139c70e61f","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Final Stressing","Safe access for final stressing"
"26961a08-8c20-5521-8b2c-c3e47ef21f83","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Final Stressing","Concrete strength (should be more than 22 MPa)"
"371a3396-a9c4-5683-b855-326e85153be8","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Final Stressing","Anchorage and strands condition"
"f6b36b42-a76f-5087-b14a-cc7bcc29a5b7","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Final Stressing","Jack Calibration, current"
"0619bdab-d29d-5854-b424-4ee6031b732d","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Final Stressing","Final stressing completed"
"0e3ecef2-a995-5294-ab20-6c4223fd6e73","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Final Stressing","Concrete test results (RCC)"
"c75609b8-31c6-5bff-b514-140847b558f7","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"95c72dbe-7053-5647-9d87-189adc0ab452","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 3","Grouting"
"d7762baf-587b-536c-9456-6bf2e8d32016","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Grouting","Safe access for grouting"
"0862d4b4-ea27-5d59-963b-36ada96f74a4","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Grouting","Anchor pockets cut and sealed"
"1269317c-c230-531e-b2c6-a10e4cf47646","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Grouting","Grout hoses condition"
"ddc7af09-790b-59de-b6ec-c039dddd2319","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Grouting","Grouting completed"
"d4f604c0-449f-5555-ae33-c1890686fee1","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 3","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"4afc2723-a70b-4606-b638-d81091c1f705","","pass","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","Parish Hall","Level 4"
"3af6f6ab-3a80-59f5-a99d-d1d6760c8d2a","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 4","Pre Pour / Post Pour"
"cc3d5e4e-4c43-5ca0-bd75-e0be1083adfc","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"66061e44-c39d-5b11-82fd-b54326041d34","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Pre Pour / Post Pour","Anchor and dead-end setup"
"27cae023-344c-5f41-95b6-85d99b8c12ab","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Pre Pour / Post Pour","Tendon chairing"
"a396e07d-f56c-5dcf-ab6e-2f2d37e31223","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Pre Pour / Post Pour","Grout hose installation"
"86f5cddd-1841-5c32-b598-c5f02d4057b1","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"7ee15f55-2131-5811-9340-5ad7d023bde6","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Pre Pour / Post Pour","Pour completed"
"85664aed-26a7-5339-b4ba-f918d35c85a1","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"0b94b06b-2ea6-5598-8ed5-64e1f9a24bb9","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"d2423557-6ad9-570c-9f36-8aa2f2ef0580","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"63e550e9-fdd3-5233-8a89-817c858b9497","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 4","Initial Stressing"
"823a82f9-3a09-5f91-b2c0-4a5931eff59a","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Initial Stressing","Safe access for initial stressing"
"703add68-ce91-59ca-ab50-201b5f5f9494","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"24edcb8f-114c-5f54-9b63-351d1ab991b0","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Initial Stressing","Anchorage and strands condition"
"07232fff-2a58-5f27-9eda-581c2b0f9909","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Initial Stressing","Jack Calibration, current"
"b48c7090-a782-517c-b445-d0934e64849d","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Initial Stressing","Initial stressing completed"
"72a1276b-2446-51a4-862e-b29fbc0ae63b","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Initial Stressing","Concrete test results (RCC) Attach report"
"edc3997a-594b-5774-824b-2bd8fed18a86","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 4","Final Stressing"
"be79cad7-306f-531d-a241-ddbd6826aebb","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Final Stressing","Safe access for final stressing"
"8679feff-943e-561f-a133-4a831325fed2","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Final Stressing","Concrete strength (should be more than 22 MPa)"
"444bb70e-2cac-50c9-811d-041091b51c46","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Final Stressing","Anchorage and strands condition"
"0dbcd9a8-ff1d-594b-b0e0-762010f5f19e","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Final Stressing","Jack Calibration, current"
"e08018da-53af-556e-a9dc-2e947486ae84","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Final Stressing","Final stressing completed"
"958f8c96-6e11-5de4-9062-a7d27b4565a4","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Final Stressing","Concrete test results (RCC)"
"2cff1bf2-59d3-51d9-83cc-36f594be9c18","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"fd6528c8-3c0c-5244-9bbe-f52d042f77e3","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 4","Grouting"
"fe0c933d-49f4-5d08-bd32-2abbc3c807d3","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Grouting","Safe access for grouting"
"8a24f526-5a20-5f64-b295-5851fc17eca0","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Grouting","Anchor pockets cut and sealed"
"10289786-8eb6-5aac-84ea-a25282f1e66c","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Grouting","Grout hoses condition"
"8e0f9381-9f9d-5046-8c5d-fcbbd650fc0c","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Grouting","Grouting completed"
"2acbdc9c-a0e3-5cd5-9f2e-144cc4a78260","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 4","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"bf242753-bd78-463f-9494-3e054033b4ff","","pass","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","Parish Hall","Level 1 Pour A"
"4de0e8eb-4ed6-5977-913e-737310500ae3","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 1 Pour A","Pre Pour / Post Pour"
"eabc3b7d-1fd0-5870-ab8b-b148e6d18dce","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"2355f00a-2bea-5ae6-9d87-a579d4fa3fe0","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Pre Pour / Post Pour","Anchor and dead-end setup"
"508ffb30-235f-5366-b4ec-bb8f03a5d658","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Pre Pour / Post Pour","Tendon chairing"
"25cc4b4f-455a-5b68-b5db-fe804a36df0c","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Pre Pour / Post Pour","Grout hose installation"
"ac60a721-a705-544f-bd69-e02798fe0cda","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"c946e5e3-b2b3-5aad-8dfc-ef581955a4c4","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Pre Pour / Post Pour","Pour completed"
"ddce3603-2efd-558b-802f-17b9a5ed29fe","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"c42ff1c2-ba1c-5d07-ae60-4fc4af6e0e13","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"72deffcb-2148-5da6-8d21-0725426351de","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"a249ce27-76b2-5daf-959a-1bb6b1176544","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 1 Pour A","Initial Stressing"
"b3dc1202-5a22-5287-898c-f2afa55db45e","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Initial Stressing","Safe access for initial stressing"
"7899f24e-e881-5c32-8876-d3b87d461f8d","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"7d45d0ba-7b1c-5417-a159-e2dcbb063ba9","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Initial Stressing","Anchorage and strands condition"
"b754d313-77af-5a7d-b7a7-e72a8de91985","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Initial Stressing","Jack Calibration, current"
"f7b2c962-af5d-5a7d-a939-49c2f6c0340f","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Initial Stressing","Initial stressing completed"
"810ae65f-0c27-5b88-b929-acf7f0921dc9","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Initial Stressing","Concrete test results (RCC) Attach report"
"4c6e230f-bf12-560a-9420-1f65075d46f7","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 1 Pour A","Final Stressing"
"c80049a8-52fd-5d19-9eaa-bbf7eaded599","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Final Stressing","Safe access for final stressing"
"6b95efcb-3dfb-56c4-876c-0748c953e051","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Final Stressing","Concrete strength (should be more than 22 MPa)"
"1632894a-bc2d-5069-86cf-c7559e1ba13b","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Final Stressing","Anchorage and strands condition"
"ab2eb8d6-81e5-5fb8-8ed0-16ac603f370a","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Final Stressing","Jack Calibration, current"
"45ac622a-ce2a-59aa-8dd2-e014fa18c2c1","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Final Stressing","Final stressing completed"
"f7343f2d-82fc-56d7-bfe0-5f8f284762e1","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Final Stressing","Concrete test results (RCC)"
"3bb1c868-c19a-5ad5-88c6-20443c597a75","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"e0d84c01-a1d9-5aa4-8b31-bbbbba85c113","","pass","","section","FALSE","FALSE","Site QA","Parish Hall","Level 1 Pour A","Grouting"
"992c7174-34ec-55a0-b611-106dff6a6f24","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Grouting","Safe access for grouting"
"71ef2e11-c146-5eb1-b744-b29012b03155","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Grouting","Anchor pockets cut and sealed"
"9ea03e0e-8326-5054-ae01-c60a3b2f9403","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Grouting","Grout hoses condition"
"6ca9e7ee-b701-5c52-8967-1c8b4531c0d8","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Grouting","Grouting completed"
"fa45666d-ff03-5d5c-bfab-9fc51a7f037b","","pass","","checkpoint","TRUE","TRUE","Site QA","Parish Hall","Level 1 Pour A","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"0cd5d8d6-2a87-49bd-aa97-d45c3c8d765a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Tower"
"9c003b13-2d09-404e-94f3-5901884b9563","","work-in-progress","","folder","TRUE","FALSE","Site QA","Tower","Basement 1"
"f4ffff37-a301-4e11-9110-35ed9fd6c4d0","","work-in-progress","fc657a967195070fd87994d0171cb9aee3d19b09b3c89a27d02fffd85f9b8b0f","checklist","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 1"
"a38c9712-a56a-5032-a287-7d4cc99683ff","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 1","Pre Pour / Post Pour"
"ca9ecaf4-9778-5890-b54b-497759cdfef3","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"63183947-acd2-51a7-9d00-3ce9eb902c54","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Pre Pour / Post Pour","Anchor and dead-end setup"
"4a26e085-9e0d-56c8-b052-e75e4458f6d8","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Pre Pour / Post Pour","Tendon chairing"
"7a1bab2b-6b12-5880-b4c4-f0a7bbc83f3f","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Pre Pour / Post Pour","Grout hose installation"
"98b8fe72-f49b-5ee9-b251-8850a30ddc74","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"cb098f4c-44a3-5c7f-9302-1cd66d3f8cd2","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Pre Pour / Post Pour","Pour completed"
"73788c6e-53b0-5002-a746-0a1f5610accc","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"a34a62d2-f453-5b9f-8654-d04e604047c4","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"008712c0-0bd7-5f4d-9c66-e61ffea1c4d4","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"c2612575-bab2-5ae8-a08a-1aa979d06ce3","","work-in-progress","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 1","Initial Stressing"
"419dfbbd-392b-541b-9f0a-ab0529893789","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Initial Stressing","Safe access for initial stressing"
"3c593787-77e8-591c-92cd-13fd1ce6a53c","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"5e63c5c0-2a75-5bcc-a957-1d776e85a140","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Initial Stressing","Anchorage and strands condition"
"ed39fa61-8602-55f0-a2d3-c6854d4ca8fb","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Initial Stressing","Jack Calibration, current"
"b9951620-bffd-59e8-bbab-a17737b21b03","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Initial Stressing","Initial stressing completed"
"5dc45613-d60d-5264-9be0-cb5778669412","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Initial Stressing","Concrete test results (RCC) Attach report"
"e095d297-0efc-590c-a300-c1e456485cad","","pass","","section","FALSE","FALSE","Site QA","Tower","Basement 1","Pour 1","Final Stressing"
"723b37b5-0aa2-5abc-99d6-d629486f5c55","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Final Stressing","Safe access for final stressing"
"e3fd229b-2352-5f54-94b8-810540d17b67","","pass","","checkpoint","TRUE","TRUE","Site QA","Tower","Basement 1","Pour 1","Final Stressing","Concrete strength (should be more than 22 MPa)"
